Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7540685270998964,-7.979245557211478e-18,
1,0.7884957590302909,0.13998709284508198,Y9Z4,0.7853981422956103,nan
2,0.822298131769704,0.2774333999029164,Y8Z1,0.7853981293944187,nan
3,0.8538852941674682,0.40587227771419504,Y3Z2,0.7853981897170041,nan
4,0.8833170928632245,0.5255470730898617,Y6Z5,0.7853980529482532,nan
5,0.9088935431853571,0.6295453536699229,Y7Z1,0.785398163035337,nan
6,0.9277116274641449,0.706062946383368,Y0Z8,0.7853981793188187,nan
7,0.9716315740370506,0.8846490624871238,X4X9,-1.0361129070672495,0.7719790458481798
8,0.9930224701652172,0.971628154166274,Y5Y6,0.06603418648483368,3.452312271357646
9,0.9931294040947113,0.9720629660601445,X2X3,1.4143288800379528,-5.565520535309739
10,0.9997693686382265,0.9990622129040508,Y4Y9,1.2725292510470905,1.5106935001665844
11,0.9998381909014055,0.9993420561561868,X2X3,0.4726298623442439,-3.3159541462270754
12,0.9999375281889781,0.9997459787871584,Y4Y9,-0.15967291170553483,3.161976913485303
13,0.9999474122715621,0.9997861691803096,Y2Y3,0.31141258042630393,-2.203039041481468
14,0.9999999999676626,0.9999999998685107,Y5Y6,-0.7913007232661668,0.5149608701881018
15,0.9999999999698066,0.9999999998772285,Y7Z5,-1.2786867391007587e-08,-0.1000003643601803
