Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6415616852935918,0.0,
1,0.7422834780763834,0.2810017474423497,Y5Z3,0.7853981564738374,nan
2,0.8186013798884543,0.4939195597431408,Y4Z5,0.7853981668786253,nan
3,0.8804287921929772,0.6664106405450491,Y2Z0,0.7853981687768756,nan
4,0.9134783072080868,0.75861483205895,Y1Z0,0.7854056964886053,nan
5,0.9079696230881332,0.7432462626456449,Y1Z0,-7.513455665665036e-06,0.09999993568732322
6,0.9023977486504903,0.7277013998086272,X0X2,-2.1875858005240364e-07,0.09999994056964805
7,0.8970205673755695,0.7126997075946542,Y3Z2,7.096248107859638e-09,-0.10000000712014216
8,0.891727250285989,0.6979319864208833,Y0Y2,-4.514203837166386e-13,0.0999999999986458
9,0.8865655776549923,0.6835315375313038,Y0Y2,-4.5138003520695155e-13,0.09999999999774313
10,0.881532029961295,0.6694885418827491,Y0Y2,-4.513628292801724e-13,0.09999999999774319
11,0.8766231842292256,0.6557934497827592,Y0Y2,-1.3540884878405172e-12,0.09999999999774319
12,0.8718357113546258,0.6424369734291608,Y0Y2,0.0,0.1
