Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6518881586612283,2.836533397077273e-17,
1,0.7404268387422839,0.2543397539726102,Y4Z3,0.785398157741882,nan
2,0.7900463803075743,0.39687883386849426,Y1Z4,0.78539815159824,nan
3,0.8877170457696738,0.6774514943286405,Y0Z3,0.7853981560043045,nan
4,0.9482860615506108,0.8514444718383972,Y5Z0,0.7853980487861663,nan
5,0.9983558907002722,0.995277065860774,Y2Z3,0.7853903281440224,nan
6,0.9981931649416684,0.9948096133375333,Y2Z1,7.832525506016292e-06,nan
7,0.9920431370254679,0.9771427971426323,Y5Z3,-1.136130563967933e-07,0.09999985191314366
8,0.9861527853300167,0.9602219372465768,Y2Z4,9.391144797825745e-09,-0.09999999085637888
9,0.9805365534028161,0.9440885247616649,standard_x,-4.774450866567831e-09,-0.10000000212110009
10,0.975033345417913,0.9282797893743858,standard_x,-1.962445502497946e-09,-0.10000004091522363
11,0.9696406647710829,0.9127885592395797,standard_x,3.010707944494599e-09,0.10000000065756987
12,0.964356073666096,0.8976078314462841,standard_x,-9.523446942949253e-10,0.10000000019046901
