Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6670325383799717,1.95083169203865e-17,
1,0.7602483339125133,0.27995466908089833,Y1Z2,0.7853980336503141,nan
2,0.851956644655176,0.555381914423319,Y4Z0,3.821457876176947e-06,nan
3,0.928055034906403,0.7839279407556695,Y5Z3,0.7853983233275734,nan
4,0.9277569293436931,0.7830326413733832,Y0Z4,0.7853948446250362,nan
5,0.9804320774262537,0.9412317273329353,X1X2,1.5266162051656111,-1.031757733636844
6,0.9818157445755903,0.9453872899894318,Y3Y5,-0.7126525216662547,-0.9215372754784861
7,0.9821152799592491,0.9462868835479172,Y0Y4,-1.6936600626530804,-0.9705436186034666
8,0.976240218910641,0.9286423334767981,Y1Y2,-0.8064160498217697,-1.0936854376735436
9,0.971563584591084,0.9145970141630039,X3X5,0.0041956105784068404,0.14758435941401582
10,0.9703797398224802,0.9110415773559234,X0X4,-0.7495850022489341,-0.10526987759328836
11,0.9648603699210555,0.894465273249298,X1X2,-3.074593342695188e-05,0.8779191123635226
12,0.9620968028722587,0.8861654621045366,X0X4,0.8000571991557542,1.5207430619329232
