Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7147882172334548,6.9370803010973e-17,
1,0.8087421964810236,0.32941829519179855,Y2Z3,0.7853981182633111,nan
2,0.8763413692657043,0.5664322506776863,Y0Z3,0.7853981715703378,nan
3,0.9413334689818688,0.7943053738907008,Y4Z1,0.7853981586834479,nan
4,0.9919951528954861,0.9719336731923657,Y5Z4,0.785383513414469,nan
5,0.9918304732631702,0.9713562789812338,Y5Z1,-1.9169245444440233e-05,nan
6,0.9868100308619964,0.9537537719863415,Y5Z1,4.551528089558573e-06,0.099997621161995
7,0.9818855705200317,0.936487794072675,Y1Y4,-3.068885651755419e-07,-0.09999998643025299
8,0.9770739774170257,0.9196175474919287,Y5Z4,2.2610034368128503e-09,0.09999999830424151
9,0.9722786845069404,0.9028044521016501,Y2Z3,2.826254343724904e-09,-0.09999999943475119
10,0.9675826932217028,0.8863395247424547,Y2Z3,2.826254343724904e-09,0.09999999717374801
11,0.9629837359189415,0.8702148146826124,Y2Z3,1.6957503241647167e-09,-0.09999999943475119
12,0.9585638509420138,0.8547179620138521,Y5Z4,3.869251505754459e-15,0.09999999999999808
