Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7029428815428844,1.7157968556490805e-17,
1,0.7850650784626949,0.27645254672348846,Y2Z5,0.7853978467578198,nan
2,0.8553176096795011,0.5129475736115517,Y0Z4,0.7853985118008571,nan
3,0.9110075780211893,0.7004198302298622,Y3Z2,0.7779006217093579,nan
4,0.9735522325840684,0.9109674006356131,Y1Z5,0.7853983054616722,nan
5,0.973231511169316,0.9098877381908342,Y3Z2,0.007497981854993258,nan
6,0.9922107498719762,0.9737786114384991,X0X4,2.4078788404638938,9.406243348668633
7,0.9863091271786559,0.9539116487345833,X4,7.462639675690088e-07,-0.1741157291753147
8,0.9813805957436378,0.937320457583816,X0X4,-2.584677672123569,1.7256782490339404
9,0.9768121323330169,0.9219413835715551,X0X4,1.3496041894731936,-1.8143598175514268
10,0.9716468529367075,0.9045532145112162,Y0Y4,-0.19100723570155248,5.113991476839932
11,0.9664624487230041,0.8871006645079353,X0X4,-0.7985219619690507,-3.26532045584031
12,0.9616285589951873,0.8708280710318942,Y0Y4,0.574584049228526,-0.09836721225743801
