Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.682114884616968,1.0176618102929114e-17,
1,0.7881055468373206,0.333424426282559,Y0Z1,0.7853981600651314,nan
2,0.8934492388755103,0.6648136198635706,Y4Z5,0.78539816807724,nan
3,0.9439490238600171,0.8236753675224935,Y2Z4,0.7853981660125136,nan
4,0.9896682182098575,0.9674983782185166,Y3Z0,0.785395322221712,nan
5,0.9895197935960679,0.9670314654673147,Y3Z1,-2.161370690710345e-06,nan
6,0.9846743752777244,0.9517887941880849,Y3Z1,-6.578527374946734e-07,0.09998958286805357
7,0.9799407590948125,0.9368978290127952,Y3Z0,1.8811435246256084e-08,-0.10000000803049526
8,0.9754595641939598,0.9228009283276113,standard_x,3.552125287877681e-09,-0.10000001408510559
9,0.9710815843314569,0.9090287205372981,X3,1.0430748656802447e-08,0.0999999836642465
10,0.9668041094728086,0.8955726804408811,standard_x,-1.0508484807956718e-08,0.09999999184627037
11,0.9626245039854813,0.8824245168903757,standard_x,8.061341855991283e-09,-0.09999998368173584
12,0.958540204553874,0.8695761662317235,standard_x,8.061341855991283e-09,0.09999999184958822
