Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7580512972860032,5.87874624099949e-17,
1,0.8564083488048497,0.40652026820376275,Y5Z3,0.7853979663291698,nan
2,0.9217359971657122,0.6765264621947479,Y1Z0,0.7853974758249486,nan
3,0.9687795014741116,0.8709623231053504,Y2Z5,0.7853978031614676,nan
4,0.9911973018414234,0.9636175021406003,Y4Z3,1.5721323164145724,nan
5,0.9911252334000165,0.9633196355242531,Y4Z2,-0.7867336675416371,nan
6,0.994683050101992,0.978024474451127,X0X1,0.7850869320571467,26.913200713163565
7,0.9910984431781847,0.9632089086572305,Y0Y1,-1.5697381369268448,-0.0031032457754275812
8,0.9876047310572535,0.9487690208556372,Y0Y1,1.570025018378141,-0.0026638218668285103
9,0.9834292557047754,0.93151133232232,standard_x,-1.3690085699235082e-07,-0.001614077841257498
10,0.9810262246451215,0.921579346605106,Y0Y1,-0.7853353116729659,0.0008501307095621206
11,0.9770135943395745,0.9049947141580776,standard_x,-9.039676637540959e-08,0.038145982965941315
12,0.9747989810418053,0.8958414793073536,Y0Y1,0.7853884144091229,-3.9109895399734134
