Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6983031853593366,1.3587203609396637e-17,
1,0.7947562697061137,0.3197020308671728,Y5Z2,0.7853982596900759,nan
2,0.8677608553465078,0.5616819991586725,Y4Z5,0.7853981794044563,nan
3,0.9345648864529958,0.7831096969819162,Y3Z1,0.7853981183451844,nan
4,0.9755787755937866,0.9190537545605166,Y0Z2,0.7857610659938299,nan
5,0.9755788190176258,0.9190538984925609,Y0Z5,0.00036285647917915355,nan
6,0.9999999997126646,0.9999999990476025,X1X3,0.7853981128744474,6.333044423184702
7,0.9999999999999026,0.9999999999996773,Y0Z2,3.7500903034362715e-08,0.09999731084412017
8,0.9999999999999991,0.9999999999999974,standard_x,-3.664286906417486e-08,0.09999958632509753
9,0.9999999999999994,0.999999999999998,standard_x,4.343981459130432e-09,0.1
10,1.0000000000000002,1.0000000000000002,standard_x,1.532960873363626e-08,-0.09999999796250457
11,1.0000000000000002,1.0000000000000002,standard_x,-8.340404360352004e-18,0.1
12,1.0,1.0,standard_x,-8.340404360352004e-18,-0.09999999999999998
