Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6856289007178967,2.2583086457423743e-17,
1,0.7707735351828414,0.27084116402360336,Y4Z0,0.785398175031754,nan
2,0.8502453396397822,0.5236373168456103,Y5Z3,2.356194697869316,nan
3,0.9200847162133082,0.7457931598382102,Y2Z4,0.7853981390515582,nan
4,0.9825949570434602,0.9446353593053375,Y1Z0,0.78539817036349,nan
5,0.9999999999999118,0.9999999999997198,X3X5,0.7853979205582331,0.759458165260891
6,0.9999999999999996,0.9999999999999983,X3X5,2.4042579224476835e-07,0.10000008018265776
7,0.9999999999999996,0.9999999999999988,standard_x,-1.4799170936811877e-09,0.099999999723469
8,0.9999999999999996,0.9999999999999988,standard_x,-1.5834690432873654e-09,0.09999999886644108
9,0.9999999999999999,0.9999999999999992,standard_x,-1.5834690432873657e-09,-0.10000000078167692
10,0.9999999999999999,0.9999999999999996,X3X5,0.0,0.1
11,0.9999999999999999,0.9999999999999996,X3X5,0.0,-0.1
12,0.9999999999999999,0.9999999999999997,X3X5,0.0,0.1
