Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6994516727575406,-9.506704882635898e-18,
1,0.8018851303083934,0.340821918693353,Y0Z5,0.7852527300572036,nan
2,0.8712605585186006,0.5716514456673648,Y1Z3,0.7853981501971217,nan
3,0.9253559434378534,0.7516404192064275,Y4Z1,0.7853981561817328,nan
4,0.9908243377595292,0.9694702601586311,Y2Z3,0.7853981679920395,nan
5,0.990824386269718,0.9694704215642507,Y5Z0,0.00014544050442719477,nan
6,0.999999999990166,0.9999999999672802,X0X5,0.7853982775308623,17.622997116988834
7,0.9999999999999475,0.9999999999998254,standard_x,6.163540197089891e-11,0.09999995951372137
8,0.9999999999999485,0.9999999999998285,standard_x,-1.0367481091310945e-08,0.10000000799025802
9,0.9999999999999488,0.9999999999998295,Y0Y5,-3.277511275470808e-09,0.10000000323056923
10,0.9999999999999488,0.9999999999998294,standard_x,1.1030289133211867e-11,0.09999999998846888
11,0.9999999999999488,0.9999999999998297,standard_x,1.0894613350317601e-11,-0.09999999999768507
12,0.9999999999999492,0.9999999999998306,standard_x,1.089442870113522e-11,0.10000000001089397
