Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6780315030890485,-8.15612909385884e-18,
1,0.7663659852022213,0.2743575317482191,Y3Z1,0.7853981613047025,nan
2,0.8538005990405029,0.5459201680842329,Y4Z2,0.7853992822311777,nan
3,0.9243924800194977,0.7651710626788014,Y0Z1,0.7853981659751585,nan
4,0.9663031319672664,0.8953411021387803,Y5Z2,0.7834687376670586,nan
5,0.9663043811927451,0.8953449821006112,Y5Z4,-0.0019294231584131986,nan
6,0.9663043811936427,0.8953449821033994,Y4Z2,-1.119076863325597e-06,0.10000000237168705
7,0.9663043811936434,0.8953449821034011,standard_x,-5.11716035745222e-09,0.09999995335626417
8,0.966304381193645,0.8953449821034064,X4,-9.371343342050001e-08,-0.10000000184342557
9,0.966304381193645,0.8953449821034069,standard_x,-3.067724353797826e-09,-0.09999999923730742
10,0.9663043811936454,0.8953449821034073,standard_x,1.0596329838169453e-12,0.0999999999994702
11,0.9663043811936454,0.8953449821034073,standard_x,1.0764925698826316e-17,-0.1
12,0.9663043811936454,0.8953449821034073,standard_x,1.0764925698826316e-17,0.1
