Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7060549386659705,-4.124387374241211e-18,
1,0.7893050907613542,0.28321670627009116,Y4Z1,0.7853981879850013,nan
2,0.8702680449235232,0.5586523737200887,Y2Z0,0.7853369156403782,nan
3,0.9302552030804649,0.7627284615601033,Y3Z5,0.7853981525929884,nan
4,0.9302552076241482,0.7627284770176965,Y2Z0,6.124545567047732e-05,nan
5,0.9681629864140924,0.891690598775772,X3X5,0.4540008059073134,1.2044765443033474
6,0.9794202980774642,0.9299879309788786,Y1Y4,0.5641734252810264,2.2776624612992094
7,0.9996962941938609,0.9989667939826551,X0X2,0.6857571606541026,2.3766642318899156
8,0.9999998280732786,0.9999994151059368,X3X5,0.05507331005086038,-0.14614911119263296
9,0.9999999999981283,0.9999999999936321,Y1Y4,-0.0024024673814982724,0.10000076336040091
10,0.9999999999999942,0.9999999999999805,X4,-2.3599220688412633e-08,-0.09999973037233297
11,0.9999999999999962,0.9999999999999873,standard_x,-7.718623027122273e-09,-0.10000001585800718
12,0.9999999999999964,0.9999999999999881,standard_x,2.0610439809397371e-16,0.10000000000000006
