Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7016437554922593,-1.1417024077309388e-17,
1,0.7806504529000431,0.26480658227260256,Y2Z3,0.7853981429774699,nan
2,0.8494789955462462,0.4954990645424594,Y5Z0,0.7853982042775147,nan
3,0.9011486159232269,0.6686800229709671,Y1Z5,0.7853981800385588,nan
4,0.9315764175097022,0.7706648218367603,Y4Z1,0.7858834319534732,nan
5,0.9315764759643202,0.7706650177589814,Y4Z0,-0.0004854109853851898,nan
6,0.9999999588000917,0.9999998619103538,X2X3,0.7853981516532551,1.87828269416661
7,0.9999999999999968,0.9999999999999892,standard_x,3.01894748223997e-08,0.0999994783897259
8,0.999999999999998,0.9999999999999932,standard_x,-1.798782695544143e-08,0.09999995397916299
9,0.9999999999999982,0.9999999999999939,standard_x,-1.4430429673662496e-11,-0.10000000000450951
10,0.9999999999999982,0.9999999999999941,standard_x,0.0,-0.1
11,0.9999999999999984,0.9999999999999946,standard_x,0.0,-0.1
12,0.9999999999999986,0.9999999999999949,standard_x,0.0,0.1
