Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6386255622939765,-2.801226054598399e-18,
1,0.7076111497583751,0.1908978064478323,Y0Z3,0.7853981497087271,nan
2,0.7680310035587185,0.35809240433882794,Y5Z1,0.7853981375276582,nan
3,0.8268639938611404,0.5208958131130873,Y4Z2,0.7853981592543761,nan
4,0.910354302774778,0.7519312716353546,X0X3,0.5880600404482046,1.214925668783836
5,0.9744256150079237,0.9292302323473114,X1X5,0.7853933068404487,0.749652122376956
6,0.9999979927296025,0.9999944454554941,X2X4,0.39234874267417974,-0.5385899527371781
7,0.9999999997880806,0.9999999994135741,standard_x,-3.49458934813886e-09,-0.0999983476475589
8,0.9999999999999591,0.9999999999998869,X0X3,-1.5871880111019865e-05,0.09999985312336247
9,0.9999999999999993,0.9999999999999982,Y0Y3,-4.632514068559919e-07,-0.09999995870833214
10,0.9999999999999999,0.9999999999999997,standard_x,6.064297194770815e-09,-0.10000000620156979
11,0.9999999999999998,0.9999999999999993,standard_x,6.640292698058111e-09,0.10000003778041457
12,1.0000000000000007,1.0000000000000018,standard_x,-2.308109197542729e-12,0.1
