Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6971637656162238,-1.0310690283990265e-17,
1,0.8084794727150985,0.36757723964367905,Y4Z2,0.78579025235787,nan
2,0.9054573832889531,0.6878094297288228,Y3Z0,0.7853977257439614,nan
3,0.9382939107180733,0.7962394116823943,Y1Z0,0.7853982477973676,nan
4,0.9761582585763907,0.9212718336954511,Y5Z3,0.7853981642509277,nan
5,0.976158411796822,0.9212723396468993,Y4Z2,-0.00039207722366362176,nan
6,0.9999999999560283,0.9999999998548004,X2X4,0.7853981304105776,7.4119145456734
7,0.9999999999993697,0.9999999999979186,X0X1,4.0706427881975505e-07,-0.09999897411246007
8,0.9999999999999762,0.9999999999999212,X3X5,-2.5534759775571484e-07,-0.1000019544180677
9,0.9999999999999765,0.9999999999999222,X0X1,-4.633583667962767e-08,0.10000002407841055
10,0.9999999999999766,0.9999999999999232,Y1Z5,5.7063176404600775e-08,-0.0999999369203563
11,0.9999999999999772,0.9999999999999247,X2X4,5.8111993883754266e-08,-0.09999998978250348
12,0.999999999999978,0.9999999999999274,Y0Y1,2.001131485090353e-08,-0.09999997331824687
