Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7195416041477035,1.118285618939379e-17,
1,0.8322117017732679,0.4017355133304768,Y0Z3,0.7853976642623939,nan
2,0.8806886759323412,0.5745845878313657,Y2Z0,0.7853981532128195,nan
3,0.9152021779571561,0.697645628382248,Y4Z3,0.7853981564117172,nan
4,0.9612344515692784,0.8617779000235835,Y5Z0,0.7853981438638756,nan
5,0.991122619043757,0.968346888210406,Y1Z0,0.7854143337895558,nan
6,0.9911226191174461,0.9683468884731511,Y1Z0,-1.6187573597441205e-05,0.09999985057959271
7,0.9911226191174578,0.9683468884731926,X1,-4.4746998566517235e-07,0.10000005512717586
8,0.9911226191174584,0.9683468884731944,Y4Z3,4.83864895776882e-09,-0.10000008940896542
9,0.9911226191174584,0.9683468884731947,Y4Z3,-1.0061852635519508e-08,-0.100000013569183
10,0.9911226191174584,0.968346888473195,Y5Z0,6.5651883495695816e-09,0.09999998690375429
11,0.9911226191174589,0.9683468884731968,Y1Z0,1.2799065262573083e-11,-0.10000000002986453
12,0.9911226191174591,0.9683468884731976,Y1Z4,0.0,-0.1
