Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.649169745840034,7.172346513165737e-18,
1,0.7601301636788057,0.31627950133450516,Y3Z1,0.7853982268800666,nan
2,0.8397862100224719,0.5433296071881065,Y5Z1,0.785398144440308,nan
3,0.9046589358139454,0.7282416124164066,Y4Z2,0.7853981698473483,nan
4,0.9320408377841065,0.8062904740681042,Y0Z3,0.7853981803241946,nan
5,0.9999999999978882,0.9999999999939806,X2X4,0.7853981622132054,2.793949897935479
6,0.9999999999999989,0.9999999999999972,X0X3,-7.531914852167832e-08,-0.09999996988449852
7,0.9999999999999993,0.9999999999999983,Y1Y5,-2.7735414076098157e-08,-0.10000003324769723
8,0.9999999999999996,0.9999999999999987,Y1Y5,5.464756601995314e-09,0.10000000819709486
9,0.9999999999999996,0.9999999999999987,Y1Y5,5.464743211758887e-09,-0.10000001092948682
10,0.9999999999999996,0.9999999999999987,Y1Y5,5.464743211758887e-09,0.09999999453525668
11,0.9999999999999998,0.9999999999999993,Y1Y5,5.464743211758887e-09,-0.10000001092948682
12,0.9999999999999998,0.9999999999999993,X5,0.0,-0.1000000000000001
