Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6627837633988966,6.0473990651335906e-18,
1,0.7193678916803433,0.16779775746201897,Y6Z5,0.7853981421841241,nan
2,0.773617858930778,0.328673662481407,Y7Z3,0.7853981761431895,nan
3,0.8173178108804078,0.45826395857774527,Y4Z1,0.785398187076806,nan
4,0.8547634553833428,0.5693073795006526,Y2Z6,0.7853981502061191,nan
5,0.8870518578234553,0.6650572246610049,Y0Z2,0.7853981761806633,nan
6,0.9448322293532434,0.8364023891530022,Y1Y4,0.7879020779603324,1.4791857636212928
7,0.9684609580600696,0.9064723506263483,Y3Y7,-0.7853978931742398,-1.7944119457663916
8,0.9999999041782056,0.9999997158446604,X1X4,-0.6480780193910171,-0.6377759106034548
9,0.9999999999999256,0.9999999999997795,X1X4,6.934698419032355e-05,-0.09999947347559163
10,0.9999999999999881,0.9999999999999647,X3X7,-2.9143021446756694e-07,0.09999987870998255
11,0.9999999999999974,0.9999999999999929,Y1Y4,2.425501196167699e-08,0.09999998946360279
12,0.999999999999999,0.9999999999999969,Y3Y7,-1.6100765552760325e-08,0.09999998389923445
