Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6537423645442338,2.4555722355094167e-18,
1,0.7143365769811737,0.1749974765384795,Y7Z2,0.7853981938764876,nan
2,0.7697228195293189,0.3349542164822568,Y5Z3,0.7853981328703611,nan
3,0.8213264340525331,0.48398663985478513,Y4Z1,0.7853979243753011,nan
4,0.8498012372416633,0.5662225251419057,Y0Z3,0.7853981460017263,nan
5,0.888835415270051,0.6789541273692721,Y6Z0,0.7851816088774525,nan
6,0.8888354305783746,0.6789541715800619,Y6Z5,0.0002165000992389013,nan
7,0.9311284216971452,0.8010973008228347,X1X4,1.5707956922911392,1.0969793689077934
8,0.9849074123994838,0.956412260539322,X2X7,0.7853981133728599,1.0969796268335201
9,0.9999999995180924,0.99999999860824,X1X4,0.7853977029602129,1.4300215357940496
10,0.9999999999999857,0.9999999999999587,Y1Z4,-2.123614482366151e-07,0.10000065028782079
11,0.9999999999999921,0.9999999999999772,Y4Z1,-9.607861570041196e-08,-0.10000007351233182
12,0.999999999999997,0.9999999999999916,X2X7,1.6368761558925804e-07,0.09999988268902683
