Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7651150222837743,-1.2509914201286578e-17,
1,0.8177718434333862,0.224181306363614,Y3Z1,0.7853981683691397,nan
2,0.8679356835191241,0.43774898776017845,Y6Z5,0.7853981644565542,nan
3,0.9165943240200042,0.6449084279848593,Y0Z7,0.7853981548814787,nan
4,0.9383682910268506,0.7376089796274273,Y4Z7,0.7853982094887494,nan
5,0.9527351028930816,0.7987742870298794,Y2Z4,0.785398155444889,nan
6,0.9827820356489783,0.9266961875619673,X5X6,0.8806129215215169,2.4263729350355696
7,0.9905586485340844,0.9598043622980345,Y1Y3,-0.7853842340795146,-5.114715591904693
8,0.9999998188764707,0.9999992288841497,Y5Y6,-0.4217405535399305,0.17161651308759995
9,0.9999999999990148,0.9999999999958055,standard_x,-2.102743658867237e-08,0.10000207414508032
10,0.999999999999955,0.9999999999998088,Y1Y3,-1.4021849080577686e-05,0.09999181608089464
11,0.9999999999999616,0.9999999999998367,Y3Z1,-2.8237245851246885e-08,0.09999987747172008
12,0.9999999999999654,0.9999999999998527,X5,5.585158047872227e-09,-0.09999982567406693
