,Y3Z2,Y2Z3,Y4Z5,Y5Z4,Y5Z0,Y0Z5,Y4Z1,Y1Z4,Y4Z3,Y3Z4,Y5Z1,Y1Z5,Y4Z2,Y2Z4,Y5Z2,Y2Z5,Y1Z0,Y0Z1,Y3Z1,Y1Z3,Y2Z1,Y1Z2,Y4Z0,Y0Z4,Y5Z3,Y3Z5,Y2Z0,Y0Z2,Y0Z3,Y3Z0,X4Y0,Y5,X5Y4,X4Y5,X4Y2,X3Y0,X2Y4,X2Y1,X0Y5,standard_y,Y2,Y1,Y0,X5Y0,X4Y3,X3Y1,X2Y0,X0Y3,X0Y2,X1Y3,X1Y2,X1Y4,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y1,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y1,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9383768560284352,0.9383768560284351,0.9019993155324171,0.9019993155324169,0.759877436508078,0.759877436508078,0.6843086384273187,0.6843086384273187,0.6132160618037519,0.6132160618037519,0.5386291301983319,0.5386291301983318,0.48927495777210683,0.48927495777210683,0.4216392913626552,0.4216392913626552,0.40397807494366633,0.40397807494366633,0.3830675820321783,0.3830675820321783,0.2511510083752202,0.2511510083752201,0.24843131850096883,0.24843131850096878,0.21669231200675676,0.2166923120067566,0.20007544457494536,0.20007544457494536,0.17880232058661227,0.17880232058661222,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0010317213747023319,0.0010350861159824616,0.9019993155324171,0.9019993155324171,0.759877436508078,0.759877436508078,0.6843086384273187,0.6843086384273187,0.12553188061075599,0.0006742153903405155,0.5386291301983319,0.5386291301983319,0.12194735852401906,0.0005396997085278354,0.20565150970092855,0.0004650935001629487,0.40397807494366644,0.4039780749436664,0.00042117301785431205,0.13273313934379122,0.00027703466908214944,0.13067110844760388,0.2484313185009689,0.24843131850096883,0.20357610619168265,0.00023824765987649524,0.00022069524999268424,0.021854462843636555,0.020622619959403718,0.00019658858251934196,5.551115123125783e-17,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,5.421010862427522e-20,1.0842021724855044e-19,1.3552527156068805e-20,0.0,1.110494075168278e-16,5.421010862427522e-20,5.551115123125783e-17,5.551115123125783e-17,0.0,0.0,1.3552527156068805e-20,0.0,2.710505431213761e-20,2.710505431213761e-20,3.3881317890172014e-20,6.776263578034403e-21,6.938893903907228e-18,0.0,0.0,5.551115123125783e-17,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,6.938893903907228e-17,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,5.421010862427522e-20,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.1546753136970622e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.1304572689340162e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,3.6854983398334305e-05,3.6975178139918104e-05,0.00043925798638771367,0.00043783009603482023,0.00036884419452651795,0.5122537198985655,0.00033324641095306817,0.14743048675684117,6.113169932227632e-05,1.5601234916495377e-05,0.000261450357822818,0.14345495395753416,5.938642453256802e-05,2.7190797236634184e-06,9.982309435690442e-05,2.6023983681087043e-06,0.4039780749436663,0.4039780749436662,1.5045074146423944e-05,0.1327329872418127,9.89618745926576e-06,0.1306713404408477,0.00012098173340183481,0.5089759042727782,9.881588199756942e-05,1.549527537708763e-05,7.883639879922346e-06,0.02185435455744294,0.020622741129018605,7.02250541929772e-06,1.3552527156068805e-20,0.0,4.163336342344337e-17,2.7755575615628914e-17,0.0,1.6940658945086007e-21,0.0,0.0,0.0,2.710505431213761e-20,8.470329472543003e-22,0.0,0.0,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,8.470329472543003e-22,4.235164736271502e-22,4.235164736271502e-22,2.0328790734103208e-20,0.0,0.0,2.710505431213761e-20,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,4.1359030627651384e-25,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,8.829868488872852e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,2.5839137102686457e-17,0.0,0.0,0.0,0.0,0.0,0.0
3,2.9691080506527508e-05,2.9787911692428614e-05,0.00010629346173666054,6.808708575386802e-08,5.7359068117932264e-08,0.00023804780451341841,0.00011115563365566509,0.5487863122443788,2.039071553085491e-05,1.8189395604142535e-05,4.065822129333075e-08,0.5461198506261082,1.9808572400218516e-05,8.500527320297657e-06,1.552351847281506e-08,8.427108392597207e-06,0.5469667578123385,0.00018773138188215584,1.2120599889575266e-05,0.13273298717360457,7.972558158146598e-06,0.1306713405448821,0.00010568598512812805,0.00023652463033187646,1.5366886598546883e-08,1.8122366267075934e-05,8.440939447649817e-06,1.015586841604542e-05,9.583529257347088e-06,1.810017689599759e-05,6.617444900424222e-24,3.308722450212111e-24,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,2.0679515313825692e-25,1.6940658945086007e-21,1.6940658945086007e-21,5.551369563882204e-17,8.470329472543003e-22,5.551115123125783e-17,0.0,0.0,0.0,1.6940658945086007e-21,8.271806125530277e-25,8.271806125530277e-25,4.1359030627651384e-25,8.470329472543003e-22,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,5.048709793414476e-29,4.963083675318166e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.4764850181955216e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028169313797597e-21,0.0,0.0,0.0,0.0,0.0,0.0
4,1.9975650966319448e-05,2.004079733146402e-05,2.9207206702453903e-10,1.1144859421726246e-12,2.3194282061026697e-12,5.831026615865735e-06,3.0543230493896915e-10,0.0005105041216914969,5.602939799304616e-11,4.1094936970901765e-06,1.1001896783319625e-12,0.0005080236772392135,5.442979123185489e-11,3.726473850959987e-07,6.277243995539958e-13,3.4063194016318264e-07,0.000508811479607791,5.816282488846271e-06,4.043196677918685e-06,0.00012347380086799738,3.366158231024739e-07,0.0001215559707240247,2.9040290467230027e-10,5.818461193283739e-06,6.213906781684546e-13,4.090819343785673e-06,3.672597843063263e-07,1.3948336784828437e-07,1.3162271196287222e-07,4.102226977103724e-06,9.860761315262648e-32,1.0097419586828951e-28,1.0339757656912846e-25,2.0679515313825692e-25,1.9721522630525295e-31,1.2924697071141057e-26,7.888609052210118e-31,0.0,0.0,8.24798331379133e-20,3.1763735522036263e-22,8.131516293641283e-20,0.0,0.0,3.944304526105059e-31,4.1359030627651384e-25,1.2924697071141057e-26,3.130200071916975e-27,3.2311742677852644e-27,1.2407709188295415e-24,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-33,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9721522630525295e-31,5.957822682875115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.374054331760498e-27,0.0,0.0,0.0,0.0,0.0,0.0
5,2.830312531072388e-06,2.8411711846023222e-06,1.5937451703671785e-10,9.9897251585602e-14,2.0784911409384e-13,9.639996477362915e-07,1.5921565917523e-10,7.849169852207556e-07,1.475074527609277e-11,5.810329261982069e-07,9.737549118839538e-14,1.6663546139656453e-06,1.4332139169686688e-11,5.479864209247076e-08,5.594955975755019e-14,5.029679619598098e-08,8.908866171893587e-07,9.611867496264528e-07,5.625192778671019e-07,3.8373207652682053e-07,4.470384764577841e-08,3.77783246132314e-07,1.5919015919558147e-10,9.619100282876583e-07,5.5386061478038614e-14,5.783978508213353e-07,5.4027847786106225e-08,2.2899466895664985e-08,2.1609858196026854e-08,5.799886271186505e-07,3.0814879110195774e-33,6.310887241768095e-30,2.5849394142282115e-26,2.5849394142282115e-26,1.232595164407831e-32,2.0194839173657902e-28,4.930380657631324e-32,3.0292258760486853e-28,0.0,2.3162348990103165e-22,5.955700410381799e-23,2.6469779601696886e-23,3.1763735522036263e-22,1.3234889800848443e-23,0.0,0.0,2.0194839173657902e-28,3.7865323450608567e-29,5.048709793414476e-29,2.0194839173657902e-28,1.0097419586828951e-28,1.3234889800848443e-23,7.478662880349834e-07,2.6611824363519734e-11,1.2924697071141057e-26,1.0196854325927399e-19,7.313952558366416e-17,0.0,7.350278060263372e-20,8.660338118216155e-17,0.0031328614359180658,3.3902482525284216e-19,6.933214580407756e-09,8.218482821321736e-13,1.1761792343666676e-12,7.82912614958285e-09,1.467067448983595e-18,1.1172191288738752e-13,2.139733917037872e-13,2.236066354182196e-11,0.0,3.944304526105059e-31,7.888609052210118e-31,0.0,0.0,0.0,1.2037062152420224e-35,3.0814879110195774e-33,2.081285326253584e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.6611824363519854e-11,2.1654984792711178e-11,0.0,0.0,6.617444900424222e-24,2.6469779601696886e-23,2.6469779601696886e-23,7.222237291452134e-35,0.0,4.163336342344337e-17,1.5380524813552247e-19,1.110643587280957e-16,2.785076639570421e-07,0.0,5.293955920339377e-23,4.963083675318166e-24,5.293955920339377e-23,5.293955920339377e-23,2.407412430484045e-35,2.7755575615628914e-17,1.445286746362834e-19,1.1777784584639895e-16,0.0031328614359419095,2.679225234971967e-07,6.617444900424222e-24,6.617444900424222e-24,0.0,0.0,3.308722450212111e-24,0.0,9.216640112041661e-27,2.0233314344876724e-18,6.9332145795929155e-09,1.3531556768229156e-12,1.4589146182389186e-12,1.1295258708650986e-07,6.617444900424222e-24,6.617444900424222e-24,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,9.23180892887665e-27,7.82912614958445e-09,1.6195450184584386e-18,5.620044901132411e-13,5.710569217226544e-13,2.2334169192371668e-11,8.85051892918806e-08
6,6.668846359502114e-08,4.073809142100404e-07,3.394150332553439e-11,3.650557986981308e-14,8.303542212808836e-14,5.046130721641759e-07,3.381418380115083e-11,3.694272104301417e-07,3.2640848087820255e-11,7.187405280322832e-08,3.482485388730796e-14,1.6404775735773593e-07,3.221457383886465e-11,3.9799264760610745e-07,8.172807349450431e-14,4.0693184528325414e-07,3.415489764442345e-07,5.02483375987168e-07,7.257099997918207e-08,2.501532873876095e-07,4.0586807878698417e-07,2.4936139598954215e-07,3.3832652973912935e-11,4.915925012118621e-07,8.142870750505831e-14,7.109763297475512e-08,4.0942049628690517e-07,4.895542643712002e-07,4.94620840798314e-07,7.231380304586797e-08,7.703719777548943e-34,9.466330862652142e-30,0.0,0.0,1.5407439555097887e-33,2.524354896707238e-29,3.0814879110195774e-33,0.0,0.0,1.9849094060674016e-23,2.6469779601696886e-23,1.3234889800848443e-23,0.0,0.0,1.5407439555097887e-33,2.524354896707238e-29,2.0194839173657902e-28,3.1554436208840472e-30,4.0389678347315804e-28,5.048709793414476e-29,1.0097419586828951e-28,1.2407709188295415e-24,2.323524984000447e-06,3.8692674923367364e-10,3.2311742677852644e-27,1.3235553638929847e-19,1.400845666082726e-17,6.617444900424222e-24,1.8398035849247835e-20,1.095466181775044e-16,7.013801661311692e-07,1.7200064230718414e-17,8.895854350110996e-08,1.0088568395021096e-13,1.1712776614570722e-13,7.2427227054639995e-09,7.963412090110949e-18,9.808963563555776e-14,1.722635443220213e-12,4.258765765809072e-11,3.1554436208840472e-30,4.733165431326071e-30,6.310887241768095e-30,3.1554436208840472e-30,3.1554436208840472e-30,2.407412430484045e-35,1.2037062152420224e-35,1.5407439555097887e-33,4.2397471035996514e-14,3.2311742677852644e-27,0.0,0.0,0.0,0.0,4.1359030627651384e-25,3.86926749233677e-10,3.027718253081139e-11,3.970466940254533e-23,0.0,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,2.407412430484045e-35,1.5407439555097887e-33,4.336808689942018e-19,1.2969585602328495e-19,1.4978148004425507e-17,1.37482903791994e-07,0.0,1.0587911840678754e-22,0.0,1.0587911840678754e-22,1.0587911840678754e-22,0.0,2.168404344971009e-19,7.842271396897524e-20,1.1636112893055079e-16,7.013801661317388e-07,8.393493908515351e-07,6.617444900424222e-24,7.940933880509066e-23,2.6469779601696886e-23,1.3234889800848443e-23,1.3234889800848443e-23,7.703719777548943e-34,1.8074713861118213e-27,5.322493020781326e-17,8.895854350810116e-08,4.5148146103545365e-13,6.140092832404915e-14,3.8113466708850924e-07,4.235164736271502e-22,0.0,2.117582368135751e-22,0.0,0.0,1.5407439555097887e-33,1.8147806754367597e-27,7.242722705416086e-09,8.62245948336488e-18,1.0970396436007687e-13,1.7476515197626811e-12,4.256088984546767e-11,2.002762844449413e-06
7,2.211619309460368e-11,2.6714754295766686e-08,6.762249948868352e-09,5.594697760831968e-09,5.617670507552976e-09,2.3413602747576654e-08,6.775713428102871e-09,2.287514488657708e-09,6.724073907528876e-09,2.6557341964773813e-10,5.4101889248201994e-09,1.5965966379214088e-09,6.372747768936233e-09,2.4838823648829436e-08,5.508896988614104e-09,2.6490430845725617e-08,3.865154517577254e-09,2.3215318916187925e-08,3.4982366973247583e-10,2.565011508322363e-09,2.6427082628746993e-08,2.6557451764628914e-09,6.739745290547396e-09,2.2170291658301704e-08,5.336470415805647e-09,3.518968166688173e-10,2.6658182377536863e-08,2.2402637470782287e-08,2.2777758026395075e-08,2.9347045180963503e-10,9.860761315262648e-32,8.271806125530277e-25,0.0,2.524354896707238e-29,7.888609052210118e-31,9.860761315262648e-32,7.888609052210118e-31,1.4791141972893971e-31,4.8467614016778965e-27,1.3958672836832342e-24,1.6543612251060553e-24,4.1359030627651384e-25,3.308722450212111e-24,4.8467614016778965e-27,0.0,1.9721522630525295e-31,3.944304526105059e-31,1.4791141972893971e-31,3.944304526105059e-31,4.930380657631324e-32,9.860761315262648e-32,1.2924697071141057e-26,1.5371081273938215e-07,7.710928408200222e-14,0.0,2.2011273912621984e-16,2.0842421122855543e-17,1.550963648536927e-25,6.076961436776923e-16,2.2055306181002053e-15,5.246305185150802e-06,4.839749257658622e-16,5.158521499797572e-09,5.218040427255795e-16,1.792934440498242e-16,4.2005617176720453e-10,8.071704893218801e-16,4.829165303387872e-16,3.514539421413095e-15,1.1195327409311456e-14,0.0,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,0.0,9.860761315262648e-32,1.9721522630525295e-31,9.860761315262648e-32,4.1428709953045556e-08,1.3234889800848443e-23,0.0,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.2924697071141057e-26,7.712042673827039e-14,4.535572124579662e-08,3.308722450212111e-24,6.617444900424222e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,9.860761315262648e-32,0.0,0.0,2.0312460000170497e-16,2.6708778008574118e-18,3.092394769736314e-08,0.0,3.308722450212111e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,9.860761315262648e-32,0.0,8.33733124153852e-16,2.5241755631901294e-15,5.246305184999671e-06,6.157873369655282e-08,1.0339757656912846e-25,0.0,3.101927297073854e-25,4.1359030627651384e-25,4.1359030627651384e-25,1.4791141972893971e-31,2.0773080380160726e-30,4.1566176429019204e-16,5.1585209673828395e-09,4.742473033696561e-16,6.506943483046623e-16,2.394106185536194e-09,3.308722450212111e-24,1.6543612251060553e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,3.697785493223493e-32,2.0118264199069066e-30,4.2005643679084177e-10,1.1920193846732707e-15,5.955999553979214e-16,3.496386443870408e-15,1.15692001831266e-14,2.7970406038912166e-08
8,1.0296169831278041e-08,7.498018302925448e-08,3.750192068505333e-09,3.109587583040692e-09,3.1182961911432906e-09,6.868422127735921e-08,3.7527377021919075e-09,4.730292371494928e-09,3.7204964695164115e-09,1.110334711944599e-08,2.980169461501892e-09,1.8784042954300754e-09,3.4573155293296288e-09,6.743297676044531e-08,3.0503640074108743e-09,7.392030329193233e-08,7.372379830916165e-10,6.794112776314565e-08,1.118182475568905e-08,1.7636097849210167e-09,7.371047640087111e-08,1.99914200141665e-09,3.734064481251794e-09,6.328316477531371e-08,2.9188370147661985e-09,1.0514125611233276e-08,7.457380389451653e-08,6.44856853798739e-08,6.638537280625932e-08,1.1192770888938561e-08,9.860761315262648e-32,2.0679515313825692e-25,0.0,5.048709793414476e-29,1.9721522630525295e-31,0.0,9.860761315262648e-32,1.4791141972893971e-31,0.0,1.4113769201686035e-23,0.0,1.550963648536927e-25,1.3234889800848443e-23,2.0679515313825692e-25,3.0814879110195774e-33,4.930380657631324e-32,7.888609052210118e-31,0.0,0.0,1.9721522630525295e-31,1.9721522630525295e-31,4.1359030627651384e-25,5.686927219006235e-09,8.368302134659025e-14,1.2407709188295415e-24,1.2426997942143484e-16,6.011587584441103e-17,0.0,4.928594047023245e-16,1.6483771105935779e-15,5.821105949046395e-06,1.4535150830484915e-16,1.2524531056202708e-07,3.8649568211004824e-15,4.3880376618960975e-16,1.0111715450017719e-08,8.093050260254088e-16,4.319123806732631e-16,2.1395572958650904e-14,1.70666202969213e-14,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.08890576642639e-33,9.860761315262648e-32,3.0814879110195774e-32,1.1250007989092523e-08,1.6543612251060553e-24,2.481541837659083e-24,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,8.368098209253562e-14,1.2238939196767334e-08,2.0679515313825692e-25,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,6.162975822039155e-33,4.237045877651919e-33,4.336808689942018e-19,1.3384482066512052e-16,5.642680439918446e-17,2.5485154204396685e-09,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,1.3234889800848443e-23,1.3234889800848443e-23,9.860761315262648e-32,2.168404344971009e-19,6.4385905442683e-16,1.881011215088739e-15,5.201504842343311e-06,8.835684665521625e-08,1.0339757656912846e-25,4.1359030627651384e-25,3.101927297073854e-25,1.0339757656912846e-25,1.0339757656912846e-25,3.697785493223493e-32,3.093765714415046e-30,1.1922217493969937e-16,1.252453106375565e-07,3.672314064780903e-15,2.858661002254655e-15,1.832216522071064e-09,6.617444900424222e-24,0.0,0.0,6.617444900424222e-24,1.3234889800848443e-23,1.6948183510607676e-31,3.160114000999186e-30,1.0111715557206817e-08,9.89954033426905e-16,4.543670270279287e-16,2.17189712385279e-14,1.737785470680758e-14,1.1315198911757161e-07
9,1.3164643974116344e-08,4.9508840913039113e-08,6.559697834522926e-09,5.4578351246599055e-09,5.466201859712166e-09,1.6139886124193335e-08,6.555816854993573e-09,9.273473509012938e-10,6.492613360865184e-09,1.3680235806415219e-08,5.187553608608888e-09,9.479108203433079e-10,5.923249014507616e-09,4.314193771748627e-08,5.333773424235779e-09,4.853789944203202e-08,2.4919664182311973e-09,1.5854300576762423e-08,1.3538350461689718e-08,1.6471930704296432e-09,4.8393755806292596e-08,1.98872843232814e-09,6.525758342788107e-09,1.4458190796109387e-08,5.043550809378498e-09,1.2473583243688218e-08,4.9091480142189244e-08,1.4847961106973008e-08,1.5417349488812232e-08,1.374595940233474e-08,2.465190328815662e-32,0.0,3.1554436208840472e-30,3.1554436208840472e-30,6.162975822039155e-32,1.232595164407831e-32,4.930380657631324e-32,9.860761315262648e-32,5.169878828456423e-26,1.0236360080343717e-23,9.926167350636332e-24,1.0339757656912846e-25,0.0,0.0,2.465190328815662e-32,1.232595164407831e-32,7.395570986446986e-32,2.1570415377137042e-32,7.395570986446986e-32,3.697785493223493e-32,2.7733391199176196e-32,1.0339757656912846e-24,6.055111913030217e-10,3.886327842367542e-15,4.1359030627651384e-25,2.86292873852293e-16,1.0348493163681445e-16,8.271806125530277e-25,3.942431498305154e-16,1.135011961001346e-15,7.586308941042214e-06,3.1122303626055516e-16,6.346783288665831e-08,7.438197498716803e-16,1.378216378783903e-15,5.067344257048775e-09,4.8237949073351e-16,2.1648950388595607e-16,4.394493287306671e-15,1.6481050003591626e-15,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,9.860761315262648e-32,0.0,4.930380657631324e-32,1.2686986367278262e-08,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.481541837659083e-24,2.481541837659083e-24,8.271806125530277e-25,3.881451965251627e-15,1.3649263526679647e-08,0.0,4.963083675318166e-24,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,9.244463733058732e-32,1.8488927466117464e-32,6.505213034913027e-19,2.907461973829736e-16,8.526896485372774e-17,1.8362939985403992e-08,6.617444900424222e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,3.697785493223493e-32,2.168404344971009e-19,4.927952063135563e-16,1.3037576426106247e-15,6.946817952832945e-06,3.730766253067384e-08,6.203854594147708e-25,2.0679515313825692e-25,0.0,0.0,4.1359030627651384e-25,1.8488927466117464e-32,3.341488453511854e-31,2.727484788986854e-16,6.346783287723014e-08,9.69278940867448e-16,1.1879049946964153e-16,8.932550028721475e-09,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,1.8488927466117464e-32,3.4108219315097947e-31,5.06734428242009e-09,5.294346651321271e-16,2.638430335006108e-16,4.445423678757239e-15,1.480964165834591e-15,1.692958856871256e-08
