,Y3Z1,Y1Z3,Y4Z2,Y2Z4,Y1Z2,Y2Z1,Y1Z0,Y0Z1,Y2Z0,Y0Z2,Y5Z3,Y3Z5,Y2Z3,Y3Z2,Y5Z2,Y2Z5,Y5Z1,Y1Z5,Y4Z1,Y1Z4,Y4Z3,Y3Z4,Y5Z0,Y0Z5,Y0Z4,Y4Z0,Y0Z3,Y3Z0,Y5Z4,Y4Z5,X4Y2,Y2,Y1,Y0,X5Y2,X0Y3,standard_y,X2Y1,Y3,X5Y3,X4Y0,X3Y1,X3Y0,X2Y0,X0Y2,X1Y3,X0Y1,Y4,X4Y5,X4Y1,X1Y0,X0Y5,X1Y5,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y1,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y4,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9336482377098017,0.9336482377098015,0.924136409743439,0.924136409743439,0.8754126344337226,0.8754126344337225,0.8597284451918653,0.8597284451918653,0.515279828513122,0.5152798285131219,0.5027165831969249,0.5027165831969249,0.4567169660631241,0.45671696606312406,0.4459984687779923,0.44599846877799215,0.44166444094247953,0.44166444094247953,0.35141234189347925,0.35141234189347914,0.31335253476480773,0.31335253476480773,0.30912123010948794,0.3091212301094879,0.12061506360762482,0.1206150636076248,0.11361078410798159,0.11361078410798148,0.0030123493773565047,0.003012349377356463,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0009347151686152511,0.0009377635446498277,0.9241364097434392,0.9241364097434392,0.0008792712522132718,0.4201805420340007,0.0008635179306684456,0.7464870313366566,0.5152798285131222,0.5152798285131219,0.06248807729769476,0.0005032910649317274,0.41584953550917947,0.0004572388815195612,0.4459984687779923,0.44599846877799243,0.05941771509274156,0.0004436111963323165,0.03907857577710443,0.0003529612867647859,0.036917298813357674,0.00031371061984453933,0.309121230109488,0.3091212301094879,0.12061506360762483,0.12061506360762483,0.7433225205027336,0.00011374061336472016,0.0030123493773565103,0.0030123493773564474,8.326672684688674e-17,0.0,2.710505431213761e-20,1.1102230246251565e-16,0.0,5.421010862427522e-20,1.0058685655234267e-16,5.421010862427522e-20,5.421010862427522e-20,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,1.1102230246251565e-16,5.551115123125783e-17,2.7755575615628914e-17,2.710505431213761e-20,3.469446951953614e-18,2.0816681711721685e-17,5.421010862427522e-20,1.3552527156068805e-20,6.938893903907228e-18,2.710505431213761e-20,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.131516293641283e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,2.710505431213761e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0657581468206416e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,1.3647001223537862e-05,1.3691508034671889e-05,0.000758483952680267,0.0007609575878384368,7.70096894487261e-06,0.0003459872305131813,1.2607509380464417e-05,0.7464869742278403,0.0004242946076283328,0.3950568875170001,0.06248785528590645,7.348135570640496e-06,0.0003424215202036122,2.1104275911760333e-06,0.442995912624378,0.00036724656165766536,0.0594179677936549,6.476799288590724e-06,3.2073569266215766e-05,7.642480382198158e-06,3.0299977809745342e-05,2.073834069415304e-06,0.3091212301094878,0.3091212301094878,0.3929895771970302,9.899468220637607e-05,0.7433229526630611,1.6606323956995824e-06,0.4415361671386816,2.4723824735198767e-06,5.551115123125783e-17,2.710505431213761e-20,1.2705494208814505e-21,0.0,0.0,1.6940658945086007e-21,6.970657639429265e-18,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.6940658945086007e-21,5.421010862427522e-20,0.0,2.7755575615628914e-17,9.016268676828002e-23,3.3881317890172014e-21,1.3552527156068805e-20,1.6543612251060553e-24,4.611531914983129e-23,0.0,1.2705494208814505e-21,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164395367051604e-20,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.618915179919496e-25,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,6.470192979984112e-07,1.5068944376977312e-11,0.00012859221991063548,0.00012901159626673908,8.475724288275235e-12,1.3042278238726609e-05,1.3875889865850051e-11,1.5177689758935422e-05,1.3466793370983835e-05,8.032357538912417e-06,0.3696026388514212,3.964708044009991e-07,1.3413727668066507e-05,1.138686569773194e-07,0.4429959116357247,6.226242552822292e-05,0.36753434143931873,7.128398710592263e-12,1.1291146462660645e-05,8.411357973072714e-12,1.1537458197944066e-05,1.1189444212801446e-07,0.3683460487117298,6.285101134459454e-06,7.990328905916313e-06,1.1363380355951043e-05,1.5113358380383945e-05,6.443344646631035e-07,0.4415363135154529,4.19163977846334e-07,4.336808689942018e-18,2.541098841762901e-21,8.077935669463161e-28,1.6940658945086007e-21,8.470329472543003e-22,1.6155871338926322e-27,2.775975783999819e-17,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,4.235164736271502e-22,8.077935669463161e-28,0.0,0.0,8.470329472543003e-22,2.662487596655058e-24,0.0,0.0,0.0,2.6107888083704936e-24,7.411538288475128e-22,4.0389678347315804e-28,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9852334701272664e-23,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,1.3010426069826053e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0209485321810855e-07,3.675589640587254e-12,0.00013241351525304534,1.0676875405646217e-06,3.343449492535391e-13,1.0793663819770771e-07,3.384581943424037e-12,5.9571506116617555e-06,1.1144988434106209e-07,6.938853800597602e-07,0.0029512467391673634,1.7585745844882326e-07,1.1101071788562238e-07,1.7481634556788244e-07,0.003537285998706495,5.152778347488381e-07,0.0029347315540748193,3.218506776453993e-13,1.1664575941283952e-05,3.2427841478490055e-13,1.191903388759729e-05,1.7524492690717231e-07,0.002941212969680176,6.754383593304421e-07,6.853820994363936e-07,1.1739198805393958e-05,5.9319009381507275e-06,4.004263440855646e-07,0.0035256312251607117,0.00013197600691284726,2.0328790734103208e-20,4.632211430296955e-23,1.0097419586828951e-28,4.235164736271502e-22,0.0,0.0,2.0962080200976387e-19,3.851859888774472e-34,2.6469779601696886e-23,2.0679515313825692e-25,0.0,4.235164736271502e-22,2.0194839173657902e-28,4.0389678347315804e-28,8.077935669463161e-28,4.235164736271502e-22,2.0158488463145318e-24,7.623296525288703e-21,5.293955920339377e-23,0.0,2.0159498205104e-24,4.1359030627651384e-25,1.5777218104420236e-30,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,4.8467614016778965e-27,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.244463733058732e-33,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.908056841006738e-26,0.0,0.0,0.0,0.0,0.0,0.0
5,3.868415108069447e-08,1.1890848325263648e-14,4.081600456931571e-06,2.4039236943557163e-08,1.0899230733567682e-15,1.612142320787146e-09,1.093470958833065e-14,2.0181300945331802e-07,1.6643786526101295e-09,2.3643214298493402e-08,4.821717528267186e-06,1.6848033855462646e-08,1.6578961235562301e-09,1.6651349413751034e-08,5.85990952347869e-06,2.3983673233203953e-08,4.7947715893512455e-06,1.0110642496411337e-15,3.565259880441351e-07,1.0576823967360961e-15,3.642919899015511e-07,1.6692612265287263e-08,4.805364257738377e-06,2.2417305509070907e-08,2.3356004376267707e-08,3.5880652274235366e-07,2.0095928529312734e-07,3.852397037926074e-08,5.6352894451621355e-06,4.054936340345545e-06,5.293955920339377e-23,1.0339757656912846e-25,3.944304526105059e-31,2.6469779601696886e-23,0.0,7.888609052210118e-31,1.3224550003748485e-22,1.1754943508222875e-38,0.0,0.0,5.048709793414476e-29,0.0,7.888609052210118e-31,0.0,3.944304526105059e-31,1.9852334701272664e-23,7.590735174398664e-26,1.0587911840678754e-22,8.271806125530277e-25,1.504632769052528e-36,7.58757973077778e-26,5.048709793414476e-29,4.513898307157584e-36,7.110320183143077e-08,0.0,3.653184435206461e-09,5.533377438884661e-14,6.2751193763901135e-15,4.090109770266104e-07,2.5940795800105606e-07,2.330587218841878e-16,4.21673097477509e-20,9.00115723434295e-21,2.033388233492435e-08,8.670409148394606e-23,1.6869407254499354e-13,5.290128717379114e-14,1.976254384760249e-15,8.520123790115218e-16,3.186884103007212e-09,0.0,2.6469779601696886e-23,0.0,2.6469779601696886e-23,2.6469779601696886e-23,8.271806125530277e-25,6.018531076210112e-36,0.0,4.432045923431052e-07,0.0,5.293955920339377e-23,1.3234889800848443e-23,0.0,0.0,2.524354896707238e-29,3.6514378499778217e-09,3.80310779396545e-07,4.1359030627651384e-25,0.0,0.0,0.0,0.0,1.262177448353619e-29,9.466330862652142e-30,4.930380657631324e-32,9.096129629474412e-14,3.3164595325835873e-14,3.799325735678097e-09,4.911384887033602e-25,1.2924697071141057e-25,2.0679515313825692e-25,0.0,0.0,1.0587911840678754e-22,1.0587911840678754e-22,4.930380657631324e-32,4.090109775145947e-07,2.5940795988137725e-07,2.766427955976922e-16,3.3331136108264196e-09,2.465190328815662e-32,2.465190328815662e-32,9.860761315262648e-32,1.232595164407831e-32,9.860761315262648e-32,1.692711865184094e-36,5.877471754111438e-39,6.04286430347726e-20,1.5698189811972434e-20,2.033388233492438e-08,1.0226041510175091e-22,2.086557587468431e-15,2.0679515313825692e-25,1.8611563782443123e-24,0.0,6.203854594147708e-25,1.6543612251060553e-24,3.155443620884047e-29,4.11480880892744e-13,1.7439472194517603e-13,2.2363721882881554e-15,1.3275126649359487e-15,3.1868841030074105e-09,1.534183031793271e-08
6,3.302624556502837e-08,1.4566961361821084e-15,2.970790337862066e-08,5.98493880582421e-13,1.5706177923342718e-16,3.705960009754355e-14,1.3395635576809538e-15,2.8842554378799175e-08,4.089101637676722e-14,3.6889895495100253e-09,8.381739176862274e-09,1.4252856154489705e-08,4.4106905847354225e-14,1.3581853396619722e-08,9.517434871486177e-09,5.970100604481962e-13,8.13496028093102e-09,1.1852334288287319e-16,2.4534109273680282e-09,1.2938765863841986e-16,2.758862043071818e-09,1.3834570402444924e-08,8.25144635181192e-09,2.9940221436864363e-09,3.3998919704575308e-09,2.5511355668015307e-09,2.8237625829233408e-08,3.275330572122053e-08,3.2054614967819443e-09,2.89391785331028e-08,1.809457589959748e-24,3.155443620884047e-29,4.930380657631324e-32,4.963083675318166e-24,8.271806125530277e-25,0.0,4.756257017047507e-24,2.2420775429197073e-44,0.0,4.930380657631324e-32,0.0,1.6543612251060553e-24,0.0,0.0,1.128474576789396e-36,8.271806125530277e-25,5.503093674821778e-25,1.0339757656912846e-24,0.0,1.4693679385278594e-39,5.5111716104912415e-25,0.0,0.0,3.45264057317405e-08,8.271806125530277e-25,9.026034165681573e-14,1.5667066555330207e-15,4.1416160369132335e-17,3.0135652473203043e-09,2.332787111434783e-08,4.885504830730641e-21,1.7224672416656882e-22,8.105734406817559e-24,2.8623999417428287e-09,2.5896092997064216e-28,1.012871824828412e-15,5.727572654732951e-17,2.4237430586604596e-16,3.017723476013635e-21,2.7484217348360874e-09,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.262177448353619e-29,2.938735877055719e-39,4.930380657631324e-32,3.278485834858165e-08,0.0,0.0,2.5849394142282115e-26,4.1359030627651384e-25,4.1359030627651384e-25,9.860761315262648e-32,9.044031401883985e-14,2.7760135855994495e-09,2.0679515313825692e-25,0.0,0.0,2.0679515313825692e-25,2.0679515313825692e-25,2.465190328815662e-32,4.930380657631324e-32,7.52316384526264e-37,1.0898311716260786e-15,2.0725917998891758e-16,3.2546762194826456e-09,7.888609052210118e-31,2.3665827156630354e-30,0.0,0.0,0.0,0.0,8.788794008375919e-25,0.0,2.9325236734889665e-09,2.332787111434666e-08,5.81876371850657e-21,8.256462620682176e-14,7.703719777548943e-34,1.1555579666323415e-32,0.0,8.474091755303838e-33,1.232595164407831e-32,1.1020259538958945e-39,4.484155085839415e-44,1.0951169471879068e-22,1.4074194767370257e-23,2.862399941742832e-09,3.082036820132804e-28,2.580007814197272e-16,2.5849394142282115e-26,0.0,2.0679515313825692e-25,1.550963648536927e-25,0.0,1.232595164407831e-32,1.1889933198988304e-15,1.824923270665521e-16,2.7346131596813524e-16,4.701369020961436e-21,2.7484217348360907e-09,2.2201271944150562e-09
7,2.9241902428341653e-08,6.144746731042613e-09,2.5940335575867714e-08,3.5083934514604382e-09,7.918080689687385e-10,3.949369201220624e-10,6.146641394722608e-09,2.6268294825169407e-08,4.695217965297852e-10,3.544942929999692e-09,5.496310219168628e-09,1.3168615344498003e-08,5.461870751250458e-10,1.1876589392302473e-08,6.434649582124953e-09,3.5053053543471935e-09,5.183651468439359e-09,4.510518001439388e-10,1.9158040384035267e-09,5.328090832905737e-10,2.372694108091322e-09,1.2541265506358048e-08,5.2952234891206465e-09,2.360188665319502e-09,2.944804791968927e-09,2.0634408144760874e-09,2.5272957519178092e-08,2.8907753324264843e-08,2.175767130276999e-10,2.4679252355720198e-08,3.360421238496675e-24,2.5849394142282115e-26,2.0679515313825692e-25,0.0,0.0,8.271806125530277e-25,1.2149215246872594e-24,0.0,0.0,4.930380657631324e-32,4.930380657631324e-32,4.963083675318166e-24,4.1359030627651384e-25,0.0,4.930380657631324e-32,4.963083675318166e-24,4.019580795287845e-24,6.203854594147708e-25,0.0,4.930380657631324e-32,4.420246382922802e-24,4.930380657631324e-32,9.860761315262648e-32,8.020160601308624e-08,4.1359030627651384e-25,2.445097644297089e-08,1.1920744735458117e-15,1.3325808385476627e-16,1.6698521992603102e-08,1.146738021925725e-08,5.728572766517382e-16,1.6258618699324366e-16,1.4692751378870406e-16,1.3912497667908399e-08,1.8432285113106264e-16,7.053386541271044e-16,1.5634334162813047e-16,3.298111974582373e-08,2.1290025840242246e-16,1.523985317962124e-08,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,3.0814879110195774e-32,2.4844242217388698e-08,5.169878828456423e-25,1.6543612251060553e-24,1.5509636485369269e-24,0.0,0.0,9.860761315262648e-32,2.4255468350501702e-08,1.7011206056441017e-08,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,7.395570986446986e-32,4.930380657631324e-32,4.930380657631324e-32,4.746342463147008e-16,1.6882470520975914e-16,1.5251918907840612e-08,1.4475660719677984e-24,1.4475660719677984e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,2.481541837659083e-24,1.809457589959748e-24,7.395570986446986e-32,1.6318520062504845e-08,1.1467380473304936e-08,9.365869726739295e-16,2.5075076552629867e-08,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,3.308722450212111e-24,7.395570986446986e-32,9.860761315262648e-32,2.1891636283677323e-16,8.654893972083611e-16,1.39124982450168e-08,2.1742124942162958e-16,3.340132560058637e-08,1.0339757656912846e-25,1.0339757656912846e-25,0.0,4.1359030627651384e-25,0.0,4.3140830754274083e-32,1.0799478000369902e-15,9.991310340076368e-16,3.298111964124225e-08,8.251914267935629e-16,1.523985242953214e-08,1.4306321112977068e-08
8,2.7307374204509277e-08,3.5135399227349946e-11,2.7054064386259897e-08,6.168044664233598e-13,5.4067745338657744e-11,2.0130256148877057e-11,3.872162720972041e-11,2.7358300953530786e-08,6.939840402948029e-12,4.1489282410842345e-09,7.447424350678087e-09,1.1866178229629577e-08,1.3780740423700281e-11,1.0137646645913968e-08,8.33283156882899e-09,3.243240016019271e-11,6.925552943391912e-09,2.888642930325328e-11,1.9726683292192616e-09,1.2683350831266416e-11,2.7115550036007873e-09,1.110118603472794e-08,7.1816935047152026e-09,2.244512207137398e-09,3.1191599679992493e-09,2.2115087334828426e-09,2.5896702929107993e-08,2.684527929835745e-08,2.1505518048820886e-09,2.519110107311929e-08,6.203854594147708e-25,8.077935669463161e-27,7.754818242684634e-26,0.0,1.6543612251060553e-24,3.877409121342317e-26,1.3102411655869247e-24,4.930380657631324e-32,1.6543612251060553e-24,0.0,0.0,2.481541837659083e-24,6.462348535570529e-26,4.930380657631324e-32,3.697785493223493e-32,3.308722450212111e-24,5.169878831537911e-24,4.1359030627651384e-25,2.0679515313825692e-25,4.930380657631324e-32,5.5576197436721426e-24,2.465190328815662e-32,4.930380657631324e-32,7.905770428192266e-08,0.0,2.382051951168387e-08,1.1543479692601975e-15,1.7188184334621426e-16,1.34747074468522e-08,1.4314031160087597e-08,4.900246858523953e-16,2.715538867501271e-16,2.3735626781619617e-16,1.1137236897753781e-08,1.787665203687574e-18,6.212569288856465e-16,1.193513327545848e-16,3.308556757958649e-08,2.8236287754549907e-16,1.7421130159867023e-08,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.550963648536927e-25,9.860761315262648e-32,4.930380657631324e-32,2.3669816603855347e-08,1.550963648536927e-25,3.308722450212111e-24,1.550963648536927e-25,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.3631856831274518e-08,1.421464706702639e-08,8.271806125530277e-25,8.271806125530277e-25,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.232595164407831e-32,2.465190328815662e-32,3.8132105977393047e-16,4.401389547821978e-17,1.786985185674652e-08,1.0339757656912846e-25,1.0339757656912846e-25,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,4.963083675318166e-24,9.860761315262648e-32,1.3181915674356896e-08,1.431403139671001e-08,8.264641250822084e-16,2.480663101729386e-08,1.9645539548134407e-24,3.618915179919496e-24,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,6.162975822039155e-32,7.395570986446986e-32,5.737072568871514e-16,9.886980794956296e-16,1.1137237518733861e-08,2.0837076766674644e-18,3.3686140372265084e-08,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,9.305781891221561e-25,1.6543612251060553e-24,9.013352139732264e-32,1.0046692327445624e-15,8.714112619028578e-16,3.3085567459749764e-08,9.034630217138618e-16,1.7421129454947662e-08,1.2150250572446162e-08
9,2.8707930469897793e-08,6.124264267174081e-09,2.5152028168472188e-08,3.4200236058965573e-09,9.421074154892084e-10,3.2971261277024414e-10,6.126941148182224e-09,2.6245886195021017e-08,4.4591966522482015e-10,4.1305391432181706e-09,5.349638311820365e-09,1.3007253286191563e-08,5.737791125670052e-10,1.0484732406777908e-08,6.181878712311325e-09,3.3812488679131675e-09,4.792793187974824e-09,3.5082100364616023e-10,1.6304886547346786e-09,4.810325830989066e-10,2.474247107882661e-09,1.195056844516477e-08,4.991902878036285e-09,1.821046738564914e-09,2.842994883175579e-09,1.9043164368420045e-09,2.4401674785158465e-08,2.8162641794331623e-08,1.6235875776582151e-10,2.2839512577521034e-08,1.34416849539867e-24,2.5849394142282115e-26,4.1359030627651384e-25,0.0,0.0,0.0,1.576813042679209e-24,3.697785493223493e-32,1.6543612251060553e-24,1.4791141972893971e-31,0.0,3.308722450212111e-24,0.0,0.0,0.0,3.308722450212111e-24,2.2876713785104793e-24,1.0339757656912846e-25,2.0679515313825692e-25,1.232595164407831e-31,2.248897290378544e-24,0.0,1.4791141972893971e-31,7.998795821517932e-08,4.1359030627651384e-25,2.302393483622864e-08,1.1205702000315938e-15,1.1938272675215028e-16,1.5759917040974114e-08,1.0543495401811806e-08,5.446834235882862e-16,1.564867414991469e-16,1.398286778880841e-16,1.3717242155847449e-08,1.7851569668938776e-16,6.720832472576313e-16,1.5891004582018336e-16,3.249464434923792e-08,2.040149152161875e-16,1.4988335854251646e-08,1.6543612251060553e-24,1.6543612251060553e-24,4.963083675318166e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.0339757656912846e-25,2.465190328815662e-32,6.162975822039155e-33,2.3583396379324105e-08,2.0679515313825692e-25,0.0,4.1359030627651384e-25,0.0,0.0,1.9721522630525295e-31,2.283980799857757e-08,1.6575025194868412e-08,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.588449845256445e-31,2.465190328815662e-32,4.446805884189597e-16,1.6276633050104247e-16,1.4977005878503775e-08,1.137373342260413e-24,1.0339757656912846e-24,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,4.1359030627651384e-25,1.0339757656912846e-24,2.465190328815662e-32,1.5399816602280984e-08,1.0543495640789629e-08,8.92259103545466e-16,2.4343732433118542e-08,5.428372769879244e-25,1.4475660719677984e-24,4.963083675318166e-24,8.271806125530277e-25,4.963083675318166e-24,9.860761315262648e-32,8.628166150854817e-32,2.1028063137250006e-16,8.345192465511858e-16,1.3717242721921665e-08,2.108761964004104e-16,3.3231287046957876e-08,3.101927297073854e-25,3.101927297073854e-25,0.0,2.0679515313825692e-25,8.271806125530277e-25,3.0814879110195774e-33,1.0304944273313205e-15,9.729171669968278e-16,3.249464424638155e-08,7.968125471902386e-16,1.498833511557218e-08,1.4444304041054815e-08
