,Y2Z1,Y1Z2,Y1Z4,Y4Z1,Y5Z2,Y2Z5,Y3Z2,Y2Z3,Y1Z3,Y3Z1,Y1Z0,Y0Z1,Y0Z4,Y4Z0,Y4Z2,Y2Z4,Y5Z3,Y3Z5,Y5Z4,Y4Z5,Y5Z1,Y1Z5,Y5Z0,Y0Z5,Y4Z3,Y3Z4,Y3Z0,Y0Z3,Y2Z0,Y0Z2,Y2,X3Y4,X2Y4,X2Y0,X0Y2,standard_y,Y0,X5Y4,X5Y3,X4Y3,X3Y2,X1Y5,X1Y3,X0Y1,X1Y2,Y5,X5Y1,X4Y5,X3Y5,X3Y1,X2Y1,X1Y4,X1Y0,X0Y5,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4Y1,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
7,0.0003122259603537485,3.4101742226540494e-05,4.383326193937295e-05,1.1369846662927432e-09,0.00021202177108901323,0.0002976786698261363,0.00015709188110469267,0.00026862826826909057,4.4584912432058516e-05,0.00018463209426759054,4.0608778385576685e-05,5.958951103370149e-09,6.1352693760741266e-09,9.377080719488013e-10,1.4616852410762332e-09,0.0003001245118120268,0.0002183160606641363,0.0001888934000524412,0.00020863708682525894,2.5300249911352845e-10,0.00021796054442669254,3.9124721781507555e-05,0.00021314684047029053,5.984077579649648e-09,5.089718704756766e-10,0.00016166680333794711,0.00015884647132146816,5.827871090340619e-09,0.00029461216086705045,5.931633578338779e-09,2.710505431213761e-20,0.0,8.077935669463161e-28,0.0,1.6155871338926322e-27,1.6940865740239145e-20,0.0,8.077935669463161e-28,2.168404344971009e-19,6.058451752097371e-28,1.3234889800848443e-23,1.3234889800848443e-23,8.271806125530277e-25,7.573064690121713e-29,8.673617379884035e-19,1.3552527156068805e-20,0.0,0.0,4.336808689942018e-19,0.0,3.469446951953614e-18,2.0194839173657902e-27,1.8932661725304283e-29,1.6155871338926322e-27,0.0004863935439666294,2.2123709733090872e-11,2.0679515313825692e-25,0.0017828224357828368,7.315280975202654e-13,0.0,1.691287218252214e-09,4.806463649436488e-12,1.4507063883005396e-06,2.5119266382535376e-07,1.1261674149088537e-12,4.835662034439961e-08,0.0424317646964375,3.3881317890172014e-21,4.161754135989273e-12,2.2758140406538434e-05,6.55188528141874e-12,8.337483680898327e-12,5.962010143440208e-13,0.0,0.0,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,6.617444900424222e-24,8.077935669463161e-28,0.0009477372722540122,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,2.913098139323264e-11,5.0542496847948225e-09,1.6940658945086007e-21,1.2705494208814505e-21,1.6940658945086007e-21,0.0,8.470329472543003e-22,8.077935669463161e-28,0.0013595083875598368,2.3963044090594205e-12,1.5592894220239782e-05,1.0842021724855044e-19,0.0,0.0,0.0,0.0,2.6469779601696886e-23,5.293955920339377e-23,1.27997398895949e-07,5.89496132782846e-13,1.4102625098991447e-06,0.0005490090165927099,0.0,3.3881317890172014e-21,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,2.6246367857287727e-07,1.9616777801011352e-13,1.5138029859040255e-07,0.04287624257693144,0.00010326806616738364,0.0,0.0,0.0,4.1359030627651384e-25,0.0,4.336808689942018e-19,4.0389678347315804e-28,2.339894053986948e-12,0.01075979986716355,7.57171741597373e-12,8.519902597510634e-12,2.1572404131362376e-12,4.829392132009857e-09
8,5.5918286995139665e-05,3.647261672540245e-06,3.848496845288092e-06,9.810403200418412e-09,2.4217852501660433e-05,5.4297695474141315e-05,1.0010955237611081e-05,5.414649321337049e-05,4.683541234378583e-06,1.0084831425121947e-05,4.137620614956122e-06,4.103661863487113e-08,4.174888058731928e-08,2.1727159704944892e-08,1.331329438883996e-08,5.531251315650416e-05,1.9510295597891814e-05,6.405776877696683e-06,2.239638692295132e-05,5.239588928581625e-09,2.381881359028097e-05,4.207569064292769e-06,2.3363905684020476e-05,4.3614238332115516e-08,1.2709173003566385e-08,8.256783978268016e-06,8.134523618835318e-06,3.862163055099695e-08,5.5005648409517505e-05,3.926233416378262e-08,3.3881317890172014e-21,2.0194839173657902e-28,4.0389678347315804e-28,8.077935669463161e-28,0.0,1.4872707413703438e-21,3.308722450212111e-24,4.0389678347315804e-28,4.336808689942018e-19,2.0194839173657902e-28,2.0679515313825692e-25,2.5849394142282115e-26,5.169878828456423e-26,6.232001151245993e-29,1.734723475976807e-18,1.6940658945086007e-21,2.5849394142282115e-26,4.0389678347315804e-28,0.0,1.0339757656912846e-25,3.469446951953614e-18,4.0389678347315804e-28,1.0965166582572064e-28,5.048709793414476e-29,1.7942465552611766e-05,1.8602685790404147e-12,1.6543612251060553e-24,0.0026989170035936266,1.8437291378345553e-13,0.0,2.0368092837427965e-09,6.597124853539846e-12,2.6583673684137354e-09,9.711293926887226e-10,1.2478388741763676e-11,6.534353422093671e-10,0.0008063326707477733,2.117582368135751e-22,7.69712138725173e-12,0.002473305022425245,4.644627911653707e-12,5.012038132820178e-12,1.090495621441815e-12,1.6940658945086007e-21,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.0097419586828951e-28,2.2872393264440937e-05,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,3.7947076036992655e-19,7.0761602571670836e-12,3.801279994605491e-08,2.117582368135751e-22,2.117582368135751e-22,1.0587911840678754e-22,0.0,0.0,4.0389678347315804e-28,0.0026685738694419998,1.4425594628122887e-12,2.245142711213041e-06,1.0587911840678754e-22,1.0587911840678754e-22,0.0,1.0587911840678754e-22,1.0587911840678754e-22,1.0339757656912846e-25,0.0,3.464565135953356e-09,2.916246617979122e-12,2.4746524451818035e-09,1.0468435118270526e-06,0.0,0.0,2.117582368135751e-22,2.117582368135751e-22,4.235164736271502e-22,5.563592056495725e-10,1.2668504888817662e-11,1.1042262988140344e-09,0.001056521121122454,8.197703991648139e-06,0.0,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.673617379884035e-19,2.0194839173657902e-28,9.86691091405837e-13,0.006018169451068105,3.765120761614872e-12,5.125746239718e-12,9.562815252182779e-13,1.3802856724928458e-08
9,4.595371611987316e-06,1.0464254348169696e-06,9.132535276355833e-07,4.807451031973404e-09,1.1172052093357264e-06,4.542014461294029e-06,8.613007065491354e-07,4.306193576484319e-06,1.1470031493949309e-06,9.202747138613308e-07,1.0307052472593401e-06,2.1373139440093878e-08,2.1718895083890302e-08,7.761813572637382e-09,6.723701390431857e-09,4.622969924116305e-06,1.260765022903147e-06,1.1080998284676726e-06,1.0617163558477378e-06,4.450545614560649e-09,1.186959696894251e-06,1.1408109234313901e-06,1.0357608646018798e-06,2.1209739082052352e-08,5.886754280467387e-09,8.959196504784388e-07,8.598281204249498e-07,1.9923216957068954e-08,4.530496627765334e-06,2.0956480550275937e-08,0.0,1.5777218104420236e-30,1.8932661725304283e-29,9.466330862652142e-30,3.1554436208840472e-30,5.418033012222331e-23,0.0,2.524354896707238e-29,6.505213034913027e-19,3.1554436208840472e-30,0.0,1.0097419586828951e-28,2.0194839173657902e-28,1.873544649899903e-30,0.0,1.0587911840678754e-22,0.0,2.524354896707238e-29,2.168404344971009e-19,2.0194839173657902e-28,0.0,6.310887241768095e-30,2.267975102510409e-30,0.0,3.516511640825609e-06,4.985894910398321e-13,1.2407709188295415e-24,0.0006609392969382188,5.0722040253895194e-14,1.5881867761018131e-22,5.1997634697843294e-12,1.253390799409337e-13,4.254848621648918e-12,3.987508798303126e-11,5.054438750058005e-13,2.387891822079283e-12,0.0016874069433472098,0.0,2.959912476468579e-14,0.0026988244391234688,2.4510921749554193e-13,3.5725520618682024e-13,9.831605194402012e-14,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,3.944304526105059e-31,2.22407290765366e-06,8.271806125530277e-25,8.271806125530277e-25,0.0,8.271806125530277e-25,8.271806125530277e-25,1.262177448353619e-29,1.262177448353619e-29,4.336808689942018e-19,4.733967039744951e-13,1.0618129926350318e-08,0.0,0.0,0.0,0.0,5.293955920339377e-23,1.262177448353619e-29,0.000665263815822136,2.2036780182144227e-15,1.0314821906615312e-06,1.0587911840678754e-22,2.117582368135751e-22,1.0587911840678754e-22,1.0587911840678754e-22,1.0587911840678754e-22,2.0194839173657902e-28,0.0,8.554489926129591e-12,1.060278484013136e-13,1.43715700008488e-12,1.0104263196226556e-06,5.293955920339377e-23,0.0,5.293955920339377e-23,1.0587911840678754e-22,0.0,3.7553999597685094e-11,5.121545674500347e-13,8.23670831991344e-13,0.004088738039500285,1.3079592643011709e-06,0.0,4.963083675318166e-24,0.0,1.6543612251060553e-24,3.308722450212111e-24,8.673617379884035e-19,1.262177448353619e-29,2.605217182463424e-14,5.5957261523095626e-05,1.744208825476588e-13,3.4827098946467104e-13,4.1404028983820134e-14,2.5958272241747277e-08
10,1.6197366861530962e-07,1.2350039398702e-07,1.1588705497195836e-07,7.751863721994385e-09,6.493504897123313e-07,1.6430479681992396e-07,2.6999827590260208e-08,1.913314664886982e-07,1.232338153742903e-07,5.8504470075505116e-08,1.0930128712008336e-07,3.381325425929032e-08,3.425403885770944e-08,9.531665861211344e-09,8.158764971110904e-09,1.6278322747114097e-07,6.30313153546472e-07,8.338694830151162e-09,8.85696579074402e-07,6.7109762236901355e-09,6.792911977899501e-07,1.1377919846349593e-07,9.251090079338951e-07,3.299748180295814e-08,8.485978606930336e-09,4.478020171849302e-08,4.453661368256155e-08,3.202325394661006e-08,1.6353298537875283e-07,3.3060867286816104e-08,0.0,0.0,7.888609052210118e-31,2.465190328815662e-32,0.0,6.038418471637102e-23,3.308722450212111e-24,0.0,8.673617379884035e-19,1.9721522630525295e-30,0.0,0.0,0.0,2.465190328815662e-32,1.3552527156068805e-20,5.293955920339377e-23,2.524354896707238e-29,1.262177448353619e-29,0.0,2.524354896707238e-29,8.131516293641283e-20,1.5777218104420236e-30,1.232595164407831e-32,6.310887241768095e-30,9.680468969522738e-07,1.865032650598835e-13,8.271806125530277e-25,3.165455044721585e-05,5.292354672248117e-14,0.0,3.515529714146692e-13,1.5250409026758598e-14,5.951210036525074e-13,1.2040533776365298e-12,3.842721876361087e-14,1.4771359605017104e-13,0.001217526802909147,9.926167350636332e-24,2.5166056147830153e-14,0.0012226925396394799,1.9984034876560932e-14,4.2104165037697075e-14,3.141229745183177e-16,0.0,5.293955920339377e-23,6.617444900424222e-24,6.617444900424222e-24,0.0,0.0,3.1554436208840472e-30,2.1639461910301158e-08,4.1359030627651384e-25,2.481541837659083e-24,0.0,4.1359030627651384e-25,0.0,3.944304526105059e-31,1.9721522630525295e-31,8.673617379884035e-19,1.684296163086269e-13,5.709560048090807e-09,2.6469779601696886e-23,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,6.310887241768095e-30,0.00018798058365633835,3.782179757429764e-14,6.031886655534484e-07,0.0,2.6469779601696886e-23,5.293955920339377e-23,2.6469779601696886e-23,2.6469779601696886e-23,0.0,2.0194839173657902e-28,1.9387840456522597e-13,1.3970896165976767e-14,6.314292361837186e-13,3.666309501288326e-07,1.6543612251060553e-24,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,0.0,1.3166432614693235e-12,3.3374969394122364e-14,2.7713539934633147e-13,2.6251837735058972e-05,3.307949349501738e-08,0.0,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.734723475976807e-18,0.0,1.1811200687355196e-15,0.0005853091199655965,3.906446260002688e-14,4.253588512713025e-14,3.537589660986812e-15,1.537687290279969e-08
11,5.739551983903154e-08,4.119017273044118e-08,3.052437728047043e-08,6.719310777294544e-10,1.1094491760596754e-07,5.6402227792404855e-08,8.714326019681874e-08,4.646068908726634e-08,4.103771502941024e-08,8.871278479772265e-08,3.619191569027947e-08,5.50124632092539e-09,5.414557260354615e-09,2.591780541183616e-10,4.902737998326815e-10,6.191237695363452e-08,3.5802751846714234e-08,2.102508818809404e-07,3.0950258325672003e-07,5.773310751693089e-10,1.3151201377886478e-07,3.7234351819261044e-08,3.2937615045962105e-07,5.482192271284844e-09,4.921735130405353e-10,1.2237467609816622e-07,1.1199559934959093e-07,4.914573892169804e-09,6.083102352531803e-08,5.350756553200219e-09,9.926167350636332e-24,9.860761315262648e-32,9.860761315262648e-32,4.930380657631324e-32,7.395570986446986e-32,5.1647089496279665e-23,4.1359030627651384e-25,0.0,2.168404344971009e-19,4.930380657631324e-32,6.310887241768095e-30,0.0,5.9164567891575885e-31,1.0400021699691074e-32,1.0842021724855044e-18,5.293955920339377e-23,6.310887241768095e-30,1.5777218104420236e-30,0.0,1.5777218104420236e-30,6.505213034913027e-19,0.0,4.352601674315153e-32,1.9721522630525295e-31,8.290397433431792e-08,4.399788495355475e-15,5.169878828456423e-26,0.0031165329300083637,1.1374442882512896e-15,6.617444900424222e-24,7.479341350343139e-15,9.114676114612945e-16,3.0164545158191035e-13,2.1728872110033758e-13,3.1399208511861374e-15,6.789492257999329e-14,0.001209741518963835,1.6543612251060553e-24,2.7704132768964833e-15,4.5800877601359275e-05,3.85024669962152e-15,4.821656492687457e-15,1.1417229614273165e-16,0.0,5.293955920339377e-23,0.0,0.0,0.0,1.5777218104420236e-30,0.0,1.4105303671396035e-07,3.101927297073854e-25,2.0679515313825692e-25,0.0,0.0,0.0,2.9582283945787943e-31,4.930380657631324e-32,4.336808689942018e-19,5.791857003620974e-15,2.305134899443401e-09,6.617444900424222e-24,3.308722450212111e-24,0.0,0.0,3.308722450212111e-24,0.0,0.0032911961859738745,3.7196233478895775e-15,8.701324889784652e-08,1.3234889800848443e-23,0.0,1.3234889800848443e-23,0.0,0.0,0.0,6.310887241768095e-30,2.8242273703748937e-15,9.713936160458646e-16,3.4390504574173577e-13,1.818009078955742e-07,4.963083675318166e-24,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,0.0,2.495648004531696e-13,3.6767549241137656e-15,8.99566851106498e-14,0.0021736502698901173,4.2906588751987e-08,0.0,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.336808689942018e-19,9.860761315262648e-32,1.9254992319072933e-15,0.0017516138277504205,7.222753236009051e-15,4.879167596824039e-15,2.937332625948356e-16,3.962857234458339e-09
