,Y3Z1,Y1Z3,Y4Z0,Y0Z4,Y5Z4,Y4Z5,Y3Z4,Y4Z3,Y3Z2,Y2Z3,Y5Z1,Y1Z5,Y2Z1,Y1Z2,Y1Z0,Y0Z1,Y3Z5,Y5Z3,Y2Z5,Y5Z2,Y2Z0,Y0Z2,Y0Z3,Y3Z0,Y1Z4,Y4Z1,Y4Z2,Y2Z4,Y5Z0,Y0Z5,standard_y,X5Y3,X4Y3,X4Y2,X1Y4,X0Y3,X2Y1,Y5,Y2,Y1,X4Y0,X3Y5,X3Y4,X3Y0,X2Y4,X2Y3,X0Y2,X4Y1,X1Y3,X1Y0,X5Y1,X3Y1,X1Y5,X1Y2,X0Y4,X0Y1,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8982979700319382,0.8982979700319382,0.8665618499863412,0.8665618499863412,0.725065368582209,0.725065368582209,0.7034803922937473,0.703480392293747,0.6166500426836183,0.6166500426836183,0.5542704681782862,0.5542704681782861,0.5027820800522085,0.5027820800522083,0.4630073578150215,0.46300735781502145,0.4520209204500258,0.45202092045002573,0.3790196043954357,0.3790196043954356,0.37331193139504204,0.37331193139504204,0.13853941251445523,0.1385394125144552,0.08081464718300105,0.08081464718300096,0.04089576548481158,0.040895765484811525,0.006435054081123326,0.0064350540811233085,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,3.469446951953614e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.734723475976807e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0003954769756475465,0.00039676674024672037,0.8665618499863417,0.8665618499863416,0.7250653685822093,0.7250653685822093,0.0003097082563392514,0.6229284561144433,0.0002714810698111422,0.11550239883197146,0.1037189703371924,0.0002448141866181699,0.11186336622110217,0.0002220724231957106,0.0002045044363887201,0.3249183070775704,0.00019900286153673555,0.1004477338728449,0.3790196043954358,0.3790196043954358,0.37331193139504204,0.37331193139504204,0.3229628081511663,6.099217597837459e-05,3.569479749113547e-05,0.6203788819444405,0.04089576548481153,0.040895765484811566,0.006435054081123329,0.0064350540811233155,1.3891340334970526e-17,2.710505431213761e-20,2.710505431213761e-20,0.0,1.3552527156068805e-20,0.0,1.3552527156068805e-20,0.0,1.3877787807814457e-17,1.3552527156068805e-20,5.551115123125783e-17,1.3552527156068805e-20,2.710505431213761e-20,1.3552527156068805e-20,2.220446049250313e-16,0.0,2.0816681711721685e-17,6.776263578034403e-21,1.3877787807814457e-17,5.929230630780102e-21,1.3552527156068805e-20,4.163336342344337e-17,4.658681209898652e-21,6.776263578034403e-21,0.0,5.929230630780102e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,9.84224060041381e-06,9.874338988650395e-06,0.00013855821343518532,0.00013901009177354076,0.7186512329321184,0.00011593374679032839,6.194734584232295e-06,9.960264566284654e-05,6.756352890491151e-06,0.11550234997839379,0.10371892641589917,6.0926938240723965e-06,0.1118634261388318,5.526719264074205e-06,4.204055380189719e-06,5.212198277041549e-05,4.952586785130426e-06,0.10044778772936921,0.3790196043954357,0.3790196043954357,0.33254910577973995,5.9885080152329e-05,5.180829949430585e-05,6.16474483929385e-06,4.184623210355361e-06,9.919499572662179e-05,6.538995690531639e-06,0.3312026407724155,0.7162733444250278,1.0322834525876632e-06,1.0408340855860843e-16,0.0,0.0,0.0,0.0,2.0679515313825692e-25,2.117582368135751e-22,8.326672684688674e-17,2.0816681711721685e-17,0.0,0.0,4.235164736271502e-22,5.169878828456423e-26,0.0,6.776263578034403e-21,0.0,3.3881317890172014e-21,2.5849394142282115e-26,1.1102230246251565e-16,8.401053096241687e-26,2.117582368135751e-22,8.326672684688674e-17,0.0,3.1763735522036263e-22,1.1102230246251565e-16,6.462348535570529e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,1.5301378153558534e-06,1.5351280365510864e-06,1.4317621314328979e-09,1.4359388044191461e-05,7.112570575205845e-05,1.1979769679058884e-09,1.956151622407359e-07,1.0292229721638175e-09,1.0503859305364547e-06,0.11550234994884867,1.0265176628204554e-05,1.5956627992997015e-06,0.11186342617506811,8.592192046656588e-07,1.5946504769907362e-06,5.424217007250695e-06,1.8998160201763305e-07,9.941428427616187e-06,0.7091456120464379,3.751198860337862e-05,0.7091085644150819,6.232105015685372e-06,5.391572697882363e-06,1.9344754846226064e-07,1.5946985111078594e-06,1.0250106074360528e-09,6.756933548138775e-11,0.7089901738310358,7.089036442025723e-05,1.4312012801759965e-05,5.5507974857705623e-17,2.5849394142282115e-26,0.0,1.2924697071141057e-26,1.9721522630525295e-31,1.6155871338926322e-27,5.293955920339377e-23,1.6940658945086007e-21,5.551115123125783e-17,1.0587911840678754e-22,6.776263578034403e-21,0.0,1.9721522630525295e-31,0.0,1.0339757656912846e-25,0.0,2.117582368135751e-22,9.860761315262648e-32,5.551115123125783e-17,1.4889749586046598e-28,3.2311742677852644e-27,1.1102230246251565e-16,6.462348535570529e-27,5.293955920339377e-23,0.0,1.9622915017372669e-28,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2705494208814505e-21,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,1.7029006449637056e-07,1.7172682446927995e-07,2.43294879753527e-10,1.5646185854959812e-05,2.2811116748449155e-09,1.915746840368554e-10,1.3752569173112062e-07,1.742510401881576e-10,1.3758856295553522e-07,1.6373329245601862e-05,3.2753158411586576e-10,8.217966958512457e-08,1.5860640466369424e-05,8.13008743974409e-08,8.268512939096939e-08,4.071008816802269e-06,1.3727774126308556e-07,3.1725286564627824e-10,0.00010103025025076575,1.1985658266194226e-09,0.00010102495894273234,1.560523287021016e-05,4.046540121412007e-06,1.3691013618292004e-07,8.238205342847099e-08,1.7353868896559897e-10,1.9087803549600996e-10,0.00010100805133044629,2.2735646186366923e-09,1.56253592257205e-05,3.8018384175673555e-21,0.0,3.0814879110195774e-33,1.1832913578315177e-30,1.5407439555097887e-33,0.0,8.077935669463161e-28,1.0339757656912846e-25,3.3881317890172014e-21,3.308722450212111e-24,0.0,2.465190328815662e-32,3.0814879110195774e-33,2.0194839173657902e-28,0.0,1.6155871338926322e-27,5.169878828456423e-26,7.703719777548943e-34,0.0,4.133695662011239e-29,0.0,0.0,4.930380657631324e-32,0.0,1.6940658945086007e-21,8.051398280759449e-30,5.383999978582804e-06,2.5063569184316976e-10,1.2924697071141057e-26,1.3669275813211696e-16,8.815594982195464e-19,1.3234889800848443e-23,2.5448019097158705e-06,5.389568447825278e-15,2.0214173397422873e-12,3.910259315763419e-17,1.152543084110169e-17,0.13418668105363596,6.5854453774178895e-12,6.514753048358169e-15,4.4190323105950805e-06,7.155567007760741e-13,1.1877204660493502e-10,7.760589806123755e-14,4.235164736271502e-22,1.2924697071141057e-26,2.5849394142282115e-26,6.462348535570529e-27,1.2924697071141057e-26,3.2311742677852644e-26,1.0339757656912846e-25,0.0,1.5777218104420236e-30,2.1400462616213139e-10,3.2311742677852644e-27,0.0,3.2311742677852644e-27,6.462348535570529e-27,0.0,1.0339757656912846e-25,2.5063569189821604e-10,4.560585550533974e-11,1.6543612251060553e-24,3.308722450212111e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6155871338926322e-27,1.4882858190966544e-16,1.1308194324952862e-17,2.557813409434428e-08,6.352747104407253e-22,2.117582368135751e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,0.0,0.0,2.5448019133255684e-06,7.91906625099803e-15,4.306511044201833e-12,7.414202302470517e-06,0.0,2.481541837659083e-24,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,1.2624854222539776e-16,1.4819393663817092e-17,0.13418668105363613,6.942322032279662e-12,1.9159786048686513e-08,0.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,4.235164736271502e-22,1.5777218104420236e-30,6.799560945626534e-15,4.419032310630675e-06,7.951380867267557e-13,1.7806581346259858e-10,5.748316957558374e-13,2.0747718452600864e-06
5,4.242948777079037e-07,4.954545538325438e-07,1.6644045300641862e-08,4.029492555068342e-05,4.443539426150206e-08,4.874981600417556e-08,4.240513962681439e-07,2.641459154981851e-10,4.224735694888128e-07,0.00022006738468831848,4.253826773045205e-08,4.921821701493051e-07,0.00021408234432058283,4.884511542888986e-07,4.936988081667251e-07,4.0434267606056834e-05,4.113402987800829e-07,4.125088621028069e-08,0.00022026936326131685,9.381556747541516e-09,0.0002205873763283537,3.879545662829236e-05,3.98072116376186e-05,4.2521930041257195e-07,4.869287561415458e-07,2.267363931574574e-10,4.9947182231534354e-08,0.00021744279597663138,4.3529319385560965e-08,3.896102744184677e-05,3.3897861502423074e-21,0.0,6.310887241768095e-30,0.0,9.860761315262648e-31,0.0,1.2924697071141057e-26,6.617444900424222e-24,0.0,0.0,0.0,3.1554436208840472e-30,6.310887241768095e-30,6.462348535570529e-27,8.077935669463161e-28,0.0,0.0,1.1832913578315177e-30,8.131516293641283e-20,8.240490319745266e-27,1.5777218104420236e-30,1.0842021724855044e-19,9.860761315262648e-32,2.4233807008389483e-27,0.0,7.435753588806681e-27,0.00039398854111354054,1.313818931593787e-07,4.963083675318166e-24,2.738274642879714e-14,5.448982579965862e-14,0.0,0.0003688042534934906,5.342441389996576e-12,1.731404461309932e-10,6.92768663252472e-14,1.248789292094959e-14,7.995292669475392e-05,3.273417904138625e-10,2.1376887153810772e-11,0.00017212556492637572,7.535497011286144e-11,9.561607919438604e-08,1.8353392234031644e-10,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,3.2311742677852644e-27,9.162033465108898e-08,1.3234889800848443e-23,6.617444900424222e-24,1.3234889800848443e-23,0.0,0.0,0.0,1.3138190088271764e-07,1.0713636834356894e-07,5.293955920339377e-23,1.0587911840678754e-22,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,2.5849394142282115e-26,2.8360858130797324e-14,6.554271093931816e-14,7.362921546615685e-07,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,6.776263578034403e-21,6.617444900424222e-24,0.00036880425845455905,2.1083616279341523e-11,1.991330772973596e-10,0.0002654227929097295,2.6469779601696886e-23,0.0,5.293955920339377e-23,1.0587911840678754e-22,5.293955920339377e-23,3.994326424237519e-14,1.9274559885769497e-14,7.99529266887359e-05,2.929428292083063e-10,9.220986838458418e-07,1.6263032587282567e-19,0.0,1.0842021724855044e-19,0.0,5.421010862427522e-20,3.2311742677852644e-27,2.4359193991704833e-11,0.00017212556975736991,8.304629369373483e-11,1.7551994668552604e-07,2.1534297874930627e-10,0.0006610852408954699
6,1.961101663382628e-07,2.2446825876135665e-07,1.0618072185384272e-14,7.943564848932222e-08,1.861558278765988e-15,1.0979608770665965e-15,1.9567501698609092e-07,1.0458296752901146e-14,1.9501595123294347e-07,1.1141519904667362e-07,1.774944866349539e-15,2.2207958418047023e-07,1.0690850976779834e-07,2.1781981269974787e-07,2.2321999749064786e-07,7.962763124645555e-08,1.8453184010265598e-07,1.673501019617121e-15,1.1095625912308267e-07,4.154384101920434e-18,1.1123692461464748e-07,7.538942966372375e-08,7.765222579272401e-08,1.9648723304662747e-07,2.1682292424089424e-07,1.0246026059711311e-14,7.045492386995227e-16,1.0805975939444325e-07,1.8044058358648957e-15,7.509568393078164e-08,6.6174443087785425e-24,0.0,0.0,3.76158192263132e-37,1.88079096131566e-37,0.0,3.944304526105059e-31,1.9721522630525295e-31,1.3234889800848443e-23,1.3234889800848443e-23,4.1359030627651384e-25,7.052966104933725e-38,1.88079096131566e-37,2.524354896707238e-29,9.4039548065783e-38,3.944304526105059e-31,1.262177448353619e-29,1.88079096131566e-37,2.710505431213761e-20,8.651277310187463e-31,2.350988701644575e-38,8.131516293641283e-20,5.877471754111438e-39,7.888609052210118e-31,4.1359030627651384e-25,8.358535958640604e-31,6.08634452114656e-07,1.1839991993457745e-13,7.888609052210118e-31,5.559054900670622e-22,4.276875614436629e-21,1.3234889800848443e-23,2.519964558678377e-08,5.526871140052953e-22,3.228549248676085e-14,8.27727345762882e-22,2.2710505075973715e-21,5.8396706990459955e-06,5.712979738186188e-14,2.948884906953338e-22,1.1263397051736872e-08,4.3502419540927523e-13,1.9360698143100775e-14,4.1482658202539796e-14,6.617444900424222e-24,1.9721522630525295e-31,1.9721522630525295e-31,0.0,3.944304526105059e-31,3.944304526105059e-31,0.0,0.0,0.0,2.9478656685277354e-15,1.5777218104420236e-30,1.5777218104420236e-30,1.5777218104420236e-30,0.0,0.0,0.0,1.1839991993457748e-13,1.6630528031092193e-14,1.3234889800848443e-23,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,6.310887241768095e-30,5.757090112426039e-22,3.391102780392703e-21,2.3884275709383816e-07,6.617444900424222e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,0.0,2.5199645586783838e-08,1.4448701973393296e-21,3.3969190422849224e-14,1.1292451751510435e-07,0.0,1.3234889800848443e-23,3.970466940254533e-23,3.970466940254533e-23,1.3234889800848443e-23,5.841511159235829e-22,1.2025509816460145e-21,5.839670701123542e-06,5.2731946381945785e-14,3.087773204418959e-07,1.3234889800848443e-23,1.3234889800848443e-23,0.0,0.0,0.0,1.88079096131566e-37,1.1579507065335675e-21,1.12633970517372e-08,4.325410258024627e-13,5.731593407770199e-15,3.445123756155556e-14,1.739388725156327e-07
7,1.6070686811843676e-08,1.8281168491370924e-08,5.4828706350439084e-17,5.808137219768939e-09,6.715718601855056e-16,3.7522436647099406e-17,1.6004558987064e-08,2.4584402355671518e-17,1.5955029840626743e-08,3.7929660114754694e-08,6.397648704781624e-16,1.801679560175753e-08,3.564469075909588e-08,1.746710661952382e-08,1.8145955532845076e-08,5.767539725958301e-09,1.468855133293434e-08,5.8605944352314e-16,3.759715648776735e-08,9.57132617743064e-17,3.77345833078839e-08,5.756124718553718e-09,5.580916658291504e-09,1.6093409913527223e-08,1.7360031461172307e-08,2.5997274368306643e-17,4.0621491516617666e-17,3.612380252982006e-08,6.463878336019827e-16,5.519486903112751e-09,8.271806125530277e-25,3.6734198463196485e-40,2.7550648847397363e-40,0.0,0.0,0.0,1.5407439555097887e-32,0.0,3.308722450212111e-24,0.0,8.271806125530277e-25,1.8367099231598242e-40,3.6734198463196485e-40,6.162975822039155e-33,0.0,1.232595164407831e-32,4.930380657631324e-32,1.8367099231598242e-40,1.0842021724855044e-19,3.429058080670711e-33,7.346839692639297e-40,2.710505431213761e-20,0.0,4.930380657631324e-32,8.271806125530277e-25,2.4811394361676187e-33,8.287002505724477e-08,1.3582124711565068e-16,0.0,1.378980399207609e-23,1.5756258355141203e-24,1.6543612251060553e-24,2.2406874494887618e-08,2.086286806542021e-27,7.626987834936273e-16,1.6410492372329063e-23,1.4738156868787463e-24,6.256591520368863e-06,1.1671787921892491e-15,1.1683993592088839e-23,9.256364887883775e-09,2.1205270625617175e-16,3.751240356893901e-16,1.7983441393108726e-16,8.271806125530277e-25,9.860761315262648e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,0.0,6.162975822039155e-33,0.0,0.0,8.393828541634759e-16,1.232595164407831e-32,6.162975822039155e-33,0.0,6.162975822039155e-33,6.162975822039155e-33,0.0,1.358212471156507e-16,7.490245252774897e-17,0.0,0.0,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.4390171333980318e-23,2.4712580522070347e-24,1.4027523723626151e-08,6.617444900424222e-24,1.6543612251060553e-24,3.308722450212111e-24,6.617444900424222e-24,6.617444900424222e-24,1.6543612251060553e-24,5.3926038442842604e-33,2.2406874494887625e-08,3.843789596495952e-24,7.357591865956372e-16,3.226518184951307e-08,0.0,0.0,1.6543612251060553e-24,2.481541837659083e-24,8.271806125530277e-25,1.3971618996148236e-23,2.234508396077032e-24,6.739421875361613e-06,1.1025496382560831e-15,1.904598650907262e-08,0.0,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,7.346839692639297e-40,1.4335247305271036e-23,9.256364887883775e-09,2.0377292203093172e-16,6.40828900179489e-16,1.982439622393522e-16,1.7531332060747628e-08
8,1.964256225667935e-08,2.2440832756172737e-08,3.10752607295817e-15,9.835520215026138e-09,2.5577853547236432e-15,1.3887103654594862e-15,1.952397999323397e-08,2.8913325664662454e-15,1.946844647269098e-08,2.5549811518528004e-08,2.434813498769038e-15,2.2031241279556456e-08,2.3530539836208636e-08,2.1128869142542868e-08,2.2235806286394614e-08,9.736993633229618e-09,1.7474594567259337e-08,2.1719001135922754e-15,2.5213885621629535e-08,6.13383472011359e-16,2.533583205025927e-08,9.833296105012175e-09,9.310662578716459e-09,1.966149755061729e-08,2.0954540684940918e-08,2.8183376985247642e-15,1.2805402297467012e-15,2.3901647454568478e-08,2.4497050281298055e-15,9.243474391761241e-09,3.944304526105059e-31,7.346839692639297e-40,0.0,2.938735877055719e-39,0.0,0.0,4.930380657631324e-32,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,0.0,0.0,8.816207631167156e-39,2.465190328815662e-32,9.860761315262648e-32,0.0,2.710505431213761e-20,3.23796971900104e-33,7.346839692639297e-40,2.710505431213761e-20,2.938735877055719e-39,7.395570986446986e-32,6.617444900424222e-24,2.6601907356848695e-33,3.8604328163586015e-08,3.817406047490085e-16,3.944304526105059e-31,4.71019764829763e-23,4.367992028122104e-23,0.0,1.0618154144704905e-07,4.778499767108781e-23,5.552492680391893e-16,5.373708280457717e-23,8.947616719842341e-23,9.436130688075475e-06,6.682149572361555e-16,8.936757482642762e-23,3.8507085411151837e-08,1.7630247384512356e-15,5.835082606773554e-16,1.3840920560556632e-16,0.0,0.0,1.9721522630525295e-31,0.0,3.944304526105059e-31,3.944304526105059e-31,9.860761315262648e-32,6.617444900424222e-24,0.0,2.5525003536732424e-15,0.0,9.860761315262648e-32,0.0,1.9721522630525295e-31,1.9721522630525295e-31,0.0,3.8174060474900956e-16,1.4781078734071516e-15,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,2.481541837659083e-24,2.481541837659083e-24,2.465190328815662e-32,4.995451074411229e-23,2.6455035968774764e-23,1.2073027489664433e-08,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,0.0,0.0,9.860761315262648e-32,1.0618154144704905e-07,3.952849302605522e-23,4.910616488383471e-16,1.812300006004501e-08,8.271806125530277e-25,8.271806125530277e-25,2.481541837659083e-24,1.6543612251060553e-24,8.271806125530277e-25,5.505206462523843e-23,8.583747601490635e-23,1.0275805505633068e-05,6.456101200446486e-16,1.7742238745425665e-08,1.6543612251060553e-24,0.0,1.6543612251060553e-24,3.308722450212111e-24,0.0,0.0,1.2998642516040688e-22,3.850708541115185e-08,1.7429028050913042e-15,8.433619086118245e-16,1.7213256260354325e-16,2.6912066019149156e-08
9,1.5279851588637313e-07,1.7681739835117176e-07,1.4142302756033397e-14,4.326112644978735e-08,5.121630508586507e-15,7.110222209413883e-15,1.5156569564032702e-07,1.3634179813374477e-14,1.5117246215007003e-07,6.88913566297939e-08,4.871869630922608e-15,1.729012716853005e-07,6.224430138122029e-08,1.6424136908216726e-07,1.7489795109650799e-07,4.2754066431515444e-08,1.3269231817958792e-07,4.24117345019497e-15,6.769423014883983e-08,1.587067420175854e-15,6.81073460168524e-08,4.328669520213172e-08,4.038028165613333e-08,1.52880392539859e-07,1.623846175359551e-07,1.3188593184376216e-14,6.501311391394735e-15,6.331947772573715e-08,4.8872912952985e-15,4.005441458575261e-08,2.3161055179332512e-23,2.350988701644575e-38,0.0,0.0,4.70197740328915e-38,3.1554436208840472e-30,0.0,3.944304526105059e-31,1.3234889800848443e-23,1.3234889800848443e-23,3.308722450212111e-24,0.0,0.0,3.1554436208840472e-30,4.70197740328915e-38,3.944304526105059e-31,1.5777218104420236e-30,0.0,1.3552527156068805e-20,5.46964104205975e-32,5.877471754111438e-39,4.0657581468206416e-20,2.350988701644575e-38,1.5777218104420236e-30,3.308722450212111e-24,3.6207482954480034e-32,1.0982711792007058e-07,4.1294808316571704e-15,1.5777218104420236e-30,4.520978492235681e-22,1.4147067220879671e-21,2.6469779601696886e-23,6.536942249893918e-08,6.122756115153982e-22,1.0647974833630976e-14,6.036108097784758e-22,3.002773208031542e-21,1.2581058086123351e-05,8.663845730521492e-15,7.905357805783963e-22,1.902226651770585e-08,6.667999831227892e-14,9.480694651022052e-15,5.813024547206184e-17,3.308722450212111e-24,3.944304526105059e-31,0.0,1.9721522630525295e-31,7.888609052210118e-31,7.888609052210118e-31,0.0,6.617444900424222e-24,0.0,4.080231834304007e-15,0.0,3.944304526105059e-31,3.944304526105059e-31,3.944304526105059e-31,3.944304526105059e-31,1.5777218104420236e-30,4.129480831657179e-15,5.013858126865804e-15,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,3.944304526105059e-31,4.980121243671005e-22,1.0116734962668206e-21,6.171847710068681e-08,0.0,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,7.888609052210118e-31,6.53694224989392e-08,4.781605437807349e-22,8.610233482897524e-15,4.022325300422775e-08,0.0,0.0,6.617444900424222e-24,9.926167350636332e-24,9.926167350636332e-24,7.49842705798752e-22,2.883391136857067e-21,1.3993702377871579e-05,8.648777048077695e-15,1.0400923704138868e-07,1.3234889800848443e-23,0.0,0.0,0.0,0.0,4.70197740328915e-38,1.1790006382434314e-21,1.902226651770598e-08,6.601643635448212e-14,1.1803790746511845e-14,7.74670371493757e-16,9.612385832032262e-08
