,Y5Z1,Y1Z5,Y4Z0,Y0Z4,Y5Z4,Y4Z5,Y3Z2,Y2Z3,Y2Z0,Y0Z2,Y0Z5,Y5Z0,Y3Z5,Y5Z3,Y2Z1,Y1Z2,Y3Z1,Y1Z3,Y4Z3,Y3Z4,Y3Z0,Y0Z3,Y4Z2,Y2Z4,Y0Z1,Y1Z0,Y5Z2,Y2Z5,Y4Z1,Y1Z4,standard_y,Y5,X1Y2,Y1,X0Y2,X1Y5,X4Y3,X4Y2,X3Y5,X3Y2,X3Y0,X2Y0,X0Y5,X4Y1,X3Y1,X2Y1,Y0,X5Y4,X2Y4,X1Y4,X1Y0,X5Y1,X4Y0,X1Y3,X0Y4,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8882346432135466,0.8882346432135466,0.8420269922666357,0.8420269922666357,0.8219762915021481,0.821976291502148,0.8150630762603066,0.8150630762603066,0.8060773014660809,0.8060773014660807,0.7962952185492611,0.7962952185492609,0.6726770334924808,0.6726770334924806,0.5743478091211449,0.5743478091211447,0.5578984824846792,0.5578984824846791,0.4378818830210456,0.43788188302104547,0.3720598512660668,0.3720598512660668,0.3681203650383047,0.3681203650383047,0.19453724793318103,0.19453724793318095,0.07083953646328556,0.07083953646328552,0.041591905180849764,0.041591905180849764,2.498001805406602e-16,1.6653345369377348e-16,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0002941605479107757,0.00029511989038715544,0.8420269922666358,0.8420269922666356,0.00027221748006039915,0.7805195908870555,0.8150630762603064,0.8150630762603064,0.8060773014660809,0.8060773014660807,0.6023903610780224,0.0002637125669178235,0.11659213520724837,0.00022277339242618446,0.5037385537359755,0.00019082960090218424,0.11259185131677645,0.0001853642393437417,0.43788188302104547,0.43788188302104547,0.3720598512660668,0.3720598512660668,0.36812036503830475,0.36812036503830475,0.599169420061104,6.463586139643117e-05,2.346023882202442e-05,0.5016412159364109,0.7777123532160121,1.3819094528397402e-05,6.941604409338442e-17,2.710505431213761e-20,1.3552527156068805e-20,0.0,0.0,5.551115123125783e-17,4.163336342344337e-17,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,6.776263578034403e-21,1.0164395367051604e-20,6.776263578034403e-21,5.551115123125783e-17,0.0,0.0,0.0,8.470329472543003e-21,5.551115123125783e-17,0.0,6.776263578034403e-21,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.3552527156068805e-20,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.317362419797304e-21,0.0,0.0,0.0,0.0,0.0,0.0
2,9.895984960578067e-06,9.928258624690146e-06,4.3747819203341935e-05,4.389049347257631e-05,3.1495658083291756e-07,4.055217963367535e-05,0.8150630762603064,0.8150630762603064,0.4391535811176521,4.20166228200744e-05,3.139948004569775e-05,2.563484215999858e-07,0.1165921045480427,7.494418122090121e-06,0.503738549843002,6.419782917775672e-06,0.11259188828361556,6.235920274839359e-06,2.2750312788972414e-05,0.06703148248799462,0.06439861409087962,1.9393547503082898e-05,1.912582770228387e-05,0.4353366300985439,3.1231591958861025e-05,1.7110605329749214e-06,7.89236259597743e-07,0.5016412474995859,4.040633104322513e-05,1.7024808674469648e-06,4.1626110703832505e-17,8.470329472543003e-22,2.117582368135751e-22,3.705769144237564e-22,0.0,1.3877787807814457e-17,0.0,1.6940658945086007e-21,0.0,5.551115123125783e-17,0.0,0.0,5.169878828456423e-26,0.0,1.0587911840678754e-22,1.5881867761018131e-22,0.0,5.169878828456423e-26,3.3881317890172014e-21,2.5849394142282115e-26,2.4233807008389483e-27,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0
3,4.739008319747585e-07,4.778991254896226e-07,6.657102359278946e-07,6.685088403644939e-07,1.4945826193271555e-08,6.1645981998857e-07,5.27047281764952e-06,5.253815088179005e-06,2.8172858889756678e-06,3.4372756245310505e-07,4.7658465378924655e-07,1.2197903822636949e-08,7.489333745594797e-07,3.198416109141914e-07,3.233624074638534e-06,9.742291278127509e-09,7.234280521857273e-07,7.790266891424602e-09,5.5699759218172965e-08,4.305598024160477e-07,4.1370248769697537e-07,3.407211373395396e-07,5.3649662698726225e-08,2.792944691158172e-06,4.740443576732163e-07,8.172993205571397e-08,3.1855886833751043e-07,3.220171968848138e-06,6.142442050718896e-07,8.132018536505426e-08,7.610061635487855e-23,0.0,0.0,2.3161057151484775e-23,2.0194839173657902e-28,6.938893903907228e-18,0.0,0.0,0.0,5.551115123125783e-17,2.0194839173657902e-28,0.0,0.0,2.524354896707238e-29,1.262177448353619e-28,0.0,0.0,0.0,1.2116903504194741e-27,2.524354896707238e-29,3.047591543998362e-30,6.938893903907228e-18,1.3877787807814457e-17,1.262177448353619e-29,0.0,1.0647746056906686e-06,6.365752811871026e-14,0.0,3.8526284968745866e-13,7.195822608415995e-13,5.293955920339377e-23,7.242951053422817e-13,6.57426104547781e-13,0.063242894263775,0.0,0.041512132762794904,7.63674245825171e-14,7.295120975660744e-13,4.0586104237183324e-13,5.1516535938073254e-14,0.028437054242036776,1.122570820287229e-12,3.2102838243909527e-13,6.434419520815465e-14,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,1.262177448353619e-29,6.205957068255466e-08,1.3234889800848443e-23,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,0.0,1.0672616593925459e-13,1.0557065166804502e-07,0.0,2.6469779601696886e-23,6.617444900424222e-24,0.0,2.6469779601696886e-23,4.0389678347315804e-28,6.175460505471516e-13,1.1667399633892364e-12,4.442029810639777e-07,5.293955920339377e-23,5.293955920339377e-23,1.0587911840678754e-22,5.293955920339377e-23,5.293955920339377e-23,2.0194839173657902e-28,0.0,8.412037815172452e-13,1.5868085576348346e-12,0.06324289426441065,7.210904831324407e-07,4.1359030627651384e-25,1.6543612251060553e-24,2.972680326362443e-25,3.2311742677852644e-25,1.6543612251060553e-24,0.041512132762800275,9.501321425126382e-14,7.830406494140262e-13,6.926067212669857e-13,4.395992720853237e-08,0.0,1.3234889800848443e-23,6.617444900424222e-24,0.0,0.0,1.0097419586828951e-28,1.1416912710327534e-29,1.1840533070889984e-13,0.028437054242102494,1.3310040294490965e-12,1.1749978432607052e-12,1.0000123755632843e-13,1.0096770472879188e-07
4,1.6360630388608832e-07,1.9916397872761694e-07,6.60215673140303e-07,4.7190805543772183e-07,1.1552924365176396e-07,9.076560118637038e-07,1.5712968286858186e-05,1.1542864494694826e-05,3.2826213675667644e-06,2.206391135320573e-07,2.943728445650443e-07,1.1956521459595e-07,9.925283629010036e-06,1.2739749798469366e-07,5.4883895206511895e-06,1.4151392233586422e-07,9.637993105799618e-06,1.3580776555584974e-07,3.180275549150053e-07,7.605131784622977e-06,7.508886217955583e-06,2.35765029776248e-07,3.0754358771608457e-07,3.1942590065100957e-06,3.1124874991566496e-07,6.427604183791958e-08,1.242648505459497e-07,5.384356950813031e-06,9.281713105159915e-07,6.343834307823681e-08,1.2209185841282688e-21,1.3234889800848443e-23,0.0,9.926167350636332e-24,0.0,1.3877787807814457e-17,6.462348535570529e-27,3.2311742677852644e-27,0.0,0.0,3.2311742677852644e-27,2.4233807008389483e-27,0.0,5.048709793414476e-29,2.0194839173657902e-28,8.077935669463161e-28,2.6469779601696886e-23,0.0,0.0,2.524354896707238e-29,3.4389405086978483e-29,1.3877787807814457e-17,0.0,4.0389678347315804e-28,2.7755575615628914e-17,5.022363222518149e-05,2.2766099228278236e-13,5.293955920339377e-23,7.840546464798595e-12,9.83391672989997e-12,8.470329472543003e-22,1.6760931078656223e-11,3.251741219154013e-11,0.0004940207429188458,4.235164736271502e-22,0.08065494838248585,5.170034299777367e-13,1.1963528591813728e-11,1.32945909898829e-11,2.7790320690127043e-13,0.06686184290794871,2.4177102538988446e-11,4.2330120241836594e-11,2.300501998020462e-13,2.6469779601696886e-23,5.293955920339377e-23,2.6469779601696886e-23,0.0,0.0,0.0,0.0,5.048709793414476e-29,3.2173170018594325e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.050817677385374e-13,1.2956594285867183e-06,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,8.470329472543003e-22,1.6155871338926322e-27,4.142981596220622e-12,2.3268338487756106e-11,2.7512219620973978e-05,1.6940658945086007e-21,4.235164736271502e-22,0.0,0.0,8.470329472543003e-22,8.077935669463161e-28,6.938893903907228e-18,1.2324926054953402e-11,1.5075211394459786e-11,0.0004940207538597513,1.9224499286019126e-05,6.617444900424222e-24,2.6469779601696886e-23,6.617444900424222e-24,1.9852334701272664e-23,5.293955920339377e-23,0.0806549483824768,8.547675622527489e-14,9.526976582298646e-12,2.6029347135275267e-12,4.963050511035045e-07,2.117582368135751e-22,1.0587911840678754e-22,1.0587911840678754e-22,0.0,1.0587911840678754e-22,0.0,1.6097692847166272e-29,1.91937656306809e-13,0.06686184290530256,7.740438702151715e-12,2.1558510379553138e-12,4.497296271967162e-13,1.3732171383122201e-06
5,0.00037716787677171163,0.00012054406243074375,0.00012003824014743317,0.000140046920356664,0.00018353246909578297,0.00016116717506998762,7.921337413908666e-06,4.786013966795492e-07,8.220562328463855e-07,0.0001091811379260796,0.00015862214689443165,0.0001980473954442453,8.080962840645718e-06,0.00038738402705991237,4.5618196393627176e-07,9.141429457164869e-05,7.86686588104474e-06,9.898446407937721e-05,0.00010600286501555778,4.0595536146676506e-06,4.0555903971888955e-06,0.00010646739491857628,0.00010609521113965758,8.107847303766703e-07,0.00015185249051867246,0.00013106470670663892,0.0003873860265007325,4.3419896469122464e-07,0.00016721660787563707,0.00012559827663890881,3.478129039662971e-20,0.0,2.0679515313825692e-25,2.0328790734103208e-20,0.0,1.0842021724855044e-19,2.0679515313825692e-25,2.0679515313825692e-25,1.0339757656912846e-25,1.3877787807814457e-17,2.0679515313825692e-25,1.0339757656912846e-25,0.0,6.617444900424222e-24,5.169878828456423e-26,2.0679515313825692e-25,0.0,0.0,8.271806125530277e-25,3.308722450212111e-24,9.208846663188003e-26,0.0,6.938893903907228e-18,0.0,6.938893903907228e-18,0.0005860072303008025,5.833008610002532e-09,1.3552527156068805e-20,1.4803913904717368e-09,1.08042107622288e-09,8.470329472543003e-22,9.043348909108294e-10,1.3091178405275286e-10,0.047590706194605134,5.293955920339377e-23,1.4379149477896608e-07,1.1971514073989675e-08,1.6408897531014465e-09,1.1039962069362353e-09,1.671102600465316e-07,0.2649782471215844,9.965135415031435e-10,1.9239746976632948e-09,1.11647693553995e-07,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.00040130722211836336,1.3552527156068805e-20,1.3552527156068805e-20,6.776263578034403e-21,1.3552527156068805e-20,1.3552527156068805e-20,1.3234889800848443e-23,1.5770481513719003e-08,0.00013699184304750408,8.470329472543003e-22,6.352747104407253e-22,1.2705494208814505e-21,0.0,2.117582368135751e-22,0.0,4.108715229031659e-09,2.0230402753559997e-09,7.96096724294429e-06,0.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,1.550963648536927e-25,1.3877787807814457e-17,1.5970532583800214e-09,3.6252290566107103e-10,0.04770359161808803,2.0846112400963233e-06,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,6.776263578034403e-21,6.776263578034403e-21,0.0051997470114821115,1.2750766535098717e-07,9.559556444625899e-10,9.709471511663087e-10,0.00019160974731566852,1.3552527156068805e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,2.956524455023517e-25,6.432323652458951e-08,0.2649782258618252,5.943104926038617e-10,5.6861047162231285e-09,1.3816250987280563e-07,0.0002292723339675629
6,0.00019546687907178625,3.8012930703494e-05,1.027477566460924e-05,1.4125694345908299e-05,0.0001869368220486156,5.44482895243677e-06,0.0002249380709012169,4.097422872521522e-05,3.897410857075251e-05,5.661969832501038e-06,1.753038032956293e-05,0.00019229053670889439,0.0002212794504186459,0.00019473631148869417,4.094004973847473e-05,4.030526016496643e-05,0.00021518759714493824,3.362695147716661e-05,7.3472912683530315e-06,0.00021821168856699645,0.00021380682601281444,4.348106832943399e-06,4.850024502752625e-06,3.769892522482837e-05,1.7464866414602085e-05,4.047218922885421e-05,0.00019073569669437947,3.944014225130244e-05,5.3154389725224045e-06,4.0929855230463556e-05,1.9481757786848908e-20,0.0,5.169878828456423e-26,3.3881317890172014e-21,4.1359030627651384e-25,1.734723475976807e-18,8.271806125530277e-25,0.0,0.0,1.3877787807814457e-17,5.169878828456423e-26,2.481541837659083e-24,0.0,2.0679515313825692e-25,1.6543612251060553e-24,4.6852026882886333e-26,0.0,6.617444900424222e-24,0.0,0.0,4.21668241945977e-25,1.734723475976807e-18,0.0,8.271806125530277e-25,3.469446951953614e-18,2.059947273970125e-05,4.2035624854052236e-08,8.470329472543003e-22,2.1382228135431002e-08,4.311919712914089e-09,1.3552527156068805e-20,1.613028077642419e-08,1.4810894418608579e-10,0.027366072817192933,3.3881317890172014e-21,0.004935918531403851,8.941048138724352e-09,1.5626509731718326e-08,1.0256532988949774e-08,3.0714044372335514e-09,0.0003703487512713603,3.013155852997895e-08,1.9503404900238355e-08,5.187812237231332e-08,1.3552527156068805e-20,0.0,0.0,0.0,0.0,1.6543612251060553e-24,8.271806125530277e-25,1.6543612251060553e-24,0.00022535752243818029,8.470329472543003e-22,0.0,0.0,8.470329472543003e-22,4.235164736271502e-22,0.0,3.366486156162156e-08,1.2569912302661639e-05,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,8.271806125530277e-25,3.904079611718617e-09,2.4754122521872125e-09,3.754515692129323e-05,3.3881317890172014e-21,1.6940658945086007e-21,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,0.0,3.469446951953614e-18,1.539710545630591e-08,5.228901489469501e-09,0.02798970554040916,3.175894095283497e-05,0.0,2.117582368135751e-22,1.3234889800848443e-22,1.0587911840678754e-22,4.235164736271502e-22,0.0016517382700305151,8.361510348919035e-09,1.5043724871012645e-08,1.0915832095886941e-08,2.7441080082536774e-06,1.3552527156068805e-20,0.0,0.0,0.0,2.710505431213761e-20,4.1359030627651384e-25,3.3927329811745276e-26,1.7783215510989222e-08,0.010327820031406785,3.068523399225017e-09,1.7505717287837082e-08,6.073536627240336e-08,0.00024191740685193186
7,1.3129873008302621e-05,3.3587916143483654e-06,2.2395732680482137e-07,1.450790490087036e-05,1.3045170081073897e-05,7.751989330756535e-07,3.3175551166191028e-06,2.3412155054972544e-06,2.251367455580367e-06,1.448137444788497e-05,1.4493923857280108e-05,1.2983538336817982e-05,3.3275386992872515e-06,1.3120841249502903e-05,2.320604693898555e-06,3.5123033263547635e-06,3.424827509384761e-06,3.3624612564474448e-06,1.1743183162070196e-08,3.148537464265384e-06,3.187699604239544e-06,1.4038181593358467e-05,1.0275464493691405e-07,2.2041710633917067e-06,1.410985502808379e-05,3.5556270232793762e-06,1.2893118196642778e-05,2.2765871805452093e-06,2.9117661303653945e-07,3.4687455834181584e-06,0.0,0.0,3.2311742677852644e-27,2.117582368135751e-22,0.0,8.673617379884035e-19,1.6155871338926322e-27,0.0,3.2311742677852644e-27,1.0842021724855044e-19,0.0,0.0,8.077935669463161e-28,1.6155871338926322e-27,1.2116903504194741e-27,0.0,0.0,1.2924697071141057e-26,1.6155871338926322e-27,3.2311742677852644e-27,2.5874637691249187e-28,1.6263032587282567e-19,0.0,2.0194839173657902e-28,0.0,8.43028588231249e-06,2.3913990873844663e-11,0.0,5.1160096232119764e-11,1.864536532064387e-12,2.117582368135751e-22,1.9119388772020448e-11,1.5179568282796701e-10,0.002865500283272253,4.235164736271502e-22,0.007739846304078984,6.717495389803117e-12,1.5842660596245813e-11,1.6764704454112363e-11,3.299036136833831e-11,0.010994667709314437,1.60966224893877e-11,5.1038136349079055e-12,2.4921474078733453e-10,0.0,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,0.0,0.0,3.2311742677852644e-27,5.316299836106972e-06,5.293955920339377e-23,1.0587911840678754e-22,5.293955920339377e-23,1.0587911840678754e-22,7.940933880509066e-23,1.2924697071141057e-26,6.311379170041836e-11,9.604876307059695e-07,4.235164736271502e-22,4.235164736271502e-22,8.470329472543003e-22,4.235164736271502e-22,4.235164736271502e-22,3.2311742677852644e-27,2.888995164196539e-11,1.527994224582374e-11,6.075080871958155e-06,5.293955920339377e-23,1.5881867761018131e-22,5.293955920339377e-23,1.0587911840678754e-22,1.0587911840678754e-22,1.6155871338926322e-27,2.168404344971009e-19,1.8376872580375065e-11,1.5888866659352494e-10,0.00015466759771290176,9.393284004496897e-07,0.0,1.5881867761018131e-22,7.940933880509066e-23,5.293955920339377e-23,0.0,0.009604128875800715,9.725389919860574e-12,9.40218526590112e-12,1.5667475649698012e-11,1.5687447241074558e-06,8.470329472543003e-22,0.0,4.235164736271502e-22,0.0,0.0,0.0,3.9127500898962186e-28,9.340604795805486e-11,0.006537332969112648,6.881387962700159e-11,2.9888744448179244e-12,2.1861433692469172e-10,4.202944091198191e-06
8,1.1794689588007691e-05,3.3684800739912293e-06,1.1740262819169775e-07,4.04785499001785e-06,1.1769160237881004e-05,3.611609336524373e-07,1.5208999392264433e-05,1.1302956047549278e-05,1.1030860773055763e-05,4.0464586899981204e-06,4.061051871354262e-06,1.1622859688170391e-05,1.541028164255915e-05,1.1765202008372683e-05,1.1263554911641631e-05,3.4367724619163624e-06,1.6047886032676452e-05,3.3367596896142333e-06,2.2308224039967052e-07,1.4473620146553872e-05,1.4794428014358464e-05,3.9415639140420355e-06,1.4315890443808688e-07,1.0721351620757384e-05,3.9850790284529355e-06,3.469030358296401e-06,1.1515754168466286e-05,1.096312005326112e-05,2.3469364876536845e-07,3.2598561609268973e-06,5.558653716356346e-22,0.0,1.2924697071141057e-26,1.0587911840678754e-22,0.0,2.168404344971009e-19,0.0,1.2924697071141057e-26,0.0,1.0842021724855044e-19,0.0,6.462348535570529e-27,5.048709793414476e-29,1.6155871338926322e-27,0.0,6.462348535570529e-27,4.235164736271502e-22,6.462348535570529e-27,0.0,8.077935669463161e-28,1.068906526574471e-28,1.3552527156068805e-19,0.0,8.077935669463161e-28,8.673617379884035e-19,5.266586053438848e-05,2.9561868921309745e-11,2.6469779601696886e-23,3.2864601088723817e-10,3.300028473304129e-11,0.0,3.9396630335723835e-11,2.8650267075771667e-10,0.00318982223337057,0.0,0.011275760731129675,1.2475032169985315e-11,1.2892775006455038e-10,8.089381768703523e-11,1.9864707493639685e-11,5.45991911136817e-05,7.986447883939385e-13,3.84734012624345e-12,6.707516594729976e-11,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,1.6155871338926322e-27,7.235262810309272e-06,1.3234889800848443e-23,2.6469779601696886e-23,0.0,5.293955920339377e-23,5.293955920339377e-23,3.2311742677852644e-27,3.268048126862671e-11,1.5872728646533623e-07,3.3881317890172014e-21,3.3881317890172014e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,0.0,1.8691665452982123e-10,5.6252540643988753e-11,3.8649037142067256e-05,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.0842021724855044e-19,3.35006931773891e-11,3.21432876909648e-10,0.0003181590158034486,9.301956516492563e-06,5.293955920339377e-23,0.0,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,0.012510203053366618,1.178178728428804e-11,8.635385485143805e-11,6.348250991589417e-11,1.6220683452413857e-06,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,1.0587911840678754e-22,0.0,4.285486867613147e-28,3.672385946942607e-11,0.0017865565378975261,9.213349051712763e-11,1.2607994057168069e-11,5.923898036240199e-11,7.396003027738796e-07
9,8.372400365310153e-06,4.52826290626579e-06,1.1370038669235837e-06,6.888130616135694e-06,8.290764862082333e-06,1.0538405196790065e-06,4.5663024762242795e-07,2.447258096295283e-06,2.428810868277616e-06,6.762367009336347e-06,6.876053020566805e-06,8.27826125397787e-06,4.973336184612273e-07,8.401807243750345e-06,2.454083876167947e-06,4.499725364705977e-06,7.227772919057963e-07,4.516890870705181e-06,1.4610849365642521e-06,3.715664113124179e-07,5.431433732223144e-07,6.410205442226698e-06,1.1072510716251142e-06,2.361289544238469e-06,6.738851867287101e-06,4.593393603670813e-06,8.315518462639446e-06,2.4536707753838206e-06,1.2366715419805782e-06,4.343499760892896e-06,7.940933880509066e-22,8.470329472543003e-22,0.0,0.0,1.2924697071141057e-26,2.168404344971009e-19,6.058451752097371e-28,2.5849394142282115e-26,8.077935669463161e-28,1.0842021724855044e-19,0.0,6.462348535570529e-27,0.0,1.6155871338926322e-27,3.2311742677852644e-27,0.0,4.235164736271502e-22,1.2924697071141057e-26,1.2924697071141057e-26,1.6155871338926322e-27,1.5461673742331831e-27,8.131516293641283e-20,4.336808689942018e-19,1.6155871338926322e-27,4.336808689942018e-19,7.682043631011405e-06,1.5959734071844254e-10,1.0587911840678754e-22,8.676887942649555e-11,4.359237051672785e-11,1.5881867761018131e-22,1.0057351352399289e-11,4.2127135949285274e-11,0.004406486845095038,4.235164736271502e-22,0.008957325720924256,2.1618510812739662e-11,6.732013934967193e-11,1.2203011532966602e-11,6.377471115234293e-11,0.0009394310240535685,2.511374069774792e-11,5.919791697617424e-11,1.0209952241825563e-10,1.6940658945086007e-21,0.0,8.470329472543003e-22,1.6940658945086007e-21,1.6940658945086007e-21,3.2311742677852644e-27,3.2311742677852644e-27,6.462348535570529e-27,9.565211148852203e-06,3.970466940254533e-23,1.3234889800848443e-23,0.0,2.6469779601696886e-23,5.293955920339377e-23,6.462348535570529e-27,8.03914686972025e-11,1.30871534768725e-07,1.6940658945086007e-21,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,0.0,5.210474823603222e-11,7.536894402497512e-11,1.0940007092732513e-05,4.235164736271502e-22,4.235164736271502e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,1.6155871338926322e-27,1.0842021724855044e-19,1.3525208371836212e-11,1.0098455911219004e-10,0.0012452291755995718,4.238615193074028e-06,5.293955920339377e-23,0.0,6.617444900424222e-24,1.3234889800848443e-23,2.6469779601696886e-23,0.0001757302690415899,2.6187571969585638e-11,4.712274547234505e-11,6.092420332042523e-12,7.072066851680183e-07,0.0,2.117582368135751e-22,1.0587911840678754e-22,5.293955920339377e-23,0.0,1.6155871338926322e-27,7.194411455615628e-28,8.539678236895197e-11,0.0036258826605729527,1.7100245671239306e-11,6.066410132292633e-11,9.580469685041025e-11,1.2305542741203228e-06
