,Y0Z5,Y5Z0,Y2Z0,Y0Z2,Y4Z3,Y3Z4,Y3Z2,Y2Z3,Y1Z0,Y0Z1,Y4Z2,Y2Z4,Y1Z5,Y5Z1,Y5Z2,Y2Z5,Y4Z1,Y1Z4,Y5Z4,Y4Z5,Y1Z2,Y2Z1,Y5Z3,Y3Z5,Y3Z1,Y1Z3,Y0Z3,Y3Z0,Y0Z4,Y4Z0,standard_y,Y2,Y1,X5Y1,X3Y1,X1Y0,X5Y4,X1Y5,Y4,Y0,X5Y2,X4Y5,X4Y2,X3Y5,X3Y0,X1Y2,X0Y3,X0Y2,X3Y4,X3Y2,Y3,X4Y3,X2Y3,X1Y4,X1Y3,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y1,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y4,X2Y1,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0Y1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9934501399203828,0.9934501399203826,0.9140617905177462,0.9140617905177462,0.7561000117457155,0.7561000117457155,0.7392757413295123,0.7392757413295123,0.731531130400211,0.731531130400211,0.6086024057140853,0.6086024057140853,0.5514436569384391,0.5514436569384389,0.544902257226378,0.544902257226378,0.4987243775587455,0.49872437755874544,0.46737926750333414,0.46737926750333414,0.31851836169593895,0.31851836169593883,0.26132492367643756,0.26132492367643745,0.19663251534337256,0.19663251534337256,0.03732994563232372,0.03732994563232371,0.004391525102443734,0.004391525102443727,2.3592239273284576e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.0408340855860843e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,5.204170427930421e-18,5.204170427930421e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0026965506527034727,0.002705344882926462,0.37093285398895925,0.0024810645434399647,0.7561000117457155,0.7561000117457155,0.7392757413295123,0.7392757413295125,0.18188208238004253,0.0019856162558009073,0.6086024057140853,0.6086024057140852,0.17770679091317346,0.0015016810764556547,0.0014838676588244293,0.3661848260470767,0.49872437755874544,0.4987243775587453,0.0012727584998149946,0.4630020341059713,0.31851836169593895,0.31851836169593895,0.0007116351557470786,0.2241164639883393,0.19663251534337256,0.19663251534337253,0.00010132575880284739,0.22314452662864226,1.1920044505008932e-05,0.4614667112109898,1.3888629829539312e-16,2.7755575615628914e-17,2.7755575615628914e-17,0.0,6.938893903907228e-18,4.404571325722362e-20,2.168404344971009e-19,2.168404344971009e-19,8.326672684688674e-17,2.168404344971009e-19,1.0842021724855044e-19,0.0,2.7755575615628914e-17,4.336808689942018e-19,0.0,2.7755575615628914e-17,0.0,1.6263032587282567e-19,2.7755575615628914e-17,8.326672684688674e-17,0.0,2.7755575615628914e-17,2.7755575615628914e-17,4.163336342344337e-17,1.3877787807814457e-17,0.0,3.2526065174565133e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,6.938893903907228e-18,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.371692252312041e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0008094094770529515,0.0008120491950492509,0.3709310215785207,0.0007447281409778115,3.705807472106725e-05,3.717893180209077e-05,3.635164917716427e-05,0.13265171245304208,0.1818802279720274,0.0005960120250752012,2.9828902362137363e-05,0.12827018046926736,0.17770925092368312,0.0004507517385500215,0.00044540477833810755,0.3661878998760878,2.444354577659411e-05,0.3027310532705263,0.00016912382579574876,2.2692716786261204e-05,0.31851836169593895,0.318518361695939,0.0001671875693061699,1.1020243266348405e-05,9.668809369736454e-06,0.3004706646196149,2.6848075583418347e-05,1.0972500570189614e-05,2.6737576882236843e-05,2.26175450924312e-05,1.3850682753502319e-17,0.0,1.3877787807814457e-17,2.710505431213761e-20,8.470329472543003e-22,6.193928426797071e-21,0.0,0.0,0.0,5.421010862427522e-20,0.0,3.308722450212111e-24,1.6940658945086007e-21,6.617444900424222e-24,0.0,5.551115123125783e-17,1.6543612251060553e-24,0.0,2.7755575615628914e-17,1.6940658945086007e-21,0.0,0.0,8.470329472543003e-22,3.3881317890172014e-21,4.235164736271502e-22,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,1.6940658945086007e-21,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,1.4962042919859165e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,1.1587650282045512e-07,3.116930346679715e-05,0.0006250810807700321,1.066166075083435e-07,1.243400777218696e-05,1.2474558661462268e-05,1.5866588057128173e-05,0.00022354052593430939,0.1356024587031976,8.532614339544208e-08,1.7572554787499893e-05,0.00021615690737000878,0.13874097450021347,3.816867115538287e-05,3.0823023635844454e-05,0.000617088932878915,8.201484843819913e-06,0.3027310530602567,1.4321035573561668e-05,1.755747710493837e-05,0.137229810277254,0.0005367572052096736,1.4157077663717043e-05,1.581539271217277e-05,3.244152637609957e-06,0.30047066515292725,3.843618333886652e-09,1.5838895011105037e-05,3.8277991481592494e-09,1.756468595487842e-05,4.998817877780457e-20,5.421010862427522e-20,0.0,8.470329472543003e-22,2.117582368135751e-22,1.5093622798391916e-24,0.0,5.082197683525802e-21,1.6940658945086007e-21,1.3234889800848443e-23,0.0,0.0,0.0,5.169878828456423e-26,2.0194839173657902e-28,8.131516293641283e-20,5.048709793414476e-29,1.6940658945086007e-21,5.551115123125783e-17,1.6543612251060553e-24,2.541098841762901e-21,0.0,4.1359030627651384e-25,4.235164736271502e-21,2.541098841762901e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,1.6543612251060553e-24,1.3552527156068805e-20,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,9.746029385207304e-25,0.0,0.0,0.0,0.0,0.0,0.0
4,3.288139465694111e-12,7.09625871601115e-08,7.790908631459985e-06,3.0253784530408978e-12,1.6774565374634558e-10,1.1320505695183769e-07,1.943715611719352e-07,9.432799051878623e-06,0.00014884905282106572,2.529500528685622e-12,2.370692990567412e-10,9.362447405645988e-06,0.00015229414502668833,5.439957916152492e-08,7.017456207649502e-08,7.691295876588686e-06,1.1064521287293024e-10,0.0003323028191510003,5.401104145296888e-08,2.368659338550795e-10,0.00015063458710877142,9.37543927414247e-06,5.410276204406892e-08,1.937445476032236e-07,1.1257898837485062e-07,0.00032982162921322655,2.5145853381611805e-12,1.9403245982664727e-07,2.5219815375622795e-12,2.369631881075878e-10,7.649747119793185e-21,8.470329472543003e-22,6.776263578034403e-21,6.462348535570529e-27,3.2311742677852644e-27,7.234274353604555e-33,0.0,6.462348535570529e-27,1.9387045606711586e-26,2.0194839173657902e-28,4.0389678347315804e-28,0.0,9.860761315262648e-32,3.944304526105059e-31,0.0,0.0,0.0,6.617444900424222e-24,2.710505431213761e-20,1.0097419586828951e-28,1.9852334701272664e-23,0.0,2.0194839173657902e-28,2.6469779601696886e-23,1.2924697071141057e-26,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,4.70197740328915e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0292258760486853e-28,0.0,4.1359030627651384e-25,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,2.350988701644575e-38,3.0213026002574762e-33,0.0,0.0,0.0,0.0,0.0,0.0
5,1.3366093871560203e-13,3.0610439601480794e-08,7.488313172573997e-07,1.227901445023252e-13,8.912410919041847e-12,7.4068491103158964e-09,1.2781655841327174e-08,9.051710683652669e-07,2.3441822060216415e-07,1.0238701860274969e-13,7.57605362656671e-12,8.984271177725927e-07,2.39818579084526e-07,2.3492330658143656e-08,3.0274175737178964e-08,7.393517187408552e-07,8.90049942007486e-12,1.216372779976045e-06,2.3158769357075578e-08,7.569517439690936e-12,2.3722663441004694e-07,9.00923353876151e-07,2.3198707272913993e-08,1.2740280197428612e-08,7.3254079771636845e-09,1.229782520139086e-06,1.0148049541253714e-13,1.275928306381204e-08,1.0177904622974618e-13,7.572643461703309e-12,1.0132962503774589e-22,1.0587911840678754e-22,6.617444900424222e-24,4.733165431326071e-30,8.077935669463161e-28,2.256949153578792e-36,4.81482486096809e-35,4.733165431326071e-30,0.0,0.0,1.262177448353619e-29,0.0,1.5407439555097887e-33,4.930380657631324e-32,0.0,5.048709793414476e-29,0.0,0.0,5.293955920339377e-23,7.888609052210118e-31,4.1359030627651384e-25,0.0,0.0,0.0,4.0389678347315804e-28,2.3267702924319543e-08,1.6543612251060553e-24,7.372501082824357e-20,6.476640452942307e-17,1.804877745059131e-08,2.906098950410883e-14,3.3803615973680627e-18,4.49220664685898e-16,1.648149908098507e-14,1.5663598375431971e-09,2.0139081488980363e-12,7.118497568975571e-13,6.321720177098901e-08,3.8617880733977527e-25,1.9294218249423827e-22,2.0686378261824416e-09,4.0976648172444e-20,4.1359030627651384e-25,0.0,0.0,2.0679515313825692e-25,2.0679515313825692e-25,4.930380657631324e-32,5.293955920339377e-23,2.215499484414113e-09,2.0194839173657902e-28,4.0389678347315804e-28,0.0,0.0,0.0,8.271806125530277e-25,4.591774807899561e-41,1.3841245564882686e-19,1.9645622314228595e-12,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,9.31443276885894e-17,1.8048777450635984e-08,1.658293361217115e-09,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,0.0,1.5407439555097887e-33,1.262177448353619e-28,0.0,2.9326925448168804e-14,4.461616740491126e-18,1.6055051620748468e-15,6.925561463848412e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,1.6513039266706014e-14,1.5663598375050033e-09,2.0121140062231854e-12,8.75638442461691e-13,8.865145634267309e-08,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,9.183549615799121e-41,3.76158192263132e-36,6.321720177099057e-08,4.47415425288145e-25,6.0108645227403385e-22,2.0686378262354572e-09,6.449747341742644e-20,3.2936730769593e-14
6,2.0717960411446334e-15,2.920995706543121e-08,1.202398717058665e-08,1.906235440469523e-15,1.2523992688052185e-14,1.6018794128190906e-08,2.713173677092519e-08,1.4460056840109885e-08,4.901066938516313e-09,1.5925059374512912e-15,1.0450280151841252e-14,1.3370919177382202e-08,5.620587335420819e-09,2.2569700333181753e-08,2.8251331531406867e-08,1.1134535506324907e-08,1.2578570941642686e-14,1.5607220548626826e-08,2.089015992309717e-08,1.041179691514686e-14,5.094058181006889e-09,1.412077166727141e-08,2.2091310884592058e-08,2.6751537545372782e-08,1.5327710416684786e-08,1.5864222960196907e-09,1.5553855877492432e-15,2.6989288803424154e-08,1.5531485251818493e-15,1.0434200916586413e-14,6.203845719462524e-25,0.0,1.0339757656912846e-24,0.0,3.944304526105059e-31,3.6734198463196485e-40,0.0,4.930380657631324e-32,7.888609052210118e-31,9.860761315262648e-32,0.0,4.70197740328915e-38,0.0,4.930380657631324e-32,2.938735877055719e-39,2.465190328815662e-32,2.938735877055719e-39,3.308722450212111e-24,8.271806125530277e-25,2.465190328815662e-32,0.0,0.0,0.0,8.271806125530277e-25,0.0,1.1959776189923745e-08,1.6543612251060553e-24,1.371409877742606e-22,5.5044285545367405e-18,1.1708730870210502e-08,5.277567322913029e-18,6.9090493758206e-23,2.5285887115714263e-18,2.9081046254101966e-15,1.0697530438533277e-11,1.3022213493290874e-15,3.6522128865979377e-16,1.791051775862283e-11,4.802145561145479e-30,1.737557785411035e-25,1.4929651832591832e-10,2.4047764741375183e-22,9.693522803355793e-27,0.0,8.077935669463161e-28,0.0,3.2311742677852644e-27,9.860761315262648e-32,8.271806125530277e-25,1.0444529806703358e-10,0.0,1.9721522630525295e-31,9.860761315262648e-32,0.0,0.0,0.0,2.802596928649634e-45,1.2934424080872025e-22,1.5493010104775545e-15,0.0,0.0,3.2311742677852644e-27,0.0,0.0,5.313592665273737e-18,1.1708730870210466e-08,3.1540194911127855e-11,1.6155871338926322e-27,4.8467614016778965e-27,3.2311742677852644e-27,0.0,0.0,0.0,0.0,1.232595164407831e-32,3.308722450212111e-24,6.3939974888368206e-18,7.293052011258551e-23,3.0073596443626184e-18,1.0608978955903274e-10,0.0,1.2407709188295415e-24,0.0,4.1359030627651384e-25,8.271806125530277e-25,2.6154980547360258e-15,1.0697530438335804e-11,1.9181931518466515e-15,1.906389921139447e-16,1.1717702451619398e-08,3.851859888774472e-34,7.703719777548943e-34,7.703719777548943e-34,0.0,0.0,0.0,2.802596928649634e-45,1.8367099231598242e-40,1.791051775862307e-11,3.326103248406383e-30,2.34492100309202e-25,1.492965183259185e-10,1.0668076362051771e-22,5.068163359932351e-18
7,2.202341161462275e-15,3.2275558904525244e-08,1.2221050734460303e-08,2.023257353788738e-15,8.446728866411287e-15,1.2045049855710693e-08,2.027263451039976e-08,1.4610609614064981e-08,9.280860295013145e-10,1.6849295707729188e-15,7.33756809520316e-15,1.257314769210377e-08,1.193051689205773e-09,2.501366162835965e-08,3.054048265532264e-08,1.0477712185843466e-08,8.293336746352254e-15,1.4408142436140691e-09,2.1881605557061634e-08,7.286384479854465e-15,9.90482004689894e-10,1.3987491015974045e-08,2.4436630708087823e-08,1.9739800879764007e-08,1.1204348987118676e-08,1.1523670652332636e-08,1.6259093498352923e-15,2.009057926216804e-08,1.6173736934937153e-15,7.317158956969639e-15,8.27182091667225e-25,8.271806125530277e-25,0.0,0.0,3.944304526105059e-31,8.724372135009165e-40,4.70197740328915e-38,1.232595164407831e-32,1.5777218104420236e-30,9.860761315262648e-32,9.860761315262648e-32,2.350988701644575e-38,0.0,2.465190328815662e-32,2.938735877055719e-39,0.0,1.4693679385278594e-39,1.6543612251060553e-24,0.0,3.697785493223493e-32,0.0,0.0,2.465190328815662e-32,8.271806125530277e-25,0.0,1.0329235630830909e-08,1.6543612251060553e-24,1.1764125346430628e-22,1.0231332366378026e-16,1.1205994206393301e-08,4.785405358545223e-16,1.0160275294652456e-22,1.22230396686509e-17,1.5380044655147658e-16,2.4692981458443914e-09,2.8884252130828443e-15,4.2168917484763837e-16,9.597462984198342e-10,7.910606568195532e-30,5.238991798451691e-24,2.204812046804447e-09,8.935264382841704e-23,0.0,2.0679515313825692e-25,0.0,2.0679515313825692e-25,2.0679515313825692e-25,9.860761315262648e-32,0.0,2.5386380565964006e-09,5.9164567891575885e-31,0.0,0.0,0.0,0.0,8.271806125530277e-25,1.401298464324817e-45,2.2306267580082354e-22,3.056478526740717e-15,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,1.592156437319803e-16,1.1205994206393212e-08,2.625390647988213e-09,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,6.162975822039155e-33,0.0,4.832045877069103e-16,1.2163875062181465e-22,4.179630779806049e-17,1.2061119906988316e-09,8.271806125530277e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,1.2407709188295415e-24,3.872765768493154e-16,2.469298145844512e-09,3.3822290742532192e-15,2.539413596240779e-16,1.1622102727306818e-08,0.0,4.930380657631324e-32,0.0,2.465190328815662e-32,4.930380657631324e-32,0.0,1.401298464324817e-45,4.591774807899561e-41,9.597462984198623e-10,9.831884531071345e-30,1.5885266743056133e-23,2.204812046804461e-09,4.452218566159935e-23,5.420932613592532e-16
8,2.2606107123646277e-15,3.199703791670091e-08,1.2504551563395266e-08,2.079960694421678e-15,8.807228804661973e-15,1.2171354966638923e-08,2.0130249580422768e-08,1.4844570495425018e-08,4.4603838406745104e-10,1.7358247025612766e-15,7.633141574699961e-15,1.1887169760805433e-08,7.805993159197263e-10,2.4907242372680756e-08,2.9594278524450114e-08,9.918333683770705e-09,8.567988407471534e-15,1.857144536729675e-09,2.0553173180400334e-08,7.55478772103655e-15,5.136565782250637e-10,1.3951310504641124e-08,2.4281608922087166e-08,1.9362511679807106e-08,1.1020390688144087e-08,1.0604092687518627e-08,1.6558452144499407e-15,1.987711723616281e-08,1.6390896140269054e-15,7.603036459576392e-15,5.156954131385282e-24,0.0,1.9387045606711586e-25,6.162975822039155e-33,0.0,2.2958874039497803e-40,0.0,0.0,0.0,0.0,9.860761315262648e-32,0.0,2.350988701644575e-38,2.465190328815662e-32,0.0,6.162975822039155e-33,1.4693679385278594e-39,0.0,0.0,1.232595164407831e-32,3.308722450212111e-24,0.0,4.930380657631324e-32,8.271806125530277e-25,3.944304526105059e-31,1.11376291419888e-08,1.6543612251060553e-24,4.351711720051901e-23,6.598708716197056e-18,1.0979986851685893e-08,6.30948238075607e-18,4.9178808979340443e-23,3.701851134474704e-18,1.0946123809919296e-16,1.6237164305510834e-11,9.1129118381696e-16,3.665770244909938e-16,3.393808974653155e-11,1.7217508967485995e-30,1.8780576592063282e-25,3.4370272448314623e-10,9.281884791967227e-23,3.2311742677852644e-27,0.0,0.0,0.0,9.693522803355793e-27,0.0,8.271806125530277e-25,1.0783134335018307e-10,9.860761315262648e-32,9.860761315262648e-32,1.9721522630525295e-31,1.9721522630525295e-31,9.860761315262648e-32,0.0,2.802596928649634e-45,7.898781412144791e-23,1.129520569319002e-15,0.0,0.0,3.2311742677852644e-27,3.2311742677852644e-27,0.0,6.509801036382002e-18,1.0979986851685876e-08,4.5245368940602093e-11,0.0,3.2311742677852644e-27,0.0,0.0,6.462348535570529e-27,9.860761315262648e-32,2.350988701644575e-38,1.5407439555097887e-32,0.0,9.1821467709431e-18,5.1937274959275773e-23,4.469178927128885e-18,2.1222126399198992e-10,1.2407709188295415e-24,4.1359030627651384e-25,1.2407709188295415e-24,4.1359030627651384e-25,4.1359030627651384e-25,3.3780397353354767e-16,1.623716430533094e-11,1.3646673309669857e-15,1.9823207707575336e-16,1.0987994988090254e-08,3.851859888774472e-34,0.0,0.0,9.62964972193618e-35,0.0,8.271806125530277e-25,0.0,7.806017173429253e-40,3.3938089746531766e-11,2.5240108837847447e-30,2.644692305759926e-25,3.437027244831465e-10,4.837089521983585e-23,6.163295436041136e-18
9,2.203116372396912e-15,3.150187506158765e-08,1.2677147144078894e-08,2.023898650457166e-15,8.1599111374367e-15,1.194166216717511e-08,1.962766731623224e-08,1.4968773352748694e-08,7.603232643873921e-10,1.683686707778978e-15,6.999734634449352e-15,1.1136628367624182e-08,1.2571493520417429e-09,2.4584164863276964e-08,2.8510652948784962e-08,9.300640527232704e-09,7.96504030209821e-15,1.2012081921366719e-09,1.9142425021089373e-08,6.906262786680623e-15,8.709227258998779e-10,1.3811559534350745e-08,2.3915218798757968e-08,1.8642756135365247e-08,1.0505426517955819e-08,1.0908689318197921e-08,1.5867029521074575e-15,1.9302475535501236e-08,1.5645402128494488e-15,6.9602993848404135e-15,2.7400358776895173e-24,8.271806125530277e-25,2.5849394142282115e-25,3.697785493223493e-32,1.9721522630525295e-31,9.642727096589077e-40,0.0,2.465190328815662e-32,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,2.938735877055719e-39,9.244463733058732e-33,0.0,0.0,4.1359030627651384e-25,0.0,1.6543612251060553e-24,0.0,4.930380657631324e-32,8.271806125530277e-25,1.9721522630525295e-31,9.583798813266593e-09,0.0,1.087870809763091e-22,9.319397876777714e-17,1.0560201939919862e-08,4.59134055210862e-16,9.637988396721214e-23,1.2727008887563338e-17,1.2230789318457196e-16,2.3851094941994556e-09,2.747587553876998e-15,4.1342727724212753e-16,9.235304727404521e-10,7.611788264792747e-30,5.1649609849161895e-24,2.266620244080107e-09,8.719858405592301e-23,0.0,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,9.860761315262648e-32,1.6543612251060553e-24,2.56539373840934e-09,1.9721522630525295e-31,5.9164567891575885e-31,1.9721522630525295e-31,0.0,0.0,8.271806125530277e-25,0.0,2.0673653105648974e-22,2.926911369801584e-15,4.1359030627651384e-25,4.1359030627651384e-25,2.0679515313825692e-25,4.1359030627651384e-25,0.0,1.5203523101122977e-16,1.0560201939919777e-08,2.5365855690034617e-09,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,4.6450395053119e-16,1.1570739948011425e-22,4.2077353160896974e-17,1.317142718830757e-09,0.0,8.271806125530277e-25,6.203854594147708e-25,8.271806125530277e-25,1.2407709188295415e-24,3.435889204989345e-16,2.3851094941995735e-09,3.2262940655197014e-15,2.4976662767610366e-16,1.0872135753526333e-08,7.395570986446986e-32,0.0,0.0,2.465190328815662e-32,4.930380657631324e-32,8.271806125530277e-25,0.0,8.724372135009165e-40,9.235304727404791e-10,9.455923078414547e-30,1.5429687899280258e-23,2.26662024408012e-09,4.32038734336421e-23,5.360765079680997e-16
