,Y2Z3,Y3Z2,Y3Z0,Y0Z3,Y3Z1,Y1Z3,Y2Z1,Y1Z2,Y4Z1,Y1Z4,Y5Z4,Y4Z5,Y4Z0,Y0Z4,Y5Z0,Y0Z5,Y5Z3,Y3Z5,Y1Z0,Y0Z1,Y0Z2,Y2Z0,Y4Z3,Y3Z4,Y5Z2,Y2Z5,Y1Z5,Y5Z1,Y2Z4,Y4Z2,X4Y3,X5Y2,X3Y4,X0Y3,X0Y2,standard_y,Y0,X1Y5,Y4,Y1,X4Y0,X3Y2,X3Y0,X2Y4,X2Y3,X2Y0,X1Y3,X0Y1,X5Y1,X5Y0,X4Y5,X4Y1,X1Y4,X3Y5,X3Y1,X2Y5,X2Y1,X0Y5,X1Y0,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9917405840162875,0.9917405840162874,0.9024393199755314,0.9024393199755314,0.8524812187357209,0.8524812187357209,0.6967267022119024,0.6967267022119024,0.686028163611736,0.686028163611736,0.669828820495981,0.669828820495981,0.6255373657823495,0.6255373657823495,0.5266718772682599,0.5266718772682599,0.41020028534293407,0.41020028534293407,0.39748887698145746,0.3974888769814574,0.1895115698338155,0.18951156983381542,0.1733197006715852,0.17331970067158517,0.14061496110044236,0.1406149611004423,0.135506721020501,0.13550672102050088,0.12236895925038421,0.12236895925038407,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0026284412143593844,0.0026370133200394686,0.0023995635004322394,0.7135444607536727,0.0022667261631925477,0.15802181213677102,0.00184655665882116,0.15298036286898126,0.686028163611736,0.686028163611736,0.669828820495981,0.6698288204959809,0.6255373657823495,0.6255373657823495,0.5266718772682599,0.5266718772682599,0.2700429149784379,0.0010907122626288958,0.3974888769814574,0.3974888769814574,0.7099910222904069,0.0005022684649365589,0.051348955819456706,0.0004608527337313418,0.2682504460119929,0.0003726762472653578,0.13550672102050088,0.13550672102050085,0.0003243182955661836,0.0503867225659981,2.168404344971009e-19,1.0842021724855044e-19,2.168404344971009e-19,0.0,0.0,1.1145598333150986e-16,2.7755575615628914e-17,8.326672684688674e-17,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.0,0.0,5.551115123125783e-17,0.0,1.0842021724855044e-19,1.9959484369100333e-17,5.551115123125783e-17,2.7755575615628914e-17,1.3877787807814457e-17,4.163336342344337e-17,5.551115123125783e-17,1.6263032587282567e-19,0.0,0.0,5.421010862427522e-20,1.3877787807814457e-17,3.382880184744225e-17,0.0,8.326672684688674e-17,0.0,0.0,0.0,4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00016218142185283046,2.3540598814128817e-08,2.1420885993804477e-08,8.329953554843297e-05,2.0235048046087702e-08,0.23817739080349673,0.00014074462567249915,0.24192549312351364,0.686028163611736,0.6860281636117359,0.6698288204959809,0.6698288204959809,0.5743557569913751,7.302561141483979e-05,0.25750728019670643,6.148399433247952e-05,0.2549174057032755,9.73678047094476e-09,0.23998317820313136,4.6403092540867706e-05,8.288515154742507e-05,0.00016140573204544883,0.5721554079957352,4.114029017113533e-09,0.25500145411232933,2.8405399134559967e-05,0.13550672102050088,0.13550672102050093,2.4719554035967594e-05,0.5710897763370179,1.6543612251060553e-24,0.0,0.0,0.0,1.6543612251060553e-24,8.326672519252552e-17,0.0,0.0,5.551115123125783e-17,1.3877787807814457e-17,6.776263578034403e-21,0.0,0.0,0.0,3.3881317890172014e-21,0.0,8.271806125530277e-25,1.853711752731335e-21,1.3877787807814457e-17,6.776263578034403e-21,0.0,6.938893903907228e-18,2.7755575615628914e-17,0.0,4.1359030627651384e-25,1.6940658945086007e-21,6.776263578034403e-21,3.3881317890172014e-21,1.2436660509734771e-21,0.0,1.3877787807814457e-17,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0296154269606493e-05,1.1919063274684232e-11,1.0845811424617768e-11,6.643443696213283e-07,8.169156959023775e-12,6.989780912297881e-05,7.371000876335032e-06,7.099775600423458e-05,0.00020067389921438135,0.00020132835473802126,0.5347625952673072,0.00019593533960388993,0.00016800798543527046,2.1352739624598992e-07,0.25750728120820476,4.903574240704254e-07,0.25491741217041025,4.9299214280727006e-12,7.042775155337788e-05,2.1043111553032252e-07,6.610395258307712e-07,1.0246909386632083e-05,0.0001673643505149743,8.129080619160212e-12,0.25500146004062724,1.8033284497684579e-06,3.976709214877308e-05,0.5321446666924374,7.336853380850405e-06,0.00016705263864507243,3.944304526105059e-31,8.470329472543003e-22,3.944304526105059e-31,0.0,0.0,5.5504401437459394e-17,2.6469779601696886e-23,0.0,0.0,6.776263578034403e-21,6.462348535570529e-27,2.6469779601696886e-23,0.0,4.1359030627651384e-25,5.293955920339377e-23,2.0194839173657902e-28,9.860761315262648e-32,1.031435633576473e-28,6.776263578034403e-21,2.6469779601696886e-23,3.3881317890172014e-21,2.7755575615628914e-17,1.3877787807814457e-17,8.077935669463161e-28,9.860761315262648e-32,4.235164736271502e-22,1.0339757656912846e-25,0.0,8.911958861508076e-27,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,3.473980390131898e-06,8.777208296808336e-13,7.986864725183266e-13,1.4499573128172693e-07,9.622607736406709e-13,2.7804339963347925e-06,3.091520898413698e-06,2.8241882952421112e-06,3.779429420734874e-09,6.431816285130862e-06,0.0002523674189949292,3.6901848718727114e-09,3.164209822842816e-09,6.007132070036721e-08,0.0001215239233527251,6.057072659747209e-08,0.00012030170142210867,9.59720036121184e-13,2.801514341590563e-06,6.040032160487572e-08,1.4427443634276994e-07,3.457364889502633e-06,3.1520878041690004e-09,9.604858801119499e-13,0.00012034136564698064,3.075901574291e-06,6.400639727997738e-06,0.0002511319713760214,3.0819709544577254e-06,3.146217120487644e-09,0.0,0.0,1.88079096131566e-37,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,4.930380657631324e-32,1.3234889800848443e-23,0.0,0.0,0.0,0.0,7.703719777548943e-34,1.5614868228639468e-29,1.0339757656912846e-25,3.2311742677852644e-27,0.0,1.3552527156068805e-20,6.776263578034403e-21,0.0,3.851859888774472e-34,1.0339757656912846e-25,2.4233807008389483e-27,3.2311742677852644e-27,1.1605768196967931e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8467614016778965e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4.396072324113038e-07,1.301939841732908e-14,1.1826574560276562e-14,1.734632455159815e-08,1.428473631387795e-14,1.3226314883141978e-07,3.904298822177189e-07,1.3433111260317525e-07,1.7405961517571995e-10,3.069273265227669e-07,6.073464690770211e-07,1.7404596365479107e-10,7.284944595778563e-11,7.115315624055657e-09,1.9291132410265762e-07,7.233819463062335e-09,1.9097664183222819e-07,1.423533395470565e-14,1.332645264582468e-07,7.1546094198468346e-09,1.7260328558527043e-08,4.3751258401554386e-07,7.257054279730281e-11,1.4258192425151635e-14,1.9103960300027638e-07,3.876880018021385e-07,3.03964627267304e-07,6.092315152724415e-07,3.8922194584700484e-07,7.243522833710939e-11,0.0,5.048709793414476e-29,1.8367099231598242e-40,0.0,7.888609052210118e-31,1.2381858216431323e-23,8.271806125530277e-25,6.462348535570529e-27,2.5849394142282115e-26,1.3234889800848443e-23,3.851859888774472e-34,8.271806125530277e-25,2.6469779601696886e-23,1.232595164407831e-32,2.481541837659083e-24,0.0,7.52316384526264e-37,1.7980117087352739e-31,0.0,1.5777218104420236e-30,0.0,1.3234889800848443e-23,0.0,0.0,9.4039548065783e-38,2.524354896707238e-29,6.310887241768095e-30,1.5777218104420236e-30,9.385758154027571e-32,9.888559885561961e-08,0.0,2.2285289487447053e-08,2.8876386137796177e-21,8.18239124012595e-25,1.5777218104420236e-30,4.7301899711075437e-14,1.1020310539697105e-17,1.5782469095066543e-09,2.6469779601696886e-23,2.7142747551232164e-11,3.0295694840247946e-08,1.3723349528433089e-21,2.1957015589534778e-14,3.7134976626647474e-15,8.07980897717743e-19,6.996320470104022e-08,2.9507217291561717e-15,4.629029676738284e-16,0.0,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,3.308722450212111e-24,2.6469779601696886e-23,7.52316384526264e-37,5.4122999016750034e-08,1.6155871338926322e-27,3.2311742677852644e-27,0.0,1.6155871338926322e-27,4.8467614016778965e-27,0.0,2.228528948741555e-08,2.8092957400299237e-11,3.944304526105059e-31,0.0,0.0,3.944304526105059e-31,3.944304526105059e-31,3.822654899877075e-21,9.674737552438436e-25,4.005541105691265e-15,0.0,6.617444900424222e-24,0.0,0.0,0.0,8.244571159360614e-14,2.4266623640460884e-17,1.5782469095083022e-09,6.368511005524966e-08,8.271806125530277e-25,8.271806125530277e-25,0.0,8.271806125530277e-25,1.6543612251060553e-24,1.262177448353619e-29,2.7142634592031322e-11,3.029569484978538e-08,2.098559873500323e-21,3.5648685075447864e-14,2.035745067062316e-08,1.0339757656912846e-25,0.0,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,0.0,4.1638367415142974e-15,1.0066529024807118e-18,6.996320470104028e-08,3.2007087696019756e-15,1.1616503079271632e-15,1.4630294061022759e-09
6,1.186990636199384e-08,5.76229307329919e-16,5.243428457716153e-16,2.812642656762359e-08,6.272836886076861e-16,8.964731847539016e-09,1.0515567595494404e-08,1.0154116332420727e-08,1.55705225213866e-12,2.2308401285278727e-08,7.557694328358448e-08,1.556182516123914e-12,6.713283062026594e-13,1.0633502779563585e-08,2.329302632623872e-08,1.2159298115469846e-08,2.2377046461890213e-08,6.209877158292351e-16,9.782301429648083e-09,1.1533971006843225e-08,2.730424805239966e-08,1.164772897511425e-08,6.583494950533877e-13,6.142790407638057e-16,2.314636144244878e-08,1.0287360339405432e-08,2.1048943077925708e-08,2.884492466569335e-08,1.02691501744179e-08,6.650264607715441e-13,1.793662034335766e-43,1.9721522630525295e-31,8.96831017167883e-44,1.6543612251060553e-24,2.465190328815662e-32,2.0679514820787626e-24,0.0,7.573064690121713e-29,0.0,4.1359030627651384e-25,6.018531076210112e-36,8.271806125530277e-25,8.271806125530277e-25,3.009265538105056e-36,0.0,1.232595164407831e-32,7.346839692639297e-40,1.389678825496915e-32,5.048709793414476e-29,1.9721522630525295e-31,1.6543612251060553e-24,1.6543612251060553e-24,8.271806125530277e-25,2.938735877055719e-39,1.1020259538958945e-39,4.930380657631324e-32,1.232595164407831e-32,3.944304526105059e-31,7.966654353940873e-33,3.0379342838805903e-07,1.6543612251060553e-24,5.38266487545635e-12,2.3173982912031584e-22,1.8972686846081506e-29,4.930380657631324e-32,4.267875505186331e-15,3.0035998854928213e-22,4.479698507792829e-12,0.0,1.410980798754758e-14,3.156815111443117e-07,5.515360959228627e-26,1.6467985064294578e-18,1.9944841253542764e-14,9.438359602571428e-22,1.07464780295072e-11,1.5519378886396785e-18,8.916209460389317e-18,2.6469779601696886e-23,2.6469779601696886e-23,5.293955920339377e-23,2.6469779601696886e-23,2.6469779601696886e-23,1.6543612251060553e-24,5.877471754111438e-39,3.035668649639503e-07,0.0,1.5777218104420236e-30,3.1554436208840472e-30,0.0,0.0,1.504632769052528e-36,5.382664635259551e-12,1.9435783915035025e-14,4.81482486096809e-35,2.407412430484045e-35,2.407412430484045e-35,4.81482486096809e-35,6.018531076210112e-35,1.4508893084637576e-22,1.8294834945324804e-29,5.372351175878671e-19,0.0,0.0,1.6155871338926322e-27,3.2311742677852644e-27,1.6155871338926322e-27,2.7015678889175872e-15,3.1925494944938065e-22,4.479698507792836e-12,1.949561352577923e-11,3.0292258760486853e-27,1.6155871338926322e-27,6.058451752097371e-28,3.2311742677852644e-27,1.2924697071141057e-26,2.465190328815662e-32,1.4269762568903132e-14,3.156815111443113e-07,5.748176224365468e-26,1.8796055972473335e-18,1.2247871916120925e-10,6.462348535570529e-27,3.2311742677852644e-27,2.4233807008389483e-27,8.077935669463161e-28,2.5849394142282115e-26,0.0,1.590647962284196e-14,1.0022395897111753e-21,1.0746478029507262e-11,2.293602539816011e-18,9.476551821387366e-18,1.2359975479442896e-10
7,7.706363568217189e-08,1.9242377885276443e-15,1.7478261696577219e-15,1.4904498520049893e-08,2.087220342216382e-15,1.7043027110108621e-09,6.794763850039848e-08,2.1575369098390287e-09,3.072102420925551e-13,4.584287621875519e-09,7.71326603540983e-08,3.0692942086430157e-13,1.3205803165478477e-13,5.129389123017614e-09,2.851474016073353e-08,6.571378601033272e-09,2.5328426393731874e-08,2.0505352415463666e-15,2.0223690068346907e-09,6.0683521084784705e-09,1.4109805132669552e-08,7.451633516119445e-08,1.2747272369446799e-13,2.0008180993351902e-15,2.843520626451149e-08,6.541346135265668e-08,4.139662855590606e-09,2.32150270505244e-08,6.478605767750976e-08,1.3033928623971652e-13,8.96831017167883e-44,3.944304526105059e-31,4.484155085839415e-44,0.0,9.860761315262648e-32,6.617469946757962e-24,0.0,0.0,2.524354896707238e-29,0.0,7.52316384526264e-37,4.1359030627651384e-25,0.0,3.009265538105056e-36,4.1359030627651384e-25,4.930380657631324e-32,1.4693679385278594e-39,1.2670888706383602e-33,0.0,2.465190328815662e-32,0.0,4.1359030627651384e-25,8.271806125530277e-25,2.350988701644575e-38,0.0,0.0,2.465190328815662e-32,4.930380657631324e-32,3.3882449168101615e-34,1.9192522786959423e-08,0.0,3.09994126282562e-10,1.484810114713826e-21,2.1931127087764044e-28,1.9721522630525295e-31,3.164706345814064e-15,3.4760271121653055e-21,1.296674781311243e-09,6.617444900424222e-24,4.971251459491437e-14,7.373994025164226e-09,3.005999702180581e-24,5.694582738334916e-17,7.306929973043048e-15,1.2802422279987934e-21,1.2026608105742799e-08,4.362978519175842e-16,6.5990916515099175e-18,3.308722450212111e-24,6.617444900424222e-24,1.3234889800848443e-23,3.308722450212111e-24,6.617444900424222e-24,4.1359030627651384e-25,2.350988701644575e-38,9.106918659636801e-09,6.310887241768095e-30,0.0,0.0,3.1554436208840472e-30,3.1554436208840472e-30,3.009265538105056e-36,3.099941262164213e-10,5.037075293747846e-14,4.930380657631324e-32,4.930380657631324e-32,0.0,4.930380657631324e-32,4.930380657631324e-32,1.7886871243690128e-22,2.6052745127897583e-28,5.876157803559049e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,1.3517386568062142e-14,7.653818494432444e-21,1.2966747813112854e-09,1.1049603858529221e-08,6.462348535570529e-27,0.0,2.5849394142282115e-26,1.2924697071141057e-26,2.5849394142282115e-26,2.465190328815662e-32,4.967150033049533e-14,1.5691421540493948e-12,4.556835807496365e-24,9.17041981669076e-17,3.198475031256492e-10,0.0,0.0,0.0,1.0339757656912846e-25,2.0679515313825692e-25,7.52316384526264e-37,1.5831351040028392e-15,1.5623741462561065e-21,1.2026608105742806e-08,4.755090416967673e-16,1.5232882551813298e-17,1.283897017469407e-09
8,7.754718703065432e-08,1.9727478154243353e-15,1.795113078612567e-15,1.5021927374563237e-08,2.1242998453793867e-15,1.5885023828742354e-09,6.821772507568974e-08,2.247451283451894e-09,3.0446060012883887e-13,4.613546367057683e-09,7.378545270845322e-08,3.0412755936403637e-13,1.3457110283191046e-13,4.718676975410156e-09,2.3488445415546173e-08,6.833154971068976e-09,1.994805297070599e-08,2.07287101436973e-15,2.0548943786476554e-09,6.085875193888886e-09,1.3876795301136594e-08,7.395853319028416e-08,1.2788460374124525e-13,1.997577264237298e-15,2.3712791659006878e-08,6.47063038452846e-08,3.969492791653963e-09,2.5563527106223012e-08,6.37095984165108e-08,1.3231323846660732e-13,4.484155085839415e-44,0.0,1.3452465257518244e-43,6.617444900424222e-24,9.860761315262648e-32,5.790264287871194e-24,4.1359030627651384e-25,6.310887241768095e-30,0.0,4.1359030627651384e-25,0.0,0.0,6.617444900424222e-24,3.009265538105056e-36,8.271806125530277e-25,4.930380657631324e-32,7.346839692639297e-40,6.810344070924005e-34,1.8932661725304283e-29,9.860761315262648e-32,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,1.8367099231598242e-40,2.9582283945787943e-31,2.465190328815662e-32,1.9721522630525295e-31,5.578425991262248e-34,9.734953808132497e-10,0.0,2.0631989043535878e-12,1.5021912663212448e-21,4.748523494621596e-30,0.0,3.4553379547290746e-15,5.256014919286762e-23,4.482495300606336e-12,6.617444900424222e-24,1.7511815880795768e-15,6.52149174895472e-09,7.512371335028978e-26,4.30424989367018e-18,7.389377272037928e-15,5.568219020515641e-23,1.3675794286497983e-10,1.0532397851508652e-17,1.8833197807486054e-18,0.0,0.0,1.3234889800848443e-23,0.0,1.3234889800848443e-23,0.0,0.0,1.1457198429278638e-09,9.860761315262648e-32,9.860761315262648e-32,0.0,4.930380657631324e-32,9.860761315262648e-32,1.504632769052528e-36,2.0631989702565127e-12,4.654560083546458e-16,3.851859888774472e-34,0.0,2.8888949165808538e-34,0.0,2.8888949165808538e-34,1.0666343418646296e-22,5.572048975078007e-30,3.6463143548518786e-18,0.0,1.2924697071141057e-26,1.2924697071141057e-26,5.169878828456423e-26,3.877409121342317e-26,1.1338129335366071e-14,6.242058852188503e-23,4.4824953006064894e-12,2.510605197601092e-10,5.553580772755923e-28,1.6155871338926322e-27,1.0097419586828951e-27,3.2311742677852644e-27,1.6155871338926322e-27,2.465190328815662e-32,1.7926197664544824e-15,6.977712001248045e-10,7.874925233829305e-26,4.913743404726439e-18,4.905639275227694e-11,0.0,3.2311742677852644e-27,2.4233807008389483e-27,8.077935669463161e-28,1.2924697071141057e-26,0.0,1.8661353129734953e-15,2.9591367012735094e-23,1.3675794286498004e-10,1.5489757258032325e-17,2.0035274004749045e-18,1.2789198129544925e-10
9,7.616023757513266e-08,1.887541258053844e-15,1.71438621922534e-15,1.503339969554928e-08,2.026352714555767e-15,1.4413314293375367e-09,6.66881680218962e-08,2.3260382418484744e-09,2.9334063368772873e-13,4.614626362099066e-09,7.446400211185535e-08,2.9293974961386096e-13,1.290273695752307e-13,4.268379758980714e-09,2.8408590821221936e-08,6.971727200201488e-09,2.3025519926159932e-08,1.965922677288516e-15,2.0494777266248693e-09,6.0375686096266145e-09,1.3472243407065047e-08,7.154902770957855e-08,1.2067908545507006e-13,1.8680376442020628e-15,2.8325106921571858e-08,6.243678698997633e-08,3.79858739694738e-09,2.2306236158617316e-08,6.098442626000181e-08,1.2615918198268883e-13,0.0,0.0,4.484155085839415e-44,6.617444900424222e-24,9.860761315262648e-32,9.926167547851558e-24,0.0,6.310887241768095e-30,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,4.930380657631324e-32,1.4693679385278594e-39,3.983515256066568e-34,3.1554436208840472e-30,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,1.1754943508222875e-38,0.0,0.0,1.232595164407831e-32,0.0,2.182469831510692e-33,1.565428878076829e-08,3.308722450212111e-24,2.900228176267097e-10,1.39077539524544e-21,2.066863477538352e-28,1.9721522630525295e-31,2.993996264532133e-15,3.2790384767394695e-21,1.246520486095284e-09,6.617444900424222e-24,4.82053185328401e-14,8.594125467550998e-09,2.946820809033473e-24,5.614584958101987e-17,6.872223786079657e-15,1.224552014349755e-21,1.1703814543610721e-08,4.267244008746202e-16,7.383265512409303e-18,3.308722450212111e-24,6.617444900424222e-24,0.0,3.308722450212111e-24,6.617444900424222e-24,0.0,0.0,5.824934226607005e-09,3.1554436208840472e-30,3.1554436208840472e-30,0.0,3.1554436208840472e-30,3.1554436208840472e-30,1.504632769052528e-36,2.9002281756436146e-10,4.826834900917109e-14,0.0,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,1.653705966480162e-22,2.4587912014324257e-28,5.724845121301271e-16,8.271806125530277e-25,0.0,0.0,0.0,0.0,1.2564353578139476e-14,7.235853830227543e-21,1.2465204860953244e-09,1.0811185885159915e-08,6.462348535570529e-27,2.5849394142282115e-26,1.2924697071141057e-26,1.2924697071141057e-26,2.5849394142282115e-26,2.465190328815662e-32,4.816650107937689e-14,1.7109672216175973e-09,4.430542011277807e-24,8.9718245702926e-17,3.385038232206333e-10,0.0,0.0,1.0339757656912846e-25,0.0,2.0679515313825692e-25,7.52316384526264e-37,1.4219521983827907e-15,1.4968630990709734e-21,1.1703814543610728e-08,4.672088107979631e-16,1.5828442946354004e-17,1.3203828500837618e-09
