Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7417508135273296,-1.7719946599327748e-17,
1,0.7703751401637658,0.11083994891680089,Y0Z4,0.78539913832142,2.1911158824398599e-07
2,0.7988188864281139,0.22098064927233993,Y6Z7,0.7853974687945163,3.548517699921809e-06
3,0.8262928734406785,0.32736621968912033,Y3Z2,0.78539779195597,-4.676406530697923e-06
4,0.8497802231624977,0.41831461740771186,Y9Z5,0.7853977488734138,-5.318602309459759e-06
5,0.8700089236202053,0.4966447788072659,Y8Z5,0.7854009819045142,4.555963273505625e-06
6,0.8754892308306353,0.5178657835480103,Y1Z9,0.7854001743185529,-0.00018980547139922193
7,0.8966192004049034,0.5996858653956026,Y2Y3,1.5718257071428932,1.14240946778807
8,0.9116340839620488,0.6578269335717628,X0X4,0.8953357319972006,1.1094910877359052
9,0.9206332686262783,0.692673837785271,X6X7,1.3936906780257163,6.679299754666481
10,0.9206633111919639,0.6927901694806228,standard_x,-1.4932408445731617e-07,-0.987393542020148
11,0.9220675654118776,0.6982277634536919,Y8Z6,-5.478096880063194e-07,-1.1973374579580558
12,0.9395234868937246,0.7658210895751436,X2X3,-0.7785484521009787,-0.5117031775618504
13,0.940876399760784,0.771059878070621,X6X7,0.7408864844580225,-0.8810804376176746
14,0.9409422971063026,0.7713150476857464,Y0Y4,-0.11552975433724641,1.1460598745355048
15,0.9409428441052016,0.771317165790769,X2X3,-0.015781007697601723,0.007223593835063647
