Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6847801892390326,1.977078828328209e-17,
1,0.7714777895480345,0.27503855198601435,Y2Z4,0.7857822170198993,-0.005902582398379224
2,0.8354555985207085,0.4780010777810335,Y0Z5,0.7857913206813605,-0.001068051282382859
3,0.8901431344750775,0.6514912395267332,Y1Z3,1.6240956112557254,1.0095191367606875
4,0.9382299300784394,0.8040412822644538,Y2Y4,0.7683743093391573,1.0562373697254603
5,0.9391727364196446,0.807032231148438,Y1Z3,-0.8293217067052959,-0.08145814417598023
6,0.967180979097859,0.8958852845482232,Y1Y3,0.7248033833563254,2.1475260266828515
7,0.962680289903005,0.8816073456585676,standard_x,0.0013158165020645003,4.82707555993179
8,0.9582454457593805,0.8675382929143305,Y1Z0,-0.008003243854412373,-0.4029931761103058
9,0.9544945365067232,0.8556389479981515,X0X5,0.18744386430237736,-4.0138650218154925
10,0.9500176075646948,0.8414363858837315,Y2Y4,0.07563987210580263,-5.51483152636739
11,0.9464492948992487,0.830116308453217,X1X3,-0.2512544808831709,0.28718594782558915
12,0.9422650658277483,0.8168423043181365,X2X4,-0.00041365338663821997,-2.0729388204314927
