Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7195416041477035,1.118285618939379e-17,
1,0.8307537826383273,0.3965371696313694,Y3Z0,0.78539957506509,-3.2276294067955567e-07
2,0.8775785975016321,0.5634953194168555,Y2Z0,0.7853980666237947,5.432234837206268e-07
3,0.9096269410918725,0.6777666126432442,Y4Z3,0.7853981551392013,8.812078178563773e-07
4,0.951306124855229,0.8263775452441237,Y5Z0,0.7853981968170133,1.3189851552614266e-06
5,0.9797701449255006,0.9278686059191698,Y1Z0,0.7853981920721959,-6.649807819979482e-07
6,0.9773834668922932,0.9193586876264609,standard_x,4.0268919107483795e-07,0.13085658293761993
7,0.9756938888377741,0.9133343429125694,Y4Y5,-8.800705319903794e-08,0.24028992674290006
8,0.9723382018032646,0.9013693346113855,X0,-1.002240799806712e-07,0.003997550433813944
9,0.9687009865085732,0.8884005116113173,Y1Y4,-8.443079407415123e-08,-0.2976076245788127
10,0.9654417699656382,0.8767794776500046,Y2Y4,-6.039843771854917e-08,-0.0385960049932948
11,0.9622621969967429,0.8654424201187697,X0,-1.2341294120406767e-07,-0.43654600392442683
12,0.9632947724358023,0.8691241620609977,standard_x,-3.043011677974507e-07,0.6147504637656525
