Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7192371180870497,-7.897581592787588e-18,
1,0.8132500666120536,0.33484821029210066,Y1Z4,0.7854457203742163,0.00014257758975387073
2,0.8817498748189003,0.5788256468397311,Y0Z3,0.7853856791026523,-0.0005888769810487969
3,0.9396238657611018,0.7849568510355384,Y5Z0,0.7853915948104796,-0.0057315949165855935
4,0.9615761555040979,0.8631448564920512,Y2Z3,0.7900670735113379,0.18477078295395102
5,0.958007675850038,0.850434915527824,X5,-0.000497759202427828,9.089801270485372
6,0.969655320570253,0.8919206156348145,Y1Y4,0.7883156483856015,0.17277200051308378
7,0.9666969101087356,0.8813835729838747,X2,0.458645771706428,0.7740487056307769
8,0.9637002593058949,0.8707103287771499,Y2Z4,-0.24943448630394566,0.3668140721599359
9,0.9617689712061226,0.8638316128777636,Y2Z1,-0.21885326738500233,-1.0945060613772322
10,0.9593842187837317,0.8553377820474817,Y2Z0,-0.555948576062916,3.1835638716859727
11,0.958393095920758,0.8518076755881783,X2,-0.4795601456908467,3.6291207437884876
12,0.9555465584071449,0.8416690935426507,Y2Z5,0.11738583925838474,-0.394403773481737
