Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6875416251828979,2.3487764534766435e-18,
1,0.7899310760165981,0.32768989115313035,Y1Z5,0.7854159607369853,-0.0017423681316265233
2,0.8735560411635971,0.5953254288337861,Y3Z4,0.7857049208407356,0.011826037248372417
3,0.9280364131288971,0.769685844032099,Y0Z5,0.779386839159426,-0.05068703254745896
4,0.9439097174419137,0.8204871846020483,Y2Z3,2.3464064154409274,10.018610928061253
5,0.9679784720655165,0.8975174598753279,Y3Y4,0.7072860116519604,-6.667209207478932
6,0.9672448310573288,0.8951694958989515,X2,1.2350033796368092,-7.16898976953551
7,0.9616162659117707,0.8771556879834081,Y2Z0,-1.8517419484533555,-0.14054002082866443
8,0.9573619764906817,0.8635401482380602,Y2Z3,-0.31094545010004226,-0.009183888660752412
9,0.9511240625035173,0.843576164264785,Y3Y4,-0.17579884501803164,-0.9717806122569234
10,0.9493088793892464,0.8377668044889957,Y2Z5,-0.4138227239089509,0.6369481733475513
11,0.9434136929752008,0.818899694854004,X2,0.4149954059243621,-1.8088534455552732
12,0.939940798854158,0.8077849531765704,Y2Z1,0.5391876149626995,2.957227032749277
