Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7425390358080216,-1.702078785690276e-17,
1,0.8204774756908589,0.302719443809438,Y2Z5,0.7854298984404863,-0.0008307693635898928
2,0.8763446483310661,0.519712232660136,Y3Z4,0.7854550154621537,-0.002618599576945415
3,0.9218920113841069,0.6966220146769474,Y0Z1,0.7853770060396794,0.003546397415449254
4,0.9419941782212671,0.7747005183454518,Y2Y5,1.0005716128689783,1.2905112183015965
5,0.9605518468265387,0.8467800612132937,Y0Y1,0.7428672031493984,0.25409355784537274
6,0.9710854209517651,0.8876933474595612,X3X4,-0.04618942681753071,0.6859620933483846
7,0.9682911476063689,0.8768401551934412,X2X5,-0.43482324383232285,-0.1250525335442736
8,0.9662520692963861,0.8689202038470988,X0X1,1.2799269745284292,1.1245419325269308
9,0.96215477438628,0.8530059664287579,Y2Y5,0.5394594467677106,0.66018314473974
10,0.95840847788184,0.8384550362860181,X3X4,0.28777416904424763,2.3382189644671936
11,0.954732676071398,0.8241779134531326,standard_x,-4.1499327139565264e-05,-1.22651174718077
12,0.9513539879968134,0.8110548053144352,Y0Y1,0.801434437236316,2.5826764854216093
