Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7081519244088177,9.308964557977426e-18,
1,0.800630780425288,0.3168732767181709,Y3Z5,0.7854585367691933,0.0006742985764616925
2,0.878502238101836,0.583695175470827,Y0Z4,0.7853147681224786,0.0034122208903547805
3,0.9211621515170996,0.7298668208683493,Y1Z2,0.7855323152181158,-0.010336910565364248
4,0.9692861432469273,0.8947608042614046,Y1Y2,0.5787405904164136,1.1084926216315487
5,0.9696015169191775,0.8958414133132596,X3X5,-0.8136804281271085,-0.2750176859851604
6,0.972085029109643,0.904351019502832,X0X4,-0.5647643671567801,0.21750407711998695
7,0.9696588325236215,0.8960378018086366,X1X2,-0.7800720250139465,-1.9795149033919455
8,0.9654002741889723,0.8814461060230028,Y3Y5,0.19877387781404587,3.1500682930149964
9,0.9610318126076023,0.8664778333265967,Y0Y4,-0.11077050166047102,-4.350907474539446
10,0.9570305378351305,0.852767704300162,X3X5,0.28767677274341796,3.7251574029977528
11,0.954023161199703,0.8424631078784262,X0X4,0.38114947844677544,0.9875897972188021
12,0.9501937267533064,0.8293417794658965,Y0Y4,0.2061871873580865,0.47543906163767696
