Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6939396746188313,-4.506249350451175e-17,
1,0.793188033469603,0.32427711343235155,Y2Z0,0.785412511262404,-0.0009775299905749448
2,0.8689001783074061,0.5716536551108947,Y1Z3,0.7853963197741907,-0.0011016207412133145
3,0.9182535618770454,0.7329074324770867,Y5Z0,0.7855339526873106,0.018833901752547014
4,0.9426724026404962,0.8126918368523993,Y4Z3,1.5480204583989556,12.702028062475023
5,0.9400804712127554,0.8042231422428877,Y4Z3,-2.9167893960225304,-12.040669583297909
6,0.9373060601860687,0.7951582266147954,X4,0.7981538576870363,0.5387573556080686
7,0.9728849020664575,0.9114060344156878,X1X3,-0.7887858324112088,2.5182260664367813
8,0.9700512112279025,0.9021474320959467,Y4Z3,-0.8236534875731342,-4.631969371357317
9,0.9683156957456448,0.8964769307655426,Y4Z5,-0.01000503572388457,5.581424867259121
10,0.9685573072764546,0.8972663553030383,Y4Z0,-0.7566196777650361,-5.8163762363136025
11,0.9652827587651894,0.8865673256029718,Y1Y3,-0.05471145274563709,3.8840067964059073
12,0.9622606906515451,0.8766932326120536,X1X3,-0.02624260342150076,6.374148304794971
