,Y2Z3,Y3Z2,Y5Z0,Y0Z5,Y4Z1,Y1Z4,Y5Z1,Y1Z5,Y3Z0,Y0Z3,Y1Z0,Y0Z1,Y2Z0,Y0Z2,Y1Z3,Y3Z1,Y4Z0,Y0Z4,Y5Z2,Y2Z5,Y4Z3,Y3Z4,Y4Z2,Y2Z4,Y2Z1,Y1Z2,Y5Z3,Y3Z5,standard_x,Y4Z5,Y5Z4,X1X2,X3X5,X0X1,X1X3,X0X2,X0X3,Y0Y1,X0X4,X2X5,Y3Y5,X3X4,Y1Y2,X4X5,X2X4,Y0Y2,X1X5,Y4Y5,Y0Y3,Y3Y4,X0,Y0Y4,Y1Y3,X3,X0X5,X1,X2,Y2Y5,X5,Y2Y4,Y1Y5,X1X4,Y0Y5,X2X3,Y2Y3,X4,Y1Y4,standard_y,Y1,Y0,X5Y0,X3Y0,X2Y4,Y5,Y4,X5Y4,X5Y1,X4Y5,X4Y3,X3Y5,X3Y2,X2Y0,X0Y4,X5Y2,X0Y2,X1Y0,Y2,X4Y1,X3Y1,X2Y3,X1Y4,X1Y3,X4Y2,X1Y2,X0Y1,X3Z2,X0Z1,X1Z3,X2Z3,X5Z1,X5Z0,X2Z0,X1Z5,X1Z0,X0Z5,X0Z3,X0Z4,X5Z2,X4Z3,X4Z0,X3Z5,X3Z4,X3Z0,X1Z4,X2Z5,X4Z5,X2Z4,X1Z2,X5Z4,Y3,X5Z3,X5Y3,X4Z2,X4Z1,X4Y0,X3Z1,X3Y4,X2Z1,X2Y5,X2Y1,X1Y5,X0Z2,X0Y5,X0Y3
0,0.9057754616413258,0.9057507068092817,0.8344271635022376,0.8343768702736809,0.7628714199670834,0.7628116814391823,0.6060052633432382,0.6059853931099624,0.5578672527643331,0.5578528814763687,0.5058445708048226,0.5058306672619097,0.4532081606708619,0.4531840992709272,0.45024997160321106,0.45024919507480315,0.38417401600302187,0.38413337317402996,0.35782946768626167,0.35782689732381046,0.3047015068395289,0.30467712044963535,0.28864130246057296,0.2886260898244701,0.15937896514517988,0.15937488403584088,0.13221429282813757,0.1322097295830726,0.07884613809875232,0.07532483649572136,0.07532140759174119,0.026452122438187974,0.02624690690109901,0.02538024950564902,0.024727518619660584,0.02468410689621145,0.02438903422664946,0.022444794464859006,0.02232854017361942,0.022215113359338377,0.021710460092433485,0.02170640858310838,0.02148415754565914,0.02114942959078944,0.020075887412095705,0.01990993962673117,0.019137432653064692,0.018530292595956947,0.017314728296445564,0.016585781103049112,0.0161671840105877,0.014992408431591529,0.014783943572734996,0.014450174044633758,0.014388658331796943,0.014335209815927848,0.012628490191575309,0.012326519623149935,0.012149698570897306,0.011974057863768199,0.011924250248064119,0.011809590036728865,0.011430793105641657,0.01066711492777823,0.009199366344082818,0.009115381465130402,0.008465326171729556,2.498001805406602e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,1.0842021724855044e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,6.505213034913027e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.000521933128500817,0.0005223992936116105,0.8344356596525706,0.8344364019803352,0.7628897660162233,0.7628233561205122,0.6060105428660507,0.6059940890352846,0.00032283394829233,0.10466695951774661,0.5058515798896381,0.5058657647785751,0.00026237947810306184,0.10466675075276048,0.2908722578238211,0.0002602599400212479,0.38418251641763135,0.3841598446927732,0.22561448562396358,0.00020728161972582667,0.016059702276911784,0.0001766727774060646,0.016059575023270937,0.00016725194670997104,9.239698791988041e-05,0.2908721107451776,0.22561437121080927,7.743586772856559e-05,0.04405431594209211,0.07532645896889964,0.07532194669677086,0.00027290685192441465,0.00028446640485328223,0.019325028274593058,0.00025737688208052415,0.00027416911125436666,0.0002573480587835371,0.016983520937159907,0.015865619596322697,0.00024743347934038615,0.0002394349813624381,0.00026835514547761846,0.0002558703768654236,0.018833819794216815,0.00026750340990413255,0.0002980807123903782,0.017117320031515865,0.015916646648975318,0.0002787021961580497,0.0001765473652476432,0.011364521402138446,0.009216677920844702,0.0002016839409416451,0.00027366841472017424,0.00856204445959102,0.013193928461052568,0.00027089677280976775,0.00019995490421254904,0.011432199242808052,0.0001824782265559213,0.008477399769717443,0.0088158467366883,0.006362222151552752,0.0015039206039801282,0.0015040309450247292,0.007519101648563108,0.005021051081859778,1.1104263125324976e-16,0.0,5.551115123125783e-17,0.0,2.710505431213761e-20,5.421010862427522e-20,5.551115123125783e-17,0.0,0.0,5.551115123125783e-17,0.0,5.421010862427522e-20,2.710505431213761e-20,0.0,2.710505431213761e-20,0.0,2.710505431213761e-20,6.776263578034403e-21,1.5257857182568847e-18,6.776263578034403e-21,5.551115123125783e-17,1.3552527156068805e-20,0.0,4.163336342344337e-17,4.0657581468206416e-20,0.0,2.710505431213761e-20,3.5299256420549694e-18,0.0,0.0,2.168404344971009e-19,0.0,8.673617379884035e-19,8.673617379884035e-19,6.776263578034403e-21,8.673617379884035e-19,4.336808689942018e-19,0.0,1.0842021724855044e-19,0.0,2.168404344971009e-19,2.710505431213761e-20,1.3010426069826053e-18,0.0,3.3881317890172014e-21,1.3552527156068805e-20,4.336808689942018e-19,1.5246593050577406e-20,0.0,6.776263578034403e-21,1.0842021724855044e-19,0.0,2.710505431213761e-20,0.0,0.0,2.710505431213761e-20,1.3010426069826053e-18,0.0,2.710505431213761e-20,0.0,2.710505431213761e-20,2.710505431213761e-20,1.3552527156068805e-20,2.7755575615628914e-17,3.2526065174565133e-19,0.0,2.710505431213761e-20
2,3.58273759353064e-05,3.738532033084747e-05,0.0005448946876313882,0.0005524932984319144,0.7628748516761669,0.7628576757929724,0.0003755699787776517,0.10011292637861009,1.2594105991906253e-05,6.704905765267871e-05,0.10010121246636454,0.00031507165550376546,2.5552495626141308e-06,6.670175016406694e-05,0.29087065713774396,2.285785726523707e-05,0.3088491633288756,0.000235571354202546,0.00014184784357979685,1.2788683425780791e-06,0.016061216915222006,1.809642914259937e-05,0.016060987090766594,1.699376736958185e-05,9.61731734304357e-06,0.29087024514707693,0.0001416673919286023,1.3819866187703961e-05,0.02726326436827774,0.30883901354320964,2.5229888300513528e-05,0.0007780627365776495,0.000343224452685837,0.005133569502979151,0.0006459402380547667,0.00034328245871407257,0.0002195014298765516,0.005460713832518692,0.004378995795664899,0.00021958230345990744,0.0006521925400233254,0.0006802826543187814,0.0006680970639824321,0.005103679875465562,0.0007437545587153272,0.0006524810066489998,0.004350782876483661,0.00457494993980855,0.0006524983660986928,0.0004410765935680313,0.0049015136119115905,0.0034250835851517363,0.0004504665374375741,0.0006846304165805145,0.0027419498303096384,0.009959372762562691,0.0007403651885462719,0.0006523434314188086,0.004571257442765893,0.0004534882739994885,0.005081885285868613,0.0024056565254591852,0.002739497642781235,0.0027037411830730875,0.0027037444401511426,0.009256116156164354,0.001351836311349847,1.1102060839662115e-16,0.0,5.421010862427522e-20,0.0,2.541098841762901e-21,3.3881317890172014e-21,5.421010862427522e-20,1.1102230246251565e-16,2.710505431213761e-20,5.421010862427522e-20,5.421010862427522e-20,3.3881317890172014e-21,1.6940658945086007e-21,0.0,1.6940658945086007e-21,0.0,0.0,0.0,7.549677450771484e-21,0.0,1.734723475976807e-17,1.0587911840678754e-21,5.551115123125783e-17,5.551115123125783e-17,4.235164736271502e-22,1.6940658945086007e-21,1.6940658945086007e-21,8.77555911857507e-21,2.710505431213761e-20,4.336808689942018e-19,2.710505431213761e-19,4.0657581468206416e-20,0.0,0.0,2.710505431213761e-20,4.336808689942018e-19,8.673617379884035e-19,4.336808689942018e-19,5.421010862427522e-20,2.168404344971009e-19,1.0842021724855044e-19,2.710505431213761e-20,4.336808689942018e-19,2.710505431213761e-20,0.0,2.710505431213761e-20,1.0842021724855044e-18,0.0,4.336808689942018e-19,6.776263578034403e-21,1.6263032587282567e-19,0.0,1.6940658945086007e-21,0.0,3.3881317890172014e-21,1.3552527156068805e-20,8.673617379884035e-19,0.0,0.0,3.3881317890172014e-21,5.421010862427522e-20,0.0,1.2705494208814505e-21,0.0,2.710505431213761e-20,6.938893903907228e-18,0.0
3,1.6915454980998172e-05,1.7209864603816406e-05,6.51832172707738e-07,2.2947697805856006e-06,0.00024207192081096495,0.00023002685021060627,1.0174911031091134e-05,1.8853737355143595e-05,9.514590846347069e-06,1.2050640907681186e-05,1.8918496911595934e-05,1.2899211739909809e-05,2.9670100315396784e-06,1.0579524773665455e-05,9.342983996432847e-05,1.0457085017059678e-05,0.00011289203682141047,1.3474715658346749e-05,9.835303084241254e-06,4.440682649944338e-06,2.510224308849794e-06,1.202416405931678e-05,3.1686125267215217e-06,1.8940420664198106e-06,5.789301701598376e-07,9.39273221662337e-05,1.0599444643438593e-05,9.121622171992745e-06,7.170695050608437e-05,0.00011366778582293771,1.2464189265908408e-05,0.0003627425072981591,0.0007065936519284561,0.0005791439826908146,0.00022774098658971806,0.0007067382673553189,0.0004518297329164754,0.000934806904414267,0.0003397813732329122,0.0004518751223327453,0.0013434907199168307,0.0003627054491307701,0.0008202752703441768,0.0005792907250550072,0.0002276455082194304,0.0013436414092982958,0.0003399063715562497,0.0009350392352702317,0.0013438427319115963,0.0008203176319546168,0.00125346547556967,0.0009353110768460489,0.0008204473773238216,0.00117820414773825,0.003323636447670122,0.002095218038386623,0.0013050576547704593,0.0013437867378368864,0.0012612295593908067,0.0008205043277740044,0.0009350271127835861,0.002538461978056035,0.0033236413619064167,0.0028084182728838883,0.0028084271131389965,0.0029744457495886473,0.0025385396156308434,2.7422691667357973e-20,0.0,0.0,2.7755575615628914e-17,0.0,1.6940658945086007e-21,0.0,2.710505431213761e-20,3.3881317890172014e-21,1.6940658945086007e-21,0.0,1.6940658945086007e-21,3.3881317890172014e-21,2.7755575615628914e-17,5.293955920339377e-23,3.3881317890172014e-21,3.3881317890172014e-21,8.470329472543003e-22,9.270109727305212e-22,3.1763735522036263e-22,1.3877787807814457e-17,4.235164736271502e-22,2.7755575615628914e-17,0.0,2.9985297205047253e-22,1.6940658945086007e-21,5.293955920339377e-23,7.002600873144225e-23,0.0,1.0842021724855044e-19,8.131516293641283e-20,2.710505431213761e-20,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,2.168404344971009e-19,5.421010862427522e-20,1.0842021724855044e-19,0.0,5.421010862427522e-20,0.0,4.336808689942018e-19,0.0,2.710505431213761e-20,1.0842021724855044e-19,0.0,0.0,3.3881317890172014e-21,1.0842021724855044e-19,6.505213034913027e-19,0.0,1.0842021724855044e-19,1.6940658945086007e-21,1.0842021724855044e-19,1.6940658945086007e-21,0.0,1.6940658945086007e-21,0.0,5.551115123125783e-17,0.0
4,0.006027031064637777,0.004817014701047817,0.004404563025077921,0.003293152286938345,0.0072372861467783385,0.007002469117317479,0.0004025084714422251,0.0041235374426510235,0.0032304896752365984,0.0021886661698925095,0.004121850892722004,0.0032384247013732773,0.0020634366677077425,0.002189693240407772,0.00283140943741215,0.0040383018603047625,0.004515250102622551,0.0031960636147818884,0.004229031691572942,0.002091090635276507,0.003781090488357169,0.004045143476770248,0.003775742409778642,0.0009337875064893419,0.0009230139649775147,0.0028415879573861357,0.004218625966202077,0.003201713901301822,0.011230688493502144,0.004561854391840734,0.0003701720302227258,0.0016065163084768032,0.005966728678602465,0.00675607158812678,0.0005216138187028515,0.003568551460346019,0.0017794867861784139,0.006090496177767321,0.005020424051105914,0.0061552316600515826,0.0025196342019606966,0.00045565931758514223,0.0007811851072234279,0.009533760056177891,0.0010739361321294807,0.003474262133887614,0.004912192319793158,0.007654418354841102,0.0010643125967175556,0.0004194123057039977,0.0033802759097008956,0.0003464336734105789,0.001135234463582331,2.0927332717671134e-05,3.321511295005301e-05,0.000389118726813408,0.0013089616558160085,0.0015260311464548933,0.012952957970838024,0.0015587006947470146,0.00033682753009905736,0.24482901726257877,5.670135183659764e-06,0.26000176175133527,0.26000895709039834,0.006779698436948521,0.24482197611198414,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,6.776263578034403e-21,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,4.336808689942018e-19,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,6.7615811221615865e-21,2.168404344971009e-19,0.0,1.0842021724855044e-19,2.7755575615628914e-17,1.3877787807814457e-17,1.6263032587282567e-19,2.710505431213761e-19,1.0842021724855044e-19,1.0844834138937725e-19,0.0,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,2.710505431213761e-19,1.3552527156068805e-20,1.3552527156068805e-20,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,1.6263032587282567e-19,0.0,0.0,3.2526065174565133e-19,2.168404344971009e-19,5.421010862427522e-20,2.168404344971009e-19,8.673617379884035e-19,1.0842021724855044e-19,0.0,1.734723475976807e-18,4.336808689942018e-19,2.168404344971009e-19,0.0,5.421010862427522e-20,0.0,1.7364175418713157e-20,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,3.469446951953614e-18,2.710505431213761e-20
5,0.016591956450090352,0.054930715833322236,0.08261501694998723,0.04254888087320209,0.05426341508499739,0.021626059084890577,0.06827656727637325,0.005385312373293635,0.0458395257963435,0.019340551605444397,0.0030479332525749966,0.002344502983385838,0.014936390583894014,0.018664013782227366,0.011460054672774533,0.04870541646225918,0.06720869988226338,0.0017644371546180176,0.08035074460013128,0.01668532755646953,0.058676413290551774,0.0502910696859005,0.05857200559021492,0.016798355893563557,0.016750758188306993,0.011532325949335792,0.07975820799484423,0.04317925651287779,0.16044876311942452,0.06866998125428961,0.07137188461526024,0.025284001474308843,0.0593824344943834,0.012108462521085675,0.011496083038174034,0.009814867110390478,0.017273288528223175,0.01718213766196774,0.018527373606247968,0.015518611411029892,0.058692666803730864,0.021057794179179006,0.028934442983678935,0.026263518469147533,0.0013065521538078188,0.004984460201627916,0.03359969470944019,0.024309865021345148,0.00664160652520438,0.01940926566155933,0.028153875309678077,0.0033704653561320045,0.009131106058315162,0.0023330835015472704,0.010275030441399692,0.01903431850122856,0.0073331076843180555,0.017203155975332684,0.08694905984810693,0.005751488885140386,0.007957142326706614,0.42216860833685366,0.010856460967391447,0.0005221425068918364,0.00027826441465491226,0.031311533643181746,0.4230507934864871,2.0491421059976034e-17,1.0842021724855044e-19,1.5178830414797062e-18,5.551115123125783e-17,0.0,8.673617379884035e-19,1.3877787807814457e-17,3.469446951953614e-18,6.938893903907228e-18,0.0,6.938893903907228e-18,1.734723475976807e-18,1.734723475976807e-18,1.0842021724855044e-19,0.0,1.734723475976807e-18,4.336808689942018e-19,0.0,3.747062000416211e-19,1.734723475976807e-18,3.469446951953614e-18,4.336808689942018e-19,0.0,3.469446951953614e-18,1.3552527156068805e-19,4.336808689942018e-19,2.168404344971009e-19,3.866705404215881e-19,2.168404344971009e-19,0.0,1.734723475976807e-18,8.673617379884035e-19,0.0,0.0,4.336808689942018e-19,8.673617379884035e-19,2.6020852139652106e-18,0.0,0.0,0.0,0.0,3.469446951953614e-18,1.734723475976807e-18,2.168404344971009e-19,2.168404344971009e-19,0.0,8.673617379884035e-19,4.336808689942018e-19,0.0,4.336808689942018e-19,8.673617379884035e-19,0.0,3.469446951953614e-18,0.0,0.0,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,0.0,2.168404344971009e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,2.168404344971009e-19,3.469446951953614e-18,0.0,0.0
6,9.633624302776528e-05,1.3451209394642195e-05,0.005586951966562991,0.0011359619455858483,0.0026853047968375832,0.002243019601258926,0.005588694949390757,0.0022294631313626787,1.2784424095611127e-05,0.0011468116708666888,0.002232771190418991,0.0011778152469032262,9.451662537752426e-05,0.0011468406792303344,0.002254500038283984,8.294229049219357e-06,0.002674896843372108,0.001179983506272389,0.005697321771008261,9.430217661885017e-05,0.0026609899637682942,7.99103659170953e-06,0.0026609745676291537,8.778251528973908e-05,8.75326161355944e-05,0.0022545407383173406,0.005697295330649021,1.2724557067902473e-05,0.004406373747096532,0.0026745599097414393,0.005588573709435031,0.00018962391981057128,0.00010245373196612485,0.0009637241495364229,6.672031516126756e-06,0.00017911983903811271,4.9259896705504646e-05,0.0009732101214520213,0.0010557300783834754,2.3449415206088565e-05,0.00010403670350984552,1.7862528973155303e-05,0.00018930382336763602,0.002258562269045612,2.173876031460203e-05,0.00017871508922279866,0.0003794053344019497,0.0022662709005896123,4.370263767579667e-05,1.841889160367346e-05,0.000599035623849873,0.0010756876309853856,1.2359930344432808e-05,0.0010339742152839,0.00042482615331031095,0.004114569643197303,0.0002518790430054661,2.681589559112596e-05,0.00012101613199808852,1.98540375843242e-05,0.00040672930934842566,0.0021401078682617243,0.0004234587900485598,0.0026430341752592826,0.0026429887087727785,0.0002297606874687575,0.0021400366714159876,3.1001405869507392e-19,0.0,1.0842021724855044e-19,2.168404344971009e-19,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,0.0,1.0842021724855044e-19,1.0842021724855044e-19,3.3881317890172014e-21,0.0,1.734723475976807e-18,0.0,0.0,2.710505431213761e-20,0.0,6.167768839925082e-21,1.3552527156068805e-20,8.673617379884035e-19,3.3881317890172014e-21,0.0,4.336808689942018e-19,3.3881317890172014e-21,3.3881317890172014e-21,0.0,6.179543238956891e-21,2.168404344971009e-19,5.421010862427522e-20,4.336808689942018e-19,1.3552527156068805e-20,0.0,0.0,0.0,2.168404344971009e-19,4.336808689942018e-19,0.0,5.421010862427522e-20,0.0,0.0,0.0,1.3552527156068805e-20,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.168404344971009e-19,5.421010862427522e-20,0.0,2.710505431213761e-20,2.168404344971009e-19,0.0,1.6940658945086007e-21,0.0,6.776263578034403e-21,0.0,1.3552527156068805e-20,6.776263578034403e-21,1.0842021724855044e-19,0.0,0.0,0.0,6.776263578034403e-21,1.0842021724855044e-19,5.421010862427522e-20,0.0,1.3552527156068805e-20
7,6.695552646798943e-07,2.670875726421749e-05,1.928886947774176e-05,2.943715408664955e-06,4.35102821510416e-05,3.691104017996443e-05,1.928906845161834e-05,3.69104277984293e-05,2.670791258358314e-05,2.9432269285967062e-06,3.691029214530011e-05,2.9429769743824313e-06,6.70087481700964e-07,2.94327222307095e-06,3.690875768885817e-05,2.6709193736835895e-05,4.3509052918878385e-05,2.942610239689732e-06,1.9289110053698127e-05,6.700611573736398e-07,4.351054462292608e-05,2.6708805639906284e-05,4.351058654917951e-05,6.709233657861713e-07,6.707360658586865e-07,3.690872474429734e-05,1.9289207975593085e-05,2.6708056888901165e-05,2.3358075328112585e-05,4.350931055284208e-05,1.928915139624268e-05,1.1892880606590757e-05,6.823089910368439e-06,8.921957124681643e-06,2.8226254302621705e-07,1.2158936778900082e-05,3.075164901904681e-06,8.922348527744138e-06,8.830276950480522e-06,1.1822678257504282e-06,6.822885287009176e-06,8.020726426604731e-07,1.1892862283067146e-05,1.778248151743537e-05,1.166318383667196e-06,1.215907205798978e-05,3.6702421874405705e-06,1.778353158977345e-05,3.075157016162901e-06,8.020082381104273e-07,3.614965491669303e-06,8.832172040158693e-06,2.8147190995851686e-07,4.555989448803679e-06,1.371713327318727e-05,5.343345016736969e-05,5.598865275658347e-06,1.182681156983168e-06,3.063141759264511e-05,1.1658070777223447e-06,3.6707417648387847e-06,2.853610716777668e-05,1.3717048490890168e-05,1.0785234547583184e-05,1.0785317045742127e-05,5.98384647940472e-06,2.8536120464321487e-05,5.082197683525802e-21,3.3881317890172014e-21,0.0,0.0,0.0,2.117582368135751e-22,1.6940658945086007e-21,0.0,0.0,0.0,4.235164736271502e-22,1.0587911840678754e-22,0.0,3.3881317890172014e-21,0.0,5.293955920339377e-23,8.470329472543003e-22,8.470329472543003e-22,6.611574118681476e-23,0.0,3.3881317890172014e-21,2.117582368135751e-22,6.776263578034403e-21,1.6940658945086007e-21,2.117582368135751e-22,2.117582368135751e-22,6.352747104407253e-22,6.611412599411132e-23,4.235164736271502e-22,2.117582368135751e-22,0.0,4.235164736271502e-22,0.0,0.0,4.235164736271502e-22,1.6940658945086007e-21,1.6940658945086007e-21,2.117582368135751e-22,0.0,0.0,3.3881317890172014e-21,0.0,4.235164736271502e-22,0.0,1.2705494208814505e-21,0.0,1.6940658945086007e-21,0.0,4.235164736271502e-22,8.470329472543003e-22,3.3881317890172014e-21,0.0,3.3881317890172014e-21,6.776263578034403e-21,0.0,4.235164736271502e-22,4.235164736271502e-22,5.293955920339377e-23,0.0,1.0587911840678754e-22,4.235164736271502e-22,8.470329472543003e-22,0.0,4.235164736271502e-22,0.0,6.776263578034403e-21,0.0
8,6.21061296536125e-09,3.486732083737162e-08,2.626480432070082e-07,1.1808926699734207e-08,1.9371498699201804e-08,3.353870476838342e-08,2.6264803063574533e-07,3.353870249662474e-08,3.486728560597516e-08,1.1808769835699469e-08,3.3538702547622574e-08,1.1808763975035573e-08,6.210663400089966e-09,1.1808769749721814e-08,3.353892886218949e-08,3.4867338740165354e-08,1.937123460824367e-08,1.1808766951860891e-08,2.6264802851873534e-07,6.2106635849783286e-09,1.9371515318485094e-08,3.4867342640319705e-08,1.9371514925106773e-08,6.210610698752835e-09,6.21061593488421e-09,3.35389295392786e-08,2.62648028528577e-07,3.486728682367313e-08,1.725186431919819e-07,1.9371234258082413e-08,2.626480321125892e-07,3.31006308386927e-08,1.8557875107247364e-08,6.6005829783302594e-09,5.86241532712814e-10,3.367242928182827e-08,8.43670624533605e-09,6.6005844473034265e-09,6.350926146636765e-09,3.803874756466541e-09,1.8557873544415732e-08,2.1304039608683844e-09,3.3100631373711953e-08,1.2630208672703721e-08,3.3900213312958717e-09,3.3672427845226013e-08,2.778204428878039e-09,1.2630191585847085e-08,8.436666868861245e-09,2.130401634569585e-09,1.5252640560716295e-08,6.350938856656559e-09,5.862588517537766e-10,7.920834868545593e-08,3.348279742066318e-08,4.5387712599887995e-07,2.7513349504863584e-08,3.8039137140602724e-09,2.1400202837080923e-08,3.3900037466999187e-09,2.778190551031306e-09,1.3839940644423496e-07,3.34827952716012e-08,6.9501447611954165e-09,6.950145542070255e-09,2.3581104590267033e-07,1.3839940831443805e-07,2.150669592637872e-23,0.0,0.0,0.0,1.6543612251060553e-24,0.0,2.6469779601696886e-23,1.6543612251060553e-24,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,2.6469779601696886e-23,0.0,0.0,1.6543612251060553e-24,0.0,2.99305182723804e-26,0.0,1.3234889800848443e-23,0.0,5.293955920339377e-23,0.0,0.0,4.1359030627651384e-25,1.6543612251060553e-24,2.993042428699911e-26,6.617444900424222e-24,3.308722450212111e-24,2.6469779601696886e-23,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.3234889800848443e-23,0.0,1.6543612251060553e-24,0.0,1.6543612251060553e-24,0.0,0.0,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,3.970466940254533e-23,0.0,5.169878828456423e-26,6.617444900424222e-24,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,8.271806125530277e-25,0.0,5.293955920339377e-23,0.0
9,1.5993520226117766e-09,5.927320479855283e-08,6.053309392987638e-08,1.477116020120316e-08,1.4054412732280477e-08,1.0697511456559656e-08,6.053310146022128e-08,1.0697518053627928e-08,5.927319844056348e-08,1.477120850351578e-08,1.0697518232564168e-08,1.4771208537098732e-08,1.5993166635467737e-09,1.4771208283434227e-08,1.0697520757764916e-08,5.927320834210859e-08,1.4054397465907004e-08,1.4771209009533823e-08,6.053311060611272e-08,1.5993172924514543e-09,1.4054405200261027e-08,5.927320866745598e-08,1.4054405037216859e-08,1.5993293383871794e-09,1.5993289596548535e-09,1.0697520887012141e-08,6.053311109763317e-08,5.927319884715737e-08,2.5122794840793206e-08,1.405439748934153e-08,6.053310162467491e-08,2.4753440063052773e-08,1.3556632062461277e-08,1.2116120734260605e-08,2.936760305252097e-10,2.506336885008204e-08,6.227334501800244e-09,1.2116125714739034e-08,1.1349370693276627e-08,3.227847783676481e-09,1.3556632560519517e-08,1.5171146656159447e-09,2.4753438893054336e-08,2.2303061452100263e-08,2.6410035802367466e-09,2.506337029314955e-08,5.201615254647903e-09,2.2303066986936435e-08,6.227310618275587e-09,1.5171132959609893e-09,1.3833772294093535e-08,1.1349393845255645e-08,2.936878087826385e-10,1.2448994177049645e-08,5.586193961912482e-09,3.185784927918722e-08,1.1377368647200206e-08,3.2278751403019144e-09,5.295111203866528e-11,2.640995491488853e-09,5.201634319491756e-09,8.152711816790636e-09,5.5861931660754e-09,7.898029088147221e-08,7.898029050651694e-08,3.2045849797236356e-09,8.15271186844106e-09,3.101927297073854e-25,4.1359030627651384e-25,0.0,0.0,8.271806125530277e-25,4.1359030627651384e-25,0.0,8.271806125530277e-25,0.0,2.481541837659083e-24,0.0,0.0,1.6543612251060553e-24,7.940933880509066e-23,1.6543612251060553e-24,0.0,0.0,0.0,1.0321861299572018e-25,1.0339757656912846e-25,1.3234889800848443e-23,4.1359030627651384e-25,2.6469779601696886e-23,2.6469779601696886e-23,1.2407709188295415e-24,4.1359030627651384e-25,8.271806125530277e-25,1.0321846431392847e-25,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,6.462348535570529e-27,6.462348535570529e-27,0.0,0.0,4.963083675318166e-24,0.0,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,2.0679515313825692e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,2.0679515313825692e-25,1.6543612251060553e-24,0.0,0.0,0.0,6.462348535570529e-27,1.6543612251060553e-24,0.0,2.0679515313825692e-25,2.0679515313825692e-25,8.271806125530277e-25,0.0,0.0,0.0,4.1359030627651384e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0
