,Y0Z3,Y3Z0,Y5Z3,Y3Z5,Y2Z3,Y3Z2,Y4Z5,Y5Z4,Y1Z5,Y5Z1,Y1Z2,Y2Z1,Y2Z0,Y0Z2,Y4Z1,Y1Z4,Y0Z5,Y5Z0,Y4Z0,Y0Z4,Y1Z0,Y0Z1,Y2Z5,Y5Z2,Y1Z3,Y3Z1,standard_x,Y4Z2,Y2Z4,Y4Z3,Y3Z4,X1X3,X0X5,X3X4,X2X5,Y0Y5,Y1Y3,X3X5,Y2Y5,X0X1,X0X2,Y0Y2,X0X4,X2X4,X1X5,Y3Y4,X0X3,X2X3,X3,Y0Y1,Y0Y3,X1X2,X4X5,X5,X0,Y1Y5,Y3Y5,Y2Y3,X1X4,Y2Y4,Y0Y4,Y1Y4,X2,Y4Y5,Y1Y2,X1,X4,standard_y,Y1,X5Y0,X2Y0,Y4,Y3,Y2,X5Y4,X4Y5,X3Y5,X3Y1,X3Y0,X2Y5,X1Y3,X0Y5,X0Y4,X1Y4,X5Y3,X4Y1,X2Y3,X2Y1,X1Y2,X1Y0,X0Y3,X3Z0,X0Z5,X0Y1,X3Z5,X3Z2,X0Z4,X2Z5,X5Z4,X4Z1,X2Z3,X2Z1,X1Z5,X1Z4,X1Z0,X0Z3,X0Z2,X5Z2,X4Z5,X2Z0,X1Z3,X2Z4,X4Z2,X4Z3,X3Z4,Y5,Y0,X5Z3,X5Z1,X5Z0,X5Y2,X5Y1,X4Z0,X4Y3,X4Y2,X4Y0,X3Z1,X3Y4,X3Y2,X2Y4,X1Z2,X1Y5,X0Z1,X0Y2
0,0.9240334977988156,0.923987207635107,0.8094689226022987,0.8094327663842402,0.7928616312199234,0.7927673460838599,0.6933702240463959,0.6932759647270084,0.6297903130501683,0.6297298005707663,0.5872956178974613,0.5872827970862506,0.559673377742812,0.5596348578510002,0.5118470488696889,0.511826644214693,0.5077136883133281,0.5077109314520659,0.4655919399297357,0.46553117270891975,0.45230449712275306,0.4522634935119363,0.3033408858304283,0.30331836096177633,0.184626556936017,0.18460057100334543,0.09517632008498682,0.09410974881445588,0.0941039427222486,0.09065732714852126,0.090640953676521,0.033544116928457185,0.03213404123385244,0.03140601374669505,0.030864033513459482,0.030511586992942867,0.02879771703614134,0.02752437500358992,0.0272244645101207,0.026796854670229756,0.02607837175176394,0.023925623239984213,0.023897374560491035,0.023468452670738257,0.023317947528887353,0.023213559856560886,0.02319031927035202,0.023109798889669422,0.02180636456523398,0.02114960459488887,0.019612843548225456,0.01940399045426735,0.01897984061445556,0.01882941008609341,0.018467525618403157,0.018245212897988007,0.01777876524272158,0.017596950473254852,0.016951075789081345,0.01686939270430612,0.014401568741200329,0.014387525814593974,0.013880143008957745,0.013215729069690856,0.01277698221081465,0.01242506077306588,0.009767816033232644,1.6653345369377348e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.42861286636753e-17,1.3877787807814457e-17,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,1.0842021724855044e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,1.6263032587282567e-19,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00086050384599178,0.0008597235539041116,0.30176321211399104,0.0007529822717820628,0.23319061006532715,0.000737186607616265,0.693382307542606,0.6933675484613215,0.6298108911860163,0.6298133583304373,0.5873150223432351,0.5873631875807825,0.2331898550708914,0.0005190257131110687,0.5118567483299135,0.5118438479886616,0.0004706737748338702,0.30176243083022436,0.3749364192226507,0.000431433918395335,0.2676793348571556,0.0004190991879007563,0.3033829580265561,0.3033592679622478,0.2676788941733437,0.00016878619762370736,0.03271554543618935,0.0941117225718538,0.09411706858095638,0.3749360508479157,8.10200145090207e-05,0.0007194691332540293,0.0007338676749604383,0.0007364471208614774,0.01318393734465748,0.0007306621527946069,0.0006330548775138206,0.000617522562420103,0.009654609743179242,0.0006325294854818267,0.0007204768100711295,0.0006255626220711708,0.0006111293493722737,0.013280341927906319,0.01294251302975729,0.0005484190513901816,0.003455998898399301,0.0006215849983178714,0.0006663514913656588,0.0005391405922945881,0.003455327412755352,0.008542314247948116,0.009572302411052152,0.010179558617566049,0.0006678473630480932,0.008728398583585994,0.0006207955127066583,0.0005439185683585172,0.014032403615435925,0.008209324229877826,0.0004184233423588739,0.011534582850348994,0.004780994523833167,0.00460658177892232,0.0034281736916664165,0.010418449404439454,0.00867074174476443,8.332093695551102e-17,2.7755575615628914e-17,0.0,5.421010862427522e-20,5.551115123125783e-17,5.421010862427522e-20,0.0,5.551115123125783e-17,0.0,5.421010862427522e-20,5.421010862427522e-20,2.7755575615628914e-17,5.551115123125783e-17,2.710505431213761e-20,5.421010862427522e-20,2.710505431213761e-20,1.3877787807814457e-17,8.131516293641283e-20,1.3877787807814457e-17,5.421010862427522e-20,4.163336342344337e-17,1.3877787807814457e-17,1.6940658945086007e-21,0.0,0.0,2.710505431213761e-20,0.0,0.0,1.3552527156068805e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,8.673617379884035e-19,1.0842021724855044e-19,5.421010862427522e-19,4.336808689942018e-19,0.0,2.710505431213761e-20,0.0,1.3010426069826053e-18,2.168404344971009e-19,8.673617379884035e-19,0.0,0.0,1.3010426069826053e-18,6.776263578034403e-21,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,1.3877787807814457e-17,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,1.3877787807814457e-17,5.421010862427522e-20,0.0
2,0.00020283431943390965,0.00019924488756033133,3.0855518832515e-05,0.00015411345645733254,0.23317419404477885,0.0001704169733437184,0.00010089625006574454,0.00010656440985741063,0.11794722278633091,9.95904538502524e-05,0.5873434205754127,0.5873457580951749,0.23317411147044598,0.00012103574723452387,8.384485828715277e-05,0.11794189956356728,6.6393356791e-06,3.085401653714122e-05,6.462708552653539e-05,6.519005154027859e-06,0.267687963961677,9.753309562498118e-05,0.20924972903565464,5.02111877726358e-05,0.2676879138021552,3.73954227547992e-05,0.020094790853422216,1.7406665067545492e-05,0.2092441069117119,6.464473075975831e-05,0.00015373036726625848,0.00038891246657700624,0.00012189557545744545,0.00012186406584460152,0.0029460688732613916,0.00015430336637719676,0.00025603316688292655,5.767151949453688e-05,0.0014562112915667744,0.0002644272078662439,0.00031727705772170896,0.0003371414481730334,5.762783131165543e-05,0.0037718399586647053,0.002776222355898831,0.00015453440426722534,0.00729237755208036,0.00033619566057369586,0.00036264568322763775,0.0002025075891307247,0.007292311469740631,0.0029417009770346027,0.006656000966161261,0.0030290140245431574,0.00028851497731850794,0.003588535708146383,0.00015410557908940192,0.00029170050489335617,0.0039411857539172045,0.0020625757111865616,0.00015445344936882078,0.003929367095380911,0.006391946623169371,0.006656200273142887,0.0005853847944604488,0.006332027977491154,0.0036906415676723862,2.0328790734103208e-20,0.0,8.470329472543003e-22,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,0.0,8.326672684688674e-17,2.117582368135751e-22,0.0,2.7755575615628914e-17,1.3552527156068805e-20,0.0,4.235164736271502e-22,0.0,3.3881317890172014e-21,4.235164736271502e-22,0.0,1.3552527156068805e-20,0.0,6.938893903907228e-18,6.704298864742289e-22,2.7755575615628914e-17,2.0328790734103208e-20,0.0,1.181627505032e-21,6.776263578034403e-21,4.743384504624082e-20,6.776263578034403e-21,0.0,0.0,2.168404344971009e-19,4.336808689942018e-19,0.0,2.710505431213761e-19,5.421010862427522e-20,4.336808689942018e-19,0.0,1.3552527156068805e-20,5.421010862427522e-20,4.336808689942018e-19,0.0,2.168404344971009e-19,2.168404344971009e-19,2.710505431213761e-20,3.2526065174565133e-19,2.0328790734103208e-20,0.0,1.3552527156068805e-20,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,1.3552527156068805e-20,0.0,2.168404344971009e-19,8.470329472543003e-22,6.776263578034403e-21,0.0,2.710505431213761e-20,4.235164736271502e-22,0.0,1.3552527156068805e-20,6.505213034913027e-19,5.1880768019325896e-21,0.0,1.3552527156068805e-20
3,0.00010640139307761324,0.0001210562048374403,8.694673415489387e-06,0.0001014365812898838,0.0017348281762758486,6.787038746330988e-05,3.191374528489485e-05,2.2281619775904052e-05,0.0008763512776967595,2.2169025425537727e-05,0.004382063328211162,0.004379313773378522,0.0017340096361775407,2.9562345209121766e-06,2.9794773916513543e-05,0.0008764177947418177,1.2446233588641213e-05,8.709449828284272e-06,2.178757503408193e-05,1.1882830376937084e-05,0.001993154269560279,4.524075804826073e-06,0.0015553212755002534,2.2336725860079996e-05,0.001992970747827401,6.891302858235588e-05,0.0015068531995032055,3.01973358881543e-05,0.001555058585334703,2.125026803152581e-05,0.00010061596202838162,0.0007889218757533794,0.0006629036975027219,0.0006629532466489877,0.00015423134780793068,0.000840911445914851,0.0009507629071456582,0.00031129833674792154,0.00025709107819834513,0.00047260731843206896,0.0007862499575050079,0.0009528950827434634,0.0003112535981867789,0.00017257850929488193,0.00017124356805237588,0.0008409130518725307,0.010074083302217235,0.000475240575332362,0.0010556273426892207,0.0009494263532732357,0.010074108303823891,0.0034835283006583815,0.006861267988803108,0.001275540321058134,0.0009250687141955686,0.00026345839977165865,0.0008410907302141717,0.0009512016138189757,0.00015553889746454247,0.0002593295781128863,0.0008412214380970103,0.0002647294834433305,0.0017804528954768399,0.006861272347492592,0.0034818606856838142,0.0015203229400389756,0.0015513926570760975,7.470830594782929e-19,3.2526065174565133e-19,4.235164736271502e-22,3.3881317890172014e-21,0.0,1.3552527156068805e-20,4.336808689942018e-19,2.7755575615628914e-17,5.551115123125783e-17,8.470329472543003e-22,0.0,0.0,0.0,0.0,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,0.0,4.235164736271502e-22,0.0,5.551115123125783e-17,2.7755575615628914e-17,3.288883040207909e-22,0.0,0.0,3.3881317890172014e-20,3.1274535737893574e-22,0.0,0.0,4.743384504624082e-20,5.421010862427522e-20,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,3.3881317890172014e-20,6.776263578034403e-21,5.421010862427522e-20,0.0,5.421010862427522e-20,0.0,0.0,1.0842021724855044e-19,5.421010862427522e-20,0.0,1.0842021724855044e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,1.6940658945086007e-21,0.0,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.0587911840678754e-22,5.421010862427522e-20,8.470329472543003e-22,8.470329472543003e-22,0.0,0.0,2.541098841762901e-21,0.0,0.0,2.710505431213761e-20,1.5881867761018131e-22,5.421010862427522e-20,6.776263578034403e-21
4,0.000440285389599571,0.00885173011875219,0.01509239647894809,0.01366651465187168,0.006595972146591858,0.003597235762625897,0.01741043259414175,0.015422458190323786,0.018134175610001736,0.02237027079188613,0.015016613618539058,0.023700223953465244,0.006373952765961902,0.006889069369274539,0.011384572141470435,0.018115764894264946,0.008551085947111788,0.015115038917401178,0.0042565742184384695,0.008440989925019803,0.01140518669546483,0.007162906820900491,0.010833615037159579,0.02231353124531847,0.011296387047122467,0.0036257682146363613,0.005439948058518013,0.011366091054060182,0.010833870727449072,0.004245371133283752,0.013710838840121985,0.012952121323765603,0.0009766016292269255,0.0036044596640839805,0.003300579575251177,0.001051654165833628,0.009991801667470428,0.008200648647912328,0.0022184394368279163,0.002147299406890793,0.007080263530694896,0.005924825433708234,0.005050829475272842,0.0032904295369718894,0.0036512556872457446,0.002908287519701626,2.5141797699036165e-05,0.011085925546711197,0.026532061798948833,0.002058724409249612,5.3656450991208065e-06,0.03933810488859292,0.04241259712313549,0.011047273941338497,0.007421882391364461,0.001870031627338849,0.006764374066134855,0.007305882643823878,0.0024882905343841816,0.002081581373204053,0.005124957117193085,0.0012551029377942053,0.008697466590616416,0.04230891627733384,0.03943032256214264,0.023121890352335625,0.007741913130181733,1.5178830414797062e-18,0.0,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,2.168404344971009e-19,0.0,2.7755575615628914e-17,2.7755575615628914e-17,1.0842021724855044e-19,8.673617379884035e-19,6.938893903907228e-18,1.0842021724855044e-19,0.0,4.336808689942018e-19,5.421010862427522e-20,2.371692252312041e-20,0.0,4.0657581468206416e-20,2.6020852139652106e-18,1.3877787807814457e-17,1.3877787807814457e-17,1.9958213819679452e-20,0.0,1.734723475976807e-18,8.673617379884035e-19,2.627125625468416e-20,8.673617379884035e-19,3.469446951953614e-18,8.673617379884035e-19,2.168404344971009e-18,4.336808689942018e-19,1.3010426069826053e-18,4.336808689942018e-19,0.0,4.336808689942018e-19,4.336808689942018e-19,0.0,0.0,8.673617379884035e-19,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,2.168404344971009e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,0.0,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,1.3552527156068805e-20,0.0,8.673617379884035e-19,0.0,0.0,1.0842021724855044e-19,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,1.0842021724855044e-19,1.734723475976807e-18,1.3552527156068805e-20,0.0,4.336808689942018e-19
5,0.006849178854809679,0.023290794311597782,0.003870134450882908,0.020548893566785364,0.010104933898565958,0.05448869535884365,0.04496619193765303,0.0014031267837893782,0.06268446895802712,0.005251941164486098,0.0578352420698527,0.05816528132533447,0.009163877575930932,0.01340066442281801,0.022770746605176737,0.06263867790537894,0.009211800370018276,0.004282794073145354,0.041663702009666764,0.009054848156426322,0.062017555175827355,0.014409632961293377,0.0040071006695169015,0.005408960067958404,0.06198128068891624,0.055187790939474846,0.02679414979858451,0.022405870213302054,0.004019887314107268,0.04148549273506439,0.01987227878279004,0.0016270420839761717,0.011737660450055563,0.0027617779432130944,0.00038873451676939297,0.01283325598366107,0.0030371904755244882,0.01472772719109421,0.0014403533449276684,0.018951231727615238,0.013793054915543817,0.002323965375766634,0.003076212255046982,0.002642795702781336,0.00270071652899285,0.005086467500447319,0.10257907857211938,0.0067770824233887575,0.027535973035487014,0.008512404659259218,0.10336363526158591,0.31865016325950046,1.3356477675231793e-05,0.03103897283799354,0.027110761883734322,0.0011048889824083466,0.02072221957958271,0.010817497730768125,0.002868363680495878,0.003421118048852491,0.00034050523781213246,0.0039300349853433544,0.03758152279869226,0.00011598168939475767,0.3162424978627773,0.036446437109653104,0.004954697576695491,1.6479873021779667e-17,1.734723475976807e-18,1.734723475976807e-18,0.0,6.938893903907228e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,4.336808689942018e-19,8.673617379884035e-19,2.7755575615628914e-17,2.168404344971009e-19,3.469446951953614e-18,0.0,0.0,4.336808689942018e-19,4.336808689942018e-19,0.0,8.673617379884035e-19,1.3877787807814457e-17,2.7755575615628914e-17,2.837560373301906e-20,2.7755575615628914e-17,3.469446951953614e-18,8.673617379884035e-19,3.8381180422460484e-21,0.0,0.0,0.0,4.336808689942018e-18,1.734723475976807e-18,0.0,8.673617379884035e-19,3.469446951953614e-18,0.0,1.734723475976807e-18,0.0,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,0.0,0.0,0.0,8.673617379884035e-19,0.0,1.734723475976807e-18,1.734723475976807e-18,0.0,4.336808689942018e-19,0.0,6.938893903907228e-18,4.336808689942018e-19,8.673617379884035e-19,1.734723475976807e-18,1.734723475976807e-18,0.0,0.0,5.204170427930421e-18,2.168404344971009e-19,3.469446951953614e-18,0.0
6,9.13632875194289e-06,0.00021953999151135166,8.729389542727006e-05,0.0002212928932716483,8.889452473089421e-05,0.00022140841284051344,4.141989785141325e-05,8.670246793942972e-05,0.0001390958202366425,8.696772965468508e-05,0.00014002552345829025,8.90322269386599e-05,8.880431244853774e-05,6.702278237099238e-06,4.089912091144332e-05,0.00013909623634313648,6.989066017722468e-06,8.728717412978689e-05,4.132431644931574e-05,7.01225433833033e-06,0.000139420770381824,6.946735660526213e-06,8.974335627141315e-05,8.69680707264373e-05,0.00013945417091601757,0.000221381455253628,0.0012645560480723113,4.090111139915678e-05,8.974336208123867e-05,4.1324396936441994e-05,0.00022129977322019335,0.0002600775193789328,7.679732962001819e-05,0.0003678924214134861,4.042593461073924e-07,7.600933086060262e-05,0.0002607026955695433,0.00016220729918612343,4.4013038153857914e-07,0.00010219180626351427,0.0003219883779023993,0.00032209919716516446,3.0919043161150686e-05,5.65177438007342e-06,6.570691089457692e-06,0.00036747664575168383,0.010670442263869373,5.939676594357801e-05,0.00028998042061649575,0.00010115895338016394,0.010670514023658397,0.0017633207973645286,0.002862737823892181,5.351751641386372e-05,0.0002284103819482542,6.608133460925186e-06,0.00016187279551014454,6.166019981560668e-05,1.1207881922476719e-06,5.657649860511734e-06,3.3993212309883986e-05,1.1258779777145885e-06,0.0005766416824893628,0.0028627313614293204,0.0017633546168384171,0.00010796484721927583,8.04119938505904e-06,6.776263578034403e-21,0.0,6.776263578034403e-21,0.0,6.776263578034403e-21,0.0,6.776263578034403e-21,0.0,5.421010862427522e-20,8.470329472543003e-22,3.3881317890172014e-21,1.734723475976807e-18,0.0,3.3881317890172014e-21,0.0,0.0,1.0587911840678754e-22,8.470329472543003e-22,0.0,3.3881317890172014e-21,0.0,5.421010862427522e-20,1.383601948111113e-22,0.0,2.710505431213761e-20,0.0,2.3968042924864145e-22,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,0.0,8.470329472543003e-22,5.421010862427522e-20,1.0842021724855044e-19,3.3881317890172014e-21,6.776263578034403e-21,3.3881317890172014e-21,1.3552527156068805e-20,1.3552527156068805e-20,3.3881317890172014e-21,0.0,1.0842021724855044e-19,0.0,5.421010862427522e-20,8.470329472543003e-22,8.470329472543003e-22,5.421010862427522e-20,6.776263578034403e-21,0.0,0.0,3.3881317890172014e-21,3.3881317890172014e-21,2.117582368135751e-22,7.940933880509066e-23,8.470329472543003e-22,0.0,1.0587911840678754e-22,0.0,2.710505431213761e-20,1.3552527156068805e-20,3.3881317890172014e-21,0.0,3.3881317890172014e-21,5.293955920339377e-23,2.710505431213761e-20,1.3552527156068805e-20
7,1.961683294148992e-06,2.0779583541458846e-05,1.7591420355693004e-05,2.0778336065492122e-05,3.345071589190698e-05,2.0776174297695928e-05,3.7323097457070084e-07,1.759146098950569e-05,3.43590119972864e-05,1.759219358542437e-05,3.435728761522048e-05,3.3445048701847516e-05,3.345167459617352e-05,1.953650176675174e-06,3.7475112125727925e-07,3.435904622800156e-05,1.9570210799215295e-06,1.759150894916299e-05,3.7470284343686283e-07,1.9568199572284e-06,3.435918682189976e-05,1.9561931685310767e-06,3.345852455466425e-05,1.7592208109408643e-05,3.435882580905803e-05,2.077713376488183e-05,0.00011216582007652086,3.747697133575088e-07,3.345853111084208e-05,3.7472232913662767e-07,2.0778654483205573e-05,2.7152800798383815e-05,7.79734728508248e-06,3.765812491815546e-05,5.163653120385314e-08,7.797603596051987e-06,2.7153386018501143e-05,1.659237017931075e-05,5.235126265416605e-08,1.0238776378436549e-05,3.2586401893281705e-05,3.2585397045454634e-05,3.2853678180836583e-06,1.2183871860012074e-06,1.411862302851154e-06,3.7655547892248705e-05,4.846717485727214e-06,6.104392982151972e-06,3.217560311260323e-05,1.0231955348256488e-05,4.845925571605877e-06,2.535956889105865e-05,0.00010311975056546063,5.575962109827022e-06,2.3624834616650297e-05,1.4123611515486732e-06,1.6584224685026656e-05,6.1114209646395445e-06,2.3405276157104681e-07,1.2182405235013293e-06,3.284733128617382e-06,2.3392828818120808e-07,5.1258469766024125e-05,0.0001031196547543735,2.536056703359346e-05,4.4220446224617495e-06,3.952995093877921e-06,4.446922973085077e-21,1.6940658945086007e-21,8.470329472543003e-22,4.235164736271502e-22,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,2.6469779601696886e-23,4.235164736271502e-22,1.6940658945086007e-21,0.0,0.0,1.6940658945086007e-21,0.0,0.0,1.3234889800848443e-23,5.293955920339377e-23,0.0,6.776263578034403e-21,3.3881317890172014e-21,8.364787484099254e-24,1.6940658945086007e-21,3.3881317890172014e-21,1.6940658945086007e-21,8.402905834685212e-24,0.0,0.0,1.6940658945086007e-21,3.3881317890172014e-21,4.235164736271502e-22,4.235164736271502e-22,6.776263578034403e-21,3.3881317890172014e-21,2.117582368135751e-22,6.352747104407253e-22,4.235164736271502e-22,0.0,3.3881317890172014e-21,0.0,0.0,3.3881317890172014e-21,2.117582368135751e-22,0.0,4.235164736271502e-22,0.0,6.776263578034403e-21,0.0,6.352747104407253e-22,4.235164736271502e-22,4.235164736271502e-22,4.235164736271502e-22,2.6469779601696886e-23,1.3234889800848443e-23,4.235164736271502e-22,8.470329472543003e-22,1.3234889800848443e-23,2.6469779601696886e-23,3.3881317890172014e-21,8.470329472543003e-22,4.235164736271502e-22,1.3234889800848443e-23,4.235164736271502e-22,6.617444900424222e-24,1.6940658945086007e-21,0.0
8,2.004276116488832e-08,2.966147365630799e-07,2.381428515727107e-07,2.966149097075201e-07,7.852601522793649e-08,2.966147280482182e-07,3.0206196773512144e-08,2.3814316987461064e-07,1.6687450317867904e-08,2.3814314661501423e-07,1.6687455228680286e-08,7.852607251308565e-08,7.852611814104425e-08,2.004291127806011e-08,3.020627997075008e-08,1.668745893998874e-08,2.0042678409919662e-08,2.3814281919846622e-07,3.0206369609412e-08,2.004275382307219e-08,1.6687490943865284e-08,2.004297298899102e-08,7.852611462583899e-08,2.3814314795503157e-07,1.6687461216698464e-08,2.9661465176978295e-07,2.7851597000194455e-07,3.020627835943064e-08,7.852611612263943e-08,3.020634521238999e-08,2.9661491529333476e-07,3.4731035632105463e-07,9.749923734714508e-08,4.925703749003086e-07,1.3729618228173474e-09,9.749939965707679e-08,3.4731031958764996e-07,2.1466723096682573e-07,1.3730071030961233e-09,1.3280934386379523e-07,4.235036066642555e-07,4.235036021522329e-07,4.251022643978116e-08,3.7585634514224675e-08,4.3482212905812765e-08,4.925706710347622e-07,5.063213706858904e-07,7.801874796794613e-08,1.3807701188864798e-07,1.3280976210804887e-07,5.063212840503838e-07,1.2126353471286295e-07,1.2295620269973055e-07,2.401847159411561e-08,1.2020257585129776e-07,4.348221043110446e-08,2.1466791941791337e-07,7.801832727055386e-08,7.57615345543928e-09,3.758561646847276e-08,4.2509507794817396e-08,7.576104933382402e-09,7.098711294195447e-08,1.2295619626794924e-07,1.2126351584135852e-07,2.976017348612964e-07,1.0008440451136746e-08,3.3914405114674135e-23,2.481541837659083e-24,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,2.6469779601696886e-23,0.0,1.0587911840678754e-22,5.293955920339377e-23,2.0679515313825692e-25,0.0,2.117582368135751e-22,8.271806125530277e-25,0.0,1.3234889800848443e-23,0.0,8.271806125530277e-25,2.0679515313825692e-25,2.481541837659083e-24,0.0,6.203854594147708e-25,6.203854594147708e-25,7.5000090058388545e-25,4.235164736271502e-22,3.970466940254533e-23,0.0,7.499973460875801e-25,1.3234889800848443e-23,1.3234889800848443e-23,2.6469779601696886e-23,0.0,1.3234889800848443e-23,1.2407709188295415e-23,1.3234889800848443e-23,1.3234889800848443e-23,3.970466940254533e-23,2.6469779601696886e-23,1.3234889800848443e-23,1.3234889800848443e-23,2.6469779601696886e-23,1.3234889800848443e-23,1.2407709188295415e-23,1.3234889800848443e-23,2.6469779601696886e-23,0.0,1.2407709188295415e-23,1.3234889800848443e-23,3.970466940254533e-23,1.3234889800848443e-23,3.308722450212111e-24,1.1580528575742387e-23,1.1580528575742387e-23,1.1580528575742387e-23,8.271806125530277e-25,8.271806125530277e-25,1.2407709188295415e-23,1.3234889800848443e-23,0.0,4.1359030627651384e-25,3.970466940254533e-23,0.0,1.3234889800848443e-23,0.0,1.3234889800848443e-23,8.271806125530277e-25,1.3234889800848443e-23,0.0
9,1.130608649033949e-09,5.430034303351256e-08,1.043597380998025e-08,5.4300346327521026e-08,7.765930509349093e-08,5.430037012155718e-08,1.6323726839585287e-08,1.0435974187801409e-08,7.766885958946904e-08,1.0435979357127733e-08,7.766887573198625e-08,7.765933147413337e-08,7.765930087892318e-08,1.130575402942661e-09,1.632372519285439e-08,7.766885957566513e-08,1.1305932973411952e-09,1.0435972803916898e-08,1.632372174506394e-08,1.1305949240941967e-09,7.766885586615762e-08,1.1305865384776231e-09,7.765928096250805e-08,1.0435979401448064e-08,7.76688572101428e-08,5.430036318389387e-08,4.73973997301286e-09,1.6323725196048293e-08,7.765928089969241e-08,1.6323722292054696e-08,5.430034973858498e-08,6.420294811676835e-08,1.7644591688925667e-08,9.310373829731398e-08,4.307133191585685e-11,1.7644592999599528e-08,6.420294368435075e-08,4.0234959547646915e-08,4.306883578588582e-11,2.492911118834568e-08,7.968320079355626e-08,7.968320789933492e-08,7.965854532899757e-09,1.5564624483115996e-09,1.8000283732176673e-09,9.310374349081551e-08,1.9073531937711214e-08,1.4481186547940332e-08,1.4967906645554952e-09,2.4929156717130586e-08,1.907352854485083e-08,3.797137265663725e-08,1.0997588122357057e-07,3.598899261254809e-08,3.219278082256472e-08,1.8000279807841421e-09,4.023497986333938e-08,1.4481143761001685e-08,3.367955534148164e-10,1.5564616715918783e-09,7.96585190668054e-09,3.3679599469387685e-10,7.768995080747306e-08,1.0997588100681477e-07,3.797137801797102e-08,5.40005900339965e-08,2.6129679621061547e-08,5.686866711302065e-24,1.3234889800848443e-23,3.308722450212111e-24,0.0,3.308722450212111e-24,6.617444900424222e-24,0.0,0.0,5.293955920339377e-23,0.0,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,0.0,5.169878828456423e-26,1.6543612251060553e-24,2.6469779601696886e-23,0.0,1.5366444518450451e-25,6.617444900424222e-24,2.3781442610899546e-24,0.0,1.53676030038306e-25,2.68833699079734e-24,2.5849394142282115e-24,3.308722450212111e-24,1.3234889800848443e-23,3.308722450212111e-24,0.0,1.3234889800848443e-23,0.0,1.6543612251060553e-24,1.6543612251060553e-24,6.617444900424222e-24,6.617444900424222e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,1.6543612251060553e-24,1.6543612251060553e-24,2.5849394142282115e-24,2.481541837659083e-24,1.0339757656912846e-25,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,5.169878828456423e-26,1.2924697071141057e-26,0.0,0.0,2.5849394142282115e-26,0.0,2.3781442610899546e-24,1.6543612251060553e-24,0.0,2.5849394142282115e-26,3.308722450212111e-24,6.462348535570529e-27,3.308722450212111e-24,0.0
