,Y4Z3,Y3Z4,Y2Z5,Y5Z2,Y1Z3,Y3Z1,Y0Z3,Y3Z0,Y5Z0,Y0Z5,Y4Z0,Y0Z4,Y1Z4,Y4Z1,Y2Z3,Y3Z2,Y2Z0,Y0Z2,Y1Z2,Y2Z1,Y5Z3,Y3Z5,Y5Z4,Y4Z5,Y1Z0,Y0Z1,standard_x,Y1Z5,Y5Z1,Y2Z4,Y4Z2,X3X5,X2X3,X2X4,X4X5,X0X3,X0X1,X0X2,X1X5,Y3Y5,X0X4,Y2Y4,Y0Y1,Y0Y3,X3,X3X4,X0X5,X1X4,X1X3,Y0Y2,X1X2,Y3Y4,Y0Y4,Y2Y3,Y1Y5,X0,Y4Y5,Y0Y5,Y1Y4,X4,Y1Y3,X5,X2,X2X5,X1,Y2Y5,Y1Y2,X4Y3,standard_y,Y3,X2Y4,X1Y4,X2Y0,X5Y4,X5Y3,X4Y5,X3Y4,X0Y4,X0Y3,X1Y0,Y2,Y0,X4Y1,X4Y0,X3Y5,X3Y2,X3Y1,X2Y5,X1Y5,X1Y3,X1Y2,X0Y2,X5Y1,X0Y5,X0Y1,X2Y1,X4Z3,X5Z1,X4Z1,X3Z4,X0Z1,X3Z5,X5Z0,X2Z3,X1Z3,X5Z3,X1Z4,X5Z4,X5Z2,X4Z0,X3Z2,X2Z0,X0Z5,X0Z4,X0Z3,X2Z4,X4Z5,X0Z2,X1Z5,X1Z2,X4Z2,Y5,Y4,Y1,X5Y2,X5Y0,X4Y2,X3Z1,X3Z0,X3Y0,X2Z5,X2Z1,X2Y3,X1Z0
0,0.9469105583545585,0.9468147154000575,0.9328371240948321,0.9328167900378495,0.799934908158701,0.7997774966278977,0.7706150439185997,0.7705461847188511,0.7318202398064264,0.7317944417373154,0.705360325934757,0.7053519583888759,0.5328254563790806,0.532774532132912,0.4558544515113431,0.4557877130606177,0.4548357369382976,0.4548097883825206,0.43344847936649705,0.43342663848493457,0.33527302037535417,0.3352312428406246,0.3093336717202293,0.3093264364429263,0.1456446644360469,0.1456290168096703,0.10319114547104183,0.08014005972248872,0.0801342746624949,0.047876929268979164,0.047874765787788695,0.03846427149027336,0.03510472605644388,0.03246921930562691,0.032055139222961854,0.031184088070390477,0.029523687695043186,0.029168685316766727,0.02747098066265416,0.026925915927426942,0.026366157154345024,0.02544234843471036,0.024964148985173847,0.024745943450719066,0.02451197577092956,0.02433845174874647,0.024047208596014336,0.023480700253547857,0.02310671153636084,0.022620314089712254,0.022389841411508356,0.02191049432468392,0.021113661407082165,0.021107682236074524,0.01888075266660029,0.018556574776365423,0.018423327040982748,0.018254208385806398,0.018117643916532075,0.01776595061170136,0.016827454938288453,0.01620703770527429,0.014754124933796613,0.013553462109031304,0.011395481672974588,0.010708038065590567,0.010624842916445554,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,2.6020852139652106e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,6.505213034913027e-19,6.505213034913027e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.0657581468206416e-19,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0013598788719414627,0.0013531425456903474,0.9328613123709192,0.9328633102443452,0.26711269604093235,0.001142550524264734,0.06526898546252242,0.0010986097336551628,0.7318605159907381,0.7319209697271726,0.0010086032836993095,0.06526689197399732,0.26711070819271054,0.0007600492733931478,0.40799017185684266,0.0006531262500917925,0.4548520570486509,0.4548906038259459,0.4335063171152589,0.4334423098466739,0.0259437829712823,0.0004758002986233147,0.025942444058303166,0.00044037535115468694,0.1456646721070855,0.14565550727576812,0.032811841348722705,0.08015106250877574,0.08013939975269943,0.40798888209073514,6.808775928967957e-05,0.001595151143142206,0.001581726866692493,0.001441585788062501,0.001432103357283838,0.0015563630709577799,0.009193694971384364,0.016420901704051784,0.015444316294253843,0.0009612490475254191,0.0014536213102255497,0.0010595847220786674,0.004868444033148786,0.0013265048218775227,0.001582965921775075,0.0020723007699766,0.01019493788859379,0.0015249646470475492,0.001470665759055803,0.014024742518929715,0.012258732959589902,0.0020700194179360636,0.00136953786331389,0.000752050137484621,0.00947920340117381,0.0070493956479828965,0.0009695121794880575,0.00804551517996978,0.0011218479381625043,0.0014070868483165365,0.0009235400621528558,0.01302736780730911,0.013189255860866042,0.010162389789886987,0.0025358748026562666,0.006878714926868094,0.004432843708826066,2.7755575615628914e-17,5.567378155713065e-17,0.0,0.0,5.421010862427522e-20,4.163336342344337e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,1.0842021724855044e-19,8.575910805929272e-19,5.551115123125783e-17,2.7755575615628914e-17,6.776263578034403e-21,1.3552527156068805e-20,1.0842021724855044e-19,0.0,6.776263578034403e-21,2.7755575615628914e-17,5.551115123125783e-17,0.0,1.3877787807814457e-17,5.551115123125783e-17,6.938893903907228e-18,6.938893903907228e-18,9.350287516899364e-18,6.938893903907228e-18,1.0842021724855044e-19,0.0,0.0,0.0,4.336808689942018e-19,5.421010862427522e-20,0.0,0.0,2.710505431213761e-20,6.776263578034403e-20,2.710505431213761e-20,5.421010862427522e-20,4.336808689942018e-19,0.0,0.0,1.734723475976807e-18,0.0,6.776263578034403e-21,6.776263578034403e-21,2.168404344971009e-19,2.710505431213761e-20,1.0842021724855044e-19,6.776263578034403e-21,0.0,6.776263578034403e-21,2.7755575615628914e-17,1.6263032587282567e-19,0.0,5.551115123125783e-17,1.3877787807814457e-17,5.421010862427522e-20,1.0842021724855044e-19,5.421010862427522e-20,8.131516293641283e-20,8.673617379884035e-19,3.469446951953614e-18,1.0842021724855044e-19,1.0842021724855044e-19
2,4.501109222171957e-05,4.918404028207154e-05,0.0053901150545572745,0.005393786303028171,0.2671101741258487,4.2563210925283674e-05,0.0652699074888682,4.238038516821798e-05,0.004239829692933044,0.2770379986383428,3.694959676656485e-05,0.06526975337119648,0.2671099521067385,2.926998080510781e-05,0.0023589160855466773,7.097545980615072e-06,0.002644124330700113,0.2770177256039369,0.353352718241118,0.0025089030314666906,0.00014859998056078734,7.366377664442087e-06,0.00014866668703669868,1.1284582555500212e-05,0.1456634965550254,0.1456678849340896,0.005852376448083334,0.35334299019061477,0.00046568837401290617,0.0023589788481318905,1.1526147521865137e-05,0.0001105675808440864,5.26709718413561e-05,0.00011112297295867954,5.322279931853253e-05,0.0008953381472622112,0.0028475332349817356,0.0022737346969580793,0.0023219802893597197,0.000282605906378543,0.0008392320214483057,0.0002822812534642435,0.0015926385262520942,0.0006860602424181583,0.0009179700631653568,0.002504341167224101,0.001966745941411982,0.0008863336085689322,0.0008481629735240513,0.0022204212973233302,0.0019100034224419087,0.0025043695520967422,0.0007163713822852464,0.0002833770229169367,0.0008919791323848005,0.0008254210077048075,0.0002826443098158291,0.001821034158778346,0.0006774714076587854,0.0008167504834149107,0.0005533999775209597,0.0022925480297618945,0.001951209737355933,0.0037701362073462915,0.002517918219840966,0.003778312759222027,0.000370489513269864,0.0,1.0842021724855044e-19,3.3881317890172014e-21,0.0,1.6940658945086007e-21,5.421010862427522e-20,4.235164736271502e-22,2.117582368135751e-22,4.235164736271502e-22,0.0,6.776263578034403e-21,0.0,1.0603852179769322e-17,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,1.6940658945086007e-21,2.7755575615628914e-17,0.0,3.3881317890172014e-21,1.0842021724855044e-19,0.0,2.710505431213761e-20,5.421010862427522e-20,1.1592352864104892e-17,1.0842021724855044e-19,5.421010862427522e-20,0.0,0.0,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,5.421010862427522e-20,1.8973538018496328e-19,1.5246593050577406e-20,1.3552527156068805e-19,2.541098841762901e-20,0.0,0.0,6.776263578034403e-21,5.421010862427522e-20,0.0,1.3552527156068805e-20,1.3552527156068805e-20,0.0,4.404571325722362e-20,0.0,1.0842021724855044e-19,5.421010862427522e-20,2.371692252312041e-20,1.0842021724855044e-19,3.3881317890172014e-21,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,4.235164736271502e-22,1.0842021724855044e-19
3,1.6850502151750692e-05,1.687267434024169e-05,5.072055446808557e-07,0.00306444445273003,5.663627301426891e-05,1.1620518257732608e-05,0.06526659156972936,1.4170406411055408e-05,0.0026303713703094743,0.42269193829670115,1.3087730154751473e-05,0.06526659003565649,5.6636789688899766e-05,1.3747070116389393e-05,3.0988319633796034e-07,1.1639253889774294e-05,1.9597322125422268e-07,0.42268521862381236,7.172436785137964e-05,1.9345763406451512e-07,9.289150156578903e-05,1.1641614751680211e-05,9.289086244738783e-05,1.3838292699060807e-05,3.210040368740587e-05,0.42268483989627037,0.004838896975822456,7.172390606039619e-05,0.0030644173868343717,3.096870544604177e-07,1.3836024523198465e-05,2.9966491839126175e-07,6.463535730332077e-08,7.461142177632664e-08,2.0446482495800273e-06,6.622584282077522e-05,0.00131235618632191,4.722279454352337e-06,3.576868685603474e-06,2.7409039791102807e-05,6.810651184349368e-05,1.1061814440600613e-07,0.00023960840165285143,6.400604104369304e-05,6.851026231808997e-05,0.0005815413471300236,8.321807931209253e-06,1.3946665053633448e-05,1.6958158632197482e-05,1.514734030672756e-06,4.660269756854588e-06,0.0005815420711180067,6.694518409456585e-05,1.1269265456374532e-07,9.497447252830888e-06,0.0028701447059563136,2.741755158159797e-05,1.9301001433961657e-05,3.3796632765594736e-05,6.594640872123101e-05,3.3795807860838404e-05,1.0347664854482485e-06,6.080612954499516e-06,0.0015727105547892683,0.001829249752357771,0.0015726902261768137,4.659249383100224e-06,6.938893903907228e-18,2.1599340154984659e-19,8.470329472543003e-22,0.0,7.940933880509066e-23,3.308722450212111e-24,2.117582368135751e-22,1.0587911840678754e-22,0.0,0.0,0.0,8.470329472543003e-22,3.89915695311476e-21,0.0,0.0,5.293955920339377e-23,0.0,1.0587911840678754e-22,0.0,5.293955920339377e-23,6.776263578034403e-21,0.0,0.0,5.421010862427522e-20,2.6469779601696886e-23,3.308722450212111e-24,4.336808689942018e-19,1.2324526235531448e-21,0.0,3.3881317890172014e-21,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,4.235164736271502e-22,1.0842021724855044e-19,0.0,2.710505431213761e-20,8.470329472543003e-22,2.117582368135751e-22,1.6940658945086007e-21,0.0,8.470329472543003e-22,0.0,1.0842021724855044e-19,0.0,4.235164736271502e-22,0.0,0.0,1.8973538018496328e-19,0.0,6.776263578034403e-21,2.168404344971009e-19,0.0,0.0,0.0,1.0842021724855044e-19,1.3234889800848443e-23,6.776263578034403e-21,3.3881317890172014e-21,0.0,4.235164736271502e-22,0.0,0.0,5.421010862427522e-20
4,1.5162443418299239e-05,1.3783212169128512e-05,5.7540235135207825e-06,6.655697980524793e-05,1.1242649115545567e-05,1.920396156277079e-06,0.00038188052660772923,7.4303158568576214e-06,6.7091554910281e-05,0.0024856536759839043,1.6537395919610133e-05,0.00038153132567832237,1.1665360980892904e-05,1.0065691787445158e-05,3.616487417729986e-06,2.1952201546031525e-06,5.047041518355857e-06,0.002484258504521949,1.1035852981685727e-05,5.098749772957431e-06,7.270406748443975e-06,2.7820127136412624e-06,7.476725115992179e-06,1.178595085564988e-05,1.0215169981761156e-05,0.00248437629898917,0.0002789690651626279,1.1100837405375664e-05,6.653528404917247e-05,3.7395238020813678e-06,1.1455729929800388e-05,1.37878908005444e-07,2.3474274919390934e-07,2.995734281463162e-07,3.423777616063947e-07,0.0011938210759356229,0.00044008488813869533,7.258463092329399e-08,9.169600032728964e-08,4.4545165744913635e-06,0.0013481180675969841,5.290996673709504e-07,0.0004420358068731749,0.0011792193848104795,0.0011013516797115333,0.000830778874386321,0.0006789008319422639,0.0008058670617880906,0.0009224910164536855,3.0507996037227986e-07,0.0007527756370193297,0.0008308587741581675,0.0011791190737911214,5.358307044022443e-07,8.109122170347245e-09,0.0026406764314763154,4.56067002096551e-06,0.0006716996804094649,0.0009370250311577688,0.001090455739983366,0.0009366995327055084,0.0015987718338589733,9.980668292280725e-05,0.0004395848699793946,0.0009707404398377371,0.0004395913775398258,0.0007527745607891636,0.0,6.564505341220828e-21,6.352747104407253e-22,2.117582368135751e-22,5.082197683525802e-21,4.235164736271502e-22,8.470329472543003e-22,0.0,8.470329472543003e-22,1.3877787807814457e-17,1.3552527156068805e-20,6.776263578034403e-21,8.805392272910493e-23,4.235164736271502e-22,0.0,0.0,6.776263578034403e-21,8.470329472543003e-22,0.0,1.6940658945086007e-21,4.235164736271502e-22,4.235164736271502e-22,6.776263578034403e-21,1.3552527156068805e-20,4.235164736271502e-22,0.0,0.0,1.2752857922434954e-23,2.710505431213761e-20,1.0164395367051604e-20,0.0,0.0,2.710505431213761e-20,2.168404344971009e-19,2.168404344971009e-19,0.0,6.776263578034403e-21,2.710505431213761e-20,0.0,2.710505431213761e-20,1.0164395367051604e-20,0.0,0.0,2.168404344971009e-19,1.3552527156068805e-20,4.336808689942018e-19,5.421010862427522e-20,5.421010862427522e-20,3.3881317890172014e-21,0.0,0.0,0.0,2.710505431213761e-20,1.0842021724855044e-19,6.776263578034403e-21,8.470329472543003e-22,4.235164736271502e-22,4.235164736271502e-22,2.710505431213761e-20,2.117582368135751e-22,0.0,0.0,6.776263578034403e-21,1.3552527156068805e-20,1.3552527156068805e-20,1.0587911840678754e-22,0.0
5,2.5356137723212608e-05,2.5335770238069872e-05,1.3582047301578713e-08,2.3522443766094787e-07,6.732021108220741e-07,2.2676444812282635e-06,2.880047584375461e-06,2.3039096834879636e-06,2.3633301946281472e-07,1.1250554368085408e-06,2.8294591130448207e-06,2.8812099067647214e-06,6.717901047194639e-07,2.7998248935354716e-06,1.0169027300178129e-08,2.2650316891147874e-06,1.36189456433202e-08,1.1250678336600364e-06,6.435193516759861e-07,1.3851429827009407e-08,7.616863605072933e-08,2.264772715422415e-06,7.68337506629647e-08,2.796435566879757e-06,6.45122051707448e-07,1.1250715020183414e-06,0.00014488356082759124,6.435209365618761e-07,2.3522563387681548e-07,9.7730605736774e-09,2.7969289439200607e-06,3.012819835295939e-08,4.667011099548894e-12,1.0079272459482991e-10,2.854861028430651e-08,6.704748346216097e-05,6.66361776885709e-06,2.297962529845058e-10,2.1702355960431301e-10,2.265482004108928e-08,7.57614666134628e-05,6.458443792413287e-11,6.6638046079728e-06,6.631534396353618e-05,6.157586966026537e-05,0.0008215821534528493,3.3722310966091596e-06,4.565204220752686e-05,5.22590571831011e-05,2.2760492977112627e-10,4.536045750916089e-07,0.0008215825269787989,6.627007925936958e-05,5.584851928290383e-11,2.1529856400156008e-10,9.181230081773064e-07,1.8538467816535404e-08,3.372243590655283e-06,5.3087366759941605e-05,6.0950501844542645e-05,5.306175010612656e-05,5.797928255334506e-06,3.651725716429855e-07,6.662305639962991e-06,2.7602167141583408e-05,6.662305602169755e-06,4.5360488144584014e-07,0.0,3.6974973381120337e-22,0.0,2.0679515313825692e-25,1.0587911840678754e-22,2.0679515313825692e-25,0.0,2.6469779601696886e-23,0.0,2.7755575615628914e-17,0.0,4.235164736271502e-22,9.912162860141827e-25,8.271806125530277e-25,2.117582368135751e-22,0.0,0.0,2.6469779601696886e-23,0.0,4.235164736271502e-22,2.6469779601696886e-23,0.0,4.235164736271502e-22,3.308722450212111e-24,0.0,1.0339757656912846e-25,1.6543612251060553e-24,9.39252514421174e-25,0.0,6.352747104407253e-22,0.0,0.0,0.0,5.823351512373315e-22,0.0,0.0,3.970466940254533e-23,3.3881317890172014e-21,6.617444900424222e-24,0.0,4.632211430296955e-23,4.235164736271502e-22,0.0,0.0,2.6469779601696886e-23,1.2176098616780567e-21,2.710505431213761e-20,0.0,2.6469779601696886e-23,0.0,1.5352472168984194e-21,1.6940658945086007e-21,8.470329472543003e-22,6.776263578034403e-21,0.0,2.117582368135751e-22,5.293955920339377e-23,2.6469779601696886e-23,8.271806125530277e-25,2.5849394142282115e-26,0.0,0.0,8.470329472543003e-22,2.6469779601696886e-23,2.6469779601696886e-23,1.550963648536927e-25,8.470329472543003e-22
6,2.338988491476156e-06,1.5607560743220903e-06,1.4043343825900659e-08,1.6779599524081976e-07,1.5262701366273385e-07,1.5606666838113103e-06,8.725186476658042e-07,1.560726197406297e-06,1.677967566546219e-07,8.72514086342607e-07,2.3390001634235692e-06,8.72529470592212e-07,1.5262488644783827e-07,2.338982013222693e-06,1.404328352567982e-08,1.5606859946487209e-06,1.4043321092338266e-08,8.725132023670511e-07,1.526218432674845e-07,1.40419421721925e-08,1.6779691343440893e-07,1.5606870508245158e-06,1.6779692600951006e-07,2.3389752655462417e-06,1.5262178701481235e-07,8.725131090986342e-07,3.718296721206455e-07,1.5262182643479467e-07,1.6779599118117656e-07,1.4043070405331238e-08,2.338977227098894e-06,4.731696296310963e-11,1.2251219502493193e-12,1.2075385286939066e-12,3.0987295706922106e-11,2.4327650549726506e-08,2.5071142401310935e-08,4.295500351472373e-12,2.2678775499040598e-13,3.6400951249776774e-11,5.518528507452768e-06,2.3003731847029498e-12,2.507445702079812e-08,2.438916248194937e-08,1.7397667116462886e-06,1.286640696835535e-07,3.996908325918314e-07,2.560228860463628e-07,3.789759618037009e-06,4.0630096762693925e-12,2.4076599135020574e-07,1.2866419338298738e-07,5.518524726653704e-06,5.241652374036014e-13,2.9949936764482584e-13,3.5445755912904027e-06,4.3064418096896294e-11,3.996873589370634e-07,2.560494305127911e-07,2.222959949071702e-06,3.7897684567319454e-06,1.3860757007971394e-06,1.0966107300638904e-08,1.0744321711624358e-08,1.4433632054047204e-06,1.0744346749499335e-08,2.407660982983481e-07,0.0,2.6469779601696886e-23,0.0,4.0389678347315804e-28,4.963083675318166e-24,8.077935669463161e-28,6.462348535570529e-27,0.0,6.462348535570529e-27,0.0,2.6469779601696886e-23,0.0,1.7748596729117825e-24,0.0,0.0,1.6543612251060553e-24,1.3234889800848443e-23,0.0,4.0389678347315804e-28,2.6469779601696886e-23,1.6543612251060553e-24,2.0194839173657902e-28,2.6469779601696886e-23,2.6469779601696886e-23,0.0,8.077935669463161e-28,0.0,1.774682200778523e-24,0.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,2.117582368135751e-22,0.0,2.117582368135751e-22,3.308722450212111e-24,5.293955920339377e-23,2.117582368135751e-22,5.293955920339377e-23,0.0,1.0587911840678754e-22,2.117582368135751e-22,1.0587911840678754e-22,8.271806125530277e-25,2.117582368135751e-22,4.235164736271502e-22,0.0,8.271806125530277e-25,2.117582368135751e-22,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,2.6469779601696886e-23,0.0,0.0,1.6543612251060553e-24,0.0,4.0389678347315804e-28,2.117582368135751e-22,2.117582368135751e-22,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,1.0587911840678754e-22
7,4.6462362541689474e-08,3.715272410989357e-08,2.3827330318637555e-09,2.5016970329039625e-08,5.7035450724729144e-08,3.71526159636616e-08,3.0422774757667035e-07,3.715263141746121e-08,2.5016978216705668e-08,3.0422779009981097e-07,4.646229244441112e-08,3.042277476551345e-07,5.703545056713906e-08,4.6462281199738544e-08,2.3827356444541467e-09,3.715262405445769e-08,2.3827307760705243e-09,3.0422775718815575e-07,5.70354344941055e-08,2.382714858489739e-09,2.5016982820470344e-08,3.71526239430744e-08,2.5016982812229713e-08,4.6462285997217035e-08,5.7035435348699784e-08,3.042277537248198e-07,2.87844059323541e-07,5.703543426882853e-08,2.501696994606837e-08,2.382735663635965e-09,4.646228589213332e-08,3.7431117137076307e-14,1.6153990326756276e-15,1.2659025159260546e-14,4.0097579068102174e-14,2.255762951789671e-10,1.4580778820207743e-08,8.415645576403572e-14,5.872516695294912e-14,3.576411582458583e-14,1.3655052572638671e-08,1.132511970224659e-14,1.4580773463245512e-08,2.2552935202021891e-10,3.01676968426837e-08,2.1705290668538152e-08,1.253960702216369e-07,2.3707082852067837e-09,3.4862754909275344e-08,8.027836630199147e-14,1.229753595216614e-08,2.170529070233435e-08,1.3655024366106144e-08,1.7705485750623033e-15,2.05986200595888e-15,1.4911105633498492e-07,4.38465618406801e-14,1.2539596218726995e-07,2.3707794977459678e-09,3.9108885165336685e-08,3.486276594264553e-08,2.3811106093502534e-07,1.913288319689159e-09,6.328707006622261e-09,3.201476425813806e-08,6.328707775203897e-09,1.229753599126585e-08,2.6469779601696886e-23,3.949787424940707e-23,3.308722450212111e-24,0.0,0.0,1.262177448353619e-29,0.0,0.0,1.5777218104420236e-30,5.293955920339377e-23,0.0,0.0,1.0437326284786514e-24,2.0679515313825692e-25,2.6469779601696886e-23,0.0,1.0339757656912846e-25,0.0,7.888609052210118e-31,8.271806125530277e-25,0.0,6.310887241768095e-30,8.271806125530277e-25,0.0,6.310887241768095e-30,6.310887241768095e-30,0.0,1.0437318920030407e-24,0.0,3.308722450212111e-24,2.6469779601696886e-23,0.0,0.0,0.0,3.308722450212111e-24,2.6469779601696886e-23,2.0679515313825692e-25,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,6.617444900424222e-24,2.0679515313825692e-25,1.3234889800848443e-23,2.6469779601696886e-23,0.0,4.1359030627651384e-25,3.308722450212111e-24,1.3234889800848443e-23,3.308722450212111e-24,4.963083675318166e-24,0.0,1.6543612251060553e-24,3.308722450212111e-24,4.963083675318166e-24,0.0,4.1359030627651384e-25,1.9721522630525295e-31,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,2.0679515313825692e-25,7.888609052210118e-31,6.617444900424222e-24
