,Y3Z0,Y0Z3,Y5Z0,Y0Z5,Y4Z1,Y1Z4,Y2Z0,Y0Z2,Y1Z3,Y3Z1,Y4Z3,Y3Z4,Y2Z1,Y1Z2,Y4Z0,Y0Z4,Y5Z1,Y1Z5,Y2Z4,Y4Z2,Y5Z3,Y3Z5,Y5Z4,Y4Z5,standard_x,Y1Z0,Y0Z1,X0X1,Y2Z3,Y3Z2,X0X4,Y2Z5,Y5Z2,Y0Y1,X0,X3X5,X3X4,X2X3,X1X5,X0X3,X0X2,X1X3,X4X5,Y2Y3,Y3Y5,X2X4,Y3Y4,X1X2,X0X5,X2X5,Y2Y5,X3,Y2Y4,X1,Y0Y4,Y4Y5,X4,Y1Y3,X1X4,X5,X2,Y1Y4,Y0Y3,Y1Y2,Y1Y5,Y0Y5,Y0Y2,standard_y,Y3,X4Y3,Y4,Y2,X1Y3,X0Y1,Y0,X5Y3,X4Y2,X2Y4,X2Y3,X1Y5,X0Y4,X0Y2,X3Y0,Y5,X3Y2,X2Y5,X1Y4,X1Y2,X0Y5,X4Y0,Y1,X2Y0,X3Y1,X1Y0,X5Y0,X4Y1,X0Z5,X5Z1,X5Z0,X0Z4,X0Z2,X4Z5,X3Z5,X2Z0,X1Z5,X1Z3,X0Z3,X4Z2,X2Z5,X3Z2,X5Z4,X2Z4,X2Z3,X1Z4,X5Z3,X5Z2,X5Y4,X5Y2,X5Y1,X4Z3,X4Z1,X4Z0,X4Y5,X3Z4,X3Z1,X3Z0,X3Y5,X3Y4,X2Z1,X2Y1,X1Z2,X1Z0,X0Z1,X0Y3
0,0.971960801286689,0.9718060535650054,0.9448244426454933,0.9445916258869195,0.9193593035460602,0.9193300679382461,0.7659531587902066,0.7657466629676595,0.6215015287784728,0.6214942694378385,0.4393872851853702,0.43936818020545143,0.4294224254508259,0.4293800332470925,0.41522240109810205,0.41513823907264397,0.2037255993447061,0.20371021031724018,0.17675009892583227,0.17673827066982495,0.12300004533855191,0.1229893175524872,0.09550457083925362,0.09550039362666068,0.08623015511810636,0.07477738200059515,0.07476460275475375,0.040536930235527596,0.03973613864180662,0.03973175180011912,0.03508417952180862,0.03498365377791135,0.034982842733534913,0.03014202364748647,0.026023067841026662,0.024704227706996644,0.024059891752791766,0.023429614228280642,0.02339881384678437,0.022536263693404758,0.022341167385731563,0.02231539180017212,0.02192671410558439,0.021868119226645437,0.021767585255513176,0.019938999740690466,0.019877254591768777,0.01899571586820307,0.017766624181491934,0.01762440963788916,0.016659618720189298,0.015411261169694447,0.014673864671367737,0.01463273978806982,0.014428412380431343,0.012797776493177059,0.01251310081716156,0.010376417112265869,0.010238618736185482,0.009597683881914364,0.008052301620239496,0.007991743100928749,0.007512105859289923,0.005032437292329354,0.004998879946072725,0.0040253282650321845,0.0035438097394325137,5.134781488891349e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,7.632783294297951e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,1.0408340855860843e-17,6.938893903907228e-18,6.938893903907228e-18,1.3010426069826053e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,7.589415207398531e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,1.8973538018496328e-19,1.6263032587282567e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0020502426840858737,0.0020461766807709563,0.8218312686439682,0.0019937186905104216,0.9194171125356605,0.9193566519179341,0.7262246439706118,0.0016164895436147242,0.5467339204460528,0.0013047967259706592,0.02416384941435276,0.0009209211751940803,0.42943336939505017,0.4293971945667405,0.02416107259065786,0.0008682618007317914,0.20373672800092302,0.2037188968100881,0.17675506927033474,0.17675180309675367,0.8218280718700398,0.00025739769187743835,0.09550985442657084,0.0955077760757998,0.03153539866598546,0.5467317981547009,0.0001443635973691182,0.0015568626587866316,0.7262220523783851,8.31428544267516e-05,0.001253541222302936,0.034984656496995274,0.03498477132038071,0.0015312453800889084,0.001226417823361448,0.0015108308841322536,0.0014098357732144312,0.0014441227894310417,0.018567000761063573,0.013885527273174375,0.0011936469530398892,0.0011134645995332219,0.014454806596338559,0.0010508860262786396,0.0011182035420590523,0.014271241515895577,0.0013037809156364933,0.01618263860588052,0.001120619206921713,0.013269511593800583,0.012669007280252251,0.0014031617482964725,0.0066529544483339975,0.012787528562545553,0.0013137263802115013,0.0028459214562461047,0.008085045756082754,0.0010195708297145562,0.005468704955421493,0.006536444558702063,0.006755959360313009,0.0022067715410996986,0.013883620184808244,0.004526422386433114,0.006708209401033269,0.0003720398329876773,0.0003858941321265315,2.804017868590636e-17,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,2.168404344971009e-19,6.098637220230962e-20,6.776263578034403e-20,0.0,1.1102230246251565e-16,0.0,1.0842021724855044e-19,1.3877787807814457e-16,2.168404344971009e-19,5.421010862427522e-20,5.551115123125783e-17,0.0,1.6263032587282567e-19,8.326672684688674e-17,3.469446951953614e-18,2.7755575615628914e-17,2.710505431213761e-20,5.421010862427522e-20,2.7755575615628914e-17,6.776263578034403e-20,0.0,9.486769009248164e-20,2.710505431213761e-20,2.7755575615628914e-17,1.0842021724855044e-19,0.0,0.0,2.710505431213761e-20,0.0,1.0842021724855044e-19,2.710505431213761e-20,0.0,4.336808689942018e-19,1.734723475976807e-18,0.0,0.0,2.710505431213761e-20,6.776263578034403e-21,1.0842021724855044e-19,4.336808689942018e-19,4.336808689942018e-19,1.734723475976807e-18,0.0,0.0,0.0,2.7755575615628914e-17,1.3877787807814457e-16,8.673617379884035e-19,0.0,4.336808689942018e-19,5.551115123125783e-17,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-20,3.2526065174565133e-19,0.0,8.326672684688674e-17,0.0,1.734723475976807e-18,0.0,5.551115123125783e-17
2,0.0001759066931532288,0.00020149506385830582,0.8218096949909935,0.00018401396043532628,0.0007522474727968225,0.0007900347346701678,0.7262120378634452,0.00014839194710915127,0.0004876295762730052,6.194428760376046e-05,2.7030009946875453e-05,6.35710775132129e-05,0.25265670282444846,0.00038152981592862954,2.982853371853562e-05,1.7118965127235585e-05,0.10821564774792797,0.00018253304224561293,0.2526555758787328,0.0001537550467757586,0.8218057781548571,2.9776014116708705e-05,0.10821632252904345,8.321349717636571e-05,0.018830273000560054,0.000488537440925263,2.0193616195405554e-05,0.000957911409189107,0.7262085577949074,9.654044741468508e-06,0.0004742995357768246,0.03498261928292587,0.034981997223629865,0.0017523580585180557,0.0018550192417078903,0.002481846365370917,0.0009592376666895173,0.002329575263197915,0.0034327045605636918,0.01981640531091492,0.001795190830564963,0.00047486028337636655,0.0028059356138890592,0.0019933612801663796,0.0023356907198295255,0.0029132048446584343,0.001754027743763832,0.003328632700459252,0.001643267909146985,0.016669532217731944,0.01625603870422969,0.0022704646134563628,0.0010128682685835956,0.0034717882882816615,0.0017538029804995549,4.8915232710584054e-05,0.0027812180874631116,0.0017550581205759384,0.005473485264003352,0.008850310903011995,0.007852439576967539,0.005474264666631477,0.019816427413610928,0.000301671353725023,0.00024941781648331053,0.0006502737128354741,0.0005043776640477411,3.3881317890172014e-20,1.3552527156068805e-20,0.0,0.0,0.0,1.6940658945086007e-21,4.724855658902894e-21,6.776263578034403e-21,2.0328790734103208e-20,2.710505431213761e-20,0.0,1.3552527156068805e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,5.082197683525802e-21,6.776263578034403e-21,2.710505431213761e-20,5.082197683525802e-21,0.0,9.158543742187122e-21,3.3881317890172014e-21,5.551115123125783e-17,0.0,8.673617379884035e-19,4.336808689942018e-19,1.0842021724855044e-19,0.0,0.0,0.0,4.336808689942018e-19,2.710505431213761e-20,0.0,1.6263032587282567e-19,0.0,1.3552527156068805e-19,2.710505431213761e-20,0.0,8.673617379884035e-19,0.0,0.0,1.3010426069826053e-18,2.710505431213761e-20,5.421010862427522e-20,2.7755575615628914e-17,2.710505431213761e-20,2.168404344971009e-19,2.168404344971009e-19,0.0,2.710505431213761e-20,0.0,2.168404344971009e-19,2.168404344971009e-19,1.3552527156068805e-20,0.0,0.0,2.710505431213761e-20,8.131516293641283e-20,3.2526065174565133e-19,2.168404344971009e-19,0.0
3,4.6719482099554345e-07,7.382588710751503e-06,0.00038305547184791326,6.97992504771025e-06,4.629101405951411e-05,3.8806978909656054e-05,0.6912047216566768,3.5280759669461993e-06,2.9709818842029013e-05,5.478184159545536e-06,2.606463484224743e-06,5.4706509529842395e-06,0.25264039730484367,1.6845959326644374e-05,2.454459792054364e-06,1.1587552399658702e-06,4.053026896735249e-05,2.978120316376258e-05,0.2526403867341471,7.607915543419997e-06,0.0003830208825877508,8.511576154267014e-07,4.052684319757419e-05,2.5866350949198917e-06,0.014012632995443154,2.9644442521904153e-05,1.1616179334444358e-06,1.6276008004099797e-08,0.691204532599781,5.688909415118116e-07,6.3761080222124746e-09,0.6911916630101227,1.3106235780680414e-05,8.869291168365459e-08,0.00011882383994925465,0.00011889354316433923,0.00020795429469305205,0.00048710677876663674,1.1167094466404802e-05,0.004337949380670225,0.00011884714542564212,6.858323024098238e-05,4.974989053896878e-06,0.0004537558762453916,0.00011887426107958142,0.00027578063516471194,0.00039091906917901277,0.00040766822254690595,0.00028985740062063283,0.004817858079365063,0.004421144389093169,0.0004733783138139113,7.266883040672201e-06,0.0004193346799293223,1.0703847961050879e-07,4.464733129200919e-05,0.00026321652777210123,0.00039102591441300574,0.0075156521287380075,0.004648876065175386,0.00927340787632951,0.007515640621396593,0.004337947748164194,7.071895561517714e-05,4.449352306474278e-05,0.0002898023848691316,4.668297769796888e-06,4.0657581468206416e-20,4.235164736271502e-22,1.6940658945086007e-21,0.0,0.0,0.0,9.098986738083304e-24,4.235164736271502e-22,4.235164736271502e-22,1.6940658945086007e-21,3.3881317890172014e-21,8.470329472543003e-22,2.6469779601696886e-23,1.0587911840678754e-22,0.0,0.0,4.0657581468206416e-20,1.6940658945086007e-21,1.3552527156068805e-20,5.551115123125783e-17,3.3881317890172014e-21,0.0,2.117582368135751e-22,8.470329472543003e-22,0.0,0.0,2.481541837659083e-24,0.0,1.3877787807814457e-16,0.0,4.336808689942018e-19,1.0842021724855044e-19,6.776263578034403e-21,4.764560328305439e-22,0.0,0.0,8.673617379884035e-19,2.710505431213761e-20,1.3552527156068805e-20,0.0,0.0,4.336808689942018e-19,1.1858461261560205e-20,8.673617379884035e-19,8.673617379884035e-19,0.0,1.3552527156068805e-20,1.0842021724855044e-19,4.0657581468206416e-20,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,0.0,8.470329472543003e-22,8.470329472543003e-22,8.673617379884035e-19,1.6940658945086007e-21,6.776263578034403e-21,0.0,6.776263578034403e-21,2.710505431213761e-20
4,3.873222902260121e-06,1.1105187505668125e-07,2.4593072210023707e-05,1.1052618566340026e-07,1.2810810341630807e-05,4.204700204342486e-05,6.813183750011044e-05,2.49007402570658e-07,3.942973587918752e-05,2.388864204301153e-06,1.0260130104454113e-05,2.3109833511241194e-06,1.0721379431278492e-05,3.8063080923378084e-05,1.0242333492298197e-05,6.359777067926685e-08,2.7232563749381e-06,3.938880411918494e-05,1.0489992941604389e-05,8.996897828518573e-06,2.4597321774555807e-05,3.879981226660636e-06,2.8719523396340175e-06,1.0200428887333733e-05,0.0015882852203211485,3.9417624348324945e-05,6.35990868494955e-08,6.846365178376384e-10,6.813067417945643e-05,3.907166630092981e-06,5.409121249391588e-10,6.812930947685931e-05,2.4647207737029723e-05,9.010722030396492e-10,7.367948945423262e-10,4.067016439553939e-05,6.026599291088912e-05,1.1262594255664732e-05,0.0001253214567927432,1.8737011094173235e-05,4.0668836041696496e-05,9.382427910886515e-06,3.497052635584026e-07,1.1259465665553293e-05,4.067058339328776e-05,8.170019196100839e-05,0.00013635015052211813,0.00015084128896364807,1.1271616645198443e-05,1.8693599859687176e-05,1.8678964937011336e-05,0.00016158163951603317,0.00042440572346437384,0.0013957447575531868,1.0081585196118988e-09,0.00024289705481992014,0.001294617444066551,0.00013638114252518678,0.011696974704052614,0.00023030176350545973,0.003886763282124499,0.011696945173105301,1.8736995157982595e-05,0.0004244189667697692,0.00024284158265439878,1.1271579978647459e-05,4.066819198604626e-05,3.8248831524452e-21,4.235164736271502e-22,8.470329472543003e-22,8.470329472543003e-22,3.3881317890172014e-21,0.0,3.737054989085395e-25,1.3234889800848443e-23,1.0587911840678754e-22,8.470329472543003e-22,8.470329472543003e-22,0.0,2.117582368135751e-22,2.0679515313825692e-25,0.0,0.0,1.6940658945086007e-21,1.0587911840678754e-22,0.0,5.551115123125783e-17,5.293955920339377e-22,0.0,8.271806125530277e-25,0.0,0.0,0.0,4.534688027572464e-25,0.0,0.0,2.0679515313825692e-25,1.3552527156068805e-20,1.3552527156068805e-20,5.169878828456423e-26,2.0679515313825692e-25,5.421010862427522e-20,1.3552527156068805e-20,2.168404344971009e-19,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,4.336808689942018e-19,2.168404344971009e-19,0.0,1.3552527156068805e-20,2.0328790734103208e-20,4.235164736271502e-22,5.293955920339377e-23,0.0,1.0842021724855044e-19,0.0,1.0842021724855044e-19,0.0,1.3552527156068805e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,4.235164736271502e-22,2.168404344971009e-19,2.541098841762901e-21,5.421010862427522e-20,5.421010862427522e-20,1.550963648536927e-25,2.6469779601696886e-23
5,1.7994692926735743e-05,9.114888034559671e-12,6.571376919440979e-05,1.0714141151277385e-10,2.134325458864515e-05,4.1864122931198916e-05,5.747362797660435e-05,3.550491881901721e-11,4.1864927359942924e-05,1.799454831279086e-05,2.134151092290221e-05,1.7994128838821154e-05,5.747305956598246e-05,4.186439437110521e-05,2.1341705424630044e-05,3.083534701248425e-11,6.571296482364982e-05,4.1865667781580114e-05,5.747301562626509e-05,2.134129375607726e-05,6.571374284194929e-05,1.799497065577633e-05,6.571292661723758e-05,2.1341785290359193e-05,5.0834419504143806e-05,4.1864986571599905e-05,3.083078410934878e-11,4.657418514333071e-12,5.7473638560151205e-05,1.799470562565817e-05,2.189840886987119e-12,5.7473398143330096e-05,6.571385434392469e-05,4.485537559111455e-12,4.481241329260111e-11,3.865951119940514e-06,7.940081595111667e-07,9.329852223624492e-07,1.0562491265210636e-06,4.356975063437124e-06,2.502626808879783e-06,1.4703350709752372e-07,5.559563287712546e-09,9.330297153468803e-07,3.865648380268188e-06,2.346783829886832e-06,7.935224716790699e-07,4.3140961603713405e-06,9.188521042354989e-07,5.368813339444629e-06,5.369141080215453e-06,1.805039293378581e-05,2.3447456570214017e-06,0.00010023020967031009,1.1225021170482788e-11,8.192702177975547e-09,6.164106948224632e-05,1.4717765974507737e-07,3.193700311264579e-05,9.04357602318895e-05,1.7038147581690614e-05,3.1937501396475136e-05,4.356974927241589e-06,4.316880277788207e-06,1.0495938571618307e-06,9.188511446427235e-07,2.5026268014250243e-06,1.0164408291748675e-20,0.0,1.6940658945086007e-21,1.6940658945086007e-21,3.3881317890172014e-21,0.0,3.0790227206907617e-29,1.2924697071141057e-26,0.0,8.470329472543003e-22,8.470329472543003e-22,0.0,0.0,1.0097419586828951e-28,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,1.6940658945086007e-21,0.0,1.0587911840678754e-22,1.9703033703059178e-29,0.0,2.541098841762901e-21,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,3.3881317890172014e-21,0.0,6.776263578034403e-21,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,6.776263578034403e-21,1.6543612251060553e-24,0.0,0.0,1.3552527156068805e-20,2.0328790734103208e-20,2.0328790734103208e-20,3.308722450212111e-24,1.6940658945086007e-21,3.3881317890172014e-21,3.3881317890172014e-21,5.293955920339377e-23,1.6940658945086007e-21,0.0,8.470329472543003e-22,6.776263578034403e-21,1.0164395367051604e-20,6.462348535570529e-27,0.0
6,4.1309524080790215e-07,4.338274736198914e-14,4.408308629967931e-09,4.245991035612394e-14,5.691290921022826e-08,1.521287652415147e-07,8.59472082766386e-07,6.204865233099022e-14,1.521287200415734e-07,4.130952223183595e-07,5.691288465158588e-08,4.1309518872930694e-07,8.594719260072282e-07,1.5212873805592366e-07,5.6913009458268774e-08,4.136544378927636e-14,4.408307118260453e-09,1.5212875728409926e-07,8.594719251918338e-07,5.6912996019407894e-08,4.408292671138533e-09,4.130952363111621e-07,4.408307521112909e-09,5.6913009469129225e-08,6.932110222852938e-07,1.5212875736841012e-07,4.134612246628967e-14,8.184553200881808e-16,8.594720817859054e-07,4.130952542942361e-07,2.875467571867696e-15,8.594720826179947e-07,4.4083109970270256e-09,8.881251591301353e-16,9.142793268808372e-14,1.0260176870467577e-07,8.983825233088978e-09,2.5068877400705157e-08,1.7465784629391863e-09,3.5068053349115626e-09,6.643059425115774e-08,2.434307706674097e-09,7.57445744076435e-12,2.506884137557524e-08,1.0260177090236113e-07,5.286376418177998e-09,8.983817910318467e-09,9.58024983257623e-09,2.46287895058701e-08,4.322125923938845e-09,4.32212623565496e-09,6.118369480742856e-08,5.286376586647577e-09,1.1877921991271697e-08,2.994352589997648e-15,7.582685876485241e-12,6.964723143659025e-08,2.4344040351725193e-09,2.3060947635754124e-07,5.4709375942037136e-08,6.289673025466511e-07,2.3060946524911302e-07,3.5068054499685858e-09,9.580205967573453e-09,1.7465832370308087e-09,2.462878951283789e-08,6.643059422802835e-08,7.237830675383354e-23,0.0,0.0,0.0,5.293955920339377e-23,3.308722450212111e-24,7.703719777548943e-34,3.1554436208840472e-30,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,3.308722450212111e-24,4.930380657631324e-32,0.0,1.0339757656912846e-25,4.1359030627651384e-25,0.0,0.0,1.3234889800848443e-22,1.6543612251060553e-24,0.0,0.0,1.9852334701272664e-23,1.6543612251060553e-24,3.308722450212111e-24,7.703719777548943e-34,4.1359030627651384e-25,2.6469779601696886e-23,0.0,0.0,0.0,0.0,3.1554436208840472e-30,6.617444900424222e-24,0.0,5.293955920339377e-23,4.1359030627651384e-25,8.271806125530277e-25,0.0,6.617444900424222e-24,1.0587911840678754e-22,6.617444900424222e-24,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,0.0,6.617444900424222e-24,0.0,0.0,3.308722450212111e-24,1.3234889800848443e-23,6.617444900424222e-24,6.617444900424222e-24,0.0,6.617444900424222e-24,0.0,0.0,0.0,0.0,5.293955920339377e-23,3.308722450212111e-24,0.0,0.0,6.310887241768095e-30,0.0
7,2.4627762248521774e-08,6.668409618862801e-16,6.284515721632292e-08,5.627996209546968e-16,3.2054799838853905e-09,5.394332052952434e-09,8.909892165662518e-08,1.049577652307035e-16,5.39433167731933e-09,2.462776322383551e-08,3.2054790275344546e-09,2.462776335976839e-08,8.909891190633951e-08,5.39433125810966e-09,3.205478510627905e-09,9.323472843691308e-17,6.284515597702782e-08,5.394331562163376e-09,8.909891190896603e-08,3.2054781839269317e-09,6.284515746315286e-08,2.4627762295265353e-08,6.284515597659438e-08,3.2054785516959774e-09,5.448452753880557e-09,5.3943315349779956e-09,9.356923002178651e-17,8.398319041187248e-17,8.909892160177347e-08,2.4627762207931042e-08,1.0623571581887946e-16,8.90989217704734e-08,6.284515714465302e-08,5.83569947423714e-17,2.325775642919616e-15,7.050879419328066e-09,2.2200552824101742e-10,1.7398680372303494e-09,5.875386952635843e-11,3.338445066479e-09,4.561667730957717e-09,6.87260313932651e-11,3.634494950746359e-13,1.73986675135079e-09,7.05087970720123e-09,3.0244359940789135e-10,2.220051182841285e-10,5.404532094422312e-10,1.7093604605497816e-09,4.112645661708159e-09,4.112645930342305e-09,4.2099285462310556e-08,3.024435134691845e-10,4.643058814656125e-08,5.0352856086044775e-17,3.6380072740062646e-13,8.00491678809857e-09,6.872834365187453e-11,7.661724903832211e-08,4.990203256363572e-10,1.8283690226090538e-08,7.661724885823197e-08,3.3384450588416416e-09,5.404508418476607e-10,5.8755751585046e-11,1.7093604703552954e-09,4.561667722932254e-09,8.271806144019204e-24,1.6543612251060553e-24,6.617444900424222e-24,0.0,6.617444900424222e-24,4.1359030627651384e-25,0.0,1.8488927466117464e-32,1.0339757656912846e-25,1.0339757656912846e-25,2.0679515313825692e-25,1.0339757656912846e-25,0.0,1.5407439555097887e-33,0.0,1.0339757656912846e-25,0.0,5.169878828456423e-26,0.0,6.617444900424222e-24,1.0339757656912846e-25,5.169878828456423e-26,3.0814879110195774e-33,0.0,0.0,2.0679515313825692e-25,0.0,5.169878828456423e-26,1.3234889800848443e-23,1.9721522630525295e-31,5.169878828456423e-26,5.169878828456423e-26,0.0,1.9721522630525295e-31,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,0.0,0.0,0.0,1.6543612251060553e-24,3.308722450212111e-24,0.0,1.6543612251060553e-24,0.0,1.6543612251060553e-24,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,1.6543612251060553e-24,1.0339757656912846e-25,6.617444900424222e-24,3.308722450212111e-24,0.0,1.0339757656912846e-25
8,7.85589207874638e-08,1.064343923704562e-15,1.4060061183107106e-07,1.0788789625881269e-15,3.253575919524956e-08,5.5035970829219726e-08,1.3921044411908357e-08,1.444902582657354e-16,5.503596948044086e-08,7.855891940199459e-08,3.253577112773262e-08,7.855892298368022e-08,1.3921033606025915e-08,5.503596734944011e-08,3.253576676024495e-08,1.3141483600502567e-16,1.4060060943604776e-07,5.5035969940458124e-08,1.3921033331995242e-08,3.253576490066097e-08,1.406006119627794e-07,7.855892135924127e-08,1.4060060935585708e-07,3.2535766989076686e-08,2.7970178943506763e-08,5.5035968242075446e-08,3.126363030275022e-17,9.491213980115723e-17,1.3921044493281257e-08,7.855892074725081e-08,6.341974598315125e-16,1.3921044615582392e-08,1.406006118162307e-07,1.2167831971075123e-16,2.6423341976347904e-15,1.8469891706595372e-08,2.7989361048859543e-09,4.6029828026259355e-09,8.154793415560519e-11,7.50938861748139e-09,1.1938485722289167e-08,8.034708409425476e-11,2.3016800644876597e-12,4.6029817466412355e-09,1.8469891213815932e-08,2.5047525885323696e-09,2.798935039520098e-09,4.3992662178442254e-09,4.522351024596942e-09,9.24706947049523e-09,9.247069664841076e-09,2.6586621082768053e-08,2.5047541231033416e-09,3.1017204454094566e-08,7.212121029345749e-16,2.3040242705826117e-12,2.8282406180206384e-08,8.034582645452393e-11,3.2926058417299e-08,6.057157138993782e-09,4.5764841971058653e-08,3.292605777399343e-08,7.509388597306044e-09,4.399265432207239e-09,8.154495185845228e-11,4.5223510128510186e-09,1.1938485734602757e-08,1.7370792842043166e-23,0.0,6.617444900424222e-24,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,2.1570415377137042e-32,0.0,8.271806125530277e-25,0.0,2.0679515313825692e-25,8.271806125530277e-25,0.0,0.0,2.0679515313825692e-25,1.3234889800848443e-23,0.0,4.1359030627651384e-25,0.0,8.271806125530277e-25,1.0339757656912846e-25,0.0,4.963083675318166e-24,4.1359030627651384e-25,4.1359030627651384e-25,1.232595164407831e-32,1.0339757656912846e-25,6.617444900424222e-24,1.9721522630525295e-31,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,3.944304526105059e-31,3.308722450212111e-24,9.926167350636332e-24,0.0,0.0,3.308722450212111e-24,6.617444900424222e-24,1.6543612251060553e-24,4.1359030627651384e-25,4.1359030627651384e-25,0.0,2.0679515313825692e-25,8.271806125530277e-25,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.2311742677852644e-27,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,4.963083675318166e-24,0.0,2.0679515313825692e-25
9,7.250980715032813e-08,1.192711153855492e-15,1.6080442389030752e-08,1.2459909324786725e-15,1.7435510594354748e-08,3.633983248812036e-08,1.8271912014045525e-08,2.73264505035441e-16,3.6339832301212333e-08,7.250980572212423e-08,1.7435516976411978e-08,7.250980761692781e-08,1.827190193446376e-08,3.633983067069893e-08,1.7435513213743105e-08,7.011868852577177e-17,1.608044079545545e-08,3.633983131799052e-08,1.827190183932196e-08,1.743551207856033e-08,1.6080442462538895e-08,7.250980710286357e-08,1.6080440776381135e-08,1.7435513295291136e-08,1.0902772589414809e-07,3.6339831225386284e-08,5.552763284744461e-17,5.067341425571317e-17,1.8271912064287145e-08,7.250980714189949e-08,2.0330019889664651e-16,1.8271912064465482e-08,1.608044241390839e-08,4.361998888964917e-17,3.0080548707874886e-15,1.6918926759200915e-08,4.6140223568588084e-09,4.25862991760375e-09,2.0423801180103098e-10,5.165603319651385e-09,1.0924412366041319e-08,3.1439550140348234e-10,7.289145290761755e-13,4.258628936915904e-09,1.6918926806883966e-08,1.2547291533672533e-09,4.614021649120333e-09,2.1574134409971715e-09,4.184118858009558e-09,6.358790673103516e-09,6.35879090418904e-09,3.0452342726144415e-08,1.254729743320027e-09,9.913898844940255e-08,2.1201337538845552e-16,7.289287971739719e-13,2.061197080250308e-08,3.1439042145072295e-10,1.7596302094268363e-08,1.692390207843667e-08,5.8099475154283755e-08,1.7596299352621682e-08,5.165603321862305e-09,2.1574113279139496e-09,2.0423656498189887e-10,4.184118879830315e-09,1.092441238130178e-08,1.8488927466117464e-32,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,4.1359030627651384e-25,0.0,1.8488927466117464e-32,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,8.271806125530277e-25,0.0,4.1359030627651384e-25,2.0679515313825692e-25,0.0,1.0339757656912846e-25,2.0679515313825692e-25,1.3234889800848443e-23,4.1359030627651384e-25,2.0679515313825692e-25,9.244463733058732e-33,0.0,0.0,0.0,0.0,1.0339757656912846e-25,9.926167350636332e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,3.944304526105059e-31,1.9721522630525295e-31,0.0,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,1.9721522630525295e-31,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,1.6543612251060553e-24,0.0,3.2311742677852644e-27,2.0679515313825692e-25,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,3.2311742677852644e-27,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,4.1359030627651384e-25,0.0,3.308722450212111e-24,4.1359030627651384e-25,6.617444900424222e-24,1.3234889800848443e-23,0.0,1.0339757656912846e-25
