,Y3Z5,Y5Z3,Y0Z5,Y5Z0,Y1Z0,Y0Z1,Y2Z3,Y3Z2,Y4Z2,Y2Z4,Y2Z5,Y5Z2,Y4Z1,Y1Z4,Y0Z3,Y3Z0,Y4Z5,Y5Z4,Y4Z0,Y0Z4,Y1Z3,Y3Z1,Y1Z5,Y5Z1,Y1Z2,Y2Z1,Y2Z0,Y0Z2,standard_x,Y4Z3,Y3Z4,X0X2,X1X5,X2X5,X0X3,X3X4,Y0Y2,X4X5,Y1Y5,Y3Y4,X1X2,X1X3,X0X4,X0X5,Y2Y5,X3X5,Y0Y3,X2X3,X5,Y3Y5,Y4Y5,X1X4,Y1Y2,Y1Y3,Y0Y5,Y0Y4,X2X4,X3,X0,X0X1,X2,Y2Y3,Y1Y4,Y0Y1,X1,X4,Y2Y4,Y3,X3Y0,X2Y0,X0Y4,standard_y,X2Y1,Y4,Y2,Y1,X5Y0,X4Y0,X3Y4,X1Y5,X1Y3,Y5,X5Y2,X4Y5,X4Y1,X3Y5,X3Y2,X2Y3,X0Y5,X1Y4,X1Y2,X5Z1,X4Z2,X4Z1,X3Z1,X3Z0,X2Z1,X0Z5,X2Z4,X5Z3,X5Z0,X4Z5,X4Z0,X3Z5,X3Z2,X2Z3,X2Z0,X1Z3,X0Z3,X5Z4,X5Z2,X2Z5,X1Z5,X1Z2,X4Z3,X3Z4,Y0,X5Y4,X5Y3,X5Y1,X4Y3,X4Y2,X3Y1,X2Y5,X2Y4,X1Z4,X1Z0,X1Y0,X0Z4,X0Z2,X0Z1,X0Y3,X0Y2,X0Y1
0,0.9895066030591743,0.9894253389717611,0.9587354979636673,0.9586557413517569,0.9134919971115016,0.9134018782289609,0.9116672520209246,0.9116628651095061,0.8784081801833942,0.8783228116783646,0.7235282427797172,0.7234653398368311,0.5772641783690065,0.5772628619101663,0.5558941794113099,0.5558935882674594,0.5487801481133312,0.5486791072211512,0.4829147232015809,0.4828659796689988,0.4463982581017337,0.44635374359377006,0.38200760984378834,0.3819381454936279,0.3803006471464045,0.3802645536275413,0.13743104221834995,0.13743052702800107,0.1309984791960484,0.05599326179978986,0.055987550461411184,0.04567333680161216,0.04235226038424808,0.041125008707767516,0.04019344094996469,0.039584190531537805,0.03944585676309453,0.03909826184640351,0.038193505294305194,0.03740487085209685,0.03658778986763571,0.03581578257272797,0.03491460962503251,0.033461631811992756,0.033229123891610146,0.03233320209855431,0.030181313517437053,0.029501205227342724,0.028700048411064508,0.02788494025671516,0.027493393427330884,0.02633970085610491,0.02632361646546863,0.025301719444733195,0.025275240832059745,0.024110100606657636,0.023897691139248455,0.02322687419368598,0.023156001334435725,0.023041519781576682,0.022906175879281898,0.02023204590600122,0.020200725302736623,0.018914459420317338,0.01658068816311921,0.016428691214461097,0.014684541618248878,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.3010426069826053e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002451808977229573,0.0025004343783706995,0.40277080698656575,0.0024180023789469613,0.9134689858559217,0.9134656455225136,0.18816077977291684,0.002267078420558972,0.8783170818873851,0.8784607181456797,0.188148499203903,0.0018686767006086298,0.5771866344943546,0.5772270067314258,0.40274972322280805,0.0013999057974856417,0.492711185099591,0.0013783040340324137,0.48284658578307943,0.48287859387940857,0.06441727995097174,0.0011270130067034612,0.06439968874668811,0.0009975747084027611,0.38027556194186424,0.3803111515139681,0.13744992826512953,0.13743656245137426,0.08082824447984993,0.49269117609485724,0.00014202825199206826,0.02855837639816148,0.0071272417296183235,0.007568098449856623,0.0075765906512624956,0.006986688736318176,0.018906938090095506,0.006967405061116601,0.005229847324624204,0.005709043659751544,0.025403137887019055,0.00682847114893414,0.031531212173060555,0.006395042624975462,0.006247765010208255,0.005936723199754957,0.0061326833628965235,0.0064134855075747435,0.007085831018969013,0.005956334582750616,0.004254223174254106,0.029045692244709098,0.016354980880746606,0.005082575100416565,0.004941894094427499,0.02294113831502655,0.012690627029493718,0.006958650693582965,0.016938701385149163,0.012260981088947976,0.012116040829884073,0.005722829359537694,0.020015262182536755,0.008379019030217696,0.017057166639145853,0.02067185391311887,0.006357308757507138,3.2526065174565133e-19,4.336808689942018e-19,0.0,1.1102230246251565e-16,2.7972416050126014e-17,8.326672684688674e-17,5.551115123125783e-17,0.0,2.7755575615628914e-17,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.0842021724855044e-19,0.0,1.3877787807814457e-17,2.168404344971009e-19,0.0,1.0842021724855044e-19,4.163336342344337e-17,2.0816681711721685e-17,0.0,8.673617379884035e-19,1.734723475976807e-18,8.673617379884035e-19,2.168404344971009e-19,0.0,0.0,0.0,2.168404344971009e-19,0.0,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,2.168404344971009e-19,3.2526065174565133e-19,4.336808689942018e-19,8.267041565201971e-19,0.0,1.6263032587282567e-19,0.0,1.0842021724855044e-19,2.574980159653073e-19,4.336808689942018e-19,8.673617379884035e-19,8.131516293641283e-20,5.551115123125783e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.734723475976807e-18,8.673617379884035e-19,1.9290275401210233e-17,0.0,2.168404344971009e-19,1.734723475976807e-18,0.0,2.7755575615628914e-17,1.2712217532833336e-17
2,0.00029353655865693143,0.0002953178576685551,0.00023006993494560928,0.00018644633535915066,0.000544676551220515,0.0005389695406582396,0.1881258768804795,0.0002772721829926963,0.8784924682470516,0.8785020590150558,0.1881237864352615,0.00023474341253442842,0.0943505198446149,0.00034407792586508965,0.0002301965734359915,6.21617771931686e-05,0.4928310892947433,0.000161276445557031,0.0943493300359784,0.0002847707238940176,4.847527510000229e-05,6.119217922228928e-05,5.121303068220245e-05,0.00018755846428764348,0.00022651117717434826,0.24287713217564338,0.24287658958607833,8.06757822072886e-05,0.010190940565503525,0.4928245984084853,1.9388575395610622e-05,0.0005390584150440007,0.0013259364100635983,0.004574791978033724,0.0013260131090201029,0.0040247285701193476,2.7395184688705062e-05,0.004155290357845894,0.0017982338533478548,0.0028478701478076916,9.499597432036501e-05,0.0008841004850599578,0.0005352006318335386,0.000884389480810575,0.0036362700731301977,0.004666304989095692,0.0017980073218922627,0.003605203083360399,0.004215101912842564,0.00466724460413866,0.0018181706718908763,0.00010036256040204961,5.363548534718567e-05,0.0017986457916075805,0.0017987897664811356,0.0006353626713929849,0.003744083552582755,0.003969715623212002,0.0005223881084878247,0.002299132044332958,0.008935115202667668,0.003245467274868797,0.0006244342023046345,0.0022989215649277086,0.00010153430035446184,0.01006456530773271,0.0022898979954779144,2.0328790734103208e-20,0.0,0.0,2.710505431213761e-20,4.8565481063772564e-17,5.421010862427522e-20,2.0816681711721685e-17,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,0.0,0.0,2.710505431213761e-20,2.7755575615628914e-17,3.3881317890172014e-21,0.0,3.3881317890172014e-21,1.3552527156068805e-20,1.3552527156068805e-20,0.0,1.0842021724855044e-19,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,2.168404344971009e-19,0.0,5.421010862427522e-20,0.0,3.2526065174565133e-19,4.336808689942018e-19,3.2526065174565133e-19,8.673617379884035e-19,0.0,0.0,0.0,0.0,3.2526065174565133e-19,0.0,3.3881317890172014e-21,1.6263032587282567e-19,1.3552527156068805e-19,0.0,0.0,0.0,0.0,6.776263578034403e-21,1.3877787807814457e-17,0.0,2.710505431213761e-20,2.7755575615628914e-17,2.0328790734103208e-20,5.759824041329242e-20,6.871356261253499e-19,6.776263578034403e-21,3.3881317890172014e-21,0.0,0.0,1.3552527156068805e-20,6.871091563457482e-19
3,0.00015899226534299627,0.00016623248929157182,3.8341579444719206e-06,0.00010920076594715778,6.520147353807172e-06,1.8508201619309164e-06,0.0011601291595598967,0.00013874312709722666,0.005429872564237735,0.0054176727307918195,0.0011613558828154841,2.377196991261105e-05,0.0005975398030100928,7.039114894018246e-06,3.87561736696541e-06,3.0028470868520134e-05,0.0030603715536423317,2.6577016040938593e-05,0.0005975608954268701,6.1053235290745625e-06,8.545872498229085e-06,3.0058990975029242e-05,7.691933872757579e-06,0.00010853305965805599,7.443808021325256e-06,0.001511318357069187,0.0015114478433372793,6.847117184583415e-06,0.007334729644637324,0.0030614336753637594,0.00014252386429261998,0.000181884324979828,0.0007416127793871759,0.001563452613488931,0.0007416287807647309,0.0015654060964286523,0.0003791620069083512,0.0008301605240045003,0.001004589551055425,0.002008565398409912,0.00014832386646904501,0.0004951810373399663,0.00014992200857694328,0.000495158511594801,0.002006716224213766,0.009062038557084089,0.001004456229172309,0.0008320599156098254,0.0015190772301269108,0.009062136969449021,0.00201277549812451,0.00018024551335111497,0.00037993235234826334,0.001004711508736134,0.0010048114772185008,0.00038081596273455945,0.0059407034375624,0.0011650474562640402,0.0003535187568583617,0.003368846075033201,0.0027198532224822344,0.0020090044429608425,0.00038111654207133457,0.003368856701781479,0.000568637959742073,0.002852908452364574,0.005943645957669402,1.0164395367051604e-20,3.3881317890172014e-21,0.0,1.6940658945086007e-21,1.2536087619363645e-19,0.0,0.0,1.0842021724855044e-19,2.117582368135751e-22,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,6.776263578034403e-21,5.082197683525802e-21,1.6940658945086007e-21,8.470329472543003e-22,2.7755575615628914e-17,8.470329472543003e-22,1.6940658945086007e-21,0.0,1.2705494208814505e-21,4.235164736271502e-22,1.0842021724855044e-19,0.0,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,0.0,0.0,0.0,2.168404344971009e-19,1.0842021724855044e-19,0.0,2.168404344971009e-19,5.421010862427522e-20,1.0842021724855044e-19,1.3552527156068805e-20,0.0,5.421010862427522e-20,2.710505431213761e-20,6.776263578034403e-21,6.776263578034403e-21,1.3552527156068805e-20,2.710505431213761e-20,1.3552527156068805e-20,1.0842021724855044e-19,1.0842021724855044e-19,2.117582368135751e-22,3.3881317890172014e-21,0.0,1.6940658945086007e-21,0.0,1.3877787807814457e-17,8.470329472543003e-22,2.541098841762901e-21,2.7755575615628914e-17,5.421010862427522e-20,0.0,1.237320694281537e-17,2.710505431213761e-20,2.710505431213761e-20,0.0,3.3881317890172014e-21,0.0,1.2373208027076286e-17
4,0.0001230694693784563,0.005170812318673393,0.0012260523879953462,0.006425839940504056,0.0027504506373110227,0.0013127520926124057,0.005686953921283837,0.00024938296233622333,0.016662922153822854,0.015293100155785123,0.005800168930705103,0.004285680338998394,0.009673136722080028,0.0018113968797960262,0.0012592358189546643,0.0010173723547154123,0.01523483265360432,0.004295587376300104,0.009672614051079954,0.002512667490241407,0.003131199311668562,0.0010396388568391837,0.003101932863470387,0.006398035379459627,0.0018211876007450246,0.009297649387669629,0.009299223701611433,0.002519078359417953,0.025150574132986516,0.015307040493810667,0.00034150873365506804,0.001044875679851918,0.0048322881904818114,0.01953859316019598,0.0100237770744657,0.015904688982358986,0.0008762044601434433,0.015916143246333895,0.004895185573107502,0.015743219563575037,0.00121923126364269,0.010516578659691874,0.0004152883030748519,0.0029227215236133945,0.012540193710173241,4.647655485539707e-05,0.003097238424744438,0.008776031829403088,0.007820949759580004,6.610731850121754e-06,0.0010877583708342338,0.0008976368635818857,0.0012374842779031285,0.0005169832669617869,0.001459300695101229,0.00042176108131327175,0.0675412356190182,0.016524464563143784,0.0032234456460775696,0.055168969389661315,0.004598663936026407,0.004033879467463692,0.0006734220364526305,0.05514553770969423,0.0004603225334161248,0.00264070063362769,0.06755280522580247,2.168404344971009e-19,8.673617379884035e-19,1.0842021724855044e-19,2.710505431213761e-20,2.168404344971009e-19,5.421010862427522e-20,0.0,0.0,4.336808689942018e-19,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,0.0,4.336808689942018e-19,0.0,0.0,0.0,6.938893903907228e-18,5.421010862427522e-20,5.421010862427522e-20,6.776263578034403e-21,1.1858461261560205e-20,1.0587911840678754e-20,8.673617379884035e-19,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,8.673617379884035e-19,8.673617379884035e-19,2.168404344971009e-19,0.0,3.7947076036992655e-19,2.710505431213761e-19,2.168404344971009e-19,8.673617379884035e-19,1.0842021724855044e-19,4.336808689942018e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.168404344971009e-19,1.6263032587282567e-19,2.0328790734103208e-20,2.168404344971009e-19,3.7947076036992655e-19,0.0,4.336808689942018e-19,6.938893903907228e-18,1.0842021724855044e-19,8.673617379884035e-19,2.7755575615628914e-17,2.168404344971009e-19,0.0,8.326672684688674e-17,3.3881317890172014e-20,5.421010862427522e-20,3.732629042895656e-18,0.0,0.0,0.0,0.0,0.0,3.73269583773012e-18
5,0.005012554013738129,0.008121144271665525,0.0015278579227574647,0.007946010976203179,0.0006713987362880092,0.0043713227842120984,0.004441797010129233,0.005097817016644633,0.0029194461663521825,0.0027026529495387647,0.004381930662773082,0.008318275743878731,0.0025921381842561484,0.0013309843819305947,0.0015525911998462813,0.011096046239807145,0.003402485172687522,0.008305657785271515,0.0025962370659344215,0.0013802265704001638,0.0009378091779981416,0.011112317851390326,0.0008665612340376059,0.007964119011122135,0.0013250685583431872,0.0011842272128388357,0.0011797402094836323,0.0013793659994341418,0.05784273766584254,0.0034784027039203697,0.0052175018511750665,0.0006421357463156693,0.005242764695989378,0.015721372194575284,0.013462461798015702,0.02349221802317187,0.00024044699101440385,0.011904677452707846,0.00558350722714283,0.023361209228153136,0.00119119189455405,0.010356496216495514,0.0009434132609808028,0.0005949089229011102,0.014410515588589475,0.09076644389386546,0.0041811647836799155,0.0033725819888452933,0.013474444447094695,0.0906894899045664,0.007208988285010328,0.0016468951670032352,0.0005988714598122241,0.0011104280012219194,0.00016292267970098573,9.348071111058983e-05,0.0004064057243458623,0.013308059563614402,0.002335877191179234,0.24067762550013905,0.010812450728199724,0.0038327278791464767,4.659743618624907e-05,0.24068248679600684,0.0023728622260252305,0.01553904350972925,0.0004896166596829242,8.673617379884035e-19,2.168404344971009e-19,2.710505431213761e-20,1.0842021724855044e-19,1.0842021724855044e-18,2.710505431213761e-20,2.168404344971009e-19,0.0,0.0,2.168404344971009e-19,0.0,0.0,2.168404344971009e-19,4.336808689942018e-19,0.0,1.734723475976807e-18,4.336808689942018e-19,4.0657581468206416e-20,6.938893903907228e-18,8.673617379884035e-19,0.0,0.0,2.710505431213761e-20,2.710505431213761e-20,0.0,0.0,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,1.0842021724855044e-19,1.3010426069826053e-18,0.0,0.0,8.673617379884035e-19,8.673617379884035e-19,0.0,2.168404344971009e-19,4.336808689942018e-19,8.673617379884035e-19,8.673617379884035e-19,0.0,0.0,1.734723475976807e-18,4.336808689942018e-19,2.168404344971009e-19,0.0,8.673617379884035e-19,0.0,4.336808689942018e-19,4.336808689942018e-19,0.0,2.168404344971009e-19,6.505213034913027e-19,0.0,1.0842021724855044e-19,1.734723475976807e-18,0.0,4.336808689942018e-19,2.168404344971009e-19,1.5979842490125378e-18,5.421010862427522e-20,5.421010862427522e-20,0.0,4.336808689942018e-19,0.0,1.5981886983331577e-18
6,6.740509092035085e-05,0.00011182292012725271,6.259587271328721e-05,0.00011176481818744361,0.00011430408198036196,6.254908344824982e-05,7.19449482928268e-05,6.755023918557535e-05,0.00012805053521773027,7.192954791831258e-05,7.192391145021075e-05,0.00011183534012389873,0.0001280856191185039,0.0001144107642330463,6.259699680336052e-05,6.756011785490166e-05,0.00012833556152651754,0.0001118205425644679,0.00012800539629096285,6.266675534362964e-05,0.00011425127881328455,6.755052416294757e-05,0.00011425017183043271,0.00011175767632350226,0.00011441805016079151,7.184795946427952e-05,7.18168646539328e-05,6.26385311138804e-05,0.0008462110242369071,0.0001283258976308326,6.752057174885115e-05,2.6516210004359803e-05,8.359898280405455e-05,8.100299088357568e-05,5.7678739767932336e-05,0.00025936969844705753,2.6546568984515414e-05,3.444908399079084e-05,8.364203697045516e-05,0.00025942557690188225,0.0001475689552255272,2.288235425216563e-05,0.00017532764177218837,2.1549105393757405e-06,8.100373263514963e-05,0.00443206020275477,5.768321010198985e-05,9.561299617143994e-06,0.0001742307670350784,0.004432048164522712,3.4940167792627714e-05,0.00019559586281402282,0.0001475753790721425,2.2605686025584245e-05,1.987317497236265e-06,0.0001753142515732788,0.00046462779256339996,8.002726558615247e-05,0.00045156832675531926,4.5484996726402606e-05,3.926456159301616e-05,9.696888680222869e-06,0.00019542436589430333,4.548054998965458e-05,0.00039072157707935307,0.0002110723506259799,0.0004646052850107705,6.776263578034403e-21,3.3881317890172014e-21,3.3881317890172014e-21,0.0,3.049318610115481e-20,1.3552527156068805e-20,0.0,1.3552527156068805e-20,3.3881317890172014e-21,4.235164736271502e-22,0.0,6.776263578034403e-21,0.0,0.0,6.776263578034403e-21,3.3881317890172014e-21,1.6940658945086007e-21,8.470329472543003e-22,2.168404344971009e-19,0.0,8.470329472543003e-22,0.0,8.470329472543003e-22,6.776263578034403e-21,1.3552527156068805e-20,0.0,2.710505431213761e-20,1.3552527156068805e-20,1.3552527156068805e-20,1.0164395367051604e-20,2.710505431213761e-20,0.0,1.3552527156068805e-20,1.3552527156068805e-20,1.3552527156068805e-20,2.710505431213761e-20,1.3552527156068805e-20,0.0,3.3881317890172014e-21,1.0164395367051604e-20,1.3552527156068805e-20,2.710505431213761e-20,1.3552527156068805e-20,1.3552527156068805e-20,3.3881317890172014e-21,5.421010862427522e-20,1.3552527156068805e-20,1.3552527156068805e-20,6.776263578034403e-21,0.0,0.0,1.0842021724855044e-19,6.776263578034403e-21,6.776263578034403e-21,1.3552527156068805e-20,8.470329472543003e-22,3.3881317890172014e-21,1.3552527156068805e-20,0.0,2.710505431213761e-20,1.6880404261156343e-23,0.0,0.0,2.710505431213761e-20,0.0,0.0,1.7214946612513766e-23
7,2.491215107900964e-06,3.0807712825003593e-06,1.4097781303224572e-05,3.080607277640414e-06,1.4625722283618603e-05,1.4092759580365562e-05,1.1684445586972143e-05,2.4911940620384797e-06,2.9555731621691918e-05,1.168960688082168e-05,1.1684492538722297e-05,3.0807581926665757e-06,2.9557471723991678e-05,1.4633635150293888e-05,1.4097772944456995e-05,2.4901633045513246e-06,2.9555410835406714e-05,3.0809011480133958e-06,2.955756222937049e-05,1.4101075881095104e-05,1.4630215082850676e-05,2.4900857939273348e-06,1.4630219679566862e-05,3.0804957942767466e-06,1.463363168414057e-05,1.1685462321031316e-05,1.1685445799693236e-05,1.4101144061704988e-05,4.051050598551694e-05,2.9555398729807988e-05,2.4912642006399693e-06,6.155580771336457e-07,3.999769717248954e-06,3.823313208697507e-06,2.779768947667004e-06,1.2223391137773733e-05,6.165277103354874e-07,1.6337543797676888e-06,3.999817430536896e-06,1.2223386967987321e-05,3.2810507142e-06,1.0405400686816425e-06,4.0088784282968215e-06,9.805820582117062e-08,3.823007262263163e-06,2.946689438621623e-06,2.7801932578462677e-06,4.484220747189672e-07,6.680900034045052e-06,2.9467022633166204e-06,1.6331569892682816e-06,4.4772031486132875e-06,3.2817949810319907e-06,1.041727043612344e-06,9.978243087924504e-08,4.006778174695763e-06,0.00013548268756954348,1.6941648235366606e-06,1.536712121974427e-05,1.583447775597169e-06,1.4032848994191497e-06,4.462971104469081e-07,4.475179454628714e-06,1.5834559883510216e-06,1.7066215428115968e-05,1.7855519094657552e-05,0.00013548254059904847,2.117582368135751e-22,0.0,5.293955920339377e-23,2.6469779601696886e-23,2.117582368135751e-22,1.0587911840678754e-22,0.0,0.0,4.235164736271502e-22,0.0,0.0,4.235164736271502e-22,1.0587911840678754e-22,0.0,0.0,1.0587911840678754e-22,0.0,5.293955920339377e-23,4.235164736271502e-22,5.293955920339377e-23,2.6469779601696886e-23,0.0,2.6469779601696886e-23,1.0587911840678754e-22,4.235164736271502e-22,3.3881317890172014e-21,0.0,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,0.0,4.235164736271502e-22,4.235164736271502e-22,3.3881317890172014e-21,0.0,2.117582368135751e-22,0.0,1.0587911840678754e-22,2.117582368135751e-22,8.470329472543003e-22,0.0,0.0,4.235164736271502e-22,0.0,8.470329472543003e-22,8.470329472543003e-22,3.3881317890172014e-21,1.0587911840678754e-22,0.0,1.0587911840678754e-22,4.235164736271502e-22,2.117582368135751e-22,0.0,6.776263578034403e-21,5.293955920339377e-23,1.0587911840678754e-22,6.776263578034403e-21,0.0,8.470329472543003e-22,1.3377395612561372e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,4.235164736271502e-22,0.0,1.3377365986497187e-21
8,1.913000238288775e-08,5.61421780270526e-08,7.481974569340835e-08,5.614216955972462e-08,1.2453460170136417e-07,7.481966780072953e-08,1.3580483358449846e-09,1.9130001128632826e-08,5.47117640955055e-08,1.3580286397890762e-09,1.3580489231502895e-09,5.6142165404325576e-08,5.4711780000215375e-08,1.2453462987411982e-07,7.481974592146171e-08,1.9129999952476343e-08,5.471176685402157e-08,5.614216503264309e-08,5.47118043275681e-08,7.481969226443995e-08,1.2453468384942355e-07,1.913000051116387e-08,1.2453468376115295e-07,5.614216894348959e-08,1.245346270592972e-07,1.3580893367966425e-09,1.358100107741609e-09,7.481969719325723e-08,2.063195460205789e-07,5.471176761033685e-08,1.9130002071287256e-08,1.7850337265907838e-08,1.4310759365182057e-08,1.3404944690045808e-08,9.975468852869665e-09,4.298548399065399e-08,1.7850279215062013e-08,5.738852616665449e-09,1.4310758769712587e-08,4.298548374574807e-08,9.012904817083362e-08,3.506123727295035e-09,1.1412808550315706e-07,3.515367679445305e-10,1.3404940804556335e-08,4.377766030045624e-08,9.975474429579625e-09,1.5377857309783767e-09,4.977932354450398e-08,4.377765828718669e-08,5.738844401292216e-09,1.274814226159604e-07,9.012911657502644e-08,3.5061377226177882e-09,3.515437695615761e-10,1.1412801945649188e-07,5.128737211049831e-08,4.765353900867795e-08,2.3219566054783492e-07,1.1155988743766489e-07,5.2537910137777196e-08,1.5377605646748508e-09,1.2748141682929023e-07,1.1155988711340122e-07,1.5310379762204657e-07,2.900913945834346e-08,5.1287366779101784e-08,3.308722450212111e-24,0.0,0.0,4.0389678347315804e-28,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,0.0,0.0,5.169878828456423e-26,2.0194839173657902e-28,8.271806125530277e-25,1.2407709188295415e-24,2.0679515313825692e-25,3.308722450212111e-24,2.0679515313825692e-25,4.1359030627651384e-25,8.271806125530277e-25,6.617444900424222e-24,0.0,1.0339757656912846e-25,0.0,1.6543612251060553e-24,9.926167350636332e-24,3.308722450212111e-24,1.6543612251060553e-24,0.0,0.0,0.0,9.926167350636332e-24,1.3234889800848443e-23,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,9.926167350636332e-24,1.3234889800848443e-23,2.6469779601696886e-23,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.9852334701272664e-23,6.617444900424222e-24,1.6543612251060553e-24,3.308722450212111e-24,0.0,0.0,0.0,4.1359030627651384e-25,1.6543612251060553e-24,5.293955920339377e-23,2.0679515313825692e-25,0.0,0.0,2.6469779601696886e-23,1.3234889800848443e-23,7.103939602253115e-25,0.0,0.0,0.0,0.0,0.0,7.103940726996202e-25
9,9.08394449389152e-09,7.753715081706952e-09,2.4292665249681006e-09,7.753711946130665e-09,2.1813149127069367e-08,2.429268736455997e-09,1.7484625861765574e-08,9.083944292801472e-09,4.466260975698094e-09,1.748462548283422e-08,1.7484624123181636e-08,7.753713778268818e-09,4.466264561235352e-09,2.1813149335838203e-08,2.4292657657610507e-09,9.083942209685523e-09,4.4662618122910875e-09,7.753715310521067e-09,4.466265550306903e-09,2.4292670330253527e-09,2.181314885244399e-08,9.083942086440389e-09,2.1813149203871648e-08,7.753711409006281e-09,2.1813149301957196e-08,1.7484610006559465e-08,1.7484608783750535e-08,2.429266487211923e-09,1.0005247099677205e-07,4.4662616253192276e-09,9.083942644575336e-09,4.868819856250028e-09,2.6461555796921945e-08,2.4376115881640916e-08,1.849889945494834e-08,7.824172602417664e-08,4.868829918414899e-09,1.0468351915287885e-08,2.6461555795485026e-08,7.824172618902581e-08,2.33665943832444e-08,6.137546708850963e-09,3.0563374227502264e-08,6.395297012130832e-10,2.4376115896587743e-08,1.3621173498347906e-08,1.8498903056632697e-08,2.753729802420357e-09,2.5026009715049598e-08,1.3621173576999359e-08,1.0468353340189427e-08,3.421915244249645e-08,2.336659526511854e-08,6.1375502520304354e-09,6.395344906136459e-10,3.056336692452925e-08,1.5985272581197813e-09,1.4786257599084379e-08,6.956729424162601e-09,4.209929481019568e-08,1.855811217948019e-08,2.7537309157753803e-09,3.421914397977704e-08,4.2099294378427904e-08,6.883676799100758e-08,5.305683787704727e-08,1.5985282765872133e-09,8.271806125530277e-25,0.0,4.1359030627651384e-25,1.0339757656912846e-25,6.203854594147708e-25,8.271806125530277e-25,8.271806125530277e-25,3.308722450212111e-24,0.0,2.0679515313825692e-25,0.0,1.6543612251060553e-24,0.0,1.2407709188295415e-24,8.271806125530277e-25,0.0,4.1359030627651384e-25,2.0679515313825692e-25,1.6543612251060553e-24,0.0,4.1359030627651384e-25,1.0339757656912846e-25,4.1359030627651384e-25,1.6543612251060553e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,0.0,8.271806125530277e-25,0.0,1.6543612251060553e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,8.271806125530277e-25,0.0,0.0,6.617444900424222e-24,4.1359030627651384e-25,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,0.0,2.0679515313825692e-25,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,4.1359030627651384e-25,8.271806125530277e-25,0.0,6.617444900424222e-24,1.1091360569135632e-24,8.271806125530277e-25,0.0,0.0,1.6543612251060553e-24,0.0,1.1091360569135632e-24
