,Y0Z2,Y2Z0,Y2Z4,Y4Z2,Y1Z4,Y4Z1,Y3Z4,Y4Z3,Y5Z4,Y4Z5,Y5Z1,Y1Z5,Y5Z0,Y0Z5,Y1Z0,Y0Z1,Y3Z1,Y1Z3,Y0Z4,Y4Z0,Y1Z2,Y2Z1,Y5Z2,Y2Z5,Y3Z0,Y0Z3,standard_x,Y3Z2,Y2Z3,Y3Z5,Y5Z3,X0X4,Y0Y4,X2X4,X1X2,X4X5,X4,X2X5,X2X3,Y1Y2,X1X4,X0X1,Y2Y5,X3X4,X0X3,X0X5,Y2Y3,X1X3,Y1Y4,X2,X3X5,X1X5,Y1Y3,Y1Y5,Y4Y5,Y3Y5,Y0Y1,Y2Y4,X0,X0X2,X1,Y0Y5,X5,Y0Y2,Y0Y3,Y3Y4,X3,standard_y,Y4,X2Y4,X2Y1,X5Y2,Y2,X5Y4,X3Y4,X2Y0,X1Y4,X0Y5,Y5,Y1,Y0,X5Y3,X4Y5,X3Y5,X3Y2,X3Y0,X1Y5,X1Y2,X0Y2,X4Y1,X1Y3,X1Y0,X0Y1,X4Z3,X4Z0,X4Z1,X2Z4,X2Z1,X0Z1,X3Z0,X4Z2,X2Z0,X5Z4,X3Z4,X2Z5,X1Z5,X1Z4,X1Z3,X0Z4,X0Z2,X1Z2,X5Z2,X0Z5,X0Z3,X2Z3,X3Z5,X5Z3,Y3,X5Z1,X5Z0,X5Y1,X5Y0,X4Z5,X4Y3,X4Y2,X4Y0,X3Z2,X3Z1,X3Y1,X2Y5,X2Y3,X1Z0,X0Y4,X0Y3
0,0.9500797827837623,0.9500238712897096,0.8470109940207893,0.8469049575692573,0.8406679773925103,0.8404991412302004,0.7891783763560629,0.7889646230027112,0.659034425631009,0.6588697713467415,0.4896649544506486,0.48964095410306196,0.4180719087368754,0.41804439087183176,0.37049329889296423,0.3704870717213059,0.30135032410818413,0.301329219095569,0.296916909583261,0.29686226602860855,0.23726271725312365,0.23724476635150277,0.2273938526808536,0.22736550374735093,0.20002433113117285,0.2000069606885509,0.0854808895740159,0.08317114541109003,0.08315902835070751,0.06040109305240899,0.06039982331381289,0.03735937368729671,0.03099051564700191,0.028697418938049328,0.02853540758581396,0.026052996908493095,0.025697729416588613,0.02536086469780334,0.024856207653034184,0.024011252549433405,0.02387093888770754,0.02299449285667547,0.021533946784915887,0.020884017324793933,0.02027261782111551,0.018977858388683162,0.018875612272578782,0.018136229070972877,0.017430841901076972,0.017353987828240353,0.016612410851829785,0.016557762388131527,0.015738312077443646,0.015623444623180818,0.015521785783237296,0.01540475614444378,0.014801706315395017,0.013941519227587892,0.01343141166990553,0.01272916006274934,0.012311100885570022,0.01210584584852702,0.009043962694699939,0.00902424231831966,0.009005569367885694,0.008460256335970345,0.007642697079011437,1.942890293094024e-16,1.1102230246251565e-16,1.1102230246251565e-16,9.71445146547012e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,4.797594613248357e-18,4.797594613248357e-18,2.6020852139652106e-18,2.6020852139652106e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.734723475976807e-18,1.0842021724855044e-18,8.673617379884035e-19,8.673617379884035e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,4.336808689942018e-19,3.2526065174565133e-19,2.168404344971009e-19,2.168404344971009e-19,2.168404344971009e-19,1.0842021724855044e-19,8.131516293641283e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0013837658305335268,0.0013833645700260513,0.0012332411480363487,0.5500460918676444,0.8406913178861555,0.8405661833168232,0.7891829103512711,0.7890276652521837,0.6590538411296398,0.6589226269566064,0.48967954009352416,0.48965493189485343,0.1906783819521664,0.0006083594068712144,0.13323086076732482,0.0005391282449724662,0.3013523238908079,0.30133789613200146,0.00043204535680043744,0.5500448670245351,0.1332302093906998,0.00034494522569598624,0.19067769126756046,0.0003304924489607677,0.1168533666401593,0.00029101500055191945,0.04501641958542564,0.11685306194305092,0.00012079853365017099,0.06040150314489392,0.060401646744755094,0.00018054518552808237,0.000198699240715354,0.00014152367950993785,0.00015914147449751784,0.018954236312458447,0.02047983949811852,0.00015711298581980263,0.0001516472320634167,0.00013706602140472937,0.01692976216214101,0.00014196621095579232,0.00013056118888396388,0.015378536561736093,0.0001402375377795677,0.00013361605276391214,9.038150229924717e-05,0.015916755688883122,0.009649563061901147,0.00013885593069294774,0.014266355821085614,0.012800837854096827,0.014059902722119523,0.01186481218565233,0.007014996923527448,0.013691309918452143,0.00011314686344513087,0.00013009192092116093,0.00013232771327431573,0.003672965131836648,0.01046817938350008,0.00010171787790564026,0.007089056217538239,0.003672832994481818,6.681387512795715e-05,0.00453296227966142,0.007250528130236066,1.457167719820518e-16,1.1102230246251565e-16,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0,5.551115123125783e-17,6.938893903907228e-18,0.0,0.0,0.0,2.7755575615628914e-17,0.0,1.0842021724855044e-19,2.0816681711721685e-17,0.0,0.0,6.938893903907228e-18,3.122502256758253e-17,1.0720260738687239e-20,1.6384793573450372e-20,8.673617379884035e-19,8.673617379884035e-19,0.0,1.3552527156068805e-20,0.0,0.0,4.336808689942018e-19,0.0,3.3881317890172014e-21,4.336808689942018e-19,4.336808689942018e-19,1.0164395367051604e-20,2.710505431213761e-19,8.673617379884035e-19,3.5236570605778894e-19,0.0,0.0,0.0,6.505213034913027e-19,0.0,0.0,2.541098841762901e-21,1.0842021724855044e-19,0.0,2.7755575615628914e-17,4.336808689942018e-19,6.505213034913027e-19,6.938893903907228e-18,5.421010862427522e-20,8.673617379884035e-19,0.0,1.0842021724855044e-19,5.421010862427522e-20,4.336808689942018e-19,0.0,6.938893903907228e-18,0.0,5.421010862427522e-20,4.336808689942018e-19,1.0842021724855044e-19,2.710505431213761e-20
2,0.0001771623637239324,0.00018388885931956746,0.00012760486273516398,8.7884877787209e-05,0.00012886046056065966,9.123949908521151e-05,0.4878234248344664,9.435549080606234e-05,0.16937281936747506,6.615955263872924e-05,0.16936889054187032,6.16285108304857e-05,0.19069482369093882,9.085185692334438e-05,1.0244757820575617e-05,4.221566090399363e-06,0.4878183848299794,3.532259897165816e-05,5.13144871379213e-06,8.752273312986802e-05,9.478085404576494e-06,0.00012938449264466236,0.19069401410677772,5.649998340586784e-05,0.11685732608841988,4.459028884750388e-05,0.007977978395842984,0.11685660431250677,2.2204769444845478e-05,0.060404625848661755,0.06040750826301107,0.0006535637616924266,0.0009622302484494091,0.000286479905943357,0.0006540646242804628,0.00292969115976403,0.0031704624288044153,0.0018483488107424884,0.0017662368024662406,0.0009623478279995768,0.009573128799246076,0.0002866861219063846,0.0012416476393292426,0.002743213356140053,0.0015542399770565414,0.001473206838478628,0.0007963638716362232,0.003560650361218983,0.009572664520317941,0.001733223703171791,0.0049018248207262135,0.003374336840822309,0.002854951311072093,0.003031821733029073,0.002617396019859055,0.0036737808260395074,0.0009627812750416884,0.0009627310711708527,0.001588790069312276,0.006261443171163373,0.0031334077412497182,0.0009803284471196804,0.0012426725789427854,0.00626155730186989,0.000637331978588337,0.0016637546276242776,0.003753449419330132,2.7750493417945388e-17,6.776263578034403e-21,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,0.0,2.7755575615628914e-17,4.235164736271502e-22,1.2705494208814505e-21,0.0,3.3881317890172014e-21,0.0,1.3552527156068805e-20,6.352747104407253e-22,1.6940658945086007e-21,1.6940658945086007e-21,5.551115123125783e-17,2.7755575615628914e-17,2.117582368135751e-21,4.1152235474513127e-23,4.1152235474513127e-23,2.168404344971009e-19,0.0,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,5.421010862427522e-19,3.2526065174565133e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.168404344971009e-19,2.168404344971009e-19,1.6263032587282567e-19,2.168404344971009e-19,1.0842021724855044e-19,0.0,0.0,2.168404344971009e-19,1.0842021724855044e-19,2.710505431213761e-20,2.0328790734103208e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.2705494208814505e-21,1.0058516248644817e-21,2.168404344971009e-19,1.6940658945086007e-21,0.0,3.3881317890172014e-21,1.0842021724855044e-19,2.168404344971009e-19,8.470329472543003e-22,6.776263578034403e-21,0.0,2.168404344971009e-19,3.3881317890172014e-21,0.0
3,0.00016992992145529909,0.00017820609814401107,0.00011057182253174491,3.799955363330047e-06,2.060588372610247e-05,1.737278807240835e-06,0.0008636352657345116,2.908928468656806e-06,0.10896513332454416,8.672446433328305e-07,0.1089649460118202,1.8800354133133245e-05,0.19069478369691661,8.898771077458821e-05,6.384333012369906e-07,4.336535014231067e-05,0.0008636346565795314,2.0714830357678496e-05,4.326135966391247e-05,3.908760646329655e-06,3.048053924622799e-07,0.00011072320678363332,0.1906943209488569,5.637457967818784e-05,0.0002016215478246709,4.233952129872821e-05,0.0010056656816114068,0.00020147877921622531,0.00011173578158208279,0.00010431057723929375,0.10896113559906975,5.982768772978356e-07,1.0026965146288144e-06,2.0226265493809895e-07,0.0004774853710906039,3.2554593632076954e-05,3.253820317848137e-05,0.0013995457702911571,0.0001859442533182866,0.0006271348418935834,0.0014173020897011845,0.0001405325774714815,0.0009376134355964769,0.00032370230772600823,3.9087176542536375e-06,0.00104005183504181,0.00032685153751294053,3.208265629311398e-05,0.0014173054501690143,0.0013095000421848562,0.0024533070319804986,6.323102637579137e-06,3.204722133819365e-05,2.8676576499429034e-05,1.077993633707586e-05,0.0012922690197435158,0.0006275773557690922,1.0738815706112408e-06,0.001130325460381362,0.012007736204290263,9.745698045960926e-06,0.0007336098524930148,0.001078285991750871,0.012007797037435524,0.00032742246720288213,0.0003236497709871533,0.0023899976975592747,1.3759097316080448e-17,2.117582368135751e-22,0.0,1.6940658945086007e-21,6.776263578034403e-21,1.3552527156068805e-20,2.117582368135751e-22,6.776263578034403e-21,0.0,0.0,1.6940658945086007e-21,1.3877787807814457e-17,1.0587911840678754e-22,3.3881317890172014e-21,0.0,7.940933880509066e-23,2.710505431213761e-20,8.470329472543003e-22,8.470329472543003e-22,2.6469779601696886e-22,1.6940658945086007e-21,5.551115123125783e-17,5.421010862427522e-20,1.0587911840678754e-22,2.93303987654847e-22,1.2897171505347362e-22,0.0,8.470329472543003e-22,3.3881317890172014e-21,0.0,0.0,1.0842021724855044e-19,0.0,3.3881317890172014e-21,1.0842021724855044e-19,1.0842021724855044e-19,0.0,5.421010862427522e-20,0.0,0.0,6.776263578034403e-21,0.0,3.3881317890172014e-21,8.470329472543003e-21,0.0,2.202285662861181e-20,0.0,0.0,5.421010862427522e-20,0.0,1.0842021724855044e-19,1.0842021724855044e-19,1.0842021724855044e-19,7.279189390466644e-22,0.0,8.470329472543003e-22,6.776263578034403e-21,4.235164736271502e-22,0.0,2.168404344971009e-19,2.168404344971009e-19,3.1763735522036263e-22,3.3881317890172014e-21,3.3881317890172014e-21,2.541098841762901e-21,2.117582368135751e-22,0.0
4,1.0492970014867328e-05,1.5649026390392325e-05,8.293529939081936e-06,4.434234595224121e-05,2.070201732389119e-05,5.2203320688749395e-05,3.3902983952051416e-05,5.2246201979764654e-05,0.00017080377086242603,4.435902232061719e-05,0.00017147547269569306,1.1847541666825455e-05,0.0002975270456864921,1.1127388298774357e-05,1.3613908566644984e-05,2.5992265556942285e-06,3.482878287272682e-05,2.163369832124767e-05,2.6768536083060398e-06,4.4351399893456134e-05,1.366475037600743e-05,8.577826133521844e-06,0.00029759462696027003,1.4906735810175623e-05,7.148461672461391e-06,2.6804643640488737e-06,0.0005441396794838668,7.175022989344085e-06,8.147031616078687e-06,7.5266242977503e-06,0.0001709114608431611,1.5257798695584242e-08,1.7110843669222844e-08,3.056170561307647e-08,0.00011940618565222623,1.3038511295755508e-06,0.0008912146893396346,0.00028572461608954863,7.499178010842008e-05,0.0002339633594353977,0.00043126905970728715,2.5784792352076653e-07,0.0002862535356945982,0.00028050840954755267,3.9274865015456484e-08,0.000287690395264867,0.00012122985546886869,0.0008918592159054661,0.0004312233342524762,0.0004229844270266826,7.54270771010912e-05,0.0006494137634453548,0.0008918554206950679,0.000647590521909488,1.0463846168088321e-06,0.00018143168459793457,5.684856347651805e-07,6.686252669810426e-08,0.0002860106949551871,0.00029664374899003706,0.000670845407257031,0.00028804796908205954,0.0005838258637383981,0.0002966496164923097,2.572132635208684e-07,0.00028047838222069533,0.0008133787903602646,8.470329472543003e-22,0.0,2.6469779601696886e-23,4.235164736271502e-22,0.0,1.6940658945086007e-21,4.235164736271502e-22,3.3881317890172014e-21,0.0,3.3881317890172014e-21,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,4.235164736271502e-22,4.235164736271502e-22,1.0587911840678754e-22,3.3881317890172014e-21,0.0,1.0842021724855044e-19,0.0,6.352747104407253e-22,1.681136584178886e-23,5.742382008646089e-24,1.6263032587282567e-19,5.421010862427522e-20,5.421010862427522e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,5.421010862427522e-20,2.710505431213761e-20,5.421010862427522e-20,1.6263032587282567e-19,0.0,8.131516293641283e-20,1.3552527156068805e-20,4.0657581468206416e-20,5.421010862427522e-20,1.6940658945086007e-20,5.421010862427522e-20,8.131516293641283e-20,3.3881317890172014e-21,0.0,2.710505431213761e-20,8.131516293641283e-20,5.421010862427522e-20,3.3881317890172014e-21,0.0,0.0,1.6940658945086007e-21,8.470329472543003e-22,5.421010862427522e-20,1.0164395367051604e-20,5.293955920339377e-23,2.6469779601696886e-23,8.131516293641283e-20,1.0842021724855044e-19,2.117582368135751e-22,8.470329472543003e-22,1.2705494208814505e-21,2.710505431213761e-20,0.0,1.0587911840678754e-22
5,1.7857002139993674e-08,1.1027596091419377e-06,7.981785561465442e-07,4.428110147889413e-08,1.0716483219585131e-07,7.298663670165635e-08,7.266793977842207e-07,7.299269201534156e-08,3.968906573486992e-06,4.4281700283206005e-08,3.968872147476573e-06,4.7088995249064374e-08,6.9093008872416115e-06,1.7860850998007142e-08,4.7364693892650104e-08,6.921920525604221e-09,7.266597249396147e-07,1.0718122971780166e-07,6.920412794894904e-09,4.428105670419847e-08,4.736494230022233e-08,7.981738517478299e-07,6.909300557727499e-06,1.1027890310381868e-06,9.615594645540183e-08,6.920435148599521e-09,1.1951390547867973e-06,9.615607625452966e-08,7.981765352885659e-07,9.613589792063551e-08,3.968904622903252e-06,2.884739342490199e-13,3.0171368776650003e-13,3.5683070638579738e-12,2.66180784256731e-07,7.739612990801756e-11,2.178753562168198e-06,6.374521363188679e-07,1.6703156790794976e-07,5.212382882695537e-07,4.329801731506847e-06,1.8337195982726577e-11,6.373788653250501e-07,5.0732094193830795e-06,4.735717657884811e-13,6.594939286089165e-07,2.6988439169398465e-07,2.1770258027052878e-06,4.329801614355827e-06,9.644519961230967e-07,2.2814004471548315e-07,5.713652310809949e-06,2.177026334291535e-06,5.699167421611826e-06,4.3746902148986504e-12,5.40459860209513e-07,3.893463208903843e-11,1.745001983920785e-12,6.375742855313415e-07,5.400465677754168e-06,6.623742323030274e-06,6.594748540662353e-07,1.0401647911081632e-05,5.400465205838929e-06,1.3551142342791353e-11,5.073206518687917e-06,5.549771923351915e-06,4.727337200740553e-22,0.0,6.058451752097371e-28,1.6543612251060553e-24,0.0,5.293955920339377e-23,0.0,2.6469779601696886e-23,1.6940658945086007e-21,5.293955920339377e-23,0.0,4.235164736271502e-22,3.308722450212111e-24,4.1359030627651384e-25,0.0,1.0339757656912846e-25,0.0,0.0,0.0,6.617444900424222e-24,4.1359030627651384e-25,3.3881317890172014e-21,5.293955920339377e-23,6.617444900424222e-24,7.161678831763308e-28,5.064280937014846e-28,0.0,3.1763735522036263e-22,2.117582368135751e-22,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,4.235164736271502e-22,5.293955920339377e-23,2.117582368135751e-22,0.0,2.117582368135751e-22,0.0,0.0,4.235164736271502e-22,8.470329472543003e-22,0.0,5.293955920339377e-23,1.0587911840678754e-22,0.0,8.470329472543003e-22,0.0,8.470329472543003e-22,8.470329472543003e-22,6.617444900424222e-24,5.293955920339377e-23,2.117582368135751e-22,0.0,8.077935669463161e-28,1.0097419586828951e-28,0.0,0.0,1.6543612251060553e-24,3.308722450212111e-24,8.271806125530277e-25,0.0,0.0,1.6155871338926322e-27
6,4.064795023196091e-09,2.6997095194785653e-10,1.4077461196295322e-09,9.71331747375803e-10,2.317852152867363e-08,8.734270298046743e-10,9.169936891630683e-09,8.734279941974495e-10,3.119405459910977e-09,9.71330771554825e-10,3.1194076337737746e-09,1.550380477145837e-08,8.981899721027897e-09,4.064838180273503e-09,1.5503819679903112e-08,1.5632827420699754e-09,9.169937668592879e-09,2.3178521638672472e-08,1.5632835274493735e-09,9.713307238914564e-10,1.5503813992279663e-08,1.4077398955802285e-09,8.981907215365159e-09,2.699905342245981e-10,1.2832740006179294e-09,1.5632835436776957e-09,2.575981032992885e-07,1.2832710486752262e-09,1.407745208722678e-09,1.2832737112982352e-09,3.1194054320559953e-09,5.0147874228283716e-17,5.745792521130744e-17,7.872808068194709e-16,3.975698634781827e-08,2.2373125986971646e-15,2.4104896754348865e-08,9.528237026176255e-08,2.494976041838269e-08,7.790009535078695e-08,2.3740064173337286e-08,8.98758912873752e-14,9.52823761051412e-08,5.991036579300507e-08,1.0247712483147387e-14,9.567832260341136e-08,4.03315934822959e-08,2.412130769215181e-08,2.3740064945913727e-08,1.406817128194089e-07,3.684688292555863e-10,1.993734145668838e-08,2.4121306669646685e-08,1.9886652075233737e-08,1.4840325540939247e-14,8.737443654406137e-10,7.337761394009588e-14,4.520093039783103e-16,9.532459101674652e-08,1.5996410477753945e-06,1.1112494255601285e-09,9.56783255031803e-08,3.3167602499999335e-09,1.5996410473595331e-06,1.0368089051150638e-14,5.991036549587803e-08,4.718608115655579e-09,2.3264454728053903e-24,5.169878828456423e-26,3.944304526105059e-31,1.0339757656912846e-25,0.0,0.0,2.524354896707238e-29,3.308722450212111e-24,1.3234889800848443e-23,8.271806125530277e-25,0.0,4.1359030627651384e-25,8.271806125530277e-25,3.101927297073854e-25,1.6155871338926322e-27,0.0,0.0,4.1359030627651384e-25,0.0,2.5849394142282115e-26,2.0679515313825692e-25,0.0,1.6543612251060553e-24,3.2311742677852644e-26,1.7912689226756803e-29,6.045879281420411e-30,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.3234889800848443e-23,1.3234889800848443e-23,6.617444900424222e-24,0.0,1.6543612251060553e-24,1.3234889800848443e-23,6.617444900424222e-24,1.6543612251060553e-24,0.0,2.5849394142282115e-25,1.6543612251060553e-24,0.0,1.3234889800848443e-23,0.0,6.72084247699335e-25,0.0,0.0,6.617444900424222e-24,0.0,0.0,0.0,8.271806125530277e-25,1.9852334701272664e-23,1.3234889800848443e-23,2.5849394142282115e-26,0.0,1.6543612251060553e-24,3.308722450212111e-24,0.0,0.0,0.0,1.6543612251060553e-24,6.462348535570529e-27,4.1359030627651384e-25,0.0,5.169878828456423e-26,6.162975822039155e-33,2.524354896707238e-29
7,0.027159002453120744,0.024222896237772466,0.023891608313295107,0.016399652733740416,0.015309522993162138,0.013088234962870753,0.01846003979601666,0.018274195167765694,0.24640029720227952,0.02314094472488194,0.2783722168250228,0.0009117689331349688,0.24188639549709215,0.014202071244647948,0.01806577774883011,0.02583875391071587,0.009927066875633273,0.016027684374432888,0.030768211102476246,0.016479374146613816,0.01799692351004427,0.016345823605235132,0.24178946592371248,0.01854314930722952,0.018202831801033506,0.030813148595850687,0.05849853666403431,0.018192135023809418,0.023334912720573718,0.0018015630082705513,0.24586560520727263,0.0024516012124751957,0.002193026363750716,0.00022314430094706614,0.011572366662752104,0.027746143757784263,0.032621685664051166,0.0033318695363803107,0.010153751288829987,0.02140203714045715,0.01948583019145908,0.00401579786647141,0.02129907830464738,0.07290026950934198,0.001072027017772187,0.00498348883820897,0.010537364407765287,0.005028567389440126,0.028978419713742286,0.014823722256416386,0.03591534195598983,0.09987149160986267,0.0021144983867719676,0.040456416376249575,0.0018271247984057914,0.02480272992473498,0.011203828236830957,0.00033050614894552177,0.009827718317141753,1.1270100926654229e-06,0.021163528835792395,0.007909452328273964,0.004568024937792396,0.00032796259712674557,0.0006505301240528663,0.07350782406303691,0.03393278767554128,2.949029909160572e-17,0.0,4.336808689942018e-19,3.469446951953614e-18,0.0,0.0,4.336808689942018e-19,1.3877787807814457e-17,8.673617379884035e-19,1.734723475976807e-18,4.87890977618477e-19,2.7755575615628914e-17,1.734723475976807e-18,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,1.6263032587282567e-19,0.0,8.673617379884035e-19,4.336808689942018e-19,3.469446951953614e-18,8.673617379884035e-19,2.795208725939191e-20,2.795208725939191e-20,3.469446951953614e-18,3.469446951953614e-18,0.0,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,0.0,3.469446951953614e-18,8.673617379884035e-19,0.0,3.469446951953614e-18,3.469446951953614e-18,0.0,6.938893903907228e-18,1.734723475976807e-18,8.673617379884035e-19,8.673617379884035e-19,8.673617379884035e-19,0.0,8.673617379884035e-19,8.673617379884035e-19,2.6020852139652106e-18,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-19,1.3877787807814457e-17,4.336808689942018e-19,1.0842021724855044e-19,1.734723475976807e-18,3.469446951953614e-18,0.0,4.336808689942018e-19,0.0,8.673617379884035e-19,1.0842021724855044e-19,2.168404344971009e-19
8,0.0012440052439032256,0.0008272464164566702,0.0008277832089522226,0.0005101862196444289,0.00014459135248818855,0.0005090390513731422,0.004834626947927072,0.0005022728340164343,6.443065680200031e-05,0.0005244452472799165,6.677816849281725e-05,0.00016753101770083218,6.443101581562544e-05,0.0012218543997701405,0.0001461583824669339,0.001242009280186285,0.004832202280976448,0.00013788160061163678,0.0012417735210506044,0.0005101934379895613,0.00014602537513958908,0.0008270200032035801,6.4196788000385e-05,0.000880889441522933,0.004835594016084913,0.0012426437052531609,0.01567982694067943,0.004835550883821568,0.0008241362871019842,0.004737833951415834,5.798687853626744e-05,1.0696073399783356e-05,1.0689133394448715e-05,5.685262465336352e-06,0.00035661353342581045,0.000306577802176823,0.00040897666573528214,0.001081630939375714,0.00043823044319550304,0.0003572246132780225,0.0007288487667624166,3.784584223453999e-05,0.0010424339937327607,0.00027208471192309374,5.531046937624458e-05,0.0004696653067586792,0.0004432647925051463,0.0012060766310394795,0.0007286992484717067,0.00020550682469706253,0.0022623388323576516,0.00041704602759753175,0.0012051810195796184,0.0004224408382229075,0.0002779363807543339,0.002386175368542577,3.4131842291908884e-05,6.841713411572135e-06,0.0007814353780109163,0.001090859013299114,0.00019467495103606255,0.0005294953814596156,0.017914652545494077,0.0010910015800164015,5.4769296563727694e-05,0.0002746336263609988,0.0034360695222218447,8.334804200982315e-19,0.0,1.6940658945086007e-21,6.776263578034403e-21,0.0,5.421010862427522e-20,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,2.0328790734103208e-20,0.0,1.3552527156068805e-20,2.710505431213761e-20,0.0,0.0,1.6940658945086007e-21,0.0,0.0,6.776263578034403e-21,0.0,0.0,5.543792334208451e-22,5.082186778312648e-22,0.0,5.421010862427522e-20,5.421010862427522e-20,0.0,0.0,1.0842021724855044e-19,0.0,2.710505431213761e-20,0.0,1.734723475976807e-18,2.168404344971009e-19,2.710505431213761e-20,3.3881317890172014e-21,0.0,0.0,0.0,0.0,6.776263578034403e-21,1.734723475976807e-18,0.0,0.0,2.710505431213761e-20,4.336808689942018e-19,1.734723475976807e-18,8.673617379884035e-19,1.734723475976807e-18,1.734723475976807e-18,0.0,2.710505431213761e-20,2.710505431213761e-20,5.421010862427522e-20,8.470329472543003e-22,1.6940658945086007e-21,0.0,0.0,5.421010862427522e-20,0.0,2.710505431213761e-20,0.0,0.0,3.3881317890172014e-21
9,2.3380650131813364e-05,1.5757343036815105e-05,1.5757341829964316e-05,6.432513490052403e-06,1.0301843027895494e-06,6.4327561065302615e-06,2.7670652993393444e-06,6.432669430631671e-06,7.76065392238757e-06,6.432725597194593e-06,7.761055197900747e-06,1.031255649406216e-06,7.76069859866682e-06,2.338056804338949e-05,1.0309835011340907e-06,2.3381023249912322e-05,2.766940634201538e-06,1.0301848034210903e-06,2.338098280820826e-05,6.432508411568876e-06,1.0309261390736756e-06,1.5757037675419816e-05,7.760615436701154e-06,1.5756947520905903e-05,2.767049128315613e-06,2.3380991493800605e-05,1.0783497920262535e-05,2.767043928055623e-06,1.5757316081508526e-05,2.766960287984201e-06,7.760670944757144e-06,2.5434432849572297e-10,2.92402849976636e-10,1.368306269617136e-10,6.1589940029476375e-06,1.6904481603094848e-06,4.2453552502743465e-06,2.093466908237671e-05,7.978668459723516e-06,6.159064175133787e-06,1.5737609849336046e-07,6.62611978980553e-07,2.093437186618219e-05,1.2357305819194672e-05,1.154827051003752e-06,9.402361938469984e-06,7.978751043460717e-06,3.660637605604214e-06,1.572543138216356e-07,6.676123631131741e-06,4.193023183023161e-08,2.057760524502018e-05,3.660666216546585e-06,2.0577564503194734e-05,1.6900254763183455e-06,4.2055507944727585e-08,6.63693825485037e-07,1.9109497887784695e-10,8.006967315358326e-06,3.613496791564796e-05,2.9090024589959102e-06,9.402147684844218e-06,3.5217760682229436e-06,3.61350137595473e-05,1.1549796290372962e-06,1.2357281278070221e-05,9.585358332738488e-07,7.517417406881916e-21,0.0,3.2311742677852644e-27,0.0,0.0,5.082197683525802e-21,6.617444900424222e-24,3.3881317890172014e-21,0.0,2.6469779601696886e-23,0.0,8.470329472543003e-22,1.0587911840678754e-22,1.6940658945086007e-21,0.0,6.617444900424222e-24,0.0,4.235164736271502e-22,0.0,0.0,2.117582368135751e-22,0.0,1.0587911840678754e-22,2.117582368135751e-22,1.002102349261335e-24,1.0340189897222125e-24,0.0,4.235164736271502e-22,4.235164736271502e-22,0.0,0.0,1.6940658945086007e-21,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,0.0,1.6940658945086007e-21,0.0,1.0587911840678754e-22,4.235164736271502e-22,0.0,0.0,0.0,1.0587911840678754e-22,2.117582368135751e-22,0.0,0.0,0.0,2.117582368135751e-22,0.0,4.235164736271502e-22,1.6940658945086007e-21,3.2311742677852644e-27,0.0,2.117582368135751e-22,1.0587911840678754e-22,0.0,0.0,4.235164736271502e-22,2.117582368135751e-22,5.169878828456423e-26,5.293955920339377e-23
