Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7159666504310854,-3.9573115067128715e-18,
1,0.7562121280851333,0.1416927896499814,Y5Z1,0.785398144095002,-1.3823696066080024e-07
2,0.7930100726614623,0.271247803637523,Y6Z2,0.7853981241900148,2.066453516745091e-07
3,0.8296564612930527,0.40026923259017844,Y7Z0,0.7853981132068096,3.851971634099748e-09
4,0.8615155542786379,0.5124359659471542,Y8Z1,0.7853981239812166,-4.114264443168934e-07
5,0.9104917583453616,0.6848671404590775,Y3Z5,0.7853981811541415,7.185626813889037e-08
6,0.9394189993199779,0.7867116633593638,Y4Z0,4.924469646668753e-06,3.180956325303447
7,0.9807446395802674,0.9322073958957388,Y0Y7,7.345277248473166e-06,-2.8611318305516815
8,0.9850219234373421,0.9472664861876583,Y4Z3,-0.7853953077239294,-0.3198244062740317
9,0.9886614838732591,0.9600803351298373,Y0Y7,-0.8293547847095931,-0.6981609663002892
10,0.9887147684636115,0.9602679348973758,standard_x,-2.319083476768729e-08,-2.686277482653241
11,0.999657514326013,0.9987942061222497,Y2Y6,-0.7853982039999471,-2.8620832902857622
12,0.9999987086227309,0.9999954534308346,X0X7,0.07304852452139939,-0.03438764039036326
13,0.9999999998150737,0.9999999993489277,Y4Z8,-6.86361874672907e-07,0.010045519447600517
14,0.9999999999993441,0.9999999999976907,X4,6.215044928790735e-07,0.01000928805032394
15,0.999999999999383,0.999999999997828,Y3Y4,7.526165059389232e-08,0.010000606142378493
