Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7593562441623888,-9.264653189597578e-18,
1,0.7984239107286519,0.1623464794682904,Y6Z2,0.7852533434922461,-0.0006397081424439252
2,0.8372407214832348,0.32365052253175075,Y5Z8,0.7852865415370012,-0.00025970781863589646
3,0.8737669025605221,0.47543580758994974,Y0Z3,0.7856725663730385,0.0010582393108013917
4,0.9098278107780127,0.6252876418582979,Y4Z7,0.7851317581821208,-0.0032066354980937618
5,0.920282888961628,0.6687339309474297,Y1Z8,-0.7856258694427924,-0.02830953652847249
6,0.9582713248939475,0.8265956456638274,Y4Y7,3.9850787697650465,1.472773503543257
7,0.9582762300862526,0.8266160292897727,standard_x,0.00016458315777380579,-0.3801183921491058
8,0.9703994983476025,0.8769945160248742,X2X6,-0.47905701693528907,-0.1873969881452975
9,0.9842874879640567,0.9347063380836432,X4X7,-1.2083852245128153,-1.5110542102651625
10,0.9842934992434975,0.9347313180770771,X4,-0.001169774051116949,0.00924617693914139
11,0.9842988820408963,0.9347536864006605,Y1Y5,0.00019228375523606776,0.11734079254414077
12,0.9858963148846791,0.9413918509282317,Y2Y6,-0.6541866573794191,0.17387522355199855
13,0.985897417674127,0.9413964335921119,standard_x,0.0002493410003680894,-1.1814425836911906
14,0.9978439315046277,0.9910404137108492,Y0Y3,-0.7851524197537596,-1.1694223857585606
15,0.9997288637842947,0.9988732879656009,X4X7,-0.6990724937603054,0.4627120521927581
