Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7266974095221007,-8.476071365862409e-18,
1,0.7675776267144081,0.1495785938977894,Y1Z5,0.7853972954770986,2.9476841882393427e-07
2,0.8043452515692429,0.2841094257883413,Y8Z7,0.7853980568714969,2.711127264451903e-07
3,0.8405373702961738,0.41653451061335217,Y4Z3,0.7853983648200497,-1.6627502881378793e-06
4,0.8752224069440407,0.5434452602963915,Y0Z2,0.7853984287550996,1.4656425831875284e-06
5,0.8994149614990267,0.6319645623369704,Y6Z1,0.7853976135150905,2.8398770673784666e-06
6,0.9479003631854656,0.8093701317523827,X0X2,0.9919494061654096,1.838458545056417
7,0.9727522901596689,0.9003020432675537,Y3Y4,0.9699660211083123,-0.08688597844667967
8,0.9799873227952833,0.9267746523378266,Y0Y2,0.2875778941367772,1.5037250427336133
9,0.9860649981495436,0.949012551157713,X7X8,0.4038796531297181,1.9647753749359902
10,0.9861210731341596,0.9492177266173311,Y2Z8,-2.75137131255997e-07,-0.5702594327812562
11,0.9882259001298076,0.9569191793989071,X0X2,0.6535209216827514,-0.3289611747803678
12,0.9899648922928468,0.9632820615069699,Y3Y4,0.7070935101884326,-1.6198760363372238
13,0.9962185630125502,0.9861639182386179,Y7Y8,-0.8801573983417746,-0.4787954737875167
14,0.9966913072505565,0.9878936648801684,Y0Y2,0.3080326475678912,-0.0003359246711903625
15,0.9966913147004772,0.9878936921390422,standard_x,8.519544059785024e-09,0.009994247214203038
