Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6542593807227534,-5.62111428335165e-18,
1,0.7700515237760855,0.3349104403624594,Y5Z3,0.7853981597150517,5.403502010020149e-08
2,0.8411120637788947,0.540441801275035,Y4Z1,0.7853981510618319,-5.388355756276959e-07
3,0.8891364773433096,0.679344813784261,Y2Z3,0.7853981645944941,5.883839638604193e-07
4,0.9243414334414224,0.7811695752823661,Y0Z1,1.5744724494725058,-20.119689939341765
5,0.92434320062558,0.781174686582743,Y0Z1,2.3038617986850554,11.123588373239821
6,0.9243432021260691,0.7811746909226703,X2,-1.067671950195247e-08,2.34289859731666
7,0.9972037627444512,0.9919123264677603,X1X4,-0.7853981477452462,3.922515071332429
8,0.999997973271565,0.9999941380088944,Y0Z2,-0.23231103102950648,0.012260651349723642
9,0.9999999999057203,0.9999999997273112,Y1Z0,5.7658699760336035e-08,0.009986086070988522
10,0.9999999999999958,0.9999999999999878,X0X1,-9.235011742581595e-08,0.009998722808041628
11,0.9999999999999983,0.9999999999999953,X1,4.748633532142626e-08,0.010000014306220894
12,0.9999999999999983,0.9999999999999953,X0X4,1.4448897255826278e-15,0.010000000000000722
