Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.682114884616968,1.0176618102929114e-17,
1,0.7884507900071063,0.3345104889922577,Y1Z0,0.7853981543273909,3.2419902678146804e-08
2,0.8941376012751391,0.6669790638127134,Y5Z4,0.785398514749952,3.125007707266611e-07
3,0.9447571420147026,0.8262175379972317,Y2Z4,0.7853981681327947,1.710632290268198e-06
4,0.990559051223482,0.9703007523169425,Y3Z0,0.7853981689242827,-7.28538899911605e-06
5,0.9905608003783233,0.9703062547917569,X3,-1.3485573376820938e-06,0.01000063634547294
6,0.9905608218402233,0.9703063223063996,standard_x,-1.2646403896662458e-09,0.010002935790777268
7,0.9905608218403866,0.9703063223069132,Y5Z2,3.6503381886427045e-07,0.01000068437752579
8,0.9905608218404027,0.9703063223069642,X2,5.057443118636411e-07,0.010000009295103954
9,0.9905608218404075,0.9703063223069791,Y2Y4,1.4912490908741784e-07,0.010000049306947503
10,0.9905608218404075,0.9703063223069792,standard_x,7.146525242957961e-09,0.01000000244269771
11,0.9905608218404077,0.9703063223069799,standard_x,7.143618346425754e-09,0.01000000244269771
12,0.990560821840408,0.9703063223069806,Y3Y5,-1.6754121175295906e-09,0.010000000334210354
