,Y0Z2,Y2Z0,Y3Z0,Y0Z3,Y4Z0,Y0Z4,Y1Z2,Y2Z1,Y4Z5,Y5Z4,Y0Z5,Y5Z0,Y3Z2,Y2Z3,Y4Z1,Y1Z4,Y5Z3,Y3Z5,Y5Z2,Y2Z5,Y4Z3,Y3Z4,Y4Z2,Y2Z4,Y1Z0,Y0Z1,Y5Z1,Y1Z5,Y1Z3,Y3Z1,X4Y2,Y2,X3Y4,X3Y2,X4Y5,standard_y,X5Y4,X5Y2,X5Y0,X4Y1,X4Y0,X3Y5,X3Y0,X2Y0,X1Y2,X0Y1,X5Y1,X1Y0,Y1,Y0,X4Y3,X1Y4,X1Y3,X0Y5,X3Y1,X2Y1,X0Y3,standard_x,Y5,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y4,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9832139165762781,0.983213916576278,0.959247535477346,0.959247535477346,0.9183244400425725,0.9183244400425725,0.8750666236772717,0.8750666236772714,0.8273411578685754,0.8273411578685753,0.7899056321716227,0.7899056321716226,0.7304444585170966,0.7304444585170966,0.6269890530143345,0.6269890530143345,0.5761619836676855,0.5761619836676855,0.5600881671017948,0.5600881671017948,0.5427750652860777,0.5427750652860777,0.4323894557693134,0.4323894557693134,0.32870052053309795,0.32870052053309795,0.24764264575700945,0.2476426457570094,0.0004027746805439075,0.0004027746805437826,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.002423706982588967,0.002423706982588967,0.22880529629113364,0.0023646277891016124,0.48593629801486127,0.002263748834397842,0.5463671018446337,0.0021571145915250216,0.8273411578685754,0.8273411578685754,0.0019471854130658924,0.2298191668021808,0.2288001624502462,0.0018006084989786223,0.6269890530143345,0.6269890530143345,0.5761619836676855,0.5761619836676855,0.2298150650763106,0.0013806655688897197,0.5427750652860779,0.5427750652860777,0.48593219410110056,0.0010658772475426262,0.5463634444035108,0.0008102750920886622,0.24764264575700945,0.2476426457570095,0.00040277468054383846,0.0004027746805438312,2.168404344971009e-19,0.0,5.551115123125783e-17,0.0,1.3877787807814457e-17,1.7358076781492926e-16,0.0,2.168404344971009e-19,0.0,2.7755575615628914e-17,1.0842021724855044e-19,1.3877787807814457e-17,5.421010862427522e-20,1.1102230246251565e-16,1.0842021724855044e-19,6.776263578034403e-20,0.0,4.0657581468206416e-20,5.551115123125783e-17,1.0842021724855044e-19,6.938893903907228e-18,5.551115123125783e-17,1.3877787807814457e-17,0.0,2.7755575615628914e-17,5.421010862427522e-20,1.6940658945086007e-20,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2526065174565133e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0004283228573504133,0.0004283228573504132,0.22880314627149312,0.00041788225163930895,3.4130785789078334e-06,5.594378782259365e-05,0.546366134334282,0.0003812100605029929,5.811024594519081e-06,5.8110245945190796e-06,5.594378780423773e-05,1.6141772204898526e-06,0.2288029859380794,0.0003182075155092112,4.403804613017079e-06,0.3793464072634336,4.046808774925798e-06,0.03338691839499609,1.6141763207512566e-06,5.5630088224263786e-05,3.812307926025031e-06,0.033386918367395935,3.413077678689311e-06,5.5630088213599044e-05,0.5463660201098575,0.00014319360598308024,1.73937618291964e-06,0.37934640724185953,0.0004027746805438111,0.00040277468054383814,2.0679515313825692e-25,5.421010862427522e-20,0.0,2.710505431213761e-20,2.7755575615628914e-17,2.7796021438860306e-17,2.7755575615628914e-17,0.0,1.0339757656912846e-25,4.235164736271502e-22,1.0339757656912846e-25,0.0,1.3552527156068805e-20,0.0,1.3552527156068805e-20,1.2651388314029577e-21,0.0,1.2668076539275706e-21,5.551115123125783e-17,1.3552527156068805e-20,2.117582368135751e-22,0.0,0.0,2.0679515313825692e-25,0.0,0.0,4.433688083284228e-21,0.0,2.117582368135751e-22,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5881867761018131e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0
3,8.609095167304634e-05,1.1869685090700201e-07,0.22920585778647068,0.00012617391217728608,2.9071968844110973e-06,1.689147252121737e-05,0.0005014597189204966,1.0564095037018968e-07,2.1611935139146247e-06,2.1611935139146247e-06,1.6891472520450764e-05,1.2472285045639191e-06,0.2292058431730539,8.81816820599532e-08,2.907197023248869e-06,0.00034816753944375424,1.5050593461042193e-06,0.033386918383459654,1.2472284796537436e-06,1.5416212733241157e-08,1.417845515667187e-06,0.033386918379642014,2.9071968680568553e-06,1.5416212732832364e-08,0.0005014597093630352,8.609087899234821e-05,1.2472284992655608e-06,0.00034816753944101543,3.696702190717107e-07,0.22920574697387608,2.524354896707238e-29,0.0,2.117582368135751e-22,0.0,0.0,2.7701894902596672e-17,0.0,5.048709793414476e-29,0.0,5.169878828456423e-26,2.5849394142282115e-26,1.0587911840678754e-22,0.0,0.0,1.0164395367051604e-20,8.298137798043187e-25,1.0339757656912846e-25,1.603150022061988e-24,5.421010862427522e-20,0.0,1.0587911840678754e-22,1.0339757656912846e-25,1.3552527156068805e-20,2.5849394142282115e-26,2.710505431213761e-20,0.0,6.776263578034403e-21,0.0,1.0587911840678754e-22,0.0,4.235164736271502e-22,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262177448353619e-29,2.524354896707238e-29,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
4,1.2227308395630867e-09,1.4943642347659883e-11,1.1704430781432348e-05,1.8009566288767072e-09,7.371931891449386e-07,2.3890996117736823e-10,8.769318633825474e-07,5.2100590966634357e-11,1.073622978713776e-06,1.0787314421654574e-06,2.3890996117468724e-10,1.278222985388639e-07,1.1704430722661044e-05,1.494364221739862e-11,7.371931889841866e-07,6.074662586191399e-07,1.2782230030906673e-07,1.704031090182199e-06,1.27822299009071e-07,7.545890764277286e-12,7.371931863860261e-07,1.7040310901336131e-06,7.371931889830418e-07,7.545890764227323e-12,8.769318620566702e-07,1.222730839559932e-09,1.278222990080761e-07,6.074662586179445e-07,8.76931860914346e-07,1.1704430722645933e-05,6.162975822039155e-33,0.0,6.462348535570529e-27,3.944304526105059e-31,5.551115123125783e-17,1.6279948430809276e-21,5.551115123125783e-17,0.0,9.860761315262648e-32,1.0097419586828951e-28,0.0,3.2311742677852644e-27,2.117582368135751e-22,0.0,2.117582368135751e-22,5.177137886477765e-32,5.048709793414476e-29,5.688466040693497e-33,0.0,1.0339757656912846e-25,1.6155871338926322e-27,2.208810534618833e-29,1.6155871338926322e-27,0.0,1.6155871338926322e-27,2.117582368135751e-22,2.117582368135751e-22,1.9340246218750102e-08,1.3234889800848443e-23,0.04470279732966396,5.293955920339377e-23,7.413801252580644e-12,9.629481923043638e-12,1.6940658945086007e-21,9.716358742147615e-18,1.7044362692619297e-17,5.711997777047675e-16,2.9563912667443706e-13,9.881901601566446e-14,2.257821521888221e-12,9.764664202208067e-07,7.355478267449705e-16,5.094351644496227e-16,1.1852164974772493e-07,3.4198147465424e-12,5.464955484632129e-16,0.0,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,9.073120565905667e-08,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.04470279732968297,1.3168738257059238e-07,0.0,0.0,0.0,0.0,0.0,8.366522206314543e-12,1.5260846612526608e-11,2.740146342903438e-07,0.0,1.0097419586828951e-28,4.0389678347315804e-28,8.077935669463161e-28,8.077935669463161e-28,1.5407439555097887e-33,3.0814879110195774e-33,2.9582283945787943e-31,1.402490072232287e-17,1.8202930926071634e-17,8.076135959814732e-16,5.052470123708974e-12,9.926167350636332e-24,6.617444900424222e-24,0.0,0.0,3.308722450212111e-24,0.0,3.125508928945219e-13,2.1993217986852346e-13,4.069805324719405e-12,9.764664202227358e-07,7.118932109772374e-08,6.462348535570529e-27,0.0,5.169878828456423e-26,0.0,2.5849394142282115e-26,0.0,0.0,8.030783773125346e-16,7.314801267632728e-16,1.185216590575617e-07,3.419814770664522e-12,8.496888265175104e-16,2.5808128840257337e-10
5,8.982556293779063e-09,3.4233220533491907e-10,1.752501528154353e-05,7.34843217452374e-09,6.610778089034162e-07,8.865613110397983e-09,6.32505311769007e-07,2.9883977250905576e-10,6.610885270349557e-07,1.8559687177822784e-06,8.865613110416277e-09,1.8559615627643954e-06,1.7525016375152156e-05,3.4233220741353265e-10,6.610778247284957e-07,6.325106423088817e-07,1.855961561101252e-06,1.7525026722519507e-05,1.8559615584456852e-06,3.0647515933651947e-10,6.610778197131849e-07,1.7525026723427727e-05,6.610778247412368e-07,3.0647515933746954e-10,6.325053448521732e-07,8.982556293842654e-09,1.8559615584566687e-06,6.325106423236862e-07,6.325053430817381e-07,1.7525016375044288e-05,9.860761315262648e-32,5.169878828456423e-26,2.5849394142282115e-26,3.1554436208840472e-30,0.0,8.018482062935912e-23,0.0,2.465190328815662e-32,0.0,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,5.759046184403838e-31,1.6155871338926322e-27,2.7960660109505432e-31,2.6469779601696886e-23,8.271806125530277e-25,5.169878828456423e-26,1.2116903504194741e-27,1.2924697071141057e-26,0.0,1.6155871338926322e-27,8.470329472543003e-22,0.0,1.905168786246834e-05,1.0587911840678754e-22,6.556943142009102e-06,5.293955920339377e-23,1.4166866457623158e-10,3.0774694247778873e-10,0.0,2.114258502947151e-18,3.1004095541288675e-15,2.1912912002807902e-15,2.0975694031774434e-12,7.511564038312887e-13,5.545648596619469e-11,4.461848703089277e-06,4.5157742629030185e-17,3.743807092935213e-14,2.233256712413131e-06,1.6888083819953532e-10,4.512650926265808e-15,0.0,0.0,0.0,0.0,0.0,0.0,4.7537875424673335e-06,2.117582368135751e-22,0.0,0.0,0.0,0.0,6.5569431420753705e-06,1.693363296120711e-06,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,1.3861912143879624e-10,1.9457666815695135e-10,1.0464351717807582e-05,5.169878828456423e-26,0.0,1.2924697071141057e-26,0.0,0.0,0.0,1.9721522630525295e-31,3.1554436208840472e-30,5.304429811966018e-16,2.921881274888973e-15,3.6373645296946254e-14,3.7029247707808474e-10,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,1.6155871338926322e-27,2.0969497382486737e-12,1.5558024220239533e-13,1.3962389415845034e-10,4.461848702645373e-06,2.1452906581017047e-06,0.0,0.0,8.271806125530277e-25,4.1359030627651384e-25,4.1359030627651384e-25,7.888609052210118e-31,1.6155871338926322e-27,2.5611916855691674e-14,1.2781361633112928e-14,2.233256788263628e-06,1.6888084167422282e-10,2.3056970143121344e-14,5.4756445060670585e-09
6,8.488924114368053e-09,4.419610204614972e-09,3.286154054260161e-08,8.488929724282592e-09,2.4580220890142083e-08,8.488924530873477e-09,3.5200376526567902e-09,4.4196092942108015e-09,2.4580212003438425e-08,5.604955430522684e-08,8.488924530873201e-09,5.604956095906242e-08,3.286154058383034e-08,4.419610204614679e-09,2.4580220890143658e-08,3.5200380417416165e-09,5.604956095906242e-08,3.2861541514604805e-08,5.6049560959062254e-08,4.419609562669948e-09,2.458022089014238e-08,3.286154151460626e-08,2.4580220890143718e-08,4.419609562669945e-09,3.520037518359481e-09,8.488924114368162e-09,5.6049560959062274e-08,3.5200380417419035e-09,3.5200375183594393e-09,3.286154058383042e-08,4.930380657631324e-32,8.271806125530277e-25,1.5777218104420236e-30,2.2186712959340957e-31,0.0,1.075334796318936e-23,0.0,3.944304526105059e-31,1.1832913578315177e-30,4.930380657631324e-32,6.162975822039155e-33,3.944304526105059e-31,0.0,1.9721522630525295e-31,1.6543612251060553e-24,4.4678278366484777e-32,7.888609052210118e-31,9.6025641510002e-32,0.0,0.0,1.5777218104420236e-30,1.9721522630525295e-31,4.930380657631324e-32,1.5777218104420236e-30,2.465190328815662e-32,0.0,0.0,5.57098907925693e-09,6.617444900424222e-24,2.187662690759048e-08,1.6543612251060553e-24,7.305177870420123e-15,2.147808759667522e-14,3.308722450212111e-24,5.30642374918874e-16,8.120214211189553e-16,4.041122527879834e-15,1.2477782888240285e-15,2.9319973329829416e-17,2.518977260662224e-17,8.522057300626437e-09,1.4904590785921425e-16,2.333930283977577e-16,4.2660074443136774e-09,2.8121292394976e-15,5.114724918524793e-16,0.0,1.3234889800848443e-23,0.0,0.0,0.0,9.860761315262648e-32,1.1147876672530204e-07,2.481541837659083e-24,3.308722450212111e-24,2.481541837659083e-24,3.308722450212111e-24,3.308722450212111e-24,2.1876627700772765e-08,1.0042244768746767e-08,0.0,1.6543612251060553e-24,0.0,0.0,0.0,6.800946343191042e-15,1.841378394827084e-14,2.688521447006674e-08,6.617444900424222e-24,3.308722450212111e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,0.0,4.930380657631324e-32,7.888609052210118e-31,1.2264536138610933e-15,7.387959618833908e-16,7.148752735916467e-15,3.501579982833198e-08,0.0,6.203854594147708e-25,4.1359030627651384e-25,0.0,4.1359030627651384e-25,7.888609052210118e-31,1.2477728257515802e-15,6.852148020010461e-17,8.110821302481828e-16,8.52205734282919e-09,5.816947096383684e-09,0.0,6.617444900424222e-24,6.617444900424222e-24,3.308722450212111e-24,0.0,2.465190328815662e-32,1.4791141972893971e-31,1.9953293351583486e-15,4.1331062903437454e-16,4.266003056323821e-09,2.830833816012695e-15,4.006252143025642e-16,4.823206102000949e-08
7,2.1059631936799106e-09,1.0964266662540904e-09,1.5662419554615895e-08,2.1059634441917477e-09,5.306831517543838e-10,2.1059632119513506e-09,1.6970921316808184e-08,1.0964268606613871e-09,5.30682727143901e-10,1.7240139931008498e-09,2.1059632119513274e-09,1.72401372190466e-09,1.5662419555554497e-08,1.0964266662540888e-09,5.306831517543932e-10,1.6970923231552337e-08,1.7240137219046588e-09,1.5662419970919433e-08,1.7240137219046596e-09,1.0964268290023108e-09,5.306831517543616e-10,1.566241997091918e-08,5.306831517543832e-10,1.0964268290023115e-09,1.697092131986608e-08,2.1059631936798502e-09,1.7240137219046757e-09,1.6970923231552178e-08,1.6970921319866043e-08,1.5662419555554427e-08,6.162975822039155e-33,0.0,3.389636702121535e-32,9.860761315262648e-32,2.6469779601696886e-23,2.0679515313825692e-25,0.0,2.465190328815662e-32,9.860761315262648e-32,3.944304526105059e-31,3.0814879110195774e-33,1.9721522630525295e-31,0.0,1.232595164407831e-31,2.0679515313825692e-25,4.447495826289027e-32,7.888609052210118e-31,7.243483645857871e-32,1.6543612251060553e-24,0.0,4.930380657631324e-32,3.944304526105059e-31,9.860761315262648e-32,0.0,4.930380657631324e-32,6.203854594147708e-25,4.1359030627651384e-25,1.993244909004882e-07,1.0339757656912846e-25,1.6306966630025155e-08,1.0339757656912846e-25,1.92103346615974e-15,7.203412129152743e-16,1.6543612251060553e-24,5.1213288207490085e-17,2.5956157135858607e-17,9.419573357567122e-16,2.4624346233735724e-15,1.2365575553183947e-15,1.5299807743009386e-15,7.821604996695939e-10,3.1937131332901044e-16,2.668765605444247e-18,3.9153697586707537e-10,3.960250458859776e-15,4.3872788052070496e-16,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24,6.617444900424222e-24,0.0,9.378326829385265e-08,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6306966655547025e-08,1.1768512244086053e-08,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,2.1389784019602067e-15,1.2720765024696458e-15,1.1154059786228906e-08,8.271806125530277e-25,0.0,2.481541837659083e-24,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,1.9721522630525295e-31,1.7829177687576984e-17,2.6627122991453877e-17,1.3148879392891325e-15,8.686823997293985e-09,3.308722450212111e-24,3.308722450212111e-24,6.617444900424222e-24,1.6543612251060553e-23,9.926167350636332e-24,0.0,2.4622913015096713e-15,1.2973208926239322e-15,3.653427016473187e-15,7.821604771519027e-10,6.19662745085111e-08,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,3.0814879110195774e-33,1.232595164407831e-31,2.0902445281978624e-16,5.884856738350597e-20,3.91536445721339e-10,3.959099200841426e-15,4.754316602561146e-16,1.1965552070515528e-08
8,4.416679368062372e-08,2.372632620197501e-08,1.8054669062971452e-08,4.4166791755466645e-08,3.009219462900287e-08,4.4166793526029236e-08,1.945818254259523e-08,2.3726323057507476e-08,3.0092193085062855e-08,2.3019673091417436e-08,4.4166793526029144e-08,2.30196767399694e-08,1.805467694349757e-08,2.372632620197455e-08,3.009219462900315e-08,1.945818585765503e-08,2.3019676739969478e-08,1.805467725506628e-08,2.3019676739970073e-08,2.3726323058860128e-08,3.009219462900266e-08,1.80546772550663e-08,3.009219462900285e-08,2.3726323058860102e-08,1.9458183729050784e-08,4.416679368062334e-08,2.3019676739969862e-08,1.9458185857655092e-08,1.9458183729050757e-08,1.805467694349757e-08,6.902532920683853e-31,0.0,9.860761315262648e-31,0.0,0.0,0.0,0.0,2.157041537713704e-31,7.888609052210118e-31,7.888609052210118e-31,1.7256332301709633e-31,1.9721522630525295e-31,0.0,1.9721522630525295e-31,1.6543612251060553e-24,6.982534374502426e-31,1.4791141972893971e-30,2.461854877370528e-31,1.6543612251060553e-24,0.0,7.888609052210118e-31,7.888609052210118e-31,9.860761315262648e-32,1.1832913578315177e-30,4.930380657631324e-32,0.0,8.271806125530277e-25,1.639397089621341e-07,1.6543612251060553e-24,1.592667545531953e-08,0.0,6.936286444040271e-16,2.062885969153189e-15,0.0,7.788882940911081e-16,1.1422183298509017e-16,7.712107081459687e-16,4.917616388979058e-15,1.7668146410603787e-15,1.9076108360440788e-15,7.670136619792075e-09,6.2150863635844635e-16,1.698459694005086e-15,2.8491611908457403e-09,4.093819102383916e-15,3.068160658522412e-15,4.1359030627651384e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.9721522630525295e-31,1.2188281150933357e-08,3.308722450212111e-24,4.963083675318166e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.592667555017184e-08,2.7243848145691927e-08,1.6543612251060553e-24,8.271806125530277e-25,2.481541837659083e-24,3.308722450212111e-24,3.308722450212111e-24,6.438449649767171e-16,5.50515923121659e-16,1.1736232077871977e-08,0.0,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,7.395570986446986e-32,7.888609052210118e-31,3.1554436208840472e-30,7.870802865284694e-16,1.3287664424515982e-16,2.3612115686285938e-15,1.381818600997609e-08,9.926167350636332e-24,3.308722450212111e-24,3.308722450212111e-24,9.926167350636332e-24,9.926167350636332e-24,1.4051584874249273e-30,4.917775788722667e-15,7.853552625354869e-16,4.816000389951106e-15,7.670136060093985e-09,7.193357015079322e-08,0.0,3.308722450212111e-24,1.6543612251060553e-24,4.963083675318166e-24,3.308722450212111e-24,3.944304526105059e-31,2.9582283945787943e-31,6.638319315623194e-16,1.6432178886977592e-15,2.8491579366691265e-09,4.086972800781243e-15,1.1953234456294838e-15,2.7019591426867563e-08
9,1.0716972950657383e-08,6.099657190521926e-09,2.7398449439459036e-08,1.0716969815429312e-08,6.115192620326738e-09,1.0716972716127169e-08,3.257814503890933e-08,6.09965268981405e-09,6.115190755679274e-09,1.1690909167717789e-08,1.0716972716127132e-08,1.1690910464422611e-08,2.7398450894025438e-08,6.099657190521771e-09,6.1151926203269815e-09,3.257814601122271e-08,1.169091046442257e-08,2.7398451238082988e-08,1.1690910464422743e-08,6.099653293986573e-09,6.115192620326386e-09,2.7398451238083273e-08,6.115192620326893e-09,6.099653293986574e-09,3.257814518472231e-08,1.0716972950657248e-08,1.169091046442272e-08,3.2578146011223043e-08,3.257814518472212e-08,2.7398450894025312e-08,2.9582283945787943e-31,2.895132143935597e-24,1.713307278526885e-30,9.860761315262648e-31,2.6469779601696886e-23,9.926167350636332e-24,1.3234889800848443e-23,1.9721522630525295e-31,1.0615725853462444e-30,2.267975102510409e-30,6.288161268424325e-32,9.860761315262648e-32,1.6543612251060553e-24,1.9721522630525295e-31,8.271806125530277e-25,5.749462561219171e-31,7.888609052210118e-31,4.380440072126223e-31,3.308722450212111e-24,8.271806125530277e-25,1.4791141972893971e-30,2.070759876205156e-30,3.4512664603419266e-31,1.5284180038657104e-30,2.9582283945787943e-31,2.481541837659083e-24,1.6543612251060553e-24,1.2531137307291673e-07,3.308722450212111e-24,4.354234235000724e-08,1.2407709188295415e-24,2.6550818030419398e-15,1.072428360605227e-14,1.6543612251060553e-24,1.3609363534687986e-16,6.400601265772303e-17,8.010377464756725e-16,6.1541325354035994e-15,2.540046327311063e-16,2.383409775789327e-15,9.161232257005676e-09,8.686803848232098e-16,2.1175776874977248e-16,3.064959838680095e-09,7.087041771194146e-15,7.158761940842597e-16,2.6469779601696886e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,4.930380657631324e-32,6.42774498381737e-08,6.617444900424222e-24,6.617444900424222e-24,4.963083675318166e-24,4.963083675318166e-24,4.963083675318166e-24,4.354234241705151e-08,1.7879741434132244e-08,1.6543612251060553e-24,1.6543612251060553e-24,2.481541837659083e-24,2.481541837659083e-24,2.481541837659083e-24,2.5109304874705466e-15,8.995142301940929e-15,1.1323164893797323e-08,7.444625512977249e-24,4.963083675318166e-24,4.963083675318166e-24,7.444625512977249e-24,7.444625512977249e-24,3.944304526105059e-31,3.4512664603419266e-31,1.1093356479670479e-30,4.126382893097358e-18,5.083519554725526e-17,1.318077768769489e-15,8.786790483254806e-09,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,3.308722450212111e-24,0.0,1.1832913578315177e-30,6.1543576922977346e-15,5.764811418574387e-16,5.06376516422722e-15,9.161232252502503e-09,4.9535891109874774e-08,0.0,8.271806125530277e-25,0.0,0.0,0.0,1.0014835710813626e-31,0.0,4.67464804810792e-16,1.7691027123934596e-16,3.0649602364577797e-09,7.07819334610527e-15,5.943145017389068e-16,8.918083719806495e-09
