,Y2Z3,Y3Z2,Y2Z0,Y0Z2,Y0Z5,Y5Z0,Y1Z2,Y2Z1,Y0Z4,Y4Z0,Y1Z5,Y5Z1,Y5Z4,Y4Z5,Y4Z2,Y2Z4,Y2Z5,Y5Z2,Y5Z3,Y3Z5,Y4Z3,Y3Z4,Y4Z1,Y1Z4,Y3Z1,Y1Z3,Y0Z3,Y3Z0,Y0Z1,Y1Z0,X3Y2,X5Y2,X3Y4,Y4,X2Y4,X0Y4,X3Y0,Y2,Y1,X5Y4,X5Y0,X4Y5,X2Y5,X1Y5,X0Y2,standard_y,Y3,Y0,X4Y3,X4Y1,X4Y0,X1Y4,X1Y3,X1Y2,X1Y0,X0Y1,X3Y1,X5Y1,X2Y0,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y3,X2Y1,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9656464075038401,0.96564640750384,0.9506335645634441,0.9506335645634438,0.8412423959349363,0.8412423959349362,0.747136951862047,0.7471369518620468,0.7393703706762795,0.7393703706762794,0.7218626135761532,0.721862613576153,0.7190958853986502,0.7190958853986501,0.6626277675625856,0.6626277675625856,0.5405812068681398,0.5405812068681397,0.40573974935886215,0.40573974935886215,0.3879011757932824,0.3879011757932824,0.35162393686161975,0.35162393686161975,0.30193759566924927,0.30193759566924927,0.14997105299598543,0.14997105299598537,0.09033985426934965,0.09033985426934957,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.0408340855860843e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0018212252172236912,0.0018212252172236914,0.0017929107452463707,0.8006627782956274,0.8412423959349364,0.8412423959349364,0.4451998931981753,0.0014091127423838026,0.7393703706762798,0.7393703706762798,0.7218626135761534,0.7218626135761532,0.7190958853986502,0.7190958853986502,0.2747272816635742,0.0012497270124342285,0.0010195451650365694,0.13484217913000468,0.13484049606883652,0.0007652319290168759,0.2747254132652691,0.0007315880819891484,0.35162393686161986,0.35162393686161986,0.0005694593372766633,0.44519802738655834,0.8006608208361827,0.0002828479052450606,0.09033985426934961,0.09033985426934957,1.1102230246251565e-16,0.0,2.168404344971009e-19,0.0,5.421010862427522e-20,2.7755575615628914e-17,1.3552527156068805e-20,1.0842021724855044e-19,4.85722573273506e-17,0.0,6.938893903907228e-18,0.0,0.0,5.551115123125783e-17,1.0842021724855044e-19,1.4560835176480325e-16,0.0,4.163336342344337e-17,5.421010862427522e-20,4.5102810375396984e-17,0.0,1.1102230246251565e-16,1.3552527156068805e-20,5.421010862427522e-20,1.3725388051757687e-17,1.5208211870154946e-19,0.0,1.3877787807814457e-17,4.0657581468206416e-20,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,4.0657581468206416e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00023638795501696846,0.0002363879550169685,0.00010037984681712084,4.240937568433048e-05,4.45588048586397e-05,4.4558804858639686e-05,0.44519936523973586,0.000182897357454911,3.916286224330105e-05,0.020274486286374863,0.6315227594335321,3.823551391194409e-05,3.808896625629338e-05,0.02027448424044309,0.27472660339196325,0.00016220970915894578,0.0001003798463050357,7.142263350911174e-06,7.142261849031018e-06,6.261157155505388e-05,0.2747265719150265,9.495728973038921e-05,0.35162393686161975,0.3516239368616197,7.391360877890521e-05,0.44519933380637716,4.240937393759094e-05,6.261157136422206e-05,4.785108259875708e-06,0.631522758294177,5.551115123125783e-17,1.6543612251060553e-24,6.776263578034403e-21,0.0,6.776263578034403e-21,1.6940658945086007e-21,3.101927297073854e-25,2.710505431213761e-20,0.0,3.3881317890172014e-21,0.0,0.0,8.271806125530277e-25,1.6940658945086007e-21,1.6543612251060553e-24,2.879912020664621e-20,0.0,1.6940658945086007e-21,0.0,2.7755575615628914e-17,8.470329472543003e-22,1.0408340855860843e-17,6.776263578034403e-21,6.776263578034403e-21,8.684058334384918e-22,9.692164006223768e-22,2.0328790734103208e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0001056689264808156,0.00010566892648081561,0.00012662905994824337,1.554433186138997e-06,1.4578276245291835e-06,1.9322189288318458e-09,0.0005267046415090594,0.00012662908576257457,1.4354385563627884e-06,0.3718981760613569,0.0007471393715378185,1.658019867647948e-09,1.651665070764921e-09,0.3718981760592709,0.2747265940917695,7.251014896406517e-05,0.0001266290599480899,3.0971242360534506e-10,3.0971241059160954e-10,5.052155385292159e-06,0.27472658780197645,4.244731871646225e-05,0.37189840794907025,0.0004159978137490112,5.0521980953440445e-06,0.0005267046340780587,1.5544331733457074e-06,5.052155385344494e-06,1.457826358804766e-06,0.0007471393715360077,0.0,0.0,0.0,2.7755575615628914e-17,3.3881317890172014e-21,0.0,2.5849394142282115e-26,1.3552527156068805e-20,2.710505431213761e-20,5.169878828456423e-26,0.0,2.0679515313825692e-25,1.262177448353619e-29,0.0,0.0,2.774117605552559e-17,8.470329472543003e-22,0.0,0.0,5.421010862427522e-20,2.117582368135751e-22,5.929230630780102e-21,4.963083675318166e-24,4.963083675318166e-24,1.6579750801130464e-26,2.3802530819640927e-26,3.308722450212111e-24,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,9.926167350636332e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077935669463161e-27,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0001763371752796257,0.0001763371752796257,9.031235777012041e-05,4.3313406590228205e-06,8.061915654598426e-06,4.100551872898051e-10,7.759112793999778e-08,9.031235752503833e-05,8.061915533676874e-06,0.0007193389134524119,1.1006431608400933e-07,1.3492696499332025e-12,1.3479557524433734e-12,0.0007193389134210854,0.000531385780802942,9.031173588019178e-05,9.031235776636167e-05,6.572712235452397e-11,6.572711466355383e-11,6.240377000750344e-05,0.0005313857469233048,6.240391815885178e-05,0.0007193389160228148,6.1282428161167e-08,6.240376988162685e-05,7.759112489150344e-08,4.331340559751069e-06,6.240377000578887e-05,8.061915650377355e-06,1.1006431608193806e-07,1.1102230246251565e-16,0.0,0.0,5.421010862427522e-20,1.3234889800848443e-23,0.0,0.0,6.776263578034403e-21,3.308722450212111e-24,0.0,6.776263578034403e-21,0.0,0.0,0.0,2.5849394142282115e-26,3.3037606590064996e-20,1.3552527156068805e-20,8.470329472543003e-22,3.308722450212111e-24,3.3881317890172014e-21,0.0,1.6940658945086007e-21,0.0,4.0389678347315804e-28,3.7330760435645575e-30,3.5355053430656384e-29,2.4233807008389483e-27,0.0,1.0339757656912846e-25,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,2.4233807008389483e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4.222783476265226e-07,4.230921872566484e-07,2.1477512915954277e-07,3.6524358663746434e-07,6.909201943960025e-07,1.8197025082805437e-13,1.9485764645257583e-10,2.1477512915946002e-07,6.90920194374702e-07,1.5115062965911759e-06,4.3299887499504406e-10,5.9437487911466e-16,5.942533280580106e-16,1.5115062963530294e-06,1.1158683325512383e-06,2.147751291530098e-07,2.147751291594749e-07,2.8966118368665744e-14,2.896611836864607e-14,1.4850090482828597e-07,1.1158683325508258e-06,1.4850090482984129e-07,1.5115062964203395e-06,4.324778768101283e-10,1.4850090482827822e-07,1.9485764645253137e-10,3.652435866374157e-07,1.4850090482825477e-07,6.90920194395993e-07,4.329988749950211e-10,0.0,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,6.162975822039155e-33,0.0,1.5407439555097887e-33,6.018531076210112e-36,1.2924697071141057e-26,6.310887241768095e-30,1.3234883489961201e-23,0.0,0.0,0.0,1.3234889800848443e-23,0.0,1.3234889800848443e-23,6.162975822039155e-33,6.162975822039155e-33,4.4407878713633835e-34,4.010136454359041e-34,6.162975822039155e-33,0.0,2.524354896707238e-29,5.054147084555193e-08,6.310887241768095e-30,3.64606567078593e-18,1.2258497501988422e-20,2.344834522428556e-13,2.2423922274571513e-20,2.841651843887505e-13,0.06985723980941584,1.12614176907892e-11,2.0800490402428058e-08,5.2033883861079006e-17,2.0833337568582175e-17,3.9706478591493806e-08,1.9138562020184805e-11,6.694225247303678e-14,3.375886972440643e-14,5.879089554366689e-18,0.0,1.9721522630525295e-31,1.9721522630525295e-31,0.0,1.5777218104420236e-30,0.0,1.5740693410996228e-14,0.0,0.0,0.0,0.0,0.0,0.0,5.5796542889257906e-18,8.698720353326956e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.009265538105056e-36,1.862653162634111e-20,2.6999664754734713e-13,4.615598072801983e-08,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,2.5602102677442432e-20,4.543062252299889e-13,0.06985723980941606,5.173614558548594e-08,4.8467614016778965e-27,6.462348535570529e-27,4.8467614016778965e-27,0.0,4.8467614016778965e-27,1.1261417690790956e-11,2.0800490563060366e-08,5.5229675572470254e-17,3.99228227847575e-17,5.154021979812292e-11,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,3.9706478591500423e-08,1.9598842928530445e-11,8.772753928886695e-14,6.977125263273096e-14,6.328639037837898e-18,1.343893834803281e-07
6,3.319103738622289e-06,3.976433549342964e-06,3.320776016810479e-06,4.531324439457205e-05,4.511429434527992e-05,3.558636350624241e-11,2.26607670212124e-09,3.320776419654426e-06,4.511439382992722e-05,2.9516567531055473e-05,2.1018738023592124e-09,1.803363743261428e-11,1.8034631505193133e-11,2.9516602490264642e-05,2.941515223527996e-05,3.320777386499479e-06,3.3207764199324763e-06,3.499186609230163e-11,3.4991866086339165e-11,3.978088538755764e-06,2.9415152205165916e-05,3.9780887603899375e-06,2.9516602571105517e-05,6.044754456241499e-09,3.978088538406268e-06,2.266076702773797e-09,4.531324446729174e-05,3.978088582492307e-06,4.511429432928961e-05,2.101873699690597e-09,5.421010862427522e-20,6.310887241768095e-30,0.0,0.0,8.271806125530277e-25,6.617444900424222e-24,0.0,2.117582368135751e-22,5.169878828456423e-25,5.048709793414476e-29,2.117582368135751e-22,0.0,3.1554436208840472e-30,0.0,4.8467614016778965e-27,3.1768937712607397e-21,4.235164736271502e-22,3.3881317890172014e-21,0.0,0.0,6.617444900424222e-24,6.352747104407253e-22,2.524354896707238e-29,3.1554436208840472e-30,4.078996061216321e-29,5.853997902700836e-30,2.524354896707238e-29,6.617444900424222e-24,6.462348535570529e-27,7.010804208875852e-05,3.2311742677852644e-27,1.1245514983850128e-12,1.16820882001918e-14,2.3787527167577274e-09,2.5120555486936964e-14,7.948333558716213e-09,4.423565584140406e-05,1.9198063416709284e-07,1.1773686868914255e-05,1.9373999906624162e-13,3.3920838251981203e-14,6.251143270596865e-06,9.449841935795243e-08,8.699983840562978e-09,1.6103013793496235e-09,1.060331545280161e-12,0.0,1.0339757656912846e-25,0.0,2.0679515313825692e-25,1.0339757656912846e-25,7.888609052210118e-31,3.4693903464635116e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.192835034631711e-13,2.4813091263904424e-05,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,2.94364831597695e-15,3.045929485443117e-09,1.5967162268921226e-05,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,8.470329472543003e-22,0.0,0.0,3.1640079500770187e-14,3.385397713106148e-09,4.4235655841686846e-05,1.3326913082067025e-05,0.0,1.6543612251060553e-24,4.1359030627651384e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.9198063417050315e-07,1.1773692144579983e-05,1.842343641461635e-13,7.887061550059749e-14,1.547334352187561e-08,0.0,3.3881317890172014e-21,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,2.117582368135751e-22,0.0,6.251143400602577e-06,1.0755863349791496e-07,8.91718793924858e-09,1.4804165838551466e-09,1.9433486486779907e-12,1.5981932739997505e-05
7,1.7723803408056796e-08,2.192915609950505e-08,1.7723801740323644e-08,2.319561121695586e-08,2.3195621585032302e-08,1.2795998455136966e-09,5.1799237377163336e-09,1.7723801740323842e-08,2.3195621615865288e-08,1.2680643916889976e-08,5.179923716895054e-09,1.27959984208245e-09,1.2795998414318582e-09,1.2680643918068345e-08,1.2680653660553262e-08,1.7723801740325748e-08,1.7723801740323836e-08,1.2795998120700213e-09,1.279599812070022e-09,2.192915436985165e-08,1.2680653660553166e-08,2.1929154369851964e-08,1.2680643982919672e-08,5.179924093039639e-09,2.192915436985164e-08,5.179923737716332e-09,2.3195611216955965e-08,2.1929154369851745e-08,2.319562160754214e-08,5.179923716880307e-09,0.0,3.0814879110195774e-33,1.4791141972893971e-31,8.271806125530277e-25,0.0,3.2311742677852644e-27,3.944304526105059e-31,1.6543612251060553e-24,2.0679515313825692e-25,3.944304526105059e-31,5.169878828456423e-26,1.9721522630525295e-31,1.5792625543975334e-32,2.4233807008389483e-27,7.395570986446986e-32,4.1359030627651384e-24,3.308722450212111e-24,0.0,9.860761315262648e-32,5.169878828456423e-26,0.0,5.169878828456423e-26,1.232595164407831e-32,2.311115933264683e-33,3.15241647722481e-31,9.526934972755917e-32,2.465190328815662e-32,4.0389678347315804e-27,0.0,8.427455377967002e-08,2.0679515313825692e-25,3.825976719702882e-15,3.770165680922682e-16,1.7756750792759324e-15,6.203961296324475e-16,2.935629059653406e-15,2.6956297927503127e-08,2.782767255725189e-11,3.5852810677639483e-09,7.705872461315261e-16,2.2007886875784848e-16,1.930472160143517e-09,2.4916412817024773e-11,7.249743708048706e-15,2.7526914136043465e-16,2.5285662551424516e-16,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,3.697785493223493e-32,1.80134273306199e-08,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,0.0,0.0,5.95206582916521e-15,8.580854526492275e-09,1.6543612251060553e-24,0.0,1.6543612251060553e-24,2.481541837659083e-24,2.481541837659083e-24,2.465190328815662e-32,1.341776975690997e-16,1.7774711591468626e-15,1.4574759664007037e-08,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,3.9092677857132223e-16,1.20100281204751e-15,2.6956297944239095e-08,2.246563496065798e-09,3.308722450212111e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,2.7827639020622e-11,3.5852858731009654e-09,8.168446501328803e-16,2.1050797801071332e-16,3.6005832544084266e-08,0.0,0.0,0.0,0.0,6.617444900424222e-24,3.877409121342317e-26,3.944304526105059e-31,1.930471822680605e-09,2.492509320037617e-11,6.959958870517009e-15,4.324204581888526e-17,3.9706725113345444e-16,5.565747159153095e-08
8,5.902390410402502e-09,9.485041419611644e-09,5.902390096942248e-09,3.1148444504615496e-08,3.114845052309684e-08,1.8061339900138942e-09,7.295535501645701e-09,5.902390096942457e-09,3.1148450657108023e-08,1.8321291608431733e-08,7.29553528883988e-09,1.806133894570388e-09,1.806133895252254e-09,1.832129160649681e-08,1.83213009863377e-08,5.9023900969449515e-09,5.90239009694246e-09,1.8061337602972524e-09,1.8061337602972532e-09,9.485041075821891e-09,1.8321300986337672e-08,9.485041075822363e-09,1.832129203953784e-08,7.2955396536604075e-09,9.485041075821888e-09,7.295535501645701e-09,3.114844450461555e-08,9.485041075822017e-09,3.1148450672573747e-08,7.295535288855717e-09,0.0,2.0954117794933126e-31,4.930380657631324e-31,1.6543612251060553e-24,3.1554436208840472e-30,1.6155871338926322e-27,1.9721522630525295e-31,4.1359030627651384e-25,6.203854594147708e-25,7.888609052210118e-31,4.1359030627651384e-25,1.1832913578315177e-30,1.7256332301709633e-31,3.2311742677852644e-27,3.944304526105059e-31,4.446095792472524e-24,2.481541837659083e-24,0.0,1.7256332301709633e-31,8.271806125530277e-25,0.0,4.1359030627651384e-25,5.115269932292498e-31,1.617781153285278e-32,2.5679711468395826e-30,3.0411707000724185e-30,4.776306262080345e-31,1.6155871338926322e-27,1.4791141972893971e-31,9.499176964449015e-08,7.237830359838992e-25,5.160802807421017e-15,2.603362995418219e-16,1.2082926654689885e-15,1.9297005165744895e-16,7.848999610226723e-15,2.797831487344748e-08,3.263845787044373e-11,2.5079361439805025e-08,1.5163333024789634e-16,2.9650047720686274e-16,1.3488715774171482e-08,2.881717839561124e-11,9.872493187231252e-15,2.877313700548799e-16,7.616118408171948e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.633188592840376e-31,1.7412309409651127e-08,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,4.733165431326071e-30,8.207300323305681e-15,1.3285601448228636e-08,2.481541837659083e-24,3.308722450212111e-24,2.0679515313825692e-24,1.6543612251060553e-24,1.6543612251060553e-24,8.628166150854817e-32,1.6243174188297397e-16,1.2886505560701214e-15,7.428512919157015e-09,3.9291079096268815e-24,3.5155176033503676e-24,3.7223127564886245e-24,3.9291079096268815e-24,3.9291079096268815e-24,0.0,2.619264724366641e-32,2.717616730534333e-16,7.66707140025414e-15,2.7978314879422668e-08,3.246398075114331e-09,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.263850262150044e-11,2.5079368595824843e-08,1.6989554656263373e-16,2.929439636713581e-16,3.543592659561885e-08,1.3234889800848443e-23,6.617444900424222e-24,1.9852334701272664e-23,6.617444900424222e-24,0.0,4.1359030627651384e-25,0.0,1.3488715350946707e-08,2.880276198327714e-11,9.762802772002572e-15,1.7524605018558067e-16,9.375134474328657e-16,5.96112499314915e-08
9,6.2871636812126334e-09,8.416077268950162e-09,6.287163390181959e-09,1.685660117141812e-08,1.6856606964260325e-08,5.738690080477019e-10,2.2013977343429727e-09,6.287163390182053e-09,1.6856607094320997e-08,1.844811943156558e-08,2.2013975236754724e-09,5.73868768383744e-10,5.738687691361098e-10,1.844811943017156e-08,1.844812917815466e-08,6.287163390183354e-09,6.287163390182059e-09,5.738687617059585e-10,5.738687617059594e-10,8.41607692345615e-09,1.8448129178154632e-08,8.41607692345643e-09,1.8448119873888784e-08,2.201402118890668e-09,8.416076923456146e-09,2.2013977343429727e-09,1.685660117141816e-08,8.416076923456268e-09,1.685660710989007e-08,2.201397523691292e-09,0.0,4.437342591868191e-31,3.821045009664276e-31,4.963083675318166e-24,1.5777218104420236e-30,3.2311742677852644e-27,1.5777218104420236e-30,1.6543612251060553e-24,1.0339757656912846e-25,1.9721522630525295e-30,8.271806125530277e-25,9.860761315262648e-31,6.656013887802287e-31,1.6155871338926322e-27,5.423418723394456e-31,1.1011841904612181e-23,2.481541837659083e-24,4.963083675318166e-24,2.465190328815662e-32,8.271806125530277e-25,0.0,8.271806125530277e-25,5.669937756276022e-31,6.162975822039155e-33,2.977399983225983e-30,3.168983506095233e-30,5.7931972727168054e-31,3.2311742677852644e-27,1.9721522630525295e-31,9.87499584379269e-08,3.618915179919496e-25,6.1985278110911995e-15,2.4368360935415e-16,1.2460203083655017e-15,1.1487214609777434e-16,1.313412967202277e-14,1.9643142571927434e-08,3.030769312517585e-11,2.4431838970187092e-08,1.0253124789908025e-16,2.961659911040818e-16,1.2982400928047804e-08,2.6206626802286395e-11,1.0050968505350097e-14,1.9693174443764335e-16,3.5776336396729405e-15,1.6543612251060553e-24,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,9.244463733058732e-32,1.7434170845750523e-08,1.6543612251060553e-24,0.0,0.0,0.0,0.0,1.5777218104420236e-30,9.121943099995775e-15,1.3114259168727237e-08,4.963083675318166e-24,3.308722450212111e-24,4.1359030627651384e-24,4.963083675318166e-24,4.963083675318166e-24,1.232595164407831e-31,1.5224131820703103e-16,1.337625903608519e-15,8.718796934571382e-09,4.1359030627651384e-25,8.271806125530277e-25,6.203854594147708e-25,6.203854594147708e-25,6.203854594147708e-25,1.3234889800848443e-23,3.0814879110195774e-33,1.9529560422599482e-16,1.2736175446556515e-14,1.9643142577814075e-08,2.223790054022092e-09,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,3.0307705710601405e-11,2.4431845614630364e-08,1.2090910082199254e-16,2.9263496718966644e-16,3.5990032088525554e-08,0.0,0.0,0.0,0.0,1.3234889800848443e-23,4.1359030627651384e-25,1.67632942359465e-30,1.298240067820556e-08,2.6193068583548053e-11,9.919768671629805e-15,8.624092694352765e-17,3.699481438744092e-15,6.493502155292736e-08
