,Y4Z2,Y2Z4,Y4Z1,Y1Z4,Y3Z4,Y4Z3,Y4Z5,Y5Z4,Y5Z0,Y0Z5,Y4Z0,Y0Z4,Y0Z2,Y2Z0,Y5Z3,Y3Z5,Y5Z2,Y2Z5,Y3Z0,Y0Z3,Y5Z1,Y1Z5,Y1Z0,Y0Z1,Y3Z2,Y2Z3,Y1Z2,Y2Z1,Y3Z1,Y1Z3,standard_y,X1Y3,Y4,Y2,X3Y2,Y5,X4Y5,X3Y4,X2Y4,X1Y5,X1Y2,X0Y5,X0Y4,X5Y2,X3Y0,X1Y0,X0Y1,Y3,X5Y0,X2Y5,X2Y3,X2Y0,Y1,Y0,X5Y3,X4Y2,X4Y0,X3Y1,X2Y1,X0Y2,X4Y1,X0Y3,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y1,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9956448355104628,0.9956448355104627,0.83746908209646,0.8374690820964599,0.8364614512743889,0.8364614512743886,0.639068140544162,0.6390681405441619,0.6257203041080541,0.6257203041080539,0.6039200385961945,0.6039200385961945,0.5442292252959519,0.5442292252959517,0.47635320869933495,0.47635320869933495,0.47026350752244794,0.4702635075224479,0.36995516654807925,0.36995516654807925,0.25935401432800764,0.25935401432800764,0.23796462709189137,0.23796462709189137,0.23433096104669637,0.23433096104669637,0.0655288592398131,0.06552885923981301,0.013167991554874164,0.013167991554874123,1.5265566588595902e-16,1.249000902703301e-16,1.1102230246251565e-16,6.938893903907228e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,3.122502256758253e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0029210962349256134,0.0029210962349256134,0.0024570285460521236,0.7719405048808534,0.6021314987452231,0.0024540722844460083,0.0018749452341078779,0.16880665694970548,0.6257203041080541,0.6257203041080541,0.0017718251408746814,0.059693155563134016,0.0596882141390252,0.0015966998313544536,0.47635320869933506,0.47635320869933506,0.1688018825895044,0.0013796937544927387,0.36995516654807936,0.36995516654807936,0.25935401432800764,0.25935401432800764,0.23796462709189142,0.2379646270918914,0.6021268902508328,0.0006874974525319195,0.7719366185431289,0.00019225339918149665,0.013167991554874137,0.013167991554874133,6.949735925632083e-17,5.551115123125783e-17,2.168404344971009e-19,3.2526065174565133e-19,1.0842021724855044e-19,8.326672684688674e-17,1.6263032587282567e-19,4.336808689942018e-19,1.1102230246251565e-16,2.7755575615628914e-17,5.421010862427522e-20,0.0,2.168404344971009e-19,1.0842021724855044e-19,1.3877787807814457e-17,2.394686549852035e-17,2.1163568173401923e-17,2.7755575615628914e-17,2.7755575615628914e-17,5.421010862427522e-20,1.0842021724855044e-19,1.0842021724855044e-19,1.3877787807814457e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.1102230246251565e-16,5.421010862427522e-20,1.3877787807814457e-17,2.710505431213761e-20,8.131516293641283e-20,1.0842021724855044e-19,5.204170427930421e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3.8172091517690886e-08,0.000462261519234061,3.2107781113158955e-08,5.954901037476699e-05,0.5889625276521624,3.206914949014908e-08,2.4501274628111297e-08,0.09054932245647557,0.6257203041080541,0.6257203041080541,2.3153729282241416e-08,0.17827374587061598,0.17827385827954442,0.0002704783434135322,0.47635320869933506,0.47635320869933495,0.09054942742976474,0.00023371786844659002,0.36995516654807925,0.36995516654807936,0.09054932373043775,2.0007086391855007e-05,1.8357066362627308e-05,0.1782737467562732,0.5889623970342384,0.00011646094551417109,5.954900177178645e-05,0.00046226151766482284,0.5889625258213762,1.0158051546963593e-06,2.7783527702888305e-17,8.470329472543003e-22,0.0,2.710505431213761e-20,5.421010862427522e-20,2.7755575615628914e-17,8.271806125530277e-25,0.0,3.3881317890172014e-21,0.0,8.271806125530277e-25,0.0,0.0,5.421010862427522e-20,1.3877787807814457e-17,9.543461011908093e-22,7.793814477128968e-22,5.551115123125783e-17,2.7755575615628914e-17,1.3552527156068805e-20,0.0,4.0657581468206416e-20,8.470329472543003e-22,0.0,0.0,3.3881317890172014e-21,0.0,2.541098841762901e-21,4.1359030627651384e-25,0.0,1.3552527156068805e-20,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.014250731622136e-10,0.00015148719105849396,4.217648510635965e-10,2.386967269784969e-06,0.5889625017808546,4.2125738962688996e-10,1.7701607766470407e-11,0.00014245753845608156,0.0009844195414757614,0.0009844195414757612,1.7700833057062948e-11,0.0002804707115477233,0.0002804707305400033,1.2046827781920334e-05,0.0007494265476277857,0.10639849999715298,0.0001424575561920579,1.2046623298557346e-05,0.10639745263019498,0.0005820349651894275,0.00014245753845930183,6.614044538901056e-08,6.613854226205237e-08,0.000280470711549962,0.5889624877533928,3.816528258048114e-05,2.386967232751263e-06,0.0001514871910576677,0.5889625017779132,4.0717615022812385e-08,5.542984265991692e-17,0.0,2.5849394142282115e-26,0.0,1.3552527156068805e-20,2.710505431213761e-20,1.262177448353619e-29,2.5849394142282115e-26,0.0,1.0339757656912846e-25,1.9387045606711586e-26,6.938893903907228e-18,5.048709793414476e-29,0.0,8.131516293641283e-20,1.5756212063554002e-25,1.4452842517401038e-25,5.551115123125783e-17,6.938893903907228e-18,1.9852334701272664e-23,0.0,1.3234889800848443e-23,6.617444900424222e-24,5.421010862427522e-20,0.0,0.0,2.524354896707238e-29,2.6469779601696886e-23,4.8467614016778965e-27,0.0,9.529120656610879e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5146129380243427e-28,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.376428539288238e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.5864146135563066e-14,8.071350067983449e-06,2.1755170067500542e-14,2.412719193315807e-07,0.004147808470113628,2.1728994558018404e-14,9.130521375288283e-16,2.1512427131877767e-06,2.3744895838730156e-06,2.3744895838730156e-06,9.130521372963352e-16,2.080389927889671e-06,2.0803899280276077e-06,8.580210869692546e-07,2.151279020495441e-06,0.0007493154512081793,2.151242713283176e-06,8.580210868845196e-07,0.0007493154511652646,2.0804079666787e-06,2.1512427131877674e-06,6.801324664061168e-09,6.801324662922544e-09,2.0803899278896573e-06,0.0041478084696124785,8.071015083507883e-06,2.4127191931254337e-07,8.071350067982965e-06,0.004147808470113409,2.4126572831200475e-07,4.2062134148321457e-22,1.2924697071141057e-26,0.0,0.0,6.617444900424222e-24,4.235164736271502e-22,4.513898307157584e-36,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,4.1359030627651384e-25,2.5515317833137326e-29,2.449649053351251e-29,0.0,1.734723475976807e-18,8.077935669463161e-28,6.617444900424222e-24,3.281661365719409e-28,2.895132143935597e-24,0.0,0.0,2.0679515313825692e-25,1.504632769052528e-36,4.8467614016778965e-27,6.310887241768095e-30,0.0,6.203854594147708e-25,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.018531076210112e-36,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.2305839712253207e-15,3.292354937216856e-06,2.107970594225487e-15,5.8724558560187664e-08,4.8240771613428495e-09,2.1079705912261e-15,4.3001932789184334e-17,1.0034565460736444e-06,1.1083497904569764e-06,1.1086976669165082e-06,4.3001932786785507e-17,9.705043855853116e-07,9.705043855960723e-07,3.483171034581453e-07,1.0034565460736444e-06,8.685574953801526e-10,1.0034565460810923e-06,3.48317103450587e-07,8.685574953692043e-10,9.705043855853116e-07,1.0034565460736444e-06,1.6458725892109156e-09,1.6458725891501368e-09,9.705043855853116e-07,4.824077161245757e-09,3.292354937216856e-06,5.872455855941365e-08,3.292354937216844e-06,4.824077148316591e-09,5.8724558558432136e-08,1.0577572102743364e-22,3.2311742677852644e-27,1.9721522630525295e-31,0.0,6.310887241768095e-30,1.0587911840678754e-22,9.4039548065783e-38,0.0,0.0,0.0,5.5220263365470826e-30,1.734723475976807e-18,0.0,0.0,0.0,1.3073378192510344e-30,1.3262309448577859e-30,0.0,1.734723475976807e-18,2.0194839173657902e-28,3.1554436208840472e-30,7.573064690121713e-29,1.0339757656912846e-25,0.0,7.888609052210118e-31,0.0,0.0,3.2311742677852644e-27,3.549874073494553e-30,0.0,7.888609052210118e-31,0.0,4.778562790866597e-07,9.255168009996646e-22,5.188925762695337e-16,4.6349677007691275e-14,4.592220014482118e-13,5.1761322550130895e-11,5.8701032314999156e-15,2.328663712156821e-15,5.976574894961252e-15,5.1879947286111506e-11,4.590125840952491e-14,3.487034944645521e-05,8.719584442667106e-22,5.623085956848249e-16,4.897783162145123e-13,2.017342508648224e-15,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.0,3.1554436208840472e-30,1.268383805280648e-07,2.465190328815662e-32,4.930380657631324e-32,0.0,9.860761315262648e-32,2.465190328815662e-32,0.0,1.1920988908208134e-21,4.864878845256406e-16,6.462348535570529e-27,2.5849394142282115e-26,2.5849394142282115e-26,2.5849394142282115e-26,6.462348535570529e-27,3.944304526105059e-31,1.2894223426781117e-15,4.6349677010075073e-14,2.937551069169481e-10,0.0,1.3234889800848443e-23,0.0,2.6469779601696886e-23,0.0,9.954777337484326e-13,5.176132255132164e-11,6.041143484177752e-15,2.3204903481628235e-07,0.0,2.5849394142282115e-26,7.754818242684634e-26,2.5849394142282115e-26,2.0679515313825692e-25,0.0,1.543793440509452e-14,5.976574913478187e-15,5.1879949582902955e-11,4.638210584739205e-14,4.467988800647721e-09,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.0,0.0,3.48703496437954e-05,1.18082787962156e-21,1.4554303463192926e-15,9.240655208738389e-13,1.560847763502579e-14,1.231430979225312e-07
6,3.0985981296929405e-16,7.866107884142306e-08,1.7102926115765478e-16,9.061112393353573e-09,1.2119640195247798e-08,1.7102930856309693e-16,1.6294417527085596e-16,2.538130887898207e-07,2.5381303969036153e-07,1.041726686584834e-08,1.6294417527088377e-16,1.0418818169123297e-08,1.0418818169123949e-08,7.866108434858559e-08,2.5381308878982064e-07,1.2119611767370581e-08,2.538130887898238e-07,7.866108434858314e-08,1.2119611767369671e-08,1.0418818169123236e-08,2.5381308878982074e-07,9.060515882845108e-09,9.060515882846627e-09,1.0418818169122665e-08,1.2119640195247053e-08,7.866107884142294e-08,9.06111239335272e-09,7.866107884142417e-08,1.2119640186416688e-08,9.061112404997333e-09,1.2407709188295415e-24,5.169878828456423e-26,0.0,0.0,7.888609052210118e-31,0.0,1.1754943508222875e-38,0.0,2.0679515313825692e-25,7.888609052210118e-31,2.465190328815662e-32,0.0,5.877471754111438e-39,7.888609052210118e-31,7.395570986446986e-32,2.3058609004630114e-31,2.489749932287392e-31,8.271806125530277e-25,0.0,0.0,7.888609052210118e-31,3.1554436208840472e-30,4.1359030627651384e-25,0.0,1.9721522630525295e-31,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,1.9721522630525295e-31,4.4188950272306246e-07,7.59087084320146e-23,3.1205105799677117e-16,2.196787140095561e-14,3.4931819444108283e-14,2.035591311534428e-09,1.2114074227915996e-15,3.9637030078130777e-16,5.506010956958687e-16,6.073887620974041e-10,6.981266252587249e-15,7.414029771361334e-08,1.750291331198288e-23,6.916097875235548e-15,1.1116834514673483e-14,2.4195602080819e-15,0.0,0.0,2.6469779601696886e-23,0.0,0.0,5.877471754111438e-39,0.0,2.4713864103004544e-07,9.860761315262648e-32,9.860761315262648e-32,9.860761315262648e-32,9.860761315262648e-32,9.860761315262648e-32,0.0,1.173662696619482e-22,9.894148917292162e-16,0.0,8.271806125530277e-25,0.0,0.0,0.0,9.860761315262648e-32,1.4209589826229326e-16,2.1967871389797887e-14,1.0683756563355095e-08,0.0,0.0,2.6469779601696886e-23,0.0,0.0,5.5391949308612055e-14,2.0355913115345535e-09,9.521648449952305e-16,1.8132364500362662e-07,4.1359030627651384e-25,0.0,8.271806125530277e-25,4.1359030627651384e-25,4.1359030627651384e-25,9.860761315262648e-32,2.1679573152690658e-15,5.506010931249115e-16,6.073884442681688e-10,6.038125689331062e-15,1.396856984123168e-08,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,0.0,7.414029771349597e-08,1.6641408195461264e-22,6.782635940014262e-15,1.2090375163563687e-15,5.179298053479998e-15,1.0142402422098939e-08
7,1.1099144486187704e-08,2.1884528323428386e-08,1.1099144518591073e-08,1.5482812349856728e-09,2.627014357509538e-09,1.109914451859111e-08,1.1099144517365443e-08,1.2153690230474444e-08,1.2153685474477914e-08,4.911328009575351e-10,1.1099144517365443e-08,4.912709793475241e-10,4.912709793475294e-10,2.18845417150686e-08,1.2153690230474445e-08,2.627003862192084e-09,1.215369023047445e-08,2.1884541715068612e-08,2.6270038621920844e-09,4.912709793475232e-10,1.2153690230474442e-08,1.5481375704722777e-09,1.5481375704722801e-09,4.912709793475178e-10,2.627014357509504e-09,2.188452830993234e-08,1.5482812349856637e-09,2.1884528309932382e-08,2.6270143559813833e-09,1.5482812325790845e-09,4.290999427618831e-24,3.877409121342317e-26,0.0,3.308722450212111e-24,0.0,0.0,4.930380657631324e-32,1.232595164407831e-32,1.0339757656912846e-25,2.465190328815662e-32,9.860761315262648e-32,0.0,6.162975822039155e-33,4.930380657631324e-32,2.465190328815662e-32,2.3074163890895657e-32,4.5602366796021106e-32,4.1359030627651384e-25,0.0,9.860761315262648e-32,0.0,0.0,5.686866711302065e-25,0.0,0.0,1.0339757656912846e-25,0.0,6.462348535570529e-26,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,2.465190328815662e-32,5.1736616033602563e-08,1.0696041075131081e-16,1.3219374769543925e-16,1.6464281538585926e-15,6.289601860632913e-16,4.874402654944568e-10,2.2108584440696895e-16,2.2644357465707796e-16,1.5339271453514936e-16,1.290063602458883e-10,1.624246966640794e-16,3.1477060783637405e-08,1.219543023008833e-16,1.4247088799335516e-17,9.649385945365404e-16,1.2730931491432676e-16,0.0,1.6543612251060553e-24,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.465190328815662e-32,1.0623105147482495e-08,6.617444900424222e-24,0.0,0.0,0.0,0.0,1.232595164407831e-32,3.905844833490012e-16,4.115194530269825e-08,0.0,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,3.0814879110195774e-33,8.35358455019329e-17,1.8662809313939352e-15,8.973002649122023e-09,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.0703382541624116e-15,4.874409893888596e-10,2.6842858058430224e-16,2.8054947644868578e-08,2.481541837659083e-24,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,2.481541837659083e-24,3.697785493223493e-32,1.353422062664019e-16,8.696664810410808e-17,1.2900639142070478e-10,1.3745019700237447e-17,1.8262706831372058e-08,0.0,1.0339757656912846e-25,0.0,0.0,0.0,3.147706083518501e-08,2.3977472199822317e-16,1.2770136263171058e-17,6.16218376226713e-16,3.7096980031613486e-17,7.808037477963164e-10
8,2.1432430209492375e-08,2.358561909803965e-08,2.1432430240657834e-08,1.202308734520074e-10,1.9972211720282612e-09,2.1432430240657877e-08,2.1432430238901356e-08,1.0803423726448387e-08,1.0803419001965085e-08,4.850726969923085e-10,2.143243023890136e-08,4.851999447359534e-10,4.851999447359631e-10,2.358563487756503e-08,1.080342372644839e-08,1.9972101791686826e-09,1.0803423726448397e-08,2.3585634877565047e-08,1.997210179168683e-09,4.851999447359525e-10,1.0803423726448387e-08,1.2010340732713979e-10,1.201034073271421e-10,4.851999447359464e-10,1.9972211720282348e-09,2.3585619082314736e-08,1.2023087345199944e-10,2.3585619082314772e-08,1.997221169919488e-09,1.2023087130729672e-10,4.5301063234349406e-24,2.5849394142282115e-26,0.0,3.308722450212111e-24,0.0,8.271806125530277e-25,0.0,1.232595164407831e-32,1.0339757656912846e-25,1.232595164407831e-31,2.465190328815662e-32,0.0,4.930380657631324e-32,2.465190328815662e-32,2.465190328815662e-32,4.6459107538176165e-32,4.976692949368913e-32,0.0,0.0,2.465190328815662e-32,0.0,9.860761315262648e-32,4.459020489543665e-25,5.169878828456423e-26,0.0,0.0,0.0,5.169878828456423e-26,7.395570986446986e-32,9.860761315262648e-32,2.465190328815662e-32,2.465190328815662e-32,5.044104071791727e-08,1.778409295487972e-16,1.2469811777139032e-16,1.575655277390031e-15,6.68839442344505e-16,3.382613850363045e-10,4.046849008998589e-16,2.883421798307458e-16,2.923572233970758e-16,7.516799215481263e-11,7.513233435918236e-17,3.18283853992346e-08,1.7882879888916868e-16,3.049800989977563e-17,1.081829647629855e-15,1.3563826653010216e-16,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,4.930380657631324e-32,9.860761315262648e-32,1.199368886137855e-08,6.617444900424222e-24,3.308722450212111e-24,0.0,0.0,0.0,4.930380657631324e-32,1.2277042329840597e-16,3.684188600449458e-08,8.271806125530277e-25,0.0,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,3.0814879110195774e-33,7.989305899237327e-17,1.860757379749027e-15,9.13384294450857e-09,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,1.1080898082453515e-15,3.3826175111096965e-10,4.516820355373963e-16,2.664078104829131e-08,8.271806125530277e-25,2.481541837659083e-24,8.271806125530277e-25,0.0,0.0,1.232595164407831e-32,2.0120850517734532e-16,6.603132284867394e-17,7.516802341152583e-11,7.106499063410443e-17,1.832782509438423e-08,0.0,5.169878828456423e-26,0.0,5.169878828456423e-26,1.0339757656912846e-25,3.182838543130778e-08,2.556637093697109e-16,2.3422016001206204e-18,7.267684245418048e-16,3.339187478692447e-17,7.845788614426483e-10
9,1.1099144524995999e-08,2.1884528201564416e-08,1.1099144557399368e-08,1.5482812315460112e-09,2.627014369103626e-09,1.1099144557399403e-08,1.1099144556173737e-08,1.2153690222447377e-08,1.215368546645084e-08,4.911328009235276e-10,1.1099144556173738e-08,4.912709793136041e-10,4.912709793136094e-10,2.1884541593204556e-08,1.2153690222447377e-08,2.6270038737861275e-09,1.2153690222447384e-08,2.1884541593204572e-08,2.6270038737861283e-09,4.912709793136032e-10,1.2153690222447377e-08,1.548137567032616e-09,1.5481375670326183e-09,4.912709793135978e-10,2.627014369103592e-09,2.188452818806837e-08,1.5482812315460023e-09,2.188452818806841e-08,2.627014367575472e-09,1.5482812291394226e-09,3.567216391634932e-24,0.0,0.0,3.308722450212111e-24,0.0,8.271806125530277e-25,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,4.930380657631324e-32,2.6469779601696886e-23,1.5407439555097887e-32,0.0,4.930380657631324e-32,3.318925179813128e-32,4.6471751810889464e-32,6.203854594147708e-25,2.6469779601696886e-23,9.860761315262648e-32,1.9721522630525295e-31,0.0,4.652890945610781e-25,0.0,1.232595164407831e-32,1.0339757656912846e-25,2.465190328815662e-32,0.0,2.465190328815662e-32,0.0,4.930380657631324e-32,3.389636702121535e-32,5.1736616730062765e-08,1.0696041002681618e-16,1.3219374835580256e-16,1.6464281443799776e-15,6.289601865588669e-16,4.874402654944548e-10,2.2108584185917093e-16,2.2644357508390653e-16,1.5339271575879403e-16,1.2900636024588876e-10,1.6242469483035243e-16,3.147706078363748e-08,1.2195430346273438e-16,1.424708873470015e-17,9.64938594341787e-16,1.2730931571865903e-16,0.0,8.271806125530277e-25,0.0,0.0,0.0,2.465190328815662e-32,4.930380657631324e-32,1.0623105248203001e-08,6.617444900424222e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,3.905844843932141e-16,4.115194552110148e-08,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,0.0,8.35358460786251e-17,1.8662809239772807e-15,8.973002698574585e-09,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,1.0703382542635197e-15,4.874409893888595e-10,2.6842857788627596e-16,2.805494738962609e-08,1.6543612251060553e-24,1.6543612251060553e-24,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,1.232595164407831e-32,1.3534220645520042e-16,8.696664835882986e-17,1.290063914207054e-10,1.3745018384018298e-17,1.8262706897438603e-08,5.169878828456423e-26,1.0339757656912846e-25,5.169878828456423e-26,0.0,5.169878828456423e-26,3.1477060835185084e-08,2.3977472345619234e-16,1.2770136303746168e-17,6.162183764015414e-16,3.709698055307243e-17,7.808037543711886e-10
