,Y2Z5,Y5Z2,Y2Z1,Y1Z2,Y3Z5,Y5Z3,Y2Z0,Y0Z2,Y5Z0,Y0Z5,Y4Z3,Y3Z4,Y4Z1,Y1Z4,Y4Z0,Y0Z4,Y3Z1,Y1Z3,Y5Z4,Y4Z5,Y2Z3,Y3Z2,Y4Z2,Y2Z4,Y0Z3,Y3Z0,Y0Z1,Y1Z0,Y1Z5,Y5Z1,standard_y,Y2,X1Y4,X5Y4,X4Y5,X2Y5,X0Y3,X0Y5,Y5,Y4,X3Y4,X2Y4,X1Y5,X1Y2,X0Y4,X0Y1,X5Y1,X3Y1,Y1,X4Y0,X2Y1,X2Y0,X1Y3,X1Y0,X4Y1,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y2,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8522886331908531,0.852288633190853,0.7929512716552943,0.7929512716552942,0.7553168382549661,0.755316838254966,0.6962243226370528,0.6962243226370528,0.671646764117767,0.671646764117767,0.5469839042910056,0.5469839042910056,0.4982722297980512,0.4982722297980512,0.46253225482908755,0.46253225482908755,0.45318922846621235,0.45318922846621235,0.43406813885223416,0.43406813885223416,0.4323888389514403,0.4323888389514402,0.3723746808209262,0.37237468082092606,0.14393322139536102,0.14393322139536097,0.03855183933738006,0.038551839337380045,0.019157108024347794,0.019157108024347752,1.249000902703301e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.336808689942018e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.42861286636753e-17,2.2551405187698492e-17,1.734723475976807e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0408340855860843e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8.51131758745233e-05,8.51131758745233e-05,7.918749402024562e-05,0.773794163726472,0.3229280014596048,7.542915908041674e-05,6.952792858315492e-05,0.024577561868409058,6.70735088251597e-05,0.02457755504760812,0.5469839042910056,0.5469839042910056,0.4982722297980512,0.4982722297980511,0.46253225482908755,0.46253225482908744,0.45318922846621235,0.4531892284662123,4.33478946038978e-05,0.061693459888130346,4.3180192557623604e-05,0.3229279955371871,0.06169345586685523,3.7186922910461635e-05,0.14393322139536102,0.14393322139536108,0.03855183933738002,0.038551839337380045,0.773794159676946,1.913110466367587e-06,7.285160972744786e-17,6.776263578034403e-21,5.551115123125783e-17,3.3881317890172014e-21,3.3881317890172014e-21,0.0,5.551115123125783e-17,1.0587911840678754e-21,0.0,5.551115123125783e-17,2.7755575615628914e-17,6.776263578034403e-21,0.0,3.3881317890172014e-21,0.0,4.838941753154703e-18,8.470329472543003e-22,1.734723475976807e-18,3.8163916471489756e-17,1.734723475976807e-17,8.470329472543003e-22,4.658681209898652e-21,0.0,1.3725439853943548e-17,1.734723475976807e-18,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,1.0408340855860843e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0
2,1.5327339322185535e-12,2.972781355394873e-06,1.426023149119907e-12,3.8999238329940664e-07,0.7761172277695482,2.695122854379336e-06,1.2520718946426767e-12,0.013974280813813618,2.396571150493373e-06,0.01397428082227609,0.5469839042910056,0.5469839042910056,0.5599656878265878,2.511292842000565e-07,0.46253225482908744,0.4625322548290875,0.7761172277648887,2.2840744425596905e-07,1.5488426871051126e-06,0.5599656878284944,7.775969543231596e-13,0.7761172277648722,0.5599656878265326,6.696690376550856e-13,0.14393322139536102,0.14393322139536105,0.013974280813821623,1.9430133245265803e-08,3.8999238329680106e-07,2.972781355394478e-06,1.1449175685909478e-16,0.0,1.9852334701272664e-23,1.5881867761018131e-22,0.0,0.0,1.1102230246251565e-16,2.117582368135751e-22,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,1.0097419586828951e-28,2.117582368135751e-22,1.1102230246251565e-16,6.503895540658538e-24,0.0,7.444625512977249e-24,7.444625512977249e-24,1.1275702593849246e-17,1.0587911840678754e-22,2.524354896707238e-29,3.308722450212111e-24,8.713465543410153e-24,1.737079286361358e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,3.970466940254533e-23,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097419586828951e-28,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.307008195127568e-14,3.258323186379394e-14,2.468193184680021e-14,2.4933268519108504e-07,1.9815990961215805e-07,2.953995008959808e-14,2.1671144111466342e-14,0.12995894057726906,2.62676679308737e-14,0.12995894057725516,0.012981783538323563,1.3965709966918814e-07,0.01298178353838271,1.012528399421578e-07,0.46253225482908755,0.4625322548290876,1.981599096121565e-07,2.49332685191082e-07,1.6976122479678376e-14,0.01298178353835966,1.3070081951274377e-14,1.9815990961215586e-07,0.012981783538362449,1.1590783471864445e-14,0.1299589405772603,3.6749337756426904e-08,0.1299589405772648,7.834037268112632e-09,2.4933268519108414e-07,3.258323186379323e-14,1.387780104270268e-17,1.5777218104420236e-30,0.0,1.9721522630525295e-30,0.0,6.310887241768095e-30,1.3234889800848443e-23,3.1554436208840472e-30,3.1554436208840472e-30,4.163336342344337e-17,0.0,1.5777218104420236e-30,3.76158192263132e-37,0.0,8.673617379884035e-19,3.612006329948595e-24,3.0562853121379475e-37,9.860761315262648e-31,0.0,1.3877787807814457e-17,1.6543612251060553e-23,1.9721522630525295e-31,7.888609052210118e-31,5.8136226842234054e-24,1.1994118882018901e-23,0.0,0.0,0.0,0.0,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,3.1554436208840472e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,2.481541837659083e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.236821004865701e-14,2.00297752758585e-14,8.000938914116133e-14,7.340282235972727e-07,1.106291185678964e-07,1.815898939802345e-14,3.267704773882495e-14,0.000577874608546003,5.711862152824652e-15,0.0005778746085459281,5.772471710738659e-05,5.745175807295993e-08,5.772471710823455e-05,2.7502248481462604e-07,0.0020566930179022076,0.0020566930179022084,1.1062911856789822e-07,7.340282235972678e-07,5.711599348369928e-15,5.77247171074369e-05,4.2368210048655685e-14,1.1062911856789492e-07,5.772471710745219e-05,3.2675981790207804e-14,0.0005778746085459352,5.745078444029239e-08,0.0005778746085458382,2.7501930989229655e-07,7.340282235972697e-07,2.002977527585475e-14,1.084334521320404e-19,6.310887241768095e-30,1.550963648536927e-25,1.5407439555097887e-33,6.162975822039155e-33,0.0,1.0339757656912846e-25,6.162975822039155e-33,0.0,1.0842021724855044e-19,2.5849394142282115e-26,0.0,0.0,6.617444900424222e-24,0.0,2.7279731768354537e-26,3.76158192263132e-37,1.5777218104420236e-30,1.3234889800848443e-23,0.0,1.9852334701272664e-23,4.622231866529366e-33,0.0,4.1617607308469063e-26,2.261821987449685e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,1.504632769052528e-36,2.4233807008389483e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,3.928152353703096e-15,1.1204363102488921e-15,7.451930978251848e-15,4.685874985695039e-07,4.287770814623384e-08,1.0145186663305368e-15,3.0274277528681357e-15,2.6115544653077803e-09,3.174559193182274e-16,2.611554465307773e-09,2.6089373509916707e-10,2.216874703196549e-08,2.6089373510066965e-10,1.7327811280671546e-07,9.315396640003972e-09,9.313059164565989e-09,4.287770814623438e-08,4.685874985695037e-07,3.1745591931822724e-16,2.608937350992014e-10,3.928152353703079e-15,4.2877708146233834e-08,2.608937350992039e-10,3.027427752868135e-15,2.611554465307778e-09,2.2168747031965482e-08,2.61155446530747e-09,1.732781128067154e-07,4.6858749856950384e-07,1.1204363102488048e-15,3.391440501606652e-23,0.0,0.0,3.6734198463196485e-40,0.0,0.0,4.930380657631324e-32,1.4693679385278594e-39,9.860761315262648e-32,8.271806125530277e-25,0.0,1.1754943508222875e-38,1.7632415262334313e-38,1.6543612251060553e-24,0.0,6.24792380292209e-32,0.0,7.888609052210118e-31,2.6469779601696886e-23,1.3877787807814457e-17,8.271806125530277e-25,2.571393892423754e-39,3.944304526105059e-31,3.3241018635056356e-33,4.930380657631324e-32,7.113844061302902e-08,3.341921864593273e-24,2.7847209100262762e-09,1.1158528262846133e-16,6.617444900424222e-24,1.5207227787184443e-15,2.5259663576250343e-23,9.035297960871092e-23,9.411910737428517e-23,9.467436507689554e-16,2.770570295901309e-16,3.2795114859979366e-09,4.6385536387549334e-24,0.0020431354836674947,5.864343615478281e-17,1.6014960148101184e-23,6.714116659963658e-16,0.0,2.465190328815662e-32,0.0,0.0,0.0,6.162975822039155e-33,3.308722450212111e-24,0.0,0.0,1.7915404267532244e-16,0.0,0.0,2.5849394142282115e-26,5.169878828456423e-26,0.0,0.0,0.0,6.1013589714603925e-24,4.31514805118281e-10,0.0,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,1.6543612251060553e-24,4.70197740328915e-38,1.0014835710813626e-32,2.7847209100262783e-09,1.2817833696388732e-16,4.239378969265604e-09,4.930380657631324e-32,9.860761315262648e-32,9.860761315262648e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,1.5207227787184456e-15,3.3366919855202494e-23,1.2464502840882069e-22,8.589554950565776e-16,3.308722450212111e-24,6.617444900424222e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.246293236228599e-22,1.5135843441970548e-15,2.3037502045899797e-15,3.27951148599794e-09,6.600239431184419e-08,0.0,0.0,0.0,2.5849394142282115e-26,0.0,1.1754943508222875e-38,5.7510628335649945e-24,0.0020431354836674947,1.244283363066401e-16,2.72426141779613e-23,1.5427282372910316e-15,4.6515356491047554e-10
6,1.3469418296703385e-11,4.359081735652445e-13,7.630780884802125e-12,2.2793070117296796e-06,5.701008409727775e-08,1.2242945360566328e-13,7.765122168615644e-12,2.5242135486493015e-08,6.443743599461014e-14,2.524213548666484e-08,2.9098193475261443e-09,5.701121849509076e-08,2.9098193465666003e-09,2.279300673893483e-06,2.9098054308407096e-09,2.5242134007800715e-08,5.701008409752693e-08,2.2793070117222443e-06,6.44374359946087e-14,2.9098193475201725e-09,1.3469418296706884e-11,5.7010084096730586e-08,2.9098193476123783e-09,7.765122168615635e-12,2.524213548667476e-08,5.701121849509064e-08,2.5242135486192315e-08,2.2793006738934768e-06,2.279307011722849e-06,4.3590817353857034e-13,1.655976812239948e-24,1.6155871338926322e-27,1.5777218104420236e-30,0.0,3.009265538105056e-36,0.0,0.0,9.027796614315168e-36,0.0,0.0,3.1554436208840472e-30,4.81482486096809e-35,3.851859888774472e-34,0.0,0.0,2.8531106733061232e-30,0.0,4.0389678347315804e-28,0.0,0.0,0.0,2.407412430484045e-35,2.0194839173657902e-28,1.8232709928932362e-30,3.1554436208840472e-30,3.057742517764773e-06,2.1678515875298257e-20,1.9678816002560823e-08,3.2840414843425685e-14,3.308722450212111e-24,1.7228836315281547e-12,6.570574077029371e-19,1.0492871829321484e-18,1.6006358952788417e-18,5.831202109255978e-14,6.352630997322142e-13,1.4264646158722973e-07,7.318215977424235e-20,2.2328565407589748e-07,1.8716123402508243e-15,4.829926537856453e-20,2.677275160641831e-13,1.6543612251060553e-24,1.0097419586828951e-28,0.0,0.0,1.0097419586828951e-28,1.0097419586828951e-28,0.0,0.0,0.0,1.3810660824947233e-12,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,0.0,0.0,1.7218961377896998e-20,1.1301329093570557e-09,0.0,0.0,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.0,1.5407439555097887e-33,0.0,1.9678816002515994e-08,3.29973369195345e-14,7.124260363397387e-08,8.077935669463161e-28,1.2116903504194741e-27,8.077935669463161e-28,4.0389678347315804e-28,4.0389678347315804e-28,1.5407439555097887e-33,1.7228836315282811e-12,7.590771514948199e-19,1.9392092290737124e-18,5.9126356334939954e-12,2.117582368135751e-22,0.0,0.0,0.0,2.117582368135751e-22,6.180436485896194e-19,6.749736593722048e-14,2.056350680140104e-12,1.426464615882172e-07,2.975573640419731e-06,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,5.654787445781988e-20,2.2328565407589764e-07,4.211551542500309e-15,6.363642441586012e-20,3.255006778097685e-13,9.80343450342675e-09
7,1.1260804288011952e-09,8.709768206231007e-10,1.126080274018023e-09,1.5637869462065034e-08,1.163011695301052e-09,8.709767965675711e-10,1.1260802773561059e-09,5.3784508000571096e-08,8.709767920920602e-10,5.3784508000571096e-08,6.111230801136591e-09,1.1630124257415375e-09,6.111230801136464e-09,1.5637863346536376e-08,6.11122457130357e-09,5.378450752361883e-08,1.163011691171121e-09,1.563786946165159e-08,8.709767920920759e-10,6.111230801136579e-09,1.1260804288011915e-09,1.1630116911711198e-09,6.111230801136583e-09,1.1260802773561057e-09,5.3784508000571115e-08,1.1630124257415232e-09,5.378450800057107e-08,1.5637863346536184e-08,1.5637869461651593e-08,8.709768206231009e-10,7.237830359838992e-24,0.0,0.0,7.703719777548943e-34,1.1555579666323415e-33,2.465190328815662e-32,0.0,3.0814879110195774e-33,0.0,8.271806125530277e-25,0.0,1.5407439555097887e-33,6.162975822039155e-33,4.1359030627651384e-25,1.6543612251060553e-24,1.564164620668297e-31,1.232595164407831e-32,1.232595164407831e-32,0.0,0.0,8.271806125530277e-25,0.0,2.465190328815662e-32,2.152059799083404e-31,4.930380657631324e-32,1.5488152760565126e-08,2.8780194990619343e-18,7.00700236148642e-11,1.4674697694456069e-15,2.0679515313825692e-25,1.822116952331262e-16,5.091526547352952e-17,2.6284020121478733e-16,1.1887256304606602e-17,9.386907838075817e-16,1.50410386876656e-16,5.079770795094366e-10,5.96643627644899e-16,1.870929633569926e-08,1.1620174335021202e-16,3.1320331404345146e-17,4.028644715590872e-15,6.617444900424222e-24,4.1359030627651384e-25,0.0,0.0,4.1359030627651384e-25,4.1359030627651384e-25,1.0339757656912846e-25,0.0,1.232595164407831e-32,6.408258975664586e-09,5.169878828456423e-26,5.169878828456423e-26,7.754818242684634e-26,7.754818242684634e-26,7.754818242684634e-26,1.9721522630525295e-31,0.0,5.607734121515917e-17,1.4157189280181162e-10,4.1359030627651384e-25,2.0679515313825692e-25,4.1359030627651384e-25,0.0,0.0,1.0339757656912846e-25,4.930380657631324e-32,6.162975822039155e-33,7.00700035418677e-11,1.4792867326816938e-15,3.321368156715632e-09,8.271806125530277e-25,4.1359030627651384e-25,0.0,8.271806125530277e-25,8.271806125530277e-25,2.465190328815662e-32,1.8229084019834793e-16,1.1520607439592239e-16,2.3808672401927943e-16,7.270135112788225e-09,8.271806125530277e-25,1.6543612251060553e-24,4.1359030627651384e-25,4.1359030627651384e-25,8.271806125530277e-25,1.0570411071341272e-18,1.06661615086812e-15,3.474215602074751e-16,5.079770738569196e-10,1.4224044275826574e-08,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,9.082665419786035e-16,1.870929629287767e-08,8.205421218243512e-17,3.530221299469819e-16,4.55599923496629e-15,1.8122298837105183e-08
8,8.81284922701685e-10,6.816377695603292e-10,8.812849256303391e-10,1.3623328133762151e-09,3.123955722393998e-10,6.816377746732706e-10,8.812849253882502e-10,1.2369385371752791e-08,6.816377755991603e-10,1.2369385371752791e-08,2.418083660544704e-09,3.1239572341394596e-10,2.4180836605447065e-09,1.3623327063014435e-09,2.4180836948919024e-09,1.236938579720596e-08,3.1239557547153866e-10,1.362332813699778e-09,6.816377755991603e-10,2.4180836605447044e-09,8.81284922701685e-10,3.1239557547153866e-10,2.4180836605447065e-09,8.812849253882504e-10,1.2369385371752791e-08,3.1239572341394534e-10,1.2369385371752791e-08,1.3623327063014431e-09,1.362332813699778e-09,6.816377695603294e-10,1.2924697071141057e-25,0.0,0.0,3.0814879110195774e-33,9.62964972193618e-35,1.5407439555097887e-33,6.162975822039155e-33,0.0,5.169878828456423e-26,0.0,1.5407439555097887e-33,3.0814879110195774e-33,1.5407439555097887e-33,4.1359030627651384e-25,1.6543612251060553e-24,1.6902750688386705e-32,1.5407439555097887e-33,6.7407548053553255e-34,1.550963648536927e-25,0.0,4.1359030627651384e-25,1.232595164407831e-32,7.703719777548943e-34,4.875718854774605e-33,1.1555579666323415e-33,3.116311546494547e-08,2.591674043276964e-18,7.006995639097919e-11,8.135337174513278e-17,2.5849394142282115e-26,8.074557834311848e-18,2.3909678720300255e-17,3.3717228709090102e-18,3.8124409905595196e-18,6.707472560067057e-18,1.836047318588172e-18,5.079770804809834e-10,7.255962858062055e-17,1.8404328255659672e-08,1.0220853142446542e-16,1.3516293524428315e-17,1.062638366160455e-17,0.0,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,5.015187036771195e-09,2.0679515313825692e-25,2.0679515313825692e-25,0.0,0.0,0.0,1.5407439555097887e-33,7.703719777548943e-34,1.6622794712906916e-17,2.6858260403719423e-09,2.0679515313825692e-25,2.0679515313825692e-25,0.0,0.0,0.0,0.0,2.311115933264683e-33,3.851859888774472e-33,7.006995801359809e-11,8.23652107571788e-17,1.0715618246328753e-09,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,1.5407439555097887e-33,8.123031781309153e-18,4.0452458828763716e-17,5.062673921410979e-18,5.689702295089271e-09,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,0.0,4.154031805298605e-18,1.1953024846825129e-17,1.831523018427516e-18,5.079770805917596e-10,6.62342553359227e-09,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,1.3784782329440207e-16,1.8404328231748362e-08,1.1849147313659853e-16,6.867898302454894e-17,1.1536225606886304e-16,1.007741273448791e-08
9,8.812849227016853e-10,6.816377695603286e-10,8.812849256303395e-10,1.3623328133762147e-09,3.123955722393995e-10,6.816377746732699e-10,8.812849253882507e-10,1.2369385371752785e-08,6.816377755991594e-10,1.2369385371752785e-08,2.4180836605447027e-09,3.1239572341394565e-10,2.4180836605447052e-09,1.3623327063014431e-09,2.418083694891901e-09,1.2369385797205953e-08,3.1239557547153835e-10,1.3623328136997776e-09,6.816377755991596e-10,2.4180836605447027e-09,8.812849227016853e-10,3.1239557547153835e-10,2.4180836605447052e-09,8.812849253882507e-10,1.2369385371752785e-08,3.1239572341394503e-10,1.2369385371752785e-08,1.3623327063014427e-09,1.3623328136997776e-09,6.816377695603286e-10,4.3943970041879595e-25,0.0,3.0814879110195774e-33,1.5407439555097887e-33,2.8888949165808538e-34,1.5407439555097887e-33,4.622231866529366e-33,1.232595164407831e-32,5.169878828456423e-26,4.1359030627651384e-25,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,4.1359030627651384e-25,0.0,1.955090388265266e-32,3.0814879110195774e-33,1.925929944387236e-34,5.169878828456423e-26,0.0,4.1359030627651384e-25,1.232595164407831e-32,3.851859888774472e-34,9.83498898962584e-33,3.851859888774472e-34,3.116311546494546e-08,2.5916740432769588e-18,7.006995639097915e-11,8.135337174513273e-17,2.5849394142282115e-26,8.074557834311847e-18,2.3909678720300243e-17,3.3717228709090118e-18,3.8124409905595196e-18,6.707472560067056e-18,1.836047318588171e-18,5.079770804809829e-10,7.255962858062048e-17,1.8404328255659646e-08,1.0220853142446535e-16,1.3516293524428356e-17,1.0626383661604525e-17,0.0,4.1359030627651384e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,1.0339757656912846e-25,7.703719777548943e-34,1.232595164407831e-32,5.01518703677119e-09,0.0,0.0,0.0,0.0,0.0,4.622231866529366e-33,7.703719777548943e-34,1.6622794712906894e-17,2.6858260403719407e-09,2.0679515313825692e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.0339757656912846e-25,1.925929944387236e-33,3.0814879110195774e-33,7.006995801359803e-11,8.236521075717877e-17,1.0715618246328742e-09,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,8.123031781309153e-18,4.0452458828763716e-17,5.06267392141098e-18,5.689702295089275e-09,6.203854594147708e-25,6.203854594147708e-25,6.203854594147708e-25,6.203854594147708e-25,2.0679515313825692e-25,4.154031805298603e-18,1.1953024846825127e-17,1.8315230184275147e-18,5.079770805917591e-10,6.623425533592269e-09,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,1.3784782329440195e-16,1.8404328231748336e-08,1.1849147313659843e-16,6.867898302454897e-17,1.1536225606886304e-16,1.0077412734487907e-08
