,Y5Z1,Y1Z5,Y0Z5,Y5Z0,Y3Z2,Y2Z3,Y5Z4,Y4Z5,Y1Z3,Y3Z1,Y3Z0,Y0Z3,Y2Z5,Y5Z2,Y1Z0,Y0Z1,Y3Z5,Y5Z3,Y4Z0,Y0Z4,Y4Z3,Y3Z4,Y2Z1,Y1Z2,Y4Z1,Y1Z4,Y2Z0,Y0Z2,Y4Z2,Y2Z4,X2Y3,X1Y0,X0Y1,X5Y3,X2Y1,X2Y4,standard_y,X4Y1,X1Y5,Y1,X5Y1,X5Y0,X4Y5,X3Y1,X3Y0,X2Y5,X1Y3,X0Y5,X5Y2,X3Y2,Y4,X3Y4,X0Y2,X5Y4,X1Y4,X1Y2,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.966087146154121,0.966087146154121,0.938325274775271,0.9383252747752708,0.8736083929044367,0.8736083929044367,0.8503102698071712,0.850310269807171,0.761985007195604,0.7619850071956038,0.7115468422680244,0.7115468422680244,0.6493164540857067,0.6493164540857066,0.5481578284163298,0.5481578284163298,0.5116004016739405,0.5116004016739404,0.30225005591781573,0.3022500559178156,0.2180493456293846,0.21804934562938455,0.19271834726532977,0.19271834726532977,0.16564154740156092,0.1656415474015609,0.13189146337587565,0.13189146337587565,0.1075195632359407,0.10751956323594068,1.6653345369377348e-16,1.3877787807814457e-16,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,9.71445146547012e-17,8.326672684688674e-17,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0018349709327299952,0.0018349709327299952,0.39016843514375427,0.0017822404650685904,0.8736083929044366,0.8736083929044367,0.0016150661305341942,0.6846690211951887,0.0014473024974466743,0.2503855283630079,0.7115468422680242,0.7115468422680246,0.45659845445196234,0.001233301596169363,0.001041162472450385,0.3901657537774743,0.25038323102847226,0.0009717258634294129,0.30225005591781556,0.3022500559178156,0.21804934562938463,0.21804934562938455,0.4565969355623646,0.0003660462380059757,0.6846671885884548,0.0003146169845487136,0.1318914633758757,0.13189146337587565,0.10751956323594071,0.10751956323594074,8.326672684688674e-17,5.520272535933885e-20,5.321749188921159e-20,1.0842021724855044e-19,1.0842021724855044e-19,0.0,1.9445165963527522e-16,1.0842021724855044e-19,0.0,5.421010862427522e-20,2.7755575615628914e-17,2.168404344971009e-19,1.0842021724855044e-19,1.0842021724855044e-19,2.7755575615628914e-17,0.0,1.0842021724855044e-19,0.0,2.710505431213761e-20,2.7755575615628914e-17,5.551115123125783e-17,1.1102230246251565e-16,0.0,5.421010862427522e-20,1.0842021724855044e-19,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,1.6653345369377348e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00017570753699599828,0.00017570753699599828,0.3901674554251101,0.00017065833407284991,0.00019792624449072686,0.0001979262444907269,0.00015465056520520758,0.684668725145212,0.00010353563234698473,5.672757579536614e-05,0.00016120929630852502,0.5796553822771581,0.00010344766589862154,2.504717175619321e-05,9.96964531611137e-05,0.3901674308396603,5.6727571023010005e-05,2.504716633720274e-05,0.30225005591781573,0.3022500559178156,0.1105297851529457,4.94016408777858e-05,0.00010344766274336399,0.0001035356278905688,0.6846687083420393,3.0126131409568593e-05,2.9881560477669187e-05,0.5796553606302186,0.11052977679718282,2.435982018192547e-05,0.0,2.2893759778246443e-21,2.597098171191467e-21,3.308722450212111e-24,4.1359030627651384e-24,0.0,8.330738442835495e-17,1.0164395367051604e-20,1.3877787807814457e-17,1.0164395367051604e-20,0.0,6.776263578034403e-21,0.0,0.0,0.0,3.308722450212111e-24,1.6543612251060553e-24,0.0,0.0,2.220446049250313e-16,5.551115123125783e-17,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,8.271806125530277e-25,0.0,1.3552527156068805e-20,0.0,0.0,0.0,1.0164395367051604e-20,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0328790734103208e-20,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,5.046450601897963e-09,1.4589637577398389e-05,0.08791740294442939,4.901433754207552e-09,3.1261339263782226e-05,3.1261339263782226e-05,4.4416787760302435e-09,0.00019621740696273673,1.0375963335225224e-05,1.676251339861504e-05,2.5462103407981896e-05,0.5796553789765928,1.2491481318593895e-05,7.193732573753744e-10,9.991214888692692e-06,0.08791740274771662,1.6762513392340826e-05,7.193732534927765e-10,8.66210479365497e-05,0.08791737450950107,3.167643941705404e-05,1.6762513344823586e-05,1.2491481314227863e-05,1.0375963324084007e-05,0.0001962174069143723,1.4589636730289759e-05,4.7196247381302096e-06,0.5796553784365791,3.167643935731592e-05,1.249148048961288e-05,0.0,3.809577965136163e-22,4.348474381653761e-22,0.0,1.2924697071141057e-26,0.0,1.3860000115922116e-17,3.101927297073854e-25,3.3881317890172014e-21,8.470329472543003e-22,3.3881317890172014e-21,4.1359030627651384e-25,0.0,2.5849394142282115e-26,0.0,2.524354896707238e-29,2.5849394142282115e-26,8.271806125530277e-25,0.0,0.0,1.3552527156068805e-20,8.271806125530277e-25,0.0,8.470329472543003e-22,1.550963648536927e-25,2.261821987449685e-26,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262177448353619e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0
4,6.832477863285278e-12,1.3397642498875077e-06,0.0008563198094221798,7.610062863589617e-12,3.096859438649047e-08,2.6995125407789344e-06,6.013666695101571e-12,2.8929828162010623e-06,3.5374914349539796e-08,1.6605542194690443e-08,2.522366511604363e-08,0.005645872575085621,1.2704765390880885e-06,7.609794276452721e-12,3.528619518218139e-08,0.0008563198094060228,1.660554219463803e-08,7.609794276442294e-12,8.101124042250136e-07,0.0008563198093619751,8.100296697432855e-07,1.6605542194627792e-08,1.270476539084344e-06,3.5374914345032846e-08,2.8929828161950492e-06,1.3397642498705977e-06,2.6993389493749064e-06,0.005645872575031212,8.100296697439384e-07,1.2704765390697604e-06,8.673617379884035e-19,1.6986147477782623e-25,8.121847430714874e-26,2.407412430484045e-35,3.0292258760486853e-28,0.0,5.4206800305721793e-20,3.7865323450608567e-29,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,2.117582368135751e-22,3.0814879110195774e-33,0.0,0.0,2.311115933264683e-33,0.0,0.0,0.0,2.481541837659083e-24,1.0587911840678754e-22,2.524354896707238e-28,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.466330862652142e-30,1.6155871338926322e-27,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.407412430484045e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7.832221694579415e-13,3.919492668386419e-07,2.3512694107084326e-09,8.743695110852374e-13,9.976035861169518e-09,9.694152638787878e-07,6.87879911101858e-13,1.164710485621263e-06,1.0269909892863779e-08,2.8796749952416073e-09,9.976030160944895e-09,1.555346891816996e-08,4.5428072224067085e-07,8.74369511085394e-13,1.026990989286356e-08,2.3512694107046383e-09,2.8796749952408277e-09,8.743695110852372e-13,3.247292281285498e-07,2.3512694106815467e-09,3.2472922812854945e-07,2.879674995240538e-09,4.5428072224055565e-07,1.0269909892693429e-08,1.164710485621055e-06,3.9194926683783803e-07,9.694152637071437e-07,1.5553461862733178e-08,3.2472922812858355e-07,4.542807222396035e-07,0.0,1.305965554492724e-31,1.3780885099725247e-31,3.76158192263132e-37,2.524354896707238e-29,0.0,1.7163896736279456e-23,1.8932661725304283e-29,0.0,9.098986738083304e-24,0.0,1.504632769052528e-36,0.0,9.860761315262648e-32,1.0587911840678754e-22,9.62964972193618e-35,0.0,1.504632769052528e-36,7.222237291452134e-35,1.6543612251060553e-24,0.0,0.0,2.0679515313825692e-25,2.6469779601696886e-23,1.262177448353619e-29,7.573064690121713e-29,1.4542736023995374e-07,1.0097419586828951e-28,6.956117631973483e-08,3.517687171267037e-21,1.03371807063447e-15,4.1359030627651384e-25,8.33076665262195e-21,1.1122319957258293e-13,2.691148526795612e-09,2.6469779601696886e-23,2.8390637401823734e-07,1.3621643064473314e-13,8.677667154102451e-16,7.56659386749502e-14,3.1331255706287867e-21,3.0199006236123052e-15,1.1256375153973128e-07,1.7190454606607343e-09,2.1915810747391093e-15,2.0679515313825692e-25,1.262177448353619e-29,1.262177448353619e-29,0.0,2.524354896707238e-29,1.262177448353619e-29,2.333116153087413e-13,0.0,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,3.944304526105059e-31,0.0,0.0,6.956117631993933e-08,8.615419714061503e-08,2.0679515313825692e-25,0.0,0.0,0.0,0.0,3.76158192263132e-37,3.7540162969948034e-21,3.4767267322783397e-15,1.736779741374614e-09,6.617444900424222e-24,0.0,0.0,1.3234889800848443e-23,0.0,2.0679515313825692e-25,2.658861621668942e-19,2.7542415417219417e-13,2.6911491352378704e-09,8.807577071094353e-08,9.305781891221561e-25,7.237830359838992e-25,1.6543612251060553e-24,1.6543612251060553e-24,3.308722450212111e-24,2.839063740182812e-07,1.4113523047373685e-13,1.1715117921607836e-15,9.793398096426397e-14,3.146254234267739e-08,1.0339757656912846e-25,5.169878828456423e-26,0.0,5.169878828456423e-26,0.0,6.310887241768095e-30,1.0587911840678754e-22,5.35452273787402e-21,4.4256268700691546e-15,1.1256375155954336e-07,1.7190457939850094e-09,2.2273981480638034e-15,9.233883013132767e-10
6,7.420161559625342e-16,2.8903002491175597e-08,3.1627790357967305e-09,7.817470558822219e-16,8.959022267501936e-13,9.015099063366569e-11,1.2043536488150959e-15,3.692903340046588e-09,7.425214850156041e-10,2.3931050049402403e-13,8.959029533925094e-13,2.1131619610389473e-08,4.1691226497665186e-11,7.817470558822212e-16,7.42521485015579e-10,3.1627790357967024e-09,2.3931050049402373e-13,7.817470558822212e-16,1.0233303978390311e-09,3.1627790357966875e-09,1.0233303978390293e-09,2.3931050049402544e-13,4.169122649766513e-11,7.425214850156041e-10,3.692903340046589e-09,2.8903002491175498e-08,9.015099065531728e-11,2.1131619610389532e-08,1.0233303978390293e-09,4.1691226497665115e-11,0.0,6.763398178547773e-33,7.548658389186556e-33,1.793662034335766e-43,7.222237291452134e-35,4.81482486096809e-35,3.0370503901523462e-25,1.232595164407831e-32,0.0,1.0339757656912846e-25,4.1359030627651384e-25,0.0,1.6543612251060553e-24,1.504632769052528e-36,0.0,0.0,3.009265538105056e-36,2.938735877055719e-39,2.8698592549372254e-42,0.0,2.0679515313825692e-25,0.0,1.262177448353619e-29,1.6543612251060553e-24,1.8488927466117464e-32,0.0,3.494019932620581e-08,9.860761315262648e-32,1.0212629993483128e-08,1.2065331728854573e-27,2.943474234658391e-20,2.524354896707238e-29,5.429089630219546e-26,3.2672991139444297e-18,7.282566709851324e-09,6.462348535570529e-27,5.6403601391113984e-08,2.8588055253642727e-15,1.1458026376535605e-20,1.0317336076467719e-18,6.68000158581728e-23,1.6062534408405808e-15,2.1052219258377693e-11,3.186681386621401e-13,4.310624541256059e-16,2.0679515313825692e-25,0.0,1.9721522630525295e-31,1.9721522630525295e-31,1.9721522630525295e-31,9.860761315262648e-32,3.1568462984105256e-15,6.617444900424222e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,4.963083675318166e-24,0.0,6.018531076210112e-36,0.0,1.0212629993483181e-08,4.2145330715912066e-08,0.0,5.048709793414476e-29,6.310887241768094e-29,2.524354896707238e-29,3.7865323450608567e-29,8.96831017167883e-44,2.0070534407633516e-27,3.030324539320316e-20,3.217511369574759e-13,0.0,3.2311742677852644e-27,0.0,0.0,0.0,1.262177448353619e-29,3.409062837310718e-25,5.4834817160643095e-18,7.282566709851313e-09,1.6520506922130035e-11,5.169878828456423e-26,5.169878828456423e-26,0.0,0.0,2.0679515313825692e-25,5.640360139111405e-08,2.750517294380902e-15,1.5686346698078403e-20,1.3435336460983543e-18,4.670295839539941e-09,0.0,2.0679515313825692e-25,0.0,5.169878828456423e-26,2.0679515313825692e-25,1.232595164407831e-32,0.0,1.005686095946861e-22,1.813551877853228e-15,2.1052219253316388e-11,3.1866805287039557e-13,4.383474722237801e-16,2.517990135260926e-09
7,7.897104797705285e-17,2.918420529565419e-08,3.211845188692316e-09,6.444944515945339e-17,9.406458963373887e-13,9.140628630940299e-11,3.2224946062676395e-16,6.98448799007535e-09,7.646886572034697e-10,2.7152447739207875e-13,9.40646630530762e-13,2.124611094031435e-08,4.283418602904015e-11,6.444944515945334e-17,7.646886572034416e-10,3.2118451886922875e-09,2.7152447739207844e-13,6.444944515945334e-17,1.2711533343008905e-09,3.211845188692271e-09,1.2711533343008884e-09,2.715244773920802e-13,4.2834186029040084e-11,7.646886572034697e-10,6.984487990075343e-09,2.9184205295654085e-08,9.140628633151101e-11,2.1246110940314415e-08,1.2711533343008884e-09,4.283418602904007e-11,0.0,1.679247817174623e-33,7.224414963613655e-33,4.484155085839415e-44,4.81482486096809e-35,4.81482486096809e-35,2.0028232366772807e-25,0.0,0.0,2.0679515313825692e-25,2.0679515313825692e-25,1.4693679385278594e-39,0.0,7.52316384526264e-37,0.0,1.2555634240350361e-42,1.504632769052528e-36,3.6734198463196485e-40,5.3809861030072976e-43,0.0,4.1359030627651384e-25,0.0,5.048709793414476e-29,0.0,7.703719777548943e-34,2.8888949165808538e-34,3.816475137406838e-08,6.162975822039155e-33,5.1794655303077065e-09,1.976930123515786e-27,3.107716632574518e-20,5.048709793414476e-29,5.572361945055657e-26,3.3108426730059574e-18,3.67612278484954e-09,6.462348535570529e-27,5.684880354321775e-08,2.904212515654817e-15,6.092411064367578e-21,5.312326400528017e-19,7.345944234023048e-23,1.6290476330336612e-15,1.061365054819934e-11,1.6208989213579153e-13,2.2290907216553276e-16,4.1359030627651384e-25,0.0,0.0,0.0,0.0,9.860761315262648e-32,3.3081976890073645e-15,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.504632769052528e-36,0.0,1.5407439555097887e-33,5.17946553030774e-09,4.17772496735384e-08,0.0,0.0,2.524354896707238e-29,2.524354896707238e-29,1.262177448353619e-29,4.484155085839415e-44,2.769226227785373e-27,3.0501226861163386e-20,1.6376193452832087e-13,0.0,0.0,4.0389678347315804e-28,0.0,0.0,0.0,3.514099141347596e-25,5.4498246360952614e-18,3.676122784849534e-09,8.304675696426889e-12,1.2924697071141057e-26,3.877409121342317e-26,2.0679515313825692e-25,2.0679515313825692e-25,0.0,5.6848803543217815e-08,2.792601413613866e-15,8.224936819565496e-21,6.875712927235864e-19,2.3426739198538056e-09,1.0339757656912846e-25,0.0,0.0,0.0,0.0,2.465190328815662e-32,6.462348535570529e-27,1.0663373609825815e-22,1.824523588439817e-15,1.0613650545647516e-11,1.6208984920336376e-13,2.265520816874637e-16,1.2613526337875727e-09
8,7.420167692807596e-16,2.8902990570414044e-08,3.162779035796751e-09,7.817477662495844e-16,8.95902226750216e-13,9.015099063366632e-11,1.2043539541397e-15,3.692883177491423e-09,7.425211787698684e-10,2.393105004940398e-13,8.959029533925318e-13,2.1131619610389526e-08,4.1691226497665755e-11,7.817477662495838e-16,7.425211787698434e-10,3.162779035796723e-09,2.393105004940395e-13,7.817477662495838e-16,1.0233359453647159e-09,3.162779035796708e-09,1.0233359453647138e-09,2.393105004940412e-13,4.169122649766569e-11,7.425211787698684e-10,3.6928831774914237e-09,2.890299057041394e-08,9.015099065531791e-11,2.1131619610389585e-08,1.0233359453647138e-09,4.169122649766568e-11,0.0,8.303562365090879e-33,6.007245756470367e-33,0.0,9.62964972193618e-35,4.81482486096809e-35,1.0342277081428896e-25,0.0,6.203854594147708e-25,1.0339757656912846e-25,6.203854594147708e-25,2.938735877055719e-39,1.6543612251060553e-24,3.76158192263132e-37,0.0,0.0,0.0,5.877471754111438e-39,4.304788882405838e-42,0.0,0.0,1.504632769052528e-36,1.262177448353619e-29,0.0,1.8488927466117464e-32,2.8888949165808538e-34,3.4940198253057456e-08,4.930380657631324e-32,1.02126257813816e-08,1.2065330475334442e-27,2.943473902953365e-20,2.524354896707238e-29,5.429092622562049e-26,3.2672987554723964e-18,7.282566709850011e-09,0.0,5.640359162483508e-08,2.858803997633736e-15,1.145803229636644e-20,1.031734140695667e-18,6.679997760169728e-23,1.6062533085279424e-15,2.1052219258373893e-11,3.186681386620839e-13,4.3106227587922633e-16,2.0679515313825692e-25,0.0,0.0,0.0,0.0,9.860761315262648e-32,3.156844408561107e-15,0.0,0.0,0.0,0.0,4.963083675318166e-24,0.0,3.009265538105056e-36,0.0,1.0212625781381653e-08,4.2145327716542485e-08,0.0,2.524354896707238e-29,2.524354896707238e-29,5.048709793414476e-29,2.524354896707238e-29,8.96831017167883e-44,2.0070536710800734e-27,3.030323419463445e-20,3.217511369574193e-13,3.2311742677852644e-27,0.0,3.2311742677852644e-27,3.2311742677852644e-27,3.2311742677852644e-27,1.262177448353619e-29,3.409063962043687e-25,5.483480818500745e-18,7.28256670985e-09,1.6520506922127014e-11,5.169878828456423e-26,5.169878828456423e-26,0.0,0.0,4.1359030627651384e-25,5.640359162483515e-08,2.7505157985406148e-15,1.5686354802486136e-20,1.3435343402398609e-18,4.670293913321079e-09,0.0,0.0,0.0,5.169878828456423e-26,0.0,1.232595164407831e-32,0.0,1.0056854949390487e-22,1.813551683017389e-15,2.1052219253312588e-11,3.186680528703393e-13,4.3834729097613925e-16,2.5179901352604603e-09
9,7.897104797705281e-17,2.918420529565421e-08,3.211845188692316e-09,6.444944515945341e-17,9.406458963373893e-13,9.140628630940304e-11,3.2224946062676415e-16,6.984487990075351e-09,7.646886572034681e-10,2.71524477392079e-13,9.406466305307623e-13,2.1246110940314356e-08,4.283418602904019e-11,6.444944515945335e-17,7.6468865720344e-10,3.2118451886922875e-09,2.715244773920788e-13,6.444944515945335e-17,1.2711533343008888e-09,3.211845188692271e-09,1.2711533343008868e-09,2.715244773920805e-13,4.283418602904012e-11,7.646886572034681e-10,6.984487990075345e-09,2.9184205295654105e-08,9.140628633151106e-11,2.124611094031442e-08,1.2711533343008868e-09,4.283418602904011e-11,0.0,2.787189506084103e-32,3.0335574296260485e-32,8.96831017167883e-44,4.81482486096809e-35,9.62964972193618e-35,2.0682040901317564e-25,0.0,0.0,2.0679515313825692e-25,0.0,1.4693679385278594e-39,3.308722450212111e-24,0.0,0.0,7.174648137343064e-43,0.0,0.0,1.793662034335766e-42,0.0,4.1359030627651384e-25,3.76158192263132e-37,5.048709793414476e-29,0.0,2.311115933264683e-33,1.925929944387236e-34,3.816475137406839e-08,1.232595164407831e-32,5.179465530307715e-09,1.9769301235157874e-27,3.10771663257452e-20,2.524354896707238e-29,5.572361945055656e-26,3.310842673005958e-18,3.6761227848495414e-09,0.0,5.684880354321776e-08,2.9042125156548183e-15,6.09241106436758e-21,5.312326400528023e-19,7.345944234023053e-23,1.6290476330336616e-15,1.0613650548199346e-11,1.620898921357916e-13,2.2290907216553296e-16,4.1359030627651384e-25,0.0,0.0,0.0,0.0,9.860761315262648e-32,3.308197689007366e-15,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,7.52316384526264e-37,0.0,3.0814879110195774e-33,5.179465530307748e-09,4.177724967353841e-08,2.524354896707238e-29,1.262177448353619e-29,1.262177448353619e-29,0.0,6.310887241768095e-30,1.3452465257518244e-43,2.7692262277853752e-27,3.050122686116341e-20,1.6376193452832104e-13,0.0,8.077935669463161e-28,4.0389678347315804e-28,0.0,0.0,2.524354896707238e-29,3.514099141347598e-25,5.449824636095263e-18,3.6761227848495365e-09,8.304675696426892e-12,1.2924697071141057e-26,3.877409121342317e-26,1.0339757656912846e-25,1.0339757656912846e-25,0.0,5.684880354321783e-08,2.7926014136138675e-15,8.224936819565499e-21,6.87571292723587e-19,2.3426739198538072e-09,1.0339757656912846e-25,0.0,5.169878828456423e-26,0.0,0.0,1.232595164407831e-32,6.462348535570529e-27,1.066337360982582e-22,1.8245235884398178e-15,1.0613650545647523e-11,1.620898492033638e-13,2.2655208168746387e-16,1.2613526337875727e-09
