,Y5Z2,Y2Z5,Y3Z2,Y2Z3,Y2Z1,Y1Z2,Y5Z0,Y0Z5,Y5Z4,Y4Z5,Y4Z0,Y0Z4,Y2Z0,Y0Z2,Y4Z1,Y1Z4,Y4Z2,Y2Z4,Y3Z1,Y1Z3,Y1Z0,Y0Z1,Y3Z0,Y0Z3,Y5Z1,Y1Z5,Y4Z3,Y3Z4,Y5Z3,Y3Z5,Y2,X4Y2,X3Y2,standard_y,X5Y0,X1Y4,X1Y0,Y1,X5Y1,X4Y5,X4Y0,X2Y5,X2Y4,X2Y3,X2Y0,X1Y5,X0Y4,X2Y1,Y0,X3Y5,X3Y0,X1Y2,X0Y5,X4Y1,X0Y1,standard_x,Y5,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5Y2,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3Y1,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8827730256872424,0.8827730256872423,0.8146899866097304,0.8146899866097304,0.6458107739606781,0.645810773960678,0.5626807809272817,0.5626807809272817,0.4238513957547625,0.4238513957547625,0.3956006670655835,0.3956006670655835,0.3853979112650403,0.3853979112650403,0.3560924582957651,0.3560924582957651,0.29400468375380795,0.29400468375380795,0.25468605515889453,0.25468605515889453,0.2098512445365173,0.20985124453651727,0.19506031439111238,0.19506031439111238,0.17829802601707337,0.17829802601707334,0.07371467624776352,0.07371467624776352,0.008616671770518282,0.00861667177051828,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.938893903907228e-17,4.163336342344337e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.000271354944001149,0.0002713549440011491,0.8060733152462991,0.0002504269492406344,0.0001985152936305574,0.46751275636713063,0.0001729620268813476,0.17728288787001062,0.0001302873653964488,0.12984672589093493,0.3956006670655835,0.3956006670655835,0.00011846717739032544,0.17728284307890635,0.3560924582957651,0.3560924582957652,0.1298466919764859,9.037388113890469e-05,0.25468605515889453,0.2546860551588946,0.20985124453651735,0.20985124453651727,0.19506031439111235,0.19506031439111238,5.480689764813867e-05,0.4675127174328696,0.07371467624776351,0.07371467624776354,2.6486723288186062e-06,0.8060732763499345,1.3552527156068805e-20,2.710505431213761e-20,2.710505431213761e-20,1.387439967602544e-17,0.0,2.7755575615628914e-17,2.478251781056381e-17,2.7755575615628914e-17,6.776263578034403e-21,0.0,1.3877787807814457e-17,5.551115123125783e-17,0.0,0.0,0.0,2.0328790734103208e-20,0.0,3.3881317890172014e-21,1.3877787807814457e-17,6.776263578034403e-21,0.0,6.776263578034403e-21,6.776263578034403e-21,1.3877787807814457e-17,2.9886048482087355e-17,0.0,1.0164395367051604e-20,0.0,5.551115123125783e-17,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.0816681711721685e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,1.3046031753765368e-05,3.6976620985646587e-11,2.2623687793403964e-06,3.41248338803935e-11,2.7051008042073408e-11,0.21282669280556926,8.397526715123368e-06,0.3723431840737824,6.3256175432672785e-06,0.20356138827296033,0.3956006670655835,0.3956006670655835,1.6143121820484954e-11,0.37234318398992255,0.3560924582957651,0.3560924582957651,0.20356138820122552,1.2314943301202586e-11,7.14815599421123e-07,0.21282669280272482,0.20985124453651727,0.20985124453651727,5.474667840285417e-07,0.37234318398999255,2.660944690992805e-06,0.2128266927421555,0.20356138820100442,2.068915805198097e-07,1.3046031753712971e-05,2.262368779083062e-06,3.2311742677852644e-27,3.2311742677852644e-27,0.0,1.3877205469432045e-17,2.117582368135751e-22,4.163336342344337e-17,4.218339333194405e-23,0.0,2.117582368135751e-22,2.117582368135751e-22,2.7755575615628914e-17,0.0,1.6155871338926322e-27,8.470329472543003e-22,0.0,4.235164736271502e-22,2.7755575615628914e-17,0.0,1.3877787807814457e-17,8.077935669463161e-28,5.293955920339377e-23,8.077935669463161e-28,0.0,1.3877787807814457e-17,3.93363588176009e-23,0.0,6.352747104407253e-22,0.0,2.7755575615628914e-17,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,8.077935669463161e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5881867761018131e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0587911840678754e-22,1.6155871338926322e-27,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0631710871307581e-05,1.46720678307684e-11,1.1015463532259057e-06,1.3540498403119087e-11,1.0733653165028074e-11,0.21282669279813476,1.688495625084136e-06,0.0009701376672932086,1.6884548986906689e-06,0.0005303778310244306,0.0010307348831644692,0.0010307348831644692,1.5190113835905481e-12,0.0009701376671480998,0.0009277965103541796,0.14624192605804068,0.0005303778309003028,1.5189730552397805e-12,3.4804339768214673e-07,0.21282669279746042,0.14624000507340584,0.0005467660093288133,1.6582625715766345e-07,0.0009701376671481431,2.168505729032278e-06,0.21282669275602012,0.0005303778309001661,1.6582501044104778e-07,1.0631710871297459e-05,1.1015463531426931e-06,8.077935669463161e-28,0.0,0.0,1.3985784509397174e-17,0.0,5.421010862427522e-20,1.3552544460589415e-20,1.3877787807814457e-17,0.0,4.1359030627651384e-25,1.3877787807814457e-17,0.0,0.0,4.235164736271502e-22,1.5777218104420236e-30,1.0587911840678754e-22,0.0,1.0097419586828951e-28,0.0,0.0,1.0339757656912846e-25,1.0097419586828951e-27,8.271806125530277e-25,8.131516293641283e-20,1.3552543292680845e-20,0.0,4.235164736271502e-22,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,4.0389678347315804e-28,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,1.3234889800848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0
4,2.2962538545623605e-06,7.076366149943856e-15,2.082129280353916e-07,6.530608068074915e-15,5.176861285576149e-15,0.0013691270736745777,4.5811905893476904e-07,0.0003141437260778486,4.5811858501456174e-07,0.00030197942919070486,0.0002134620127013197,0.00021346201270131972,7.326144157346345e-16,0.00031414372607625285,0.0003019811322568185,0.0009407788292468672,0.00030197942918985875,7.326136228944589e-16,2.0820463958176284e-07,0.0013691270736742463,0.0009407782992319419,0.00031414191179242627,4.582168145940193e-08,0.0003141437260762455,2.2961819908136245e-06,0.0013691270736546335,0.0003019794291898428,4.582166668421873e-08,2.2962538545621923e-06,2.0821292803422253e-07,0.0,0.0,0.0,1.3552527156068805e-19,2.5849394142282115e-26,5.293955920339377e-23,5.293955933297876e-23,1.6263032587282567e-19,1.0339757656912846e-25,1.0339757656912846e-25,1.734723475976807e-18,0.0,9.62964972193618e-35,0.0,0.0,5.169878828456423e-25,1.734723475976807e-18,1.262177448353619e-29,2.710505431213761e-20,5.048709793414476e-29,6.462348535570529e-27,7.573064690121713e-29,1.0339757656912846e-25,5.293955920339377e-23,5.2939559082553704e-23,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,0.0,0.0,0.0,0.0,0.0,0.0
5,5.637207064596038e-07,5.602567102692315e-17,1.3869299394999205e-08,9.400182559938336e-17,9.400571931426311e-17,2.4250391248998104e-07,1.1194296734512889e-07,4.553489669723713e-06,1.1194296732071799e-07,4.377758623925408e-06,3.08962710206418e-06,3.088429331896847e-06,5.754823796087018e-18,4.55348966972231e-06,4.3777586239254404e-06,1.665936887038895e-07,4.3777586239246646e-06,5.754823794770952e-18,1.386929949244303e-08,2.4250391249145165e-07,1.6659368868403998e-07,4.553489669721483e-06,3.043422113702472e-09,4.55348966972231e-06,5.637207064590513e-07,2.4250391248976727e-07,4.377758623924663e-06,3.043422113494676e-09,5.637207064596036e-07,1.3869299394994488e-08,6.162975822039155e-33,4.70197740328915e-38,5.048709793414476e-29,5.459392042233685e-23,1.0097419586828951e-28,3.0292258760486853e-28,4.878301555912493e-37,0.0,1.262177448353619e-29,4.0389678347315804e-28,1.734723475976807e-18,0.0,2.350988701644575e-38,0.0,2.350988701644575e-38,2.524354896707238e-29,1.734723475976807e-18,5.9164567891575885e-31,0.0,0.0,0.0,9.860761315262648e-31,8.077935669463161e-28,0.0,4.525653250665807e-37,7.243389999110006e-07,5.293955920339377e-23,1.623264351112316e-13,0.0,1.6784542201364484e-15,7.528632633785351e-15,1.6543612251060553e-24,1.3128692849344667e-11,1.163859170296515e-22,8.481445850563389e-14,5.938198414850989e-14,7.102508701591364e-14,1.3116127639641089e-11,1.7679622578181815e-15,1.9540962924283899e-13,5.08077388683729e-05,7.273015498086777e-15,1.2135529516287668e-22,1.101330956761837e-13,0.0,0.0,3.308722450212111e-24,0.0,0.0,5.048709793414476e-29,7.888609052210118e-31,6.462348535570529e-27,4.085977166277321e-08,0.0,0.0,2.6469779601696886e-23,0.0,0.0,6.310887241768095e-30,6.207139959032466e-13,3.6831858437922057e-07,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,6.058451752097371e-28,1.7217988645372292e-15,1.4512510601777015e-14,8.026694593266098e-10,3.0814879110195774e-33,2.311115933264683e-33,3.0814879110195774e-33,1.5407439555097887e-33,7.703719777548943e-34,1.3128692849352029e-11,1.8198424859845323e-22,8.48144585053616e-14,1.9061020989414052e-17,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,2.0194839173657902e-28,8.848828531986528e-14,2.570397605465325e-13,1.3115592998307528e-11,1.7679622408905092e-15,7.60057875398185e-09,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,9.4039548065783e-38,5.22089540064635e-13,5.080774287990859e-05,1.216236893948585e-14,1.8462146086724986e-22,4.1791987741474663e-13,3.8847693896218375e-07
6,4.06207588057026e-09,3.081835546226943e-18,6.202916128819111e-08,1.5036208736890556e-18,1.503621169128274e-18,9.883387779396733e-10,4.062075983910301e-09,7.240894574087478e-09,4.0620759839103e-09,6.566721646135386e-09,6.566720740895995e-09,7.240893618300674e-09,3.1459400559346405e-18,7.240894574087475e-09,6.566721646135386e-09,9.883387894849669e-10,6.566721646135386e-09,3.145940055934638e-18,6.202916128814745e-08,9.883387701318824e-10,9.883387894849664e-10,7.240894574087475e-09,6.202916103805628e-08,7.240894574087485e-09,4.06207588057026e-09,9.883387779396733e-10,6.566721646135301e-09,6.202916103805627e-08,4.062075880570283e-09,6.202916128819111e-08,3.851859888774472e-34,2.2958874039497803e-41,3.851859888774472e-34,3.851859888774472e-34,0.0,3.851859888774472e-34,1.5858596582830885e-34,0.0,9.62964972193618e-35,2.465190328815662e-32,0.0,0.0,0.0,3.851859888774472e-34,8.609577764811676e-42,7.703719777548943e-34,0.0,1.232595164407831e-32,0.0,0.0,0.0,1.232595164407831e-32,2.465190328815662e-32,7.703719777548943e-34,6.117859430499634e-34,7.26079437325655e-08,4.1359030627651384e-25,2.899857155265879e-16,4.1359030627651384e-25,4.197061978461683e-16,6.512471325755447e-17,0.0,3.337304568561852e-10,1.959549536308478e-25,1.5182048748021415e-17,2.94067181419295e-17,3.829061753920354e-18,2.00117165799326e-10,1.2490745056576433e-15,3.2567265856289855e-16,4.244467865163004e-09,8.918303468573882e-17,1.4747758019141591e-25,3.4661167708610964e-18,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,5.768455179750925e-09,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,0.0,5.871736554334717e-16,3.973983743115887e-09,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,0.0,9.860761315262648e-32,0.0,4.336644680849451e-16,3.0191646881637695e-15,5.878145661650371e-08,0.0,9.62964972193618e-35,0.0,4.81482486096809e-35,0.0,3.3373045685618513e-10,1.9926851603863658e-25,1.5182048696133442e-17,6.156888856757888e-19,1.2924697071141057e-26,1.2924697071141057e-26,1.2924697071141057e-26,3.877409121342317e-26,1.2924697071141057e-26,1.6155871338926322e-27,2.5336311964109334e-17,2.448201242676354e-17,2.0011718344066621e-10,1.2490745056563054e-15,2.9792489163018037e-10,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,1.1479437019748901e-41,6.095081162634379e-16,4.244467865163004e-09,2.9765620698029465e-15,2.0117935590432474e-25,2.297400165337035e-17,4.381973085440844e-09
7,1.0468491740368413e-09,5.771603716020278e-10,9.025530737997538e-09,5.77160371761448e-10,5.771603717614482e-10,1.0570541948439507e-09,1.0468491798981784e-09,4.814835223135796e-09,1.0468491798981784e-09,4.354608901500525e-09,4.354609426041976e-09,4.814835776314524e-09,5.771603715844851e-10,4.814835223135794e-09,4.354608901500525e-09,1.0570541900740848e-09,4.354608901500525e-09,5.771603715844852e-10,9.025530738045337e-09,1.0570541946531884e-09,1.0570541900740848e-09,4.814835223135794e-09,9.025530738572625e-09,4.814835223135795e-09,1.046849174043122e-09,1.0570541948439509e-09,4.354608901500523e-09,9.025530738572623e-09,1.0468491740431225e-09,9.025530737997536e-09,0.0,2.311115933264683e-33,7.703719777548943e-34,2.3781442610899546e-24,0.0,0.0,5.176242882126013e-34,1.0339757656912846e-25,3.0814879110195774e-33,1.232595164407831e-32,0.0,0.0,0.0,0.0,6.162975822039155e-33,3.0814879110195774e-33,0.0,9.244463733058732e-33,4.1359030627651384e-25,0.0,1.232595164407831e-32,3.0814879110195774e-33,2.465190328815662e-32,2.311115933264683e-33,1.3112817759079534e-33,3.3503486745020635e-08,2.0679515313825692e-25,1.8434271281343017e-16,0.0,5.0738382579762917e-17,1.6269948538864276e-17,1.6543612251060553e-24,5.297084162250406e-11,3.834756918981907e-17,1.1482825089761324e-17,2.775208554462978e-17,6.9135853609110205e-18,2.977040392150647e-11,1.8900804199255452e-16,1.920234940557946e-16,1.0055745210509392e-08,2.3672897394733748e-17,4.443027036688054e-17,2.155242741656388e-18,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,9.230071841929921e-09,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,2.465190328815662e-32,4.2148803579997224e-16,2.7841953586514267e-09,8.271806125530277e-25,0.0,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,2.4233807008389483e-27,1.3381090789193915e-17,4.321324959055321e-16,1.3813712595531744e-08,0.0,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,5.2970841681549436e-11,1.1174743537034097e-16,1.2623778241633248e-17,3.436710446114633e-09,0.0,1.0339757656912846e-25,0.0,0.0,0.0,1.6155871338926322e-27,1.9333741769687595e-17,3.6179373390811414e-18,2.977040888892283e-11,1.8699120936305488e-16,1.1784902637728302e-09,2.0679515313825692e-25,0.0,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,0.0,1.1555579666323415e-33,4.1904426302355714e-16,1.0055745210567566e-08,4.1337460431361854e-16,1.1476119858946458e-16,1.209589276380237e-17,3.0603062390200755e-09
8,4.3788383674737e-09,1.7619717734705236e-09,1.0556509981587721e-08,1.7619717733310324e-09,1.761971773331029e-09,5.747721333348447e-10,4.378838364765151e-09,4.450859952542936e-09,4.3788383647651496e-09,4.03412390075642e-09,4.03412445574002e-09,4.450860534490124e-09,1.7619717735449358e-09,4.450859952542925e-09,4.034123900756418e-09,5.747721284964117e-10,4.034123900756413e-09,1.7619717735449362e-09,1.0556509981964709e-08,5.747721327692471e-10,5.747721284964114e-10,4.450859952542929e-09,1.0556509987336258e-08,4.450859952542929e-09,4.378838367526596e-09,5.747721333348479e-10,4.034123900756413e-09,1.0556509987336254e-08,4.3788383675265986e-09,1.0556509981587718e-08,4.1359030627651384e-25,2.465190328815662e-32,0.0,1.4734154661100805e-24,9.860761315262648e-32,4.930380657631324e-32,7.214651180113974e-33,1.809457589959748e-25,4.930380657631324e-32,0.0,0.0,1.6155871338926322e-27,9.860761315262648e-32,1.4791141972893971e-31,9.860761315262648e-32,4.930380657631324e-32,0.0,4.930380657631324e-32,0.0,0.0,4.930380657631324e-32,7.395570986446986e-32,3.0814879110195774e-33,1.232595164407831e-32,2.6538167151427503e-33,1.1710023581861043e-07,0.0,3.905180685943572e-17,4.1359030627651384e-25,1.9891865901688957e-16,1.115855475734494e-16,1.6543612251060553e-24,5.683745011930198e-11,1.139947864958488e-16,3.816646507196071e-17,2.38543240767843e-16,8.255216129396753e-17,3.339961769809748e-11,3.279815155834827e-16,3.976424907459832e-17,8.66878942569903e-09,1.0081097061471514e-16,1.4593366116867588e-16,2.5007400415753423e-18,3.308722450212111e-24,6.617444900424222e-24,3.308722450212111e-24,6.617444900424222e-24,6.617444900424222e-24,9.860761315262648e-32,9.860761315262648e-32,1.6155871338926322e-27,3.579053389052843e-08,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,7.395570986446986e-32,8.838601397407471e-16,5.339852870333407e-09,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.2116903504194741e-27,3.538703817980353e-16,6.783260637559481e-16,2.6181469045458712e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,5.683745057287126e-11,8.319612375632882e-16,2.0582784201829045e-16,3.005845525125942e-08,1.2407709188295415e-24,1.2407709188295415e-24,2.0679515313825692e-24,1.2407709188295415e-24,4.1359030627651384e-25,1.2116903504194741e-27,1.8200281497749492e-16,1.6954267078417746e-16,3.339963108975995e-11,2.996333235537034e-16,1.3748543085195918e-08,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,9.860761315262648e-32,8.440673981193649e-16,8.668789425431958e-09,6.430272046160295e-16,8.326649409335445e-16,2.328598005059645e-16,5.981381675834524e-09
9,8.400492883562888e-09,6.616224236646571e-09,6.650538804569321e-09,6.61622423655179e-09,6.61622423655179e-09,8.4104398616752e-09,8.400492878577229e-09,2.4064001783167105e-09,8.400492878577229e-09,2.187865132064835e-09,2.1878653594761174e-09,2.406400419221005e-09,6.616224236649038e-09,2.406400178316709e-09,2.1878651320648358e-09,8.410439808514605e-09,2.187865132064835e-09,6.6162242366490376e-09,6.650538804597432e-09,8.41043986163974e-09,8.410439808514605e-09,2.406400178316708e-09,6.650538807240918e-09,2.406400178316709e-09,8.400492883560499e-09,8.4104398616752e-09,2.1878651320648345e-09,6.650538807240918e-09,8.4004928835605e-09,6.650538804569321e-09,0.0,1.9721522630525295e-31,3.0814879110195774e-32,1.0339757656912846e-24,1.355854680848614e-31,1.078520768856852e-31,3.061898132359231e-32,1.2407709188295415e-24,1.355854680848614e-31,1.6023737137301802e-31,0.0,1.6155871338926322e-27,8.011868568650901e-32,9.860761315262648e-32,2.465190328815662e-32,2.341930812374879e-31,0.0,2.311115933264683e-33,2.0679515313825692e-25,9.244463733058732e-32,4.0059342843254506e-32,6.162975822039155e-33,1.232595164407831e-31,2.311115933264683e-32,9.532387886715403e-32,1.2977870614294201e-08,1.6543612251060553e-24,1.1306808060758146e-16,4.1359030627651384e-25,4.6731082784204086e-18,4.938448600830281e-18,0.0,2.9110582361972275e-11,1.4885761438596187e-16,1.93823026785266e-16,2.328023871622752e-16,1.5094502904991536e-17,1.6360397240967893e-11,4.361882023659667e-18,1.2853982386795847e-16,6.770931893706457e-09,1.9110065717668037e-17,1.85852125844186e-16,1.171169628636976e-17,2.0679515313825692e-24,2.481541837659083e-24,2.895132143935597e-24,2.481541837659083e-24,2.481541837659083e-24,8.628166150854817e-32,2.5037089277034066e-31,1.6155871338926322e-27,6.7794280240693716e-09,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,9.305781891221561e-25,9.305781891221561e-25,3.0814879110195774e-32,2.551470863330174e-16,1.3087891354565697e-09,2.481541837659083e-24,2.895132143935597e-24,2.481541837659083e-24,2.895132143935597e-24,2.895132143935597e-24,1.232595164407831e-32,1.6155871338926322e-27,6.682117957264295e-18,1.213971006993232e-16,6.937523597878288e-09,6.203854594147708e-25,6.203854594147708e-25,6.203854594147708e-25,6.203854594147708e-25,6.203854594147708e-25,2.911058212078131e-11,8.926158694511307e-17,2.1809109018938421e-16,9.996478180230797e-10,3.9291079096268815e-24,4.549493369041652e-24,4.756288522179909e-24,4.342698215903395e-24,4.549493369041652e-24,8.077935669463161e-28,2.1054812738495734e-16,8.504135526565892e-17,1.636041851034103e-11,1.8870981773656674e-17,4.481192427683733e-09,1.0339757656912846e-25,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,3.101927297073854e-25,7.395570986446986e-32,7.395570986446986e-32,2.636593047429904e-16,6.7709318937158705e-09,1.2769789774720842e-16,1.2927173050021306e-16,8.13705734095968e-17,1.433674466550624e-09
