,Y3Z0,Y0Z3,Y3Z5,Y5Z3,Y3Z2,Y2Z3,Y5Z4,Y4Z5,Y1Z5,Y5Z1,Y2Z1,Y1Z2,Y0Z2,Y2Z0,Y4Z1,Y1Z4,Y5Z0,Y0Z5,Y4Z0,Y0Z4,Y0Z1,Y1Z0,Y5Z2,Y2Z5,Y1Z3,Y3Z1,Y2Z4,Y4Z2,Y4Z3,Y3Z4,standard_y,X2Y3,Y5,Y2,X3Y5,X3Y2,X5Y0,Y3,Y1,X4Y5,X4Y0,X3Y4,X2Y5,X2Y4,X2Y0,X1Y4,Y0,X5Y3,X5Y1,X3Y1,X2Y1,X1Y2,X0Y3,X0Y1,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y2,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y2,X4Y1,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1Y3,X1Y0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9242105840237294,0.9242105840237294,0.8096445343671776,0.8096445343671774,0.7929768725199526,0.7929768725199526,0.693438482541239,0.693438482541239,0.629882720216802,0.6298827202168019,0.587384828849897,0.587384828849897,0.559772386080496,0.5597723860804958,0.5119086390418055,0.5119086390418055,0.5078412730622711,0.5078412730622711,0.4656500700997733,0.4656500700997732,0.45237955350981873,0.4523795535098187,0.3034012626245255,0.3034012626245255,0.18466034385487662,0.18466034385487645,0.0941234562292185,0.09412345622921847,0.0906705374918394,0.09067053749183934,1.942890293094024e-16,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0008130222716237733,0.0008130222716237731,0.0007122392341289978,0.30180345780424456,0.0006975767962258417,0.23320470303253266,0.6934384825412392,0.6934384825412392,0.629882720216802,0.629882720216802,0.587384828849897,0.5873848288498968,0.0004924282677461088,0.23320417961242434,0.5119086390418055,0.5119086390418055,0.30180294802864555,0.00044674479235221087,0.3749795676911411,0.00040962945493011865,0.0003979554644672386,0.2677192811056831,0.3034012626245255,0.3034012626245255,0.2677190346154413,0.00016244454979739138,0.09412345622921847,0.09412345622921847,0.3749793524336641,7.97623048634888e-05,1.3888629829539312e-16,8.131516293641283e-20,0.0,0.0,0.0,1.0842021724855044e-19,0.0,8.131516293641283e-20,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,2.710505431213761e-20,0.0,0.0,1.3552527156068805e-20,5.551115123125783e-17,6.938893903907228e-18,0.0,7.623296525288703e-21,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.710505431213761e-20,5.929230630780102e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00019819669671926565,0.0001981966967192656,0.00015418376949155518,6.686394482176901e-05,0.00017005366463558434,0.23320449931105341,0.00015362998543967205,0.00015362998543967205,0.1179740937381471,0.00013954932639587597,0.5873848288498971,0.5873848288498968,0.00012004302888719914,0.2332044682054765,0.00011341239164320229,0.11797406571655147,6.686393811003165e-05,9.047893918658161e-06,8.307600732500523e-05,9.047888795194296e-06,9.701266650575418e-05,0.26771921390108483,6.72179764073188e-05,0.20927780870526447,0.26771919925277254,3.960035818648512e-05,0.2092777989492991,2.0852873865659003e-05,8.307600449091186e-05,0.00015418376475321639,5.550437496767979e-17,6.776263578034403e-21,1.3552527156068805e-20,5.551115123125783e-17,0.0,1.3552527156068805e-20,0.0,2.0328790734103208e-20,0.0,2.7755575615628914e-17,1.6543612251060553e-24,0.0,0.0,0.0,1.3552527156068805e-20,1.3552527156068805e-20,6.776263578034403e-21,1.6543612251060553e-24,0.0,0.0,0.0,1.3877787807814457e-17,0.0,5.01786261833882e-21,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,1.3552527156068805e-20,1.0164395367051604e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.818158277131218e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0
3,8.039070800830404e-05,8.039070800830402e-05,6.253859201306133e-05,1.0548781577675594e-06,5.291370729976441e-05,0.0017372078792706994,2.4237415499389793e-06,2.4237415499389793e-06,0.0008788231506195164,1.1411640653075595e-06,0.004375599968747163,0.004375599968747163,9.34245403496365e-06,0.00173720784114902,1.4602732063853947e-06,0.0008788231505675614,1.0548781403469173e-06,3.669921916863514e-06,1.3106475877416622e-06,3.669921916346274e-06,9.340011243309491e-06,0.0019943180533782915,1.1410735550123864e-06,0.0015589710836050588,0.0019943180354259392,5.2911347808131256e-05,0.00155897108358697,1.4602144331236274e-06,1.3106475803856346e-06,6.253859201258296e-05,3.253665308640581e-19,5.293955920339377e-23,0.0,0.0,1.2924697071141057e-26,0.0,3.2311742677852644e-27,0.0,3.2526065174565133e-19,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,4.1359030627651384e-25,0.0,0.0,1.4475660719677984e-24,0.0,5.551115123125783e-17,2.7755575615628914e-17,5.551115123125783e-17,1.523641030605942e-24,0.0,0.0,1.0587911840678754e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,3.877409121342317e-26,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,2.98732853185747e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.6853444727680242e-05,1.70771571627325e-05,1.306609036900845e-05,4.306614909870493e-07,1.1038644313310796e-05,6.031943127974837e-08,9.933953741866484e-07,9.916402273352953e-07,3.0507941051001265e-08,4.6594890765132357e-07,1.5237364909456274e-07,1.524024646360112e-07,1.9675861950850006e-06,6.031943122001625e-08,5.956077795227015e-07,3.0507941050696995e-08,4.3066149066589805e-07,7.72925742177237e-07,5.34400245038827e-07,7.729257421588276e-07,1.9675861950843768e-06,6.927195086357986e-08,4.659489076512787e-07,5.4124935001432855e-08,6.927195083523565e-08,1.1038644313310198e-05,5.412493500132629e-08,5.956077795226723e-07,5.344002449023802e-07,1.3066090368991502e-05,2.0480991966812965e-21,4.0389678347315804e-28,0.0,1.3234889800848443e-23,0.0,2.0194839173657902e-28,4.0389678347315804e-28,1.6940658945086007e-21,3.308722450212111e-24,0.0,2.0194839173657902e-28,0.0,2.524354896707238e-29,2.524354896707238e-29,0.0,1.262177448353619e-29,2.117582368135751e-22,0.0,6.310887241768095e-30,1.0097419586828951e-28,0.0,0.0,2.7755575615628914e-17,1.0132656449992025e-29,5.007311411635153e-06,0.04659834633701419,1.5881867761018131e-22,1.7630397290018255e-12,3.869888420999352e-12,3.7542113560792535e-14,3.146431672864819e-14,7.388669895107849e-13,3.3622856240519035e-14,4.398578978947253e-14,9.179856138249653e-13,0.02591349671408444,5.459279686975648e-12,2.065210412519361e-12,0.07073566899867882,9.609850798885751e-13,4.820862719496948e-13,0.0,0.0,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,2.7755575615628914e-17,1.262177448353619e-29,9.751728673195094e-08,6.617444900424222e-24,3.308722450212111e-24,1.9852334701272664e-23,0.0,6.617444900424222e-24,0.0,1.262177448353619e-29,6.310887241768095e-30,0.04659834633707215,1.1432771399963944e-07,1.0587911840678754e-22,4.235164736271502e-22,4.235164736271502e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,5.515443101379348e-12,7.271229905410032e-12,3.210565268537527e-06,0.0,1.2407709188295415e-24,1.6543612251060553e-24,0.0,4.1359030627651384e-25,5.12401050281009e-14,5.12120686333017e-14,1.0062799602650497e-12,1.1519180526659652e-08,1.0339757656912846e-25,1.0339757656912846e-25,4.1359030627651384e-25,8.271806125530277e-25,4.1359030627651384e-25,2.208810534618833e-29,2.0194839173657902e-28,4.780415150861893e-29,5.0016613326231845e-14,5.36829853560477e-14,1.2197485282707508e-12,0.025913496714084806,1.1193003661780784e-08,4.4667753077863494e-23,3.474158572722716e-23,0.0,1.0587911840678754e-22,0.0,0.0,0.0,4.0389678347315804e-28,6.1357890081718585e-12,4.743443945657826e-12,0.07073566901741314,9.915850795836483e-13,7.491515453248618e-13,1.6076133265544762e-06
5,8.88174544625211e-06,4.6899645286463016e-05,1.138217599588616e-05,3.106101230062474e-06,2.343008502935511e-05,2.1096297935479594e-05,3.429654894108923e-06,3.7298813768360582e-06,1.7526374874402484e-05,6.804158114772788e-07,4.2315614181991795e-05,4.093370816495686e-05,1.4403214461936556e-05,2.1096298416353165e-05,2.0678981088493268e-06,1.7526374876081174e-05,3.1061012642251373e-06,2.658923482200439e-05,3.0952730348723834e-06,2.658923482053148e-05,1.4403214356421376e-05,2.894333150611617e-05,6.804158274502652e-07,9.018494819759529e-06,2.8943331404593062e-05,2.3430084557505994e-05,9.018494820098865e-06,2.0678981016486662e-06,3.095273022715369e-06,1.1382175991468862e-05,6.88214269644119e-21,8.271806125530277e-25,1.0587911840678754e-22,3.3881317890172014e-21,1.2924697071141057e-26,2.0679515313825692e-25,8.077935669463161e-28,5.082197683525802e-21,3.3881317890172014e-21,0.0,5.169878828456423e-26,2.5849394142282115e-26,0.0,0.0,0.0,1.2924697071141057e-26,1.6940658945086007e-21,1.0339757656912846e-25,1.2924697071141057e-26,4.1359030627651384e-25,1.3877787807814457e-17,2.7755575615628914e-17,0.0,1.142556351142145e-26,0.0002319820942091504,0.06587268344303195,0.0,1.0282049201621773e-09,1.0534795399936774e-09,1.2009280875109531e-10,1.516823424884232e-10,1.1772261595401106e-08,2.1234185040144617e-10,2.2863712592820016e-10,1.2186845311937666e-08,0.05298471655840221,5.528186561898171e-10,2.5236700154445664e-10,4.64548805859639e-05,6.148491234106539e-09,3.840008374678735e-09,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,6.763650515821533e-06,2.117582368135751e-22,2.117582368135751e-22,0.0,0.0,0.0,0.0,2.5849394142282115e-26,5.169878828456423e-26,0.06587268341146026,5.4727825543768386e-06,1.3552527156068805e-20,0.0,6.776263578034403e-21,6.776263578034403e-21,6.776263578034403e-21,1.3877787807814457e-17,1.7404612998839694e-10,8.61732658121321e-10,3.094865597302137e-05,8.470329472543003e-22,2.541098841762901e-21,5.082197683525802e-21,3.3881317890172014e-21,1.6940658945086007e-21,5.653726049508021e-10,3.792778050188282e-10,3.187203236683827e-09,3.861328461546446e-05,1.6940658945086007e-21,1.6940658945086007e-21,3.3881317890172014e-21,0.0,3.3881317890172014e-21,1.2924697071141057e-26,2.0679515313825692e-25,1.1037778469551623e-26,3.947079987156627e-10,5.103485578205253e-10,7.857511434493226e-09,0.0529847158871852,4.153255004401669e-05,1.6940658945086007e-21,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,2.0679515313825692e-25,4.978670310688621e-10,3.479868800901962e-10,4.645444132661551e-05,4.677823409368681e-09,3.1879676222595417e-09,0.00010865117050644951
6,3.9554943458009086e-05,5.613596961117906e-06,4.869179543402883e-05,0.00018892844770727397,1.6132770340712925e-05,1.3149721487830941e-05,0.00018991731567258714,0.00010496623429876652,2.548258191914333e-05,0.0001919489913824295,1.6731214176157176e-05,9.588438839856581e-06,9.344116376440543e-05,1.3149715887779516e-05,7.879834879090352e-05,2.548258082041879e-05,0.00018892845516593168,1.8081792699308157e-05,0.00011125843756758245,1.8081792344304783e-05,9.344116335485544e-05,2.4680305652450135e-05,0.00019194899036754966,1.028219255879328e-05,2.4680304545395752e-05,1.613277205978177e-05,1.0282192913437379e-05,7.879834818026497e-05,0.00011125843448490588,4.869178596004383e-05,4.2351647362715017e-20,8.271806125530277e-25,1.3552527156068805e-20,1.6940658945086007e-21,3.308722450212111e-24,3.308722450212111e-24,0.0,1.6940658945086007e-21,1.6940658945086007e-21,2.168404344971009e-19,0.0,3.308722450212111e-24,1.0339757656912846e-25,1.6543612251060553e-24,8.271806125530277e-25,1.550963648536927e-25,1.3552527156068805e-20,0.0,2.0679515313825692e-25,4.1359030627651384e-25,6.938893903907228e-18,1.3877787807814457e-17,0.0,1.11862916898765e-25,0.0007859603903644935,0.0005169579713158526,1.3552527156068805e-20,1.1077195918685324e-08,6.48090179251896e-08,2.0236101541425947e-08,1.0963036594486018e-08,1.8634222295294576e-08,7.415294784714728e-09,1.2206136460192399e-08,1.8679844652882688e-08,0.3374267642240153,1.0165958204553654e-08,1.5761851063385604e-08,0.064820222675265,8.40124079058196e-09,1.8971919584083623e-08,3.3881317890172014e-21,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,3.3881317890172014e-21,2.168404344971009e-19,2.0679515313825692e-25,6.453145389520486e-05,5.929230630780102e-21,3.3881317890172014e-21,6.776263578034403e-21,3.3881317890172014e-21,3.3881317890172014e-21,4.963083675318166e-24,4.1359030627651384e-25,2.0679515313825692e-25,0.0005169477701480463,5.373111128466874e-05,1.3552527156068805e-20,2.0328790734103208e-20,1.3552527156068805e-20,2.710505431213761e-20,2.710505431213761e-20,1.3877787807814457e-17,2.1362513373813104e-08,6.406544733957473e-08,0.00015986794168410022,1.6940658945086007e-21,0.0,8.470329472543003e-21,3.3881317890172014e-21,3.3881317890172014e-21,8.925899150844472e-09,1.5673430363471944e-09,2.746285111453631e-09,4.675794820014573e-05,3.3881317890172014e-21,0.0,3.3881317890172014e-21,1.6940658945086007e-21,5.082197683525802e-21,4.1359030627651384e-25,0.0,6.041360279398901e-26,1.5496295982701648e-09,9.953660054599306e-09,1.4726835347524311e-08,0.3374267649024453,5.0589440925667464e-05,1.3552527156068805e-20,0.0,1.3552527156068805e-20,2.710505431213761e-20,0.0,3.308722450212111e-24,3.308722450212111e-24,4.1359030627651384e-25,3.03331001521083e-08,1.885368097274724e-08,0.06482020881516151,1.1653160807601962e-08,1.6639603120361084e-08,0.0004104824943747064
7,1.3426555314573994e-05,0.00032025969694343594,1.7879620992779527e-05,9.065687916440373e-06,1.6516279589881238e-05,0.0007498156583308779,1.572334130669339e-05,1.5606026050896174e-05,0.0007105252172881415,1.4015324579930703e-05,0.0007489422958143527,0.0007109694050846777,0.0003190001049562367,0.0007498158083099104,1.881082925975027e-05,0.0007105249781875688,9.065688229479234e-06,0.0003201527897527019,1.5038066348598427e-05,0.0003201527016166894,0.0003189979074225767,0.0007197735791457101,1.4011637502060715e-05,0.0007555083814941774,0.0007197735363333956,1.6516896798504607e-05,0.0007555087840046317,1.8812700229505895e-05,1.5038066397490718e-05,1.7879690461359107e-05,5.505714157152952e-20,1.3234889800848443e-23,8.470329472543003e-22,5.421010862427522e-20,6.617444900424222e-24,6.617444900424222e-24,0.0,1.6940658945086007e-21,0.0,0.0,1.6543612251060553e-24,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,3.308722450212111e-24,3.970466940254533e-23,1.0842021724855044e-19,0.0,3.469446951953614e-18,2.2197804343668364e-24,0.002963036945757137,0.0009406046605728738,1.6940658945086007e-21,1.9111977916673202e-08,2.703406900489909e-07,1.9266735153483345e-06,2.1437715332488178e-07,2.95404060916093e-07,1.6465402688989157e-07,1.268868523211276e-06,3.372764179446244e-07,0.00017239045501082177,7.882474035843962e-09,1.256318539724683e-08,0.014343724127235915,7.644101783662864e-07,2.472436516905477e-07,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0005318867055673957,4.0657581468206416e-20,0.0,2.710505431213761e-20,4.0657581468206416e-20,4.0657581468206416e-20,0.0,5.293955920339377e-23,5.293955920339377e-23,0.000940541359510467,0.0001955071236940834,0.0,3.3881317890172014e-21,0.0,6.776263578034403e-21,6.776263578034403e-21,1.734723475976807e-18,1.4108660777703226e-08,2.743093187491611e-07,4.679584679810047e-05,2.168404344971009e-19,0.0,0.0,3.2526065174565133e-19,3.2526065174565133e-19,2.36041960452703e-06,1.3067079499069907e-07,1.9052909677498089e-07,0.0013062963883693868,2.710505431213761e-20,8.131516293641283e-20,8.131516293641283e-20,2.710505431213761e-20,5.421010862427522e-20,6.617444900424222e-24,1.3234889800848443e-23,9.638808199830569e-24,1.9253793549655944e-07,9.800795975639259e-07,3.689740351622555e-07,0.00017251999433653053,0.0009498420978725154,0.0,3.3881317890172014e-21,3.3881317890172014e-21,1.6940658945086007e-21,3.3881317890172014e-21,0.0,0.0,5.293955920339377e-23,9.792940412834679e-08,8.33907403618578e-09,0.014343736880763219,9.052989839805995e-07,1.7662906106413638e-07,2.630047705185634e-05
8,2.2884214355154135e-06,8.088202876428268e-05,2.292887076152747e-06,2.743922429716673e-06,2.2868532259108595e-06,1.770102698182229e-06,2.744104764546181e-06,7.081765908364519e-07,1.6544144073274173e-06,2.7454309339014784e-06,1.7702183957521923e-06,1.654349371321294e-06,8.08862587801339e-05,1.7701027235914205e-06,7.045948610736175e-07,1.6544144070984719e-06,2.74392241427217e-06,8.088049051642763e-05,7.065050583617967e-07,8.088049048274006e-05,8.088625877763479e-05,1.6542808781060929e-06,2.745430933217251e-06,1.7697357828984239e-06,1.6542808716832072e-06,2.2868532251238397e-06,1.7697357842701628e-06,7.045948613928147e-07,7.06505062827264e-07,2.2928870454352166e-06,1.4346620544119712e-20,0.0,0.0,0.0,1.0339757656912846e-25,2.4233807008389483e-27,0.0,6.352747104407253e-22,5.293955920339377e-23,0.0,1.2924697071141057e-26,2.0679515313825692e-25,1.2924697071141057e-26,4.8467614016778965e-27,2.5849394142282115e-26,9.693522803355793e-27,1.3552527156068805e-20,2.0679515313825692e-25,1.0097419586828951e-27,9.693522803355793e-27,1.6940658945086007e-21,0.0,0.0,2.5357045184785514e-27,3.9486579778755625e-05,8.9018304720083e-05,1.0587911840678754e-22,2.6652690138777994e-10,3.3709532490810487e-09,1.392629673487073e-10,1.9867727340771947e-11,1.64377363263643e-10,1.3603150412035016e-11,8.445592826410681e-11,1.7899840669358404e-10,3.934027046052338e-06,2.4940428888523544e-10,9.83149731535348e-11,3.7702396475177856e-06,3.477782846784655e-10,1.1951486763581435e-10,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,6.776263578034403e-21,6.462348535570529e-27,2.1944698741173637e-05,0.0,0.0,4.235164736271502e-22,8.470329472543003e-22,8.470329472543003e-22,2.0679515313825692e-25,0.0,3.2311742677852644e-27,8.901841385808095e-05,6.9123805000460634e-06,0.0,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,2.6927789374563634e-10,3.3291492243574196e-09,9.288172655905384e-06,2.117582368135751e-22,0.0,0.0,2.117582368135751e-22,2.117582368135751e-22,1.738462077957721e-10,1.379728038561593e-11,1.3570485486598886e-10,2.693488765010519e-06,0.0,0.0,1.0587911840678754e-22,5.293955920339377e-23,1.0587911840678754e-22,4.0389678347315804e-28,0.0,4.404164393590809e-28,1.6198825822237485e-11,5.90488337360688e-11,1.887884409074069e-10,3.934026197173203e-06,1.763804978642581e-06,0.0,0.0,2.117582368135751e-22,0.0,0.0,0.0,2.5849394142282115e-26,2.5849394142282115e-26,6.944181826925603e-10,9.79032688650298e-11,3.770871179657463e-06,4.2467318953152345e-10,8.478960728899396e-11,3.115965862022555e-06
9,3.7105363483725428e-09,6.957577086332372e-08,3.7103953247017916e-09,2.254747535801406e-09,3.710411180760833e-09,7.583736106384311e-09,2.2547592335064846e-09,4.653184875424322e-10,7.137212746692436e-09,2.2547716110972336e-09,7.58374821830399e-09,7.137219816137007e-09,6.957585109743666e-08,7.583736106384394e-09,4.653021860178057e-10,7.137212746692438e-09,2.2547475358013976e-09,6.95757838831361e-08,4.653138126347353e-10,6.95757838831361e-08,6.957585109743662e-08,7.137216441233189e-09,2.2547716110972294e-09,7.583736503155308e-09,7.137216441233168e-09,3.710411180760821e-09,7.583736503155308e-09,4.653021860178076e-10,4.653138126347365e-10,3.710395324701786e-09,1.3493383742271264e-23,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,4.1359030627651384e-25,2.0679515313825692e-25,0.0,6.162975822039155e-33,4.930380657631324e-32,2.465190328815662e-32,6.162975822039155e-33,1.9721522630525295e-31,1.8488927466117464e-32,1.3234889800848443e-23,4.930380657631324e-32,1.5407439555097887e-33,2.465190328815662e-32,5.293955920339377e-23,1.0587911840678754e-22,0.0,2.474793924807338e-33,3.778237016065207e-08,6.429637574706402e-08,5.169878828456423e-26,1.674913726968975e-16,1.3779468764743795e-15,1.697710367317442e-16,3.577858774661411e-17,5.510590021908342e-16,2.006204079322159e-17,8.479374208191879e-17,6.120799331572098e-16,1.3048107281207284e-07,2.0099183395015916e-16,2.6283891565459508e-17,1.1615994353792715e-06,8.429238700123008e-16,3.672862752249612e-16,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,1.232595164407831e-32,8.578417663430623e-09,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,7.395570986446986e-32,6.162975822039155e-33,2.465190328815662e-32,6.429637576609262e-08,2.748242714696961e-09,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25,2.117582368135751e-22,1.695025316247911e-16,1.3585585175839029e-15,7.3421916380529745e-09,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25,2.172104791596633e-16,2.6156633412603363e-17,4.737089539653574e-16,1.0128706771102743e-08,2.0679515313825692e-25,4.1359030627651384e-25,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,0.0,6.162975822039155e-33,4.475936268110755e-34,2.378270269166291e-17,4.3926619159499944e-17,6.398626108810009e-16,1.3048107279669665e-07,6.258811102783806e-09,0.0,0.0,2.0679515313825692e-25,0.0,2.0679515313825692e-25,0.0,2.465190328815662e-32,0.0,1.1841587834860153e-16,3.0552206838449703e-17,1.1615994358213998e-06,1.1055004210395757e-15,2.5235994636191484e-16,2.726000270584966e-09
