,Y4Z2,Y2Z4,Y0Z2,Y2Z0,Y0Z4,Y4Z0,Y5Z1,Y1Z5,Y5Z4,Y4Z5,Y5Z3,Y3Z5,Y0Z3,Y3Z0,Y0Z1,Y1Z0,Y1Z2,Y2Z1,Y4Z3,Y3Z4,Y3Z1,Y1Z3,Y5Z2,Y2Z5,Y3Z2,Y2Z3,Y1Z4,Y4Z1,Y5Z0,Y0Z5,X2Y3,X4Y3,Y0,X2Y5,X5Y1,X2Y1,X1Y5,Y5,Y4,Y1,X5Y0,X4Y2,X4Y0,X3Y4,X3Y2,X1Y2,X0Y5,standard_y,Y3,X5Y4,X1Y4,X0Y3,X0Y1,X1Y0,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y1,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y1,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y4,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y3,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9736705910655334,0.9736705910655334,0.9408038831472156,0.9408038831472155,0.9081425629614372,0.9081425629614371,0.8604091679690018,0.8604091679690018,0.7817480945876376,0.7817480945876376,0.7742260752576486,0.7742260752576486,0.7474033968541629,0.7474033968541626,0.7416689356145733,0.7416689356145731,0.5797731819999681,0.579773181999968,0.5536247242149994,0.5536247242149994,0.4318673124107113,0.43186731241071125,0.36125339691759484,0.36125339691759484,0.32940149633680194,0.32940149633680194,0.26549257874510634,0.26549257874510623,0.11097728168000567,0.11097728168000566,2.220446049250313e-16,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,7.979727989493313e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.42861286636753e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0020823162550090172,0.0020823162550090172,0.03266339698161717,0.0020120266922195613,0.032659168698039226,0.0019421763767669064,0.8604091679690018,0.8604091679690018,0.4204955238063588,0.0016718660085036923,0.7742260752576486,0.7742260752576489,0.7474033968541627,0.7474033968541627,0.7416689356145731,0.7416689356145734,0.3142812103994943,0.0012399174137278407,0.001183995668541442,0.2242239811736434,0.4318673124107114,0.4318673124107113,0.42049290992078836,0.0007725855412306501,0.22422196181538934,0.0007044662707700593,0.3142792773941644,0.0005677890627262327,0.11097728168000567,0.11097728168000572,2.710505431213761e-19,1.0842021724855044e-19,0.0,0.0,2.7755575615628914e-17,0.0,2.42861286636753e-17,5.551115123125783e-17,2.168404344971009e-19,5.551115123125783e-17,0.0,0.0,0.0,2.168404344971009e-19,2.168404344971009e-19,3.2526065174565133e-19,0.0,8.359198749863239e-17,8.326672684688674e-17,0.0,1.0842021724855044e-19,5.551115123125783e-17,3.8136467310042796e-17,7.01191079093851e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00025194076021807987,0.0002519407602180798,0.032661350587404096,0.00024343638157627964,0.03266128869075912,0.000234985147747469,0.00011729661865538741,0.00011729661865538745,5.732459561556868e-05,0.0001335829683500713,0.00010554757443707935,0.34235876686004924,0.7474033968541627,0.7474033968541627,0.6306916549658201,0.00010110917171499029,4.2844793483894826e-05,5.65427795881612e-05,0.0001432523845067678,0.22422323890547602,0.34235875565246854,5.88749833676706e-05,5.732459039917888e-05,5.6542777325501704e-05,0.22422320934466283,8.523381949253231e-05,4.284478962630082e-05,0.00013358296583202442,1.5129150610236305e-05,0.6306916470426349,0.0,1.3552527156068805e-20,5.551115123125783e-17,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,5.551115123125783e-17,1.3552527156068805e-20,4.0657581468206416e-20,1.3552527156068805e-20,1.6543612251060553e-24,6.776263578034403e-21,1.387439967602544e-16,8.326672684688674e-17,2.481541837659083e-24,1.6543612251060553e-24,2.7755575615628914e-17,2.557322334258623e-21,3.116096696746576e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0
3,6.865430254553159e-05,6.865430254553157e-05,5.524268700806219e-07,4.31104778449161e-05,5.524267923402203e-07,2.4997340155757512e-05,9.253387144868366e-06,9.253387144868366e-06,4.522267292199904e-06,3.64015948532651e-05,7.132999146179266e-06,5.790585489801418e-06,1.2641426872053547e-05,1.2641426872053547e-05,1.0667388528962192e-05,3.331803594041741e-06,3.3799733991814908e-06,1.540800716004612e-05,2.49973401410145e-05,3.792465435024789e-06,5.790585488621687e-06,3.3318035922364627e-06,4.522267261641976e-06,1.5408007156208872e-05,3.7924653978972593e-06,4.3110477832105134e-05,3.379973376583471e-06,3.640159484899475e-05,7.132999144817537e-06,1.0667388528128181e-05,2.5849394142282115e-26,1.0339757656912846e-25,0.0,0.0,2.7755575615628914e-17,3.877409121342317e-26,2.7755575615628914e-17,0.0,3.3881317890172014e-21,3.1763735522036263e-22,2.5849394142282115e-26,5.551115123125783e-17,0.0,5.169878828456423e-26,1.0339757656912846e-25,3.877409121342317e-26,1.2924697071141057e-26,5.61159327555974e-21,8.470329472543003e-22,2.5849394142282115e-26,2.5849394142282115e-26,1.1102230246251565e-16,1.3946757410155937e-27,2.179985144150455e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0
4,1.996267236647186e-08,1.9953793462035745e-08,8.146484565850521e-09,1.2457134237598218e-08,8.146484565850422e-09,7.208327850887603e-09,3.598172066262037e-07,3.6211505821034494e-07,1.748493535195043e-07,1.051183991427413e-08,2.765248675813998e-07,8.579128516935485e-08,1.874695919029744e-07,1.8812447021423682e-07,1.579387570448966e-07,1.295404633127313e-07,1.3141700194349438e-07,4.437635044335679e-09,7.20832785088666e-09,5.615004867116794e-08,8.579128516932787e-08,1.295404633127157e-07,1.7484935351950417e-07,4.437635044333968e-09,5.6150048671167896e-08,1.2457134237597394e-08,1.314170019434943e-07,1.0511839914272228e-08,2.7652486758138797e-07,1.579387570448775e-07,9.860761315262648e-32,3.944304526105059e-31,1.3234889800848443e-23,0.0,5.551115123125783e-17,2.9582283945787943e-31,5.551115123125783e-17,2.6469779601696886e-23,1.6543612251060553e-24,1.9852334701272664e-23,0.0,0.0,1.9721522630525295e-31,0.0,0.0,3.944304526105059e-31,0.0,7.031035206700735e-24,2.6469779601696886e-23,0.0,4.930380657631324e-31,5.551115123125783e-17,5.728992594120938e-31,1.2327518126217314e-30,5.982690571755598e-08,5.960568408805067e-16,1.1623867528261424e-14,1.2082848665256218e-15,1.465118212695369e-15,0.06050354719515315,1.2010864408396275e-15,2.0679515313825692e-24,0.14796403713320672,2.3172198518130243e-15,2.423318631612487e-14,1.3082341479065576e-15,2.533347136365404e-14,1.030587247813863e-15,0.10106920809131506,1.3043735518131537e-15,9.08653825361221e-15,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,3.944304526105059e-31,5.721173432158725e-08,2.0679515313825692e-25,2.0679515313825692e-25,0.0,2.0679515313825692e-25,0.0,0.0,1.9721522630525295e-31,2.1357114886857868e-15,2.7654682124634444e-09,0.0,0.0,8.271806125530277e-25,3.308722450212111e-24,3.308722450212111e-24,6.310887241768095e-30,0.0,0.0,1.833399161522372e-14,1.4550653170354184e-15,1.8334546941167718e-08,2.0679515313825692e-25,3.101927297073854e-25,2.0679515313825692e-25,2.0679515313825692e-25,3.101927297073854e-25,0.0,1.9721522630525295e-31,2.9874513643984405e-15,0.060503547195153176,1.4776717099547982e-15,2.8258671064161718e-09,0.0,4.1359030627651384e-25,1.6543612251060553e-24,4.1359030627651384e-25,0.0,3.1554436208840472e-30,0.14796403713320794,2.4605753850486e-15,2.74202712306226e-14,2.0449609032950143e-15,3.950994209655186e-08,0.0,4.1359030627651384e-25,1.6543612251060553e-24,4.1359030627651384e-25,0.0,0.0,9.860761315262648e-32,2.7692740721624295e-14,1.7388571223346139e-15,0.10106920809131545,1.4871110724572731e-15,1.7007864815701176e-14,2.4151559078295032e-08
5,1.9569593328451266e-06,1.7674154614018296e-06,5.764028902507567e-07,3.7066873016663215e-07,5.764028902456974e-07,1.219667067845599e-06,1.4293848215300125e-05,1.5617764200077408e-05,6.412949350871997e-06,1.7026027545161385e-06,1.0016608056210909e-05,8.684120863020454e-07,1.216280013502296e-06,1.2722620787742817e-06,1.092722882704479e-06,1.0806731681301706e-05,8.103439702847829e-06,9.148578697827284e-07,1.2196670678473783e-06,1.2758893652777717e-07,8.684120863128438e-07,1.0806731681306198e-05,6.4129493509300715e-06,9.148578697208756e-07,1.275889365295478e-07,3.7066873016497933e-07,8.103439702859142e-06,1.7026027545343734e-06,1.001660805621879e-05,1.0927228827277041e-06,1.0097419586828951e-28,2.0194839173657902e-28,1.0587911840678754e-22,0.0,0.0,8.077935669463161e-28,0.0,8.470329472543003e-22,2.117582368135751e-22,8.470329472543003e-22,0.0,2.7755575615628914e-17,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,4.0389678347315804e-28,1.262177448353619e-28,1.5352472168984194e-21,1.0587911840678754e-22,8.077935669463161e-28,3.2311742677852644e-27,2.7755575615628914e-17,4.195365265140794e-28,4.053378044065581e-28,1.5791588432170972e-05,5.752065957389797e-11,1.7865817621350657e-11,2.240168361813365e-12,4.1683039975734846e-11,0.1064514211198057,2.1421412328913235e-12,5.293955920339377e-23,2.2743299797630777e-05,1.1106400355651732e-11,1.2080628749781176e-11,2.3803244120109013e-11,1.152912423065721e-11,3.0892354152905552e-12,0.13781827903228389,3.538876706285589e-12,1.8190476937192407e-11,0.0,8.470329472543003e-22,4.235164736271502e-22,1.6940658945086007e-21,4.235164736271502e-22,1.0097419586828951e-28,0.0,1.0905396288241405e-05,4.235164736271502e-22,4.235164736271502e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,1.6155871338926322e-27,0.0,3.444212809407414e-11,2.9817829411358203e-06,0.0,1.3234889800848443e-23,5.293955920339377e-23,1.0587911840678754e-22,1.0587911840678754e-22,0.0,5.048709793414476e-29,2.7755575615628914e-17,1.330477148759349e-11,4.834825524925756e-12,8.837156917533535e-07,4.235164736271502e-22,1.0587911840678754e-22,2.117582368135751e-22,4.235164736271502e-22,2.117582368135751e-22,0.0,1.0097419586828951e-28,1.92373215682086e-11,0.10645142111359567,3.2235504414606064e-12,3.0738427167557296e-06,4.235164736271502e-22,0.0,1.2705494208814505e-21,0.0,0.0,4.0389678347315804e-28,2.2743302079992147e-05,3.851110551737819e-12,2.9085319204767254e-12,4.169607945929142e-11,1.2575932502167415e-05,0.0,0.0,5.293955920339377e-23,0.0,0.0,2.0194839173657902e-28,4.0389678347315804e-28,5.311499708012189e-12,3.142262589604562e-12,0.13781827903220428,4.591173585457545e-12,1.4932531745560437e-11,7.503990085929443e-07
6,8.385148504692243e-05,9.825753956057866e-06,0.00016616049472860885,2.4931074956992303e-05,0.0001661604962324542,9.621867045805493e-05,1.8677357390350127e-05,3.6628459827113915e-05,4.5130361007771254e-05,9.636597365077905e-05,2.6512199069741505e-05,0.00012369590620565476,0.00035465684426646556,0.00011427056769752221,0.00035722645378304216,4.088775319138527e-05,6.45714391860507e-05,1.0498105106996478e-05,9.621866639006812e-05,3.37982656708872e-05,0.00012369590596454053,4.088775272720391e-05,4.5130360824806235e-05,1.0498105049377227e-05,3.3798264765098576e-05,2.49310710631148e-05,6.457143896543007e-05,9.636597361143957e-05,2.6512200103552827e-05,0.0003572264538820386,6.203854594147708e-25,0.0,0.0,1.0339757656912846e-25,6.938893903907228e-18,6.462348535570529e-26,6.938893903907228e-18,5.082197683525802e-21,6.776263578034403e-21,1.6940658945086007e-21,0.0,1.3877787807814457e-17,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.5849394142282115e-26,0.0,2.625802136488331e-20,1.3552527156068805e-20,0.0,2.0679515313825692e-25,0.0,2.2548611397776976e-26,8.348345350526003e-26,0.0002831635442667448,3.480793831833549e-10,1.520519294240272e-08,1.339329706950248e-08,6.2052651423340906e-09,0.38707579416082377,3.0081308252681504e-08,2.541098841762901e-21,0.08308768199498012,1.0681240746481797e-09,1.7229438380036713e-08,4.029341948351755e-09,1.2874231111007351e-08,1.6753704441989412e-08,0.0005395594975150616,1.4243415184384877e-08,1.3834979869157449e-08,1.6940658945086007e-21,0.0,1.6940658945086007e-21,3.3881317890172014e-21,3.3881317890172014e-21,4.1359030627651384e-25,3.101927297073854e-25,3.970918889502985e-05,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.6940658945086007e-21,2.0679515313825692e-25,2.0679515313825692e-25,1.5778775798868813e-09,2.1911706527860706e-05,1.3552527156068805e-20,1.0164395367051604e-20,3.3881317890172014e-21,1.3552527156068805e-20,1.3552527156068805e-20,1.0339757656912846e-24,8.271806125530277e-25,1.734723475976807e-18,1.918763513043026e-08,1.9449897277300489e-10,0.00016629000148982615,1.3552527156068805e-20,1.6940658945086007e-21,0.0,2.0328790734103208e-20,2.0328790734103208e-20,1.3877787807814457e-17,0.0,1.7368816238423103e-09,0.38707579982979023,2.032164911554509e-09,7.350064357577083e-05,0.0,1.6940658945086007e-21,3.3881317890172014e-21,1.6940658945086007e-21,0.0,0.0,0.0830876816415454,2.437417259234788e-09,1.1260390162685504e-08,5.6667945298984526e-09,9.498710232681112e-05,0.0,2.0328790734103208e-20,1.3552527156068805e-20,0.0,1.3552527156068805e-20,4.1359030627651384e-25,5.169878828456423e-26,1.0743007719322039e-08,4.335049516197657e-09,0.0005395721214710504,6.313615604233816e-09,1.7630839207832973e-08,0.0001561574838951281
7,0.0005115590914240048,0.000303456135028546,0.0010843395175331254,0.00031365511684292274,0.0010843382214827946,0.0005191896220007461,4.7267276069623996e-05,9.34037960962449e-05,4.857983948090048e-05,0.0005047064866501752,4.646825800825946e-05,0.0007650195278125053,0.0010750704163321012,0.0008188781293050709,0.0010694605918809804,9.197338970447647e-05,9.489548436985609e-05,0.0002930502627275658,0.0005191902305646022,0.0007471406832243844,0.000765019523469045,9.197328605441764e-05,4.85798653435186e-05,0.00029305026515462297,0.0007471406409147855,0.00031365551226875815,9.489546263319313e-05,0.0005047064850193214,4.646808092566838e-05,0.0010694605882595268,5.293955920339377e-23,3.970466940254533e-23,1.0842021724855044e-19,0.0,8.673617379884035e-19,4.652890945610781e-25,8.673617379884035e-19,0.0,1.0842021724855044e-19,3.3881317890172014e-21,0.0,1.734723475976807e-18,0.0,2.6469779601696886e-23,0.0,1.6543612251060553e-24,0.0,1.9312351197398048e-19,5.421010862427522e-20,9.926167350636332e-24,0.0,1.734723475976807e-18,2.77870830445378e-25,2.273470011753339e-25,0.0028877380863247698,2.3223999546956868e-08,7.340268922867938e-08,1.5128296705846107e-06,6.006701070713343e-08,5.715930475273583e-05,1.7438250326724618e-07,2.710505431213761e-20,0.038956567240855514,1.0726051201155129e-07,2.2034359027835033e-07,2.4141496458430877e-08,1.2656467511372757e-07,4.7372833525502287e-07,0.026019193329487475,3.862561995860434e-08,8.867867305870473e-08,0.0,0.0,0.0,1.6940658945086007e-21,1.6940658945086007e-21,0.0,3.308722450212111e-24,1.8777185351149115e-05,8.131516293641283e-20,5.421010862427522e-20,0.0,2.710505431213761e-20,2.710505431213761e-20,6.617444900424222e-24,8.271806125530277e-25,3.542756861471978e-08,0.00026799633805018556,1.6263032587282567e-19,5.421010862427522e-20,1.6263032587282567e-19,5.421010862427522e-20,5.421010862427522e-20,3.308722450212111e-24,0.0,1.734723475976807e-18,5.001266767821728e-08,1.7328673814191516e-06,0.0005253612977489809,2.710505431213761e-20,4.0657581468206416e-20,0.0,2.710505431213761e-20,2.710505431213761e-20,8.673617379884035e-19,2.117582368135751e-22,2.2315018097247764e-08,5.713358334236229e-05,1.3506572584665629e-08,0.00021483461813649315,8.470329472543003e-22,1.2705494208814505e-21,8.470329472543003e-22,4.235164736271502e-22,8.470329472543003e-22,3.308722450212111e-24,0.038956567396958824,1.1395521417528026e-07,1.888632819775262e-07,1.2737185261149518e-08,1.294051860159523e-05,0.0,0.0,0.0,0.0,4.336808689942018e-19,5.293955920339377e-23,1.0587911840678754e-22,9.027376409276869e-08,6.47200068770782e-08,0.026019771401959952,8.987316279012255e-07,6.109361121578188e-08,0.002447256212442226
8,7.093767825653459e-06,4.317531314690726e-06,5.3597846246838495e-05,4.319215968787525e-06,5.3597846237926476e-05,7.093963223417944e-06,1.1276081012978208e-05,2.391928159165505e-05,1.1271600481589167e-05,7.093803944241367e-06,1.1276201637708375e-05,3.2905672063554206e-05,5.360667695554742e-05,3.290260310121345e-05,5.3606881076353364e-05,2.3919957308927895e-05,2.391388031565922e-05,4.31941292736035e-06,7.093963234392728e-06,3.29142423549995e-05,3.2905672044180286e-05,2.3919957266442803e-05,1.1271600482731228e-05,4.319412929385225e-06,3.291424235551888e-05,4.319215971424554e-06,2.3913880314519478e-05,7.093803943117676e-06,1.1276201564128478e-05,5.36068810655022e-05,5.169878828456423e-26,6.462348535570529e-27,6.776263578034403e-21,3.2311742677852644e-27,0.0,4.4428646182047385e-27,6.776263578034403e-21,8.470329472543003e-22,4.235164736271502e-22,0.0,0.0,1.3552527156068805e-20,0.0,1.2924697071141057e-26,5.169878828456423e-26,0.0,0.0,9.317362419797304e-21,3.3881317890172014e-21,2.5849394142282115e-26,0.0,3.3881317890172014e-21,5.7033591647107484e-27,1.1003448643784559e-27,0.00011886320626870522,1.5217594987958746e-11,8.065485444579929e-10,1.0121920534784407e-09,2.404066087106736e-10,3.332765259683899e-06,6.622274822541836e-11,4.235164736271502e-22,3.96519816706474e-06,3.895114170619512e-10,1.7818892877327996e-09,8.777568242444693e-11,9.909015791276237e-10,2.4615324537965285e-10,2.4749470562987823e-05,1.1481213925191331e-10,9.703784644119025e-10,0.0,4.235164736271502e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,0.0,3.2311742677852644e-27,6.795992485270543e-06,0.0,8.470329472543003e-22,8.470329472543003e-22,4.235164736271502e-22,4.235164736271502e-22,0.0,6.462348535570529e-27,6.372049779308832e-11,4.6054113963067464e-06,1.6940658945086007e-21,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,0.0,1.550963648536927e-25,6.776263578034403e-21,5.539130604441097e-10,1.1151245873821392e-09,1.5993735081441884e-05,2.117582368135751e-22,4.235164736271502e-22,2.117582368135751e-22,2.117582368135751e-22,2.117582368135751e-22,1.3552527156068805e-20,0.0,8.3988799815186e-11,3.3327655666850518e-06,2.744208466725501e-11,3.0292657341287053e-06,8.470329472543003e-22,0.0,2.117582368135751e-22,2.117582368135751e-22,4.235164736271502e-22,5.169878828456423e-26,3.965197133454622e-06,4.169695302214432e-10,1.485129856599374e-09,5.679426213762353e-11,4.676768362515969e-06,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,6.004783257059805e-10,5.101320775263752e-11,2.474852962560272e-05,4.3042603483545697e-10,6.599733942008816e-10,9.297285600165487e-05
9,1.7304651659688897e-07,9.133796253812637e-08,1.649589682931351e-08,9.13378227363079e-08,1.649589682931224e-08,1.7304644175673366e-07,6.35664635030653e-08,1.0630622686510298e-07,6.356646563231827e-08,1.7304654099229976e-07,6.356646776605853e-08,1.506892243846804e-08,1.6495900623925077e-08,1.5068918512148388e-08,1.6495898807147203e-08,1.0630624032860116e-07,1.0630622141142446e-07,9.133798665011185e-08,1.7304644175673348e-07,1.506892254173056e-08,1.5068922438467885e-08,1.0630624032860113e-07,6.356646563232086e-08,9.133798665011368e-08,1.5068922541731286e-08,9.133782273630767e-08,1.0630622141142147e-07,1.73046540992298e-07,6.35664677660585e-08,1.649589880714713e-08,3.944304526105059e-31,5.9164567891575885e-31,0.0,7.888609052210118e-31,1.075334796318936e-23,1.9721522630525295e-31,1.075334796318936e-23,6.617444900424222e-24,1.3234889800848443e-23,6.617444900424222e-24,1.9721522630525295e-31,6.617444900424222e-24,4.930380657631324e-31,7.888609052210118e-31,1.1832913578315177e-30,1.5777218104420236e-30,1.9721522630525295e-31,2.3161057151484775e-23,3.308722450212111e-24,1.5777218104420236e-30,1.5777218104420236e-30,0.0,1.8239911110181255e-32,5.964824410727072e-32,1.2750232937166633e-07,1.3994315368309739e-14,1.0536526290784807e-15,1.642881041682536e-14,1.5862404143619875e-14,8.059384613818711e-08,1.7469437269313408e-15,0.0,4.3527078434625965e-07,3.110390501660485e-14,1.1584248034674605e-15,8.634942101056194e-15,1.2686147151889149e-15,1.8845169803037633e-16,5.429224285152255e-07,1.576404089963922e-14,4.409871113970735e-17,3.308722450212111e-24,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,1.9721522630525295e-31,1.1832913578315177e-30,5.643284955675884e-08,0.0,0.0,1.3234889800848443e-23,0.0,0.0,7.888609052210118e-31,2.3665827156630354e-30,1.7879137397160283e-14,8.01286508393617e-08,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,9.860761315262648e-32,3.944304526105059e-31,3.308722450212111e-24,1.0927852056839071e-15,1.5477742597582836e-14,1.2208500495898556e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,9.926167350636332e-24,9.926167350636332e-24,3.308722450212111e-24,7.888609052210118e-31,9.007718763773893e-16,8.059384583261005e-08,2.0987050697492884e-15,3.514062520683287e-08,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,8.271806125530277e-25,0.0,1.4791141972893971e-31,4.352707846755791e-07,3.3041563027481105e-14,8.218969891586288e-16,3.143630841796525e-15,2.645720831525993e-08,2.481541837659083e-24,1.6543612251060553e-24,3.308722450212111e-24,3.308722450212111e-24,4.1359030627651384e-24,6.902532920683853e-31,7.888609052210118e-31,1.783910040646399e-15,1.4864831941461435e-15,5.429224283475939e-07,1.4129701983787595e-14,3.8163706197865466e-16,1.2584254628779831e-08
