,Y5Z4,Y4Z5,Y5Z3,Y3Z5,Y4Z2,Y2Z4,Y4Z3,Y3Z4,Y2Z0,Y0Z2,Y2Z1,Y1Z2,Y5Z0,Y0Z5,Y1Z3,Y3Z1,Y4Z1,Y1Z4,Y3Z0,Y0Z3,Y5Z2,Y2Z5,Y5Z1,Y1Z5,Y3Z2,Y2Z3,Y4Z0,Y0Z4,Y1Z0,Y0Z1,Y3,X1Y5,X5Y1,Y1,X5Y3,X5Y2,X4Y2,X3Y2,X2Y4,X1Y2,X0Y4,X3Y0,X1Y3,X0Y1,Y5,X4Y1,X4Y0,X2Y5,X2Y0,X0Y5,X0Y3,X0Y2,X3Y1,X2Y1,X1Y4,standard_y,Y0,X1Y0,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y3,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8659455475743625,0.8659455475743623,0.7871742038006491,0.787174203800649,0.691880100354552,0.691880100354552,0.6748205703679084,0.6748205703679083,0.6614305484952444,0.6614305484952443,0.49403467910717525,0.49403467910717513,0.4895153390481155,0.4895153390481155,0.4797725401481432,0.4797725401481431,0.4583311147008101,0.4583311147008101,0.33455970316750006,0.33455970316750006,0.3244381436862491,0.3244381436862491,0.2645303025552477,0.2645303025552477,0.25380093529249415,0.25380093529249415,0.1979396041625205,0.19793960416252043,0.18126486333322137,0.18126486333322128,8.326672684688674e-17,6.938893903907228e-17,6.245004513516506e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00015095909299968607,0.00015095909299968607,0.0001372269932807657,0.1123536436867971,0.00012061450365628882,0.36744196159821646,0.000117640539322159,0.11235362147144418,0.6614305484952442,0.6614305484952443,0.4940346791071751,0.49403467910717525,8.533653391848116e-05,0.29157573789333374,0.4797725401481432,0.4797725401481432,7.990023109718433e-05,0.19380081616516234,0.33455970316750006,0.33455970316750006,5.6558854124914984e-05,0.3674419461550228,4.6115202805224296e-05,0.19380080518111387,0.2538009352924941,0.25380093529249415,3.45065381960694e-05,0.2915757274472949,0.18126486333322134,0.18126486333322134,0.0,3.3881317890172014e-21,5.082197683525802e-21,0.0,6.776263578034403e-21,0.0,6.776263578034403e-21,5.551115123125783e-17,6.776263578034403e-21,2.7755575615628914e-17,0.0,1.3877787807814457e-17,1.3877787807814457e-17,1.4680068824246663e-17,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,2.7755575615628914e-17,3.3881317890172014e-21,2.7755575615628914e-17,0.0,2.7755575615628914e-17,1.3877787807814457e-17,6.776263578034403e-21,9.713096212754513e-17,1.3877787807814457e-17,1.2323816651739322e-18,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.868549568453024e-05,1.868549568453024e-05,1.6985756470821802e-05,0.11235363358984422,1.065831805119473e-05,6.105117304341606e-05,1.4561373854005494e-05,0.11235363324947999,0.00010989793117321329,0.00010989793117321329,8.208479225100567e-05,0.3127698182759935,3.5620592009138316e-06,4.844585742554483e-05,0.47977254014814313,0.4797725401481432,9.889933714443497e-06,0.19380081220714723,0.08075877137827712,5.5587724691093465e-05,3.5620589584794746e-06,6.105117300410335e-05,5.708072338577494e-06,0.19380081203885918,0.08075876325700339,4.216950333172013e-05,1.0658317786163776e-05,4.844585739895304e-05,0.3127698089546824,3.0117498382915236e-05,0.0,1.0587911840678754e-22,2.117582368135751e-22,5.551115123125783e-17,0.0,0.0,0.0,2.0328790734103208e-20,0.0,1.0164395367051604e-20,1.0339757656912846e-25,5.082197683525802e-21,3.469446951953614e-18,5.666093117484389e-22,4.235164736271502e-22,0.0,5.169878828456423e-26,1.0339757656912846e-25,2.7755575615628914e-17,1.0339757656912846e-25,6.776263578034403e-21,0.0,0.0,3.3881317890172014e-21,4.235164736271502e-22,5.551919804425674e-17,1.6940658945086007e-21,4.897787675563701e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.2503003111368953e-05,1.2503003111368953e-05,7.546234978598679e-06,0.00027981599913973106,7.131787418718865e-06,9.1442190603864e-06,3.1258156096779736e-06,0.0002798159987601988,1.6460465982046984e-05,1.646046598204699e-05,5.978514800948135e-06,0.0007789512077937802,2.3834762985537015e-06,7.256200180855141e-06,0.0011948704149178932,0.001194870414917893,3.1257648693437295e-06,0.00048265967197963635,0.0002011291903933844,3.814933790659433e-06,2.3834762949144745e-06,9.144219057750039e-06,7.546187885311096e-06,0.00048265967179198226,0.00020112918993963637,5.978457083710246e-06,7.131787414740439e-06,7.256200179071862e-06,0.0007789512072729841,3.8148939798124486e-06,0.0,6.203854594147708e-25,1.6543612251060553e-24,0.0,1.6543612251060553e-24,0.0,6.462348535570529e-27,6.617444900424222e-24,1.2924697071141057e-26,0.0,6.462348535570529e-27,8.271806125530277e-25,0.0,7.6904174895621795e-25,8.470329472543003e-22,4.1359030627651384e-25,1.2924697071141057e-26,2.5849394142282115e-26,2.7755575615628914e-17,0.0,1.6543612251060553e-24,2.7755575615628914e-17,4.163336342344337e-17,4.1359030627651384e-25,8.271806125530277e-25,1.0587911840678754e-21,0.0,2.661099779553816e-25,0.0,0.0,1.4823076576950256e-21,0.0,0.0,0.0,0.0,0.0,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.196693984049353e-06,1.1968669546088707e-06,7.188030654976649e-07,9.135510570978335e-09,6.792252896405502e-07,2.8157403110239424e-06,2.9710742208725933e-07,9.135510570864155e-09,5.0840352314213e-06,5.09047687889548e-06,1.8395035016349569e-06,2.5408709060330288e-08,2.2647228161821878e-07,2.236082824067611e-06,3.902740649819258e-08,3.909560079446755e-08,2.9710742208725436e-07,1.573442680671481e-08,6.566120434782251e-09,1.1748863287686474e-06,2.2647228158500082e-07,2.8157403110164157e-06,7.188030654976602e-07,1.5734426806657974e-08,6.566120433357105e-09,1.8395035016349382e-06,6.792252896041353e-07,2.2360828240625026e-06,2.5408709058696067e-08,1.1748863287686345e-06,3.308722450212111e-24,3.1554436208840472e-30,1.5777218104420236e-30,0.0,0.0,2.0194839173657902e-28,2.0194839173657902e-28,2.524354896707238e-29,2.0194839173657902e-28,2.524354896707238e-29,4.0389678347315804e-28,1.262177448353619e-29,1.3877787807814457e-17,3.7880944924175062e-31,5.293955920339377e-23,4.733165431326071e-30,3.0292258760486853e-28,4.0389678347315804e-28,0.0,0.0,0.0,2.7755575615628914e-17,1.3877787807814457e-17,9.466330862652142e-30,1.5777218104420236e-30,5.790264287871194e-22,0.0,1.4330461563801771e-30,6.116397436496942e-07,0.0527299114658424,1.0587911840678754e-22,1.6338511648994648e-14,1.934795121957285e-14,1.6915478141423145e-12,7.679429513122549e-13,5.215973291957965e-14,4.235164736271502e-22,1.6229001947931703e-14,1.5860069839165607e-14,0.024839556983183082,3.916858408260245e-14,9.912194607759625e-13,1.942666415987812e-12,3.6043448832853704e-14,0.058814270730149554,5.392205877091429e-14,0.0,0.0,6.617444900424222e-24,0.0,6.617444900424222e-24,0.0,1.0097419586828951e-28,1.458762036101474e-07,3.308722450212111e-24,1.3234889800848443e-23,3.308722450212111e-24,0.0,9.926167350636332e-24,2.7755575615628914e-17,0.0,0.05272991146590582,1.4455137210151955e-07,5.169878828456423e-26,1.0339757656912846e-25,0.0,2.0679515313825692e-25,5.169878828456423e-26,3.1554436208840472e-30,0.0,1.7361218704751662e-14,2.317706729713929e-14,2.0335461430799595e-09,9.26442286059391e-23,5.293955920339377e-23,0.0,0.0,2.6469779601696886e-23,2.524354896707238e-29,2.3814976435149962e-12,1.5372944461818574e-12,7.339944019861982e-14,4.858955412955415e-07,1.550963648536927e-25,5.169878828456423e-26,1.0339757656912846e-25,4.1359030627651384e-25,1.0339757656912846e-25,2.17790676367835e-14,2.0773263833058474e-14,0.024839556983183103,5.880560161717434e-14,2.9794890909934533e-09,1.3234889800848443e-23,0.0,2.6469779601696886e-23,2.6469779601696886e-23,5.293955920339377e-23,1.7389237703766917e-12,2.1004616594984664e-12,5.414354896525062e-14,0.058814270730189286,7.185723730219865e-14,4.21184813299893e-07
5,7.734261801536698e-06,1.3465129405819736e-05,5.638335969674745e-05,1.2665249820078148e-07,8.338987844102519e-06,0.00013705228483124412,6.567581118440809e-06,1.2665245194303575e-07,0.0001860360206135749,0.00019596800338279253,6.923197343154333e-05,1.589394312463215e-06,1.6710084556624622e-05,0.00014785831673456263,2.979925081731649e-06,3.2027657780439096e-06,6.5675811154838614e-06,1.3307089603854336e-06,1.0567719078704772e-06,7.996768454229283e-05,1.6710082967627683e-05,0.00013705228600654557,5.6383359693121715e-05,1.3307089567434083e-06,1.0567719344034651e-06,6.923197343506847e-05,8.338989773367821e-06,0.00014785831727869036,1.58939432524105e-06,7.996768454489127e-05,2.117582368135751e-22,6.462348535570529e-27,5.169878828456423e-26,1.5881867761018131e-22,1.0339757656912846e-25,0.0,4.1359030627651384e-25,2.5849394142282115e-26,1.6543612251060553e-24,7.754818242684634e-26,3.308722450212111e-24,2.5849394142282115e-26,1.734723475976807e-18,2.0228000915202453e-26,3.3881317890172014e-21,1.2924697071141057e-26,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,0.0,0.0,3.469446951953614e-18,1.6155871338926322e-27,9.693522803355793e-27,1.61465655570351e-20,0.0,6.344031649943145e-27,0.00034489187629697514,0.10282170533087655,4.235164736271502e-22,4.001688065906923e-11,1.0645804267968969e-10,2.212082836680674e-08,2.0701733695910735e-08,1.349538437408494e-09,2.0328790734103208e-20,5.140428362294389e-10,2.6131726844711075e-10,0.03827953968090577,1.2389076857405927e-09,6.990750574743062e-09,2.5980178530583412e-08,1.0628500921231283e-09,0.00012984769495366454,1.1639157209867117e-09,0.0,6.776263578034403e-21,0.0,6.776263578034403e-21,6.776263578034403e-21,0.0,0.0,8.159514275597727e-05,3.3881317890172014e-21,6.776263578034403e-21,6.776263578034403e-21,1.3552527156068805e-20,1.3552527156068805e-20,0.0,2.5849394142282115e-26,0.10282170089290908,7.727374103937806e-05,5.293955920339377e-23,5.293955920339377e-23,1.0587911840678754e-22,2.117582368135751e-22,3.1763735522036263e-22,0.0,5.169878828456423e-26,1.5165148536183275e-10,1.0019674577439194e-10,2.7509731360300218e-06,1.3552527156068805e-20,6.776263578034403e-21,2.710505431213761e-20,2.710505431213761e-20,2.0328790734103208e-20,5.169878828456423e-26,9.048435874821708e-09,8.246721125000123e-09,1.3980279397378132e-10,0.0002458096714247777,0.0,2.6469779601696886e-22,2.812414082680294e-23,1.0587911840678754e-22,2.117582368135751e-22,1.668795385039116e-10,2.1062156158000846e-10,0.038279539681565306,7.934528657065266e-10,2.145517255259084e-06,1.1858461261560205e-20,8.470329472543003e-21,0.0,2.710505431213761e-20,0.0,1.5555524395245152e-08,1.9726387169416947e-08,1.0285590662870296e-09,0.00012984757893803056,2.63765539681807e-10,0.00026284757905884186
6,3.883657494171511e-05,6.99141876951841e-05,1.7265646260793813e-06,5.701608077070979e-07,6.895928538866335e-05,3.0198601683624244e-05,1.5867260801782354e-05,5.701608195676092e-07,3.1210502297998484e-05,3.5955824381679895e-05,1.8314507261805322e-05,1.9198499789087686e-06,3.3109660621409414e-05,3.514929839256009e-05,3.3341548274196734e-06,4.067088227393353e-06,1.586726080129901e-05,1.9403420490533964e-06,5.919022850956416e-07,1.761426908346582e-05,3.310966061696808e-05,3.0198601740316708e-05,1.726564626042393e-06,1.940342056043345e-06,5.919022848827304e-07,1.831450726212796e-05,6.895928539528876e-05,3.514929832924828e-05,1.919849979807277e-06,1.7614269083363018e-05,4.235164736271502e-22,2.5849394142282115e-26,5.169878828456423e-26,0.0,3.2311742677852644e-27,1.0339757656912846e-25,2.5849394142282115e-26,6.462348535570529e-27,0.0,2.5849394142282115e-26,0.0,6.462348535570529e-27,1.734723475976807e-18,2.1247728498843662e-27,0.0,3.877409121342317e-26,5.169878828456423e-26,0.0,0.0,5.169878828456423e-26,3.0292258760486853e-27,0.0,3.469446951953614e-18,3.2311742677852644e-27,1.2924697071141057e-26,4.658681209898652e-21,0.0,1.227167373785847e-27,5.9383523497513774e-05,0.0005152452193752065,5.082197683525802e-21,3.3594223366129783e-10,3.017360886547159e-12,1.5367745873948995e-09,2.55686312504875e-09,1.5559821624400827e-10,0.0,2.6101333996495117e-10,2.592420549080395e-10,0.06939722102766857,1.5489214446391263e-10,9.001960597255058e-10,1.887349217683919e-09,1.9747976762709534e-10,0.020712141527520954,2.3800305305025327e-10,1.6940658945086007e-21,8.470329472543003e-22,1.6940658945086007e-21,0.0,0.0,3.469446951953614e-18,1.0339757656912846e-25,8.880752062879921e-07,3.3881317890172014e-21,6.776263578034403e-21,5.082197683525802e-21,6.776263578034403e-21,1.6940658945086007e-21,0.0,1.2924697071141057e-26,0.0005152448783474796,7.458057976107442e-05,2.117582368135751e-22,5.293955920339377e-23,5.293955920339377e-23,1.0587911840678754e-22,2.6469779601696886e-22,1.2924697071141057e-26,2.5849394142282115e-26,3.1288195792980035e-10,3.79208520933676e-10,1.5055327296053243e-06,0.0,8.470329472543003e-22,2.541098841762901e-21,8.470329472543003e-22,8.470329472543003e-22,2.5849394142282115e-26,1.1166416600279272e-09,1.8377200653322043e-09,9.905054096803343e-11,5.540722685677555e-06,1.3234889800848443e-23,1.3234889800848443e-23,1.0587911840678754e-22,1.3234889800848443e-23,1.3234889800848443e-23,2.689240088839255e-11,3.2877593683316915e-10,0.06939722103094456,1.6187478512623836e-11,3.860499240481925e-07,4.235164736271502e-22,0.0,8.470329472543003e-22,4.235164736271502e-22,8.470329472543003e-22,1.3234546723117795e-09,2.886271643938995e-09,2.936424908918998e-11,0.020712141499979464,8.67499179901543e-11,1.065984102524861e-05
7,4.87938878571939e-05,0.00012133380586733648,4.8938050496939e-05,7.5798304996391554e-06,0.0001214226391053528,3.661052682599084e-07,0.00012104235744062394,7.579837738735708e-06,3.694687342291135e-07,4.2883358455526857e-07,3.7024588082846107e-07,9.319672754135861e-07,4.8246976003040044e-05,4.311283752683055e-07,8.882298052013078e-07,7.659030710602412e-06,0.00012104235704923325,8.647715540053074e-07,7.662977327119846e-06,4.268783788375192e-07,4.824697600292557e-05,3.6610525265893136e-07,4.8938046821858014e-05,8.647716476242979e-07,7.662977327155412e-06,3.7024588073987667e-07,0.00012142263910546193,4.3112836881541536e-07,9.319672754812452e-07,4.268783752872494e-07,8.470329472543003e-22,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,6.462348535570529e-27,0.0,3.877409121342317e-26,1.2924697071141057e-26,1.6155871338926322e-27,6.462348535570529e-27,0.0,0.0,2.5120872130956156e-27,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,1.6155871338926322e-27,0.0,6.776263578034403e-21,4.8467614016778965e-27,0.0,1.9428818227645514e-20,2.6469779601696886e-23,2.5208620215084587e-27,4.16805286418128e-05,0.00020799899385166572,2.0328790734103208e-20,3.399761962267109e-08,1.3937762697279602e-09,4.763644023709726e-10,7.602029219379641e-11,7.579655055398256e-12,7.940933880509066e-23,1.408686934361024e-08,1.6359850473735595e-08,0.00010218384556992818,2.41409411192403e-11,8.969605009549652e-11,1.6373390472608828e-10,2.953542550995916e-11,0.0004335465897346766,2.254082466923409e-11,3.3881317890172014e-21,0.0,3.3881317890172014e-21,3.3881317890172014e-21,3.3881317890172014e-21,0.0,0.0,3.653364378709687e-05,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.00020799786923281048,6.650034437996979e-05,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,0.0,3.4902884269367834e-08,1.4628355649391768e-08,6.176435207642432e-05,1.3234889800848443e-23,1.3234889800848443e-23,0.0,2.6469779601696886e-23,2.6469779601696886e-23,1.2924697071141057e-26,5.015417245333457e-10,6.795157172169577e-11,2.6607898095414082e-11,1.5902543346144192e-07,4.235164736271502e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,0.0,1.4112988471947784e-08,1.868966762752854e-08,0.00010218383437401467,2.2085911906694205e-11,9.167265244030094e-06,0.0,0.0,5.293955920339377e-23,1.0587911840678754e-22,5.293955920339377e-23,4.370498110498094e-11,1.8410547873914976e-10,5.7819006000034336e-11,0.0004335465897086384,2.1788192102636318e-11,5.565864807698672e-07
8,1.991692591387287e-07,4.26468923457396e-07,1.9922235525876504e-07,2.677613985292519e-08,4.264734313302641e-07,1.747323695994373e-07,4.2645806811053764e-07,2.6776139853170954e-08,1.7473095663662097e-07,2.8218960921456904e-07,1.7473872459559076e-07,3.913831528681036e-09,1.9917292014149623e-07,2.8218933592860993e-07,3.913429501135318e-09,2.6775944548804568e-08,4.264580681105332e-07,3.913923938495229e-09,2.6775968762348185e-08,2.8217590097003024e-07,1.991729201413163e-07,1.7473236959935257e-07,1.99222355258676e-07,3.913923938520759e-09,2.6775968762365662e-08,1.747387245955998e-07,4.2647343133051266e-07,2.8218933592857907e-07,3.913831528713971e-09,2.8217590097002044e-07,1.6543612251060553e-24,2.524354896707238e-29,0.0,0.0,0.0,0.0,5.048709793414476e-29,2.524354896707238e-29,0.0,0.0,1.9721522630525295e-30,0.0,1.0587911840678754e-22,2.444143001812485e-30,1.3234889800848443e-23,3.1554436208840472e-30,0.0,0.0,0.0,1.262177448353619e-29,1.0846837446788912e-30,4.235164736271502e-22,2.117582368135751e-22,0.0,0.0,7.77549775799846e-23,5.293955920339377e-23,2.602996681152735e-30,2.187806467463522e-08,2.5468764838988964e-06,5.293955920339377e-23,3.7371632888014264e-13,1.9808070715096213e-14,9.429024505408317e-13,3.6866809559840365e-14,4.446963082237019e-14,1.3234889800848443e-23,1.5905113825211737e-13,1.9844713506264532e-13,8.668298741997212e-07,3.505683101562581e-14,1.9762255468709646e-13,4.584962612056401e-13,3.7552013504220704e-14,9.77309786495242e-07,5.481659286103387e-14,1.3234889800848443e-23,0.0,1.3234889800848443e-23,0.0,0.0,1.0587911840678754e-22,0.0,1.6548508974830767e-07,0.0,5.293955920339377e-23,5.293955920339377e-23,0.0,0.0,1.0587911840678754e-22,0.0,2.5468764300119444e-06,4.216300208208621e-07,0.0,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.0,6.310887241768095e-30,3.8178556475261874e-13,1.2894053772278857e-13,1.3095839401763782e-07,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.0,1.0516164633518493e-12,1.3361741986583213e-14,8.197482083940776e-14,1.2656355948435042e-07,1.6543612251060553e-24,8.271806125530277e-25,1.6543612251060553e-24,0.0,3.308722450212111e-24,1.6041426300105653e-13,2.1633572863043802e-13,8.668298741930923e-07,3.232136046876882e-14,1.9540460646028253e-08,7.940933880509066e-23,2.6469779601696886e-23,0.0,2.6469779601696886e-23,0.0,1.3544892120733012e-13,5.121624777163547e-13,7.589088110126521e-14,9.773097942232445e-07,5.3831497716234405e-14,2.582021615772349e-07
9,6.003925299324506e-10,1.118183515452118e-09,6.003970039990323e-10,1.0747728847747748e-09,1.1181833880709596e-09,1.3949779433170563e-09,1.1181825019484538e-09,1.0747728847747748e-09,1.3949782412031912e-09,2.7399112832202785e-09,1.3949802643347422e-09,1.6724976871367425e-10,6.003925065990653e-10,2.739911607408401e-09,1.672495726847519e-10,1.0747729846530115e-09,1.1181825019484538e-09,1.6724967595437986e-10,1.0747730238616369e-09,2.7399080772270065e-09,6.003925065990653e-10,1.3949779433170563e-09,6.003970039990319e-10,1.6724967595437986e-10,1.0747730238616369e-09,1.3949802643347424e-09,1.1181833880709596e-09,2.739911607408401e-09,1.672497687136743e-10,2.7399080772270065e-09,0.0,3.851859888774472e-34,3.851859888774472e-34,6.462348535570529e-27,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647346601016693e-35,0.0,4.81482486096809e-35,9.62964972193618e-35,0.0,0.0,3.851859888774472e-34,2.407412430484045e-34,0.0,0.0,7.703719777548943e-34,9.62964972193618e-35,6.462348535570529e-27,0.0,3.6530702483147396e-35,6.275573313603568e-10,2.060860785021077e-08,0.0,4.051442194078133e-17,2.3731553027165584e-18,2.133171521335483e-17,1.0626112584704784e-18,2.2959452313111056e-17,0.0,1.793538037443728e-17,2.140446552832048e-17,2.246766703586468e-08,1.143351592227924e-17,5.097822459550368e-18,1.2844512915895731e-17,1.1211152319122468e-17,2.979942620523415e-08,2.0718497005421255e-17,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,0.0,7.703719777548943e-34,5.527064004353796e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,2.060860784953047e-08,1.5228331318150368e-09,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,0.0,1.925929944387236e-34,7.703719777548943e-34,4.135059919447672e-17,1.2784271729481056e-17,4.271292665962314e-09,0.0,1.0339757656912846e-25,2.0679515313825692e-25,0.0,0.0,3.0814879110195774e-33,2.547754839906279e-17,1.7567524991414603e-18,3.3484154350675284e-17,1.3091775785657215e-09,5.169878828456423e-26,5.169878828456423e-26,2.5849394142282115e-26,7.754818242684634e-26,5.169878828456423e-26,1.8071357961460696e-17,2.2959561767506454e-17,2.2467667035894493e-08,1.058505964012558e-17,6.348229658455822e-10,0.0,0.0,0.0,0.0,0.0,4.394420719815204e-18,1.4410220956193735e-17,2.3430806090345624e-17,2.9799426204624364e-08,2.043147879077825e-17,1.999253990502161e-09
