,Y4Z3,Y3Z4,Y5Z2,Y2Z5,Y5Z4,Y4Z5,Y2Z1,Y1Z2,Y3Z1,Y1Z3,Y1Z0,Y0Z1,Y5Z1,Y1Z5,Y2Z4,Y4Z2,Y0Z4,Y4Z0,Y2Z3,Y3Z2,Y5Z3,Y3Z5,Y3Z0,Y0Z3,Y0Z2,Y2Z0,Y5Z0,Y0Z5,Y4Z1,Y1Z4,standard_y,Y1,X2Y3,X1Y4,X5Y1,X0Y4,Y4,Y3,Y2,Y0,X4Y5,X4Y2,X4Y0,X3Y5,X3Y2,X1Y2,X1Y0,X5Y4,X3Y4,X3Y1,X2Y4,X2Y1,X1Y5,X0Y1,X1Y3,standard_x,Y5,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y3,X4Y1,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9867575298826219,0.9867575298826219,0.9537326488081348,0.9537326488081348,0.8441434517647604,0.8441434517647604,0.77632860057928,0.7763286005792798,0.7644111475143869,0.7644111475143869,0.7472912662232837,0.7472912662232836,0.6833949433521145,0.6833949433521144,0.6354437055408813,0.635443705540881,0.600757126093018,0.6007571260930179,0.5027374637992492,0.5027374637992491,0.4091406667025468,0.4091406667025468,0.2051586540971537,0.20515865409715364,0.20275263234590973,0.2027526323459096,0.056757287143710755,0.05675728714371066,0.041736280397856484,0.04173628039785638,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.6020852139652106e-17,2.0816681711721685e-17,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0025593054856492157,0.0025593054856492153,0.953732648808135,0.9537326488081349,0.4350041612152732,0.002189414219148046,0.7763286005792799,0.77632860057928,0.0019826163813086864,0.7226750074973696,0.7472912662232839,0.7472912662232838,0.6833949433521146,0.6833949433521147,0.1327079327094465,0.0016481197377895814,0.39559916205122314,0.0015581548270886887,0.13270410441364014,0.0013039259493624988,0.4349999457683267,0.0010611684441045647,0.0005321101212389159,0.3955964513368969,0.20275263234590973,0.2027526323459098,0.056757287143710644,0.0567572871437107,0.00010824938056012008,0.7226722960038914,1.6680450423689486e-16,0.0,2.168404344971009e-19,5.421010862427522e-20,2.7755575615628914e-17,2.0328790734103208e-20,5.421010862427522e-20,2.168404344971009e-19,1.1102230246251565e-16,5.551115123125783e-17,0.0,2.168404344971009e-19,0.0,0.0,2.168404344971009e-19,4.163336342344337e-17,9.991997692505752e-18,5.421010862427522e-20,5.551115123125783e-17,5.421010862427522e-20,1.0842021724855044e-19,0.0,1.0408340855860843e-17,7.499153258956745e-19,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421010862427522e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00012028723569007327,0.00012028723569007329,0.0014742449535231007,0.0014742449535231005,0.0006724113575533553,2.5440907334895423e-05,0.0012000202814802623,0.09293447367421598,9.318287530688524e-05,0.7226748674266307,0.7472912662232837,0.7472912662232836,0.0010563668421743838,0.0929327297529392,0.00020513244769370658,2.5440691855418865e-05,0.39559847352019095,7.32332025147433e-05,0.00020513243462169,1.1409650747370197e-05,0.0006724113431593808,1.1409517946121363e-05,2.5009150304815066e-05,0.3955984675322452,0.14599541300972402,0.00031340758379512496,8.773333308012812e-05,0.14599510297507945,5.087715720437551e-06,0.7226748614369638,1.0503208545953324e-19,0.0,1.3234889800848443e-23,3.3881317890172014e-21,5.421010862427522e-20,8.470329472543003e-22,1.0164395367051604e-20,6.776263578034403e-21,1.0842021724855044e-19,0.0,0.0,0.0,0.0,1.3234889800848443e-23,1.3234889800848443e-23,1.3552527156068805e-20,3.4951668652840835e-18,3.308722450212111e-24,5.551115123125783e-17,6.776263578034403e-21,1.6543612251060553e-23,5.421010862427522e-20,6.776263578034403e-21,5.19847562064134e-18,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3234889800848443e-23,6.938893903907228e-18,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0
3,3.6564601276342746e-05,3.656460127634275e-05,0.00033604100797154273,0.00033604100797154284,0.00015327017968799132,7.733434220971513e-06,0.00020209546853180904,6.304803459779164e-07,2.072327174154599e-05,4.902767263070022e-06,5.0697697160701275e-06,5.0697697160701275e-06,0.0002207913820385509,6.304797312680067e-07,4.675811340912812e-05,7.733430817734301e-06,2.6838172000836413e-06,2.071468796440203e-05,4.675811313380175e-05,3.4682588088319824e-06,0.0001532701793848215,3.468256711397188e-06,2.07232717407192e-05,2.6838171963299487e-06,9.904609234833207e-07,0.0002020954685238703,0.00022079138203254952,9.904608142000798e-07,2.071468796385415e-05,4.90276725931525e-06,2.2234614865425384e-20,2.117582368135751e-22,4.1359030627651384e-25,0.0,0.0,2.4233807008389483e-27,3.3881317890172014e-21,1.6940658945086007e-21,2.710505431213761e-20,0.0,0.0,0.0,1.2924697071141057e-26,8.271806125530277e-25,8.271806125530277e-25,5.169878828456423e-26,1.118176562038064e-17,0.0,1.1102230246251565e-16,0.0,4.1359030627651384e-25,5.169878828456423e-26,1.2924697071141057e-26,1.1181765620528889e-17,8.077935669463161e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1359030627651384e-25,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,6.462348535570529e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.1506558248993394e-07,1.151254805408891e-07,6.876643003177441e-09,6.901106494305032e-09,3.1136943355891356e-09,2.410872299425747e-08,4.1260533132631434e-09,9.160739579160356e-08,6.481376970927137e-08,7.160600751812997e-07,7.407215890739347e-07,7.446770846606725e-07,4.49462823158667e-09,9.160739579160353e-08,9.516355711396387e-10,2.410872299425747e-08,3.9262354789841823e-07,6.475294521747882e-08,9.516355711395825e-10,1.0814035473411368e-08,3.1136943355890736e-09,1.0814035473411368e-08,6.481376970921515e-08,3.926235478984126e-07,1.4470067998151604e-07,4.12605331325962e-09,4.494628231584006e-09,1.4470067998151604e-07,6.475294521744147e-08,7.160600751812941e-07,4.1359030627651384e-25,0.0,4.930380657631324e-32,0.0,1.9721522630525295e-31,1.9721522630525295e-30,6.617444900424222e-24,6.617444900424222e-24,4.1359030627651384e-25,0.0,0.0,0.0,1.262177448353619e-29,0.0,1.4791141972893971e-31,3.944304526105059e-31,9.009169386713596e-18,0.0,2.220446049250313e-16,6.310887241768095e-30,9.860761315262648e-32,0.0,1.232595164407831e-31,9.009169386711895e-18,7.888609052210118e-31,2.151634969268713e-07,0.0,1.1112089348425089e-16,2.7872742654024783e-16,0.133815891194907,0.009418223947928763,1.6490568252509516e-16,2.2498286529936077e-16,6.75862511721623e-16,2.7493315665127695e-14,4.7416358683539954e-15,1.0189640726471071e-15,1.2607438932456273e-15,4.752509207833898e-15,2.733612717972219e-14,9.90226405399484e-16,0.12507108680771312,0.0,2.5849394142282115e-26,0.0,0.0,0.0,4.930380657631324e-32,6.938893903907228e-18,3.944304526105059e-31,1.0842016256456297e-09,1.0339757656912846e-24,8.271806125530277e-25,2.0679515313825692e-25,0.0,0.0,1.1102230246251565e-16,3.1554436208840472e-30,2.687227916063922e-16,1.560284832407217e-08,4.1359030627651384e-25,8.271806125530277e-25,2.0679515313825692e-25,0.0,0.0,6.310887241768095e-30,2.9836777978433845e-16,0.133815891194907,1.520123782352703e-08,1.0339757656912846e-25,2.5849394142282115e-26,2.5849394142282115e-26,1.0339757656912846e-25,1.0339757656912846e-25,1.0408340855860843e-17,0.0,0.00941822394792877,2.960147143641936e-16,2.611093297121516e-16,9.144247421643388e-10,4.1359030627651384e-25,3.308722450212111e-24,3.308722450212111e-24,4.1359030627651384e-25,6.617444900424222e-24,2.021674118559533e-15,2.9403216822256045e-14,1.870452679509269e-14,1.8223457068693228e-15,1.0874933063663642e-07,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,0.0,1.6773596610117168e-15,1.926009846112702e-14,2.913028082768542e-14,1.6292830630278787e-15,0.12507108680772133,7.361145377482569e-08
5,8.5236342669303e-06,8.200283733328188e-06,0.00011560615712733944,5.341984013417944e-05,0.00010056421705032877,2.3590634341540873e-06,9.943497248483731e-05,1.8487483293008383e-07,7.668852821227454e-06,4.210211299894885e-07,4.412515847292625e-07,4.874618563102187e-07,8.635640970265109e-05,1.8487481188313531e-07,8.211113527328105e-05,2.3590631780097325e-06,4.6302835097925504e-07,7.635086022267057e-06,8.211113527184357e-05,5.056507651164755e-07,0.00010056421704824625,5.056506233426267e-07,7.668852821220078e-06,4.6302835096384724e-07,5.421718770857976e-08,9.94349724847432e-05,8.635640970258915e-05,5.421718238916953e-08,7.635086022262734e-06,4.210211299735607e-07,7.583591855886158e-21,1.3234889800848443e-23,5.169878828456423e-26,0.0,6.462348535570529e-27,0.0,0.0,8.470329472543003e-22,0.0,5.293955920339377e-23,0.0,5.169878828456423e-26,5.048709793414476e-29,2.5849394142282115e-26,3.2311742677852644e-27,6.462348535570529e-27,1.0496857468858465e-17,0.0,0.0,7.573064690121713e-29,1.0339757656912846e-25,3.2311742677852644e-27,1.2924697071141057e-26,3.3809303389498507e-18,1.5146129380243427e-28,0.0003116087281757557,6.776263578034403e-21,9.020631647125419e-10,1.0320966903464155e-09,0.00028962733910642326,0.03450122355795959,1.361611906519408e-09,1.0467574781190742e-09,5.241037426393136e-11,8.819063863703844e-12,2.3443074751566977e-12,6.516890301568261e-11,9.454121735891488e-11,3.7482869526840087e-13,1.0368284500111741e-11,9.812360869444176e-11,0.05567430852757241,1.3552527156068805e-20,1.3552527156068805e-20,0.0,1.3552527156068805e-20,1.3552527156068805e-20,0.0,2.7755575615628914e-17,0.0,0.0001480189927105471,2.6469779601696886e-23,2.117582368135751e-22,0.0,2.117582368135751e-22,2.117582368135751e-22,6.938893903907228e-18,0.0,3.9727075982517743e-10,1.7432308396004617e-06,1.3234889800848443e-23,1.0587911840678754e-22,6.617444900424221e-23,1.0587911840678754e-22,1.0587911840678754e-22,4.0389678347315804e-28,1.1414403101460442e-09,0.000289627339144687,1.7018743521008891e-06,1.3552527156068805e-20,0.0,2.710505431213761e-20,0.0,0.0,2.7755575615628914e-17,1.2924697071141057e-26,0.03450125567799542,1.266820749079211e-10,8.971906354596952e-10,0.000161800654948704,6.617444900424222e-24,2.6469779601696886e-23,5.293955920339377e-23,6.617444900424222e-24,7.940933880509066e-23,6.35849813811038e-11,8.230604407592045e-12,1.0706719222404776e-12,1.548513963408929e-11,7.458286392510442e-07,7.940933880509066e-23,5.293955920339377e-23,1.0587911840678754e-22,7.940933880509066e-23,0.0,6.462348535570529e-27,2.4233807008389483e-27,0.0,5.1041425021668385e-11,1.6090914411764676e-12,8.546225112606891e-12,1.0432993009610328e-10,0.055674308527595986,9.101960359456696e-07
6,0.00010241885208431284,0.00010610192389344522,8.015842576123679e-05,5.387173525074057e-05,7.692236518348474e-05,1.7730549601645107e-05,6.740515697738008e-05,2.015241193822855e-06,0.00010539251325155177,1.9149048971964507e-05,1.8290582088420856e-05,1.3521995036000264e-05,7.378177258955242e-05,2.01524125906617e-06,6.320144100682156e-05,1.7730550406542353e-05,1.3197270458728952e-05,0.00010122968936799813,6.320144077782603e-05,9.222924035514142e-06,7.692236505338937e-05,9.222924178980188e-06,0.00010539251339807481,1.3197269993000036e-05,1.886270231669405e-05,6.74051568001469e-05,7.378177253235504e-05,1.8862702200968914e-05,0.0001012296895097987,1.9149048504073343e-05,1.3552527156068805e-20,0.0,0.0,1.2407709188295415e-24,2.0679515313825692e-25,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,8.271806125530277e-25,3.2311742677852644e-27,8.271806125530277e-25,0.0,2.0679515313825692e-24,1.4986897070563317e-18,0.0,0.0,7.754818242684634e-26,0.0,8.271806125530277e-25,0.0,2.3603374421860273e-19,0.0,0.00026369174543492487,6.776263578034403e-21,3.0081511429373993e-09,3.1293208692141557e-09,0.02577661820830751,0.1688338575736414,3.6088668596527047e-09,6.6022545202671825e-09,2.332468235916672e-09,4.405985566718064e-09,3.874816484953468e-09,2.6041923249146476e-09,3.284519360408954e-10,6.300508033029969e-09,3.430809201865614e-09,2.856290751887887e-09,0.0002512524524422183,1.6940658945086007e-21,0.0,1.6940658945086007e-21,0.0,0.0,0.0,2.7755575615628914e-17,8.271806125530277e-25,2.539102183439902e-05,0.0,3.3881317890172014e-21,0.0,6.776263578034403e-21,6.776263578034403e-21,6.938893903907228e-18,4.1359030627651384e-25,7.880488622021318e-11,4.319001036827386e-05,1.6940658945086007e-21,3.3881317890172014e-21,3.3881317890172014e-21,3.3881317890172014e-21,3.3881317890172014e-21,0.0,3.0250186866592732e-09,0.025776618105791425,3.7352077673796734e-05,8.470329472543003e-22,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,0.0,0.0,0.16883386180517074,6.0595482913619565e-09,6.7940459401262115e-09,2.2258037023697512e-05,0.0,0.0,6.776263578034403e-21,0.0,6.776263578034403e-21,3.302399430524369e-09,5.2191520627494605e-09,3.348161739899313e-09,6.48113863364014e-10,8.033215742840835e-05,1.6940658945086007e-21,1.3552527156068805e-20,0.0,0.0,6.776263578034403e-21,8.271806125530277e-25,8.271806125530277e-25,4.1359030627651384e-25,6.593504432800286e-09,3.6148460622953915e-09,5.943847736677877e-09,2.678056129886422e-09,0.0002512520723929928,9.968451515374443e-05
7,2.6815360647683992e-05,4.218951040609491e-05,1.655263103277841e-06,9.53611871824054e-07,1.8457958663460962e-06,2.6991173905262477e-05,9.272828111889917e-07,0.00030472640104656397,4.22423544588556e-05,0.00030527708544098346,0.0003052479364966502,6.91928257899278e-05,1.6571257800978083e-06,0.0003047264011731962,9.430725880155441e-07,2.699117391137098e-05,6.853627054296608e-05,2.687715467344676e-05,9.430725674139516e-07,4.231637550217592e-05,1.845795898440833e-06,4.231637549655733e-05,4.2242355897775504e-05,6.853627064843453e-05,6.929723082888507e-05,9.272823158095838e-07,1.6571230397541308e-06,6.92972308762575e-05,2.6877155882043486e-05,0.0003052770855425413,5.135137242729196e-21,0.0,0.0,8.271806125530277e-25,0.0,2.0679515313825692e-25,1.6940658945086007e-21,3.3881317890172014e-21,5.293955920339377e-23,0.0,0.0,1.0339757656912846e-25,5.169878828456423e-26,1.0339757656912846e-25,5.169878828456423e-26,4.1359030627651384e-25,2.0193300963614524e-20,1.0339757656912846e-25,0.0,4.1359030627651384e-25,1.550963648536927e-25,4.1359030627651384e-25,2.0679515313825692e-25,2.0193266422960766e-20,1.2407709188295415e-24,0.0006114592502905856,0.0,2.8171917641431474e-10,1.4413407118577125e-10,0.00960324708326591,6.212999316491607e-05,5.397601948648785e-10,1.1400479863911019e-10,6.915883028704348e-10,9.867875089701493e-09,1.5897121159404082e-08,1.3738774354466562e-08,1.1648958691852756e-08,1.4743010536904925e-09,2.7858226726569913e-09,2.2131289900191853e-09,0.0002493461861533659,0.0,0.0,0.0,3.3881317890172014e-21,3.3881317890172014e-21,0.0,0.0,2.0679515313825692e-25,1.566823770740472e-05,3.3881317890172014e-21,1.6940658945086007e-21,1.6940658945086007e-21,3.3881317890172014e-21,3.3881317890172014e-21,1.734723475976807e-18,4.1359030627651384e-25,3.017161575029972e-10,2.256055372980307e-05,0.0,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,1.6940658945086007e-21,8.271806125530277e-25,2.153166339190382e-10,0.00960324707480104,2.910806162740084e-05,1.2705494208814505e-21,4.235164736271502e-22,0.0,1.2705494208814505e-21,1.2705494208814505e-21,0.0,3.101927297073854e-25,6.212996320676488e-05,2.1294951447444693e-10,4.3180267609136175e-10,3.830375429377667e-06,1.3552527156068805e-20,6.776263578034403e-21,1.3552527156068805e-20,3.3881317890172014e-20,1.3552527156068805e-20,5.828098244636463e-09,1.1578869485833765e-08,1.752410177777925e-08,9.051692809532256e-09,0.00013463877262763713,2.710505431213761e-20,2.710505431213761e-20,2.710505431213761e-20,0.0,2.710505431213761e-20,0.0,0.0,2.0679515313825692e-25,1.1024734076420549e-08,6.115665143685596e-09,1.9272114995231693e-09,2.8869177765664392e-11,0.0002493525021453183,0.00044465047544252703
8,9.95715970096206e-06,1.593620293435501e-05,6.133043082122385e-07,3.4345914434213863e-07,6.138934933897081e-07,9.969642393222738e-06,3.443598071516536e-07,6.734609132168852e-06,1.5936704882599173e-05,6.737547159042482e-06,6.7375686653912714e-06,2.5062305834219176e-06,6.136098653644957e-07,6.734609132403818e-06,3.4340908214734486e-07,9.969642394030168e-06,2.506359861557258e-06,9.957410666306655e-06,3.434090804797246e-07,1.594292136473713e-05,6.138934907073558e-07,1.5942921364443383e-05,1.593670488270712e-05,2.5063598620111365e-06,2.5079466473290694e-06,3.443598070764807e-07,6.136098658964209e-07,2.5079466475148576e-06,9.957410666502201e-06,6.737547159506935e-06,3.3351922298138076e-21,0.0,6.462348535570529e-27,1.2924697071141057e-26,3.2311742677852644e-27,3.2311742677852644e-27,8.470329472543003e-22,5.082197683525802e-21,5.293955920339377e-23,8.470329472543003e-22,1.2924697071141057e-26,0.0,0.0,0.0,6.462348535570529e-27,6.462348535570529e-27,1.1415552005353899e-21,1.2924697071141057e-26,0.0,1.6155871338926322e-27,0.0,6.462348535570529e-27,0.0,1.14155522524276e-21,4.8467614016778965e-27,2.6574924874110803e-05,0.0,6.015072613861038e-11,7.228880095145056e-11,1.2014648009538468e-05,2.662995418766612e-05,2.181672398728919e-11,6.2829892376962e-12,5.294644816307599e-12,4.200886163852174e-11,1.4300737017628793e-10,8.896513296516084e-11,1.0232528676509804e-10,1.127884007408917e-11,4.934866803894109e-11,2.4206788777977958e-11,6.62449375499273e-05,4.235164736271502e-22,4.235164736271502e-22,0.0,4.235164736271502e-22,4.235164736271502e-22,1.2924697071141057e-26,0.0,0.0,6.753171910852708e-06,1.6940658945086007e-21,0.0,1.6940658945086007e-21,0.0,0.0,0.0,6.462348535570529e-27,6.567521187453123e-11,1.0172366181999091e-05,0.0,1.6940658945086007e-21,0.0,0.0,0.0,6.462348535570529e-27,5.876846872535914e-11,1.2014649306484472e-05,1.3503435769876138e-05,1.0587911840678754e-22,2.117582368135751e-22,1.0587911840678754e-22,1.0587911840678754e-22,1.0587911840678754e-22,0.0,0.0,2.662994296408754e-05,1.98705202942901e-11,6.237417909734162e-11,1.4969560959655404e-06,3.1763735522036263e-22,1.0587911840678754e-22,1.0587911840678754e-22,3.1763735522036263e-22,2.117582368135751e-22,3.8278689636081814e-11,5.5918136139869866e-11,1.5732657888660826e-10,5.000102952424664e-11,1.9798271402140595e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,9.89811839567548e-11,5.120771143552358e-11,8.728875629521721e-12,1.700621200671504e-12,6.624493992622145e-05,9.169423788839768e-06
9,1.3190577853856499e-08,2.2163284179164666e-08,3.7851518046675895e-08,6.049390240922951e-09,3.78514781689824e-08,1.3190564399498622e-08,6.0493657923189035e-09,4.0194384844703804e-08,2.216328295166153e-08,4.019437318719334e-08,4.019437339756575e-08,2.105477779576648e-08,3.7851510043607105e-08,4.019438484470391e-08,6.049404271060668e-09,1.3190564399499336e-08,2.105477449370349e-08,1.3190577580481016e-08,6.049404271060573e-09,2.2163277498651026e-08,3.785147816898225e-08,2.2163277498650894e-08,2.216328295166153e-08,2.1054774493703496e-08,2.105476645439691e-08,6.049365792318864e-09,3.785151004360746e-08,2.1054766454397353e-08,1.3190577580481026e-08,4.0194373187193354e-08,8.271806125530277e-25,3.308722450212111e-24,0.0,1.9721522630525295e-31,1.9721522630525295e-31,0.0,8.271806125530277e-25,1.6543612251060553e-24,0.0,0.0,1.9721522630525295e-31,7.888609052210118e-31,1.232595164407831e-32,3.944304526105059e-31,3.944304526105059e-31,1.5777218104420236e-30,2.0261299934550795e-24,1.9721522630525295e-31,2.6469779601696886e-23,6.162975822039155e-33,3.944304526105059e-31,0.0,7.888609052210118e-31,2.0261299934550795e-24,2.465190328815662e-32,1.4543237679329944e-07,3.308722450212111e-24,2.250765243943741e-15,4.926291902768887e-15,2.698926075077068e-07,2.510589298787469e-08,1.4292649756786927e-15,1.288293540882845e-16,1.7430913494574347e-15,3.493930801110294e-17,1.3821012032745564e-15,6.51818580369703e-15,1.09196812668623e-14,9.067423215542847e-17,6.153533583361535e-16,3.325457532109941e-15,6.325282813692846e-08,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,1.3234889800848443e-23,0.0,2.6469779601696886e-23,7.888609052210118e-31,1.2757840678990414e-07,1.6543612251060553e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,1.9721522630525295e-31,2.4318405720753175e-15,1.918084919678472e-08,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24,4.930380657631324e-32,4.48472473749119e-15,2.6989260750365397e-07,2.5964797027164326e-08,1.6543612251060553e-24,4.963083675318166e-24,1.6543612251060553e-24,4.963083675318166e-24,4.963083675318166e-24,2.6469779601696886e-23,4.930380657631324e-32,2.510589942826736e-08,2.3677205473310284e-15,1.7332031328107152e-15,2.9494875228438238e-08,0.0,4.1359030627651384e-25,2.0679515313825692e-25,4.1359030627651384e-25,2.0679515313825692e-25,3.0659806851462296e-15,1.6775598644188472e-16,1.5195768940507837e-15,2.1038237187402204e-15,6.066707814958458e-09,0.0,6.617444900424222e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,9.860761315262648e-32,9.860761315262648e-32,3.944304526105059e-31,1.0753882435761791e-14,4.605070775302189e-16,2.376152672874612e-16,2.95390497475157e-16,6.325282806042678e-08,5.0719843634033536e-08
