,Y4Z3,Y3Z4,Y4Z0,Y0Z4,Y4Z1,Y1Z4,Y3Z2,Y2Z3,Y4Z2,Y2Z4,Y5Z3,Y3Z5,Y5Z4,Y4Z5,Y5Z0,Y0Z5,Y2Z5,Y5Z2,Y0Z2,Y2Z0,Y1Z5,Y5Z1,Y3Z0,Y0Z3,Y0Z1,Y1Z0,Y2Z1,Y1Z2,Y3Z1,Y1Z3,standard_y,X2Y4,Y4,X3Y2,X2Y5,X1Y4,X0Y1,Y2,X5Y2,X4Y5,X3Y5,X0Y3,Y0,X5Y0,Y5,X5Y1,X4Y0,X3Y0,X1Y3,X1Y2,Y3,X5Y3,X4Y1,X3Y1,X2Y3,X4Y3,X1Y0,X0Y2,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y2,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y1,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8557982138654457,0.8557982138654456,0.7521114614185342,0.752111461418534,0.7359343862230145,0.7359343862230144,0.7337448898359851,0.733744889835985,0.6304437186278284,0.6304437186278284,0.6025572291460339,0.6025572291460339,0.5733566684364415,0.5733566684364415,0.5112851098756519,0.5112851098756519,0.5042791382906526,0.5042791382906525,0.41324281642825944,0.41324281642825933,0.15434974770859614,0.1543497477085961,0.11050473394613869,0.11050473394613868,0.06688397634275173,0.0668839763427517,0.04967399448053067,0.04967399448053067,0.044807484435657095,0.044807484435657075,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,3.122502256758253e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,2.0816681711721685e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,3.469446951953614e-18,3.469446951953614e-18,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.963287015833932e-05,9.963287015833932e-05,8.75615564113498e-05,0.6416067282212776,8.567820539894595e-05,0.6911269020910144,8.542330207511712e-05,0.10330117548062497,7.339687807535303e-05,0.10330116623562413,0.029200564595186315,7.015030552975018e-05,0.029200556626108633,6.675074751876916e-05,0.5112851098756519,0.511285109875652,0.5042791382906526,0.5042791382906526,0.41324281642825933,0.41324281642825933,0.1543497477085961,0.15434974770859616,1.286506986198094e-05,0.6416067223753942,0.06688397634275173,0.06688397634275164,0.04967399448053067,0.04967399448053067,5.216531428285438e-06,0.691126896799987,3.4686422706537226e-17,0.0,6.776263578034403e-21,3.3881317890172014e-21,0.0,6.776263578034403e-21,3.054513689518287e-17,0.0,0.0,5.082197683525802e-21,6.776263578034403e-21,1.2705494208814505e-21,2.0816681711721685e-17,6.938893903907228e-18,4.163336342344337e-17,1.0408340855860843e-17,0.0,8.470329472543003e-22,2.117582368135751e-21,2.7755575615628914e-17,1.2705494208814505e-21,8.470329472543003e-22,1.6940658945086007e-21,3.8116482626443515e-21,8.470329472543003e-22,5.551115123125783e-17,1.3374251691186517e-17,3.469446951953614e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,1.8980297692415894e-09,7.525876829993615e-06,1.6680683839151619e-09,0.5747227530445758,1.6321901011579957e-09,0.00016517648735217235,6.809046585171263e-06,0.15297516429502864,1.3982279074667375e-09,0.15297516423842847,0.18355030402807573,5.5916440445727316e-06,0.18355030398408936,1.271617546582688e-09,0.5112851098756519,0.5112851098756519,0.5042791382906526,0.5042791382906524,0.41324281642825933,0.4132428164282592,3.688895495775813e-05,0.1835503075582898,1.0254679681509021e-06,0.5747227530103134,0.5747227328104232,1.5984995293685977e-05,0.15297516270686212,1.1871880402575933e-05,7.52587659130771e-06,0.00016517648734413803,1.388117573280832e-17,0.0,2.0679515313825692e-25,0.0,1.3877787807814457e-17,0.0,2.6615368472679373e-21,1.3877787807814457e-17,0.0,2.5849394142282115e-26,4.235164736271502e-22,0.0,0.0,5.551115123125783e-17,2.7755575615628914e-17,8.470329472543003e-22,2.5849394142282115e-26,0.0,6.462348535570529e-26,1.0164395367051604e-20,0.0,0.0,4.235164736271502e-22,0.0,4.235164736271502e-22,1.3552527156068805e-20,2.0195863658933866e-21,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0
3,7.179164346181763e-17,1.0728836695528845e-07,6.309351551205621e-17,0.00025835541788212717,6.173644465601177e-17,7.605780693640136e-07,1.1238238914848473e-07,0.5662179403633327,5.288698893871224e-17,0.5662179403633222,0.6948353666340655,9.228932555190825e-08,0.6948353666340596,4.8098040928274706e-17,0.694835399748007,0.0002298382619431479,0.5042791382906526,0.5042791382906526,0.00018576525866646494,0.5662179666604663,1.8805985148254275e-07,0.694835366633773,1.0728835269478802e-07,0.00025835541788212294,0.0002583554178818907,7.605779760484685e-07,0.5662179403629757,6.052283313212692e-08,1.0728836695519864e-07,7.605780693640033e-07,5.553824966812506e-17,0.0,6.162975822039155e-33,0.0,5.551115123125783e-17,0.0,9.358935857513686e-27,0.0,0.0,0.0,0.0,3.2311742677852644e-27,2.710505431213761e-20,0.0,5.551115123125783e-17,2.6469779601696886e-23,0.0,6.462348535570529e-27,1.262177448353619e-29,0.0,6.617444900424222e-24,6.617444900424222e-24,3.2311742677852644e-27,6.310887241768095e-30,6.617444900424222e-24,2.5849394142282115e-26,1.3076741563567022e-26,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.1171795916405735e-21,1.928955513094477e-07,6.511007202665874e-22,3.993433557093632e-10,2.6805847597636773e-21,5.895482125927668e-09,1.0861967114114868e-07,0.061938855355501726,2.296343064924463e-21,0.061938855355486336,0.00014857713619704284,1.9289555097777454e-07,0.00014857713619704165,6.511006098918159e-22,0.00014857713619741164,3.552640139974522e-10,0.0619388308807262,0.00010783035556161581,2.8713979516362265e-10,0.06193885535419803,5.8954820445608985e-09,0.00014857713619704165,1.9289555130919841e-07,3.9934335570935715e-10,3.993433557093632e-10,5.895482125903534e-09,0.061938855355486336,3.7613011014451445e-10,1.928955513094477e-07,5.895482125927595e-09,3.4558950451830048e-18,0.0,0.0,6.617444900424222e-24,0.0,6.310887241768095e-30,6.988740089737857e-35,3.469446951953614e-18,0.0,2.2958874039497803e-41,0.0,0.0,0.0,0.0,1.3552527156068805e-20,1.0097419586828951e-28,0.0,6.162975822039155e-33,4.930380657631324e-32,2.261821987449685e-26,0.0,1.6155871338926322e-27,1.262177448353619e-29,4.930380657631324e-32,2.6469779601696886e-23,1.5777218104420236e-30,1.023840613250198e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203854594147708e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1754943508222875e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5146129380243427e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0
5,2.040638014649092e-24,6.726702806321841e-12,1.6183562688330438e-24,5.881843713324128e-11,6.696998970337643e-24,1.0135844615517292e-08,3.743320613405139e-12,8.852269564413849e-05,2.0406244178903844e-24,8.852269564413849e-05,5.6486713552321804e-05,6.726702783913184e-12,5.6486713552321804e-05,1.6183557459731694e-24,5.6486713552326845e-05,3.022030956648243e-11,8.852262878457389e-05,5.6486353055666815e-05,5.881842726749257e-11,8.852269564413133e-05,1.0135844335484995e-08,5.6486713552321804e-05,6.726702806321807e-12,5.881843713324128e-11,5.881843713324128e-11,1.0135844615517128e-08,8.852269564413849e-05,1.0135835498030712e-08,6.726702806321841e-12,1.0135844615517292e-08,4.0389678347242336e-28,1.4349296274686127e-42,7.346839692639297e-40,2.0679515313825692e-25,0.0,6.162975822039155e-33,2.3533371074728901e-35,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,7.52316384526264e-37,1.1754943508222875e-38,6.018531076210112e-36,3.7865323450608567e-29,4.0389678347315804e-28,0.0,6.162975822039155e-33,0.0,0.0,1.925929944387236e-34,5.875326534318372e-37,0.0,1.6240129241776113e-06,2.791545004802992e-28,9.436105029152353e-17,3.3254999407459656e-19,3.32531180052574e-08,1.6756949434453397e-27,1.4624052762490234e-10,1.7739884058828605e-14,9.212700172855092e-18,1.456845277763327e-20,3.345073073888557e-14,0.0,9.012415291638537e-09,9.742250289661937e-22,7.221659190017099e-23,2.9034593491826006e-15,1.2574023318024677e-19,0.0,0.0,1.0587911840678754e-22,0.0,0.0,1.793662034335766e-43,1.0765383873414445e-06,0.0,2.2958874039497803e-41,4.591774807899561e-41,9.183549615799121e-41,2.2958874039497803e-41,2.2420775429197073e-43,3.907334007650715e-28,5.695224431763668e-25,0.0,0.0,0.0,0.0,0.0,1.925929944387236e-34,2.0020591632729234e-16,3.3254999407459656e-19,1.166268034437928e-12,1.0587911840678754e-22,0.0,1.0587911840678754e-22,0.0,0.0,4.0389678347315804e-28,3.1554436208840472e-30,3.3954069824397646e-08,2.4040847510054662e-27,1.4624198102229963e-10,5.483097391736848e-07,0.0,2.5849394142282115e-26,2.5849394142282115e-26,5.169878828456423e-26,2.5849394142282115e-26,1.262177448353619e-29,1.656965018690604e-13,9.212700172855092e-18,1.9345990395454207e-20,1.0630895861745606e-12,8.414432273236783e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.012416812224206e-09,9.742250289662435e-22,7.62149343913501e-23,7.445624496541373e-15,1.4239834690434613e-19,7.407157839966845e-12
6,5.588406643362532e-23,1.0868820861594035e-11,4.432813678322139e-23,3.9020628705234765e-13,1.8249916275308944e-22,2.442417112047537e-07,1.0894393172174943e-11,3.7031946581239906e-07,5.588406814401547e-23,3.7031946581245544e-07,6.723884735523336e-07,1.0868820861566187e-11,6.723884735523336e-07,4.432813678117517e-23,6.72388473552352e-07,2.0193685993912218e-13,3.703194657998875e-07,6.723884728074672e-07,3.902062871137326e-13,3.7031946581244665e-07,2.442417112037987e-07,6.723884735523518e-07,1.0868820861594002e-11,3.9020628705234765e-13,3.9020628705232837e-13,2.4424171120475246e-07,3.703194658124652e-07,2.442417112021888e-07,1.0868820861593544e-11,2.442417112047537e-07,2.647058739526383e-23,0.0,0.0,4.1359030627651384e-25,4.0389678347315804e-28,3.697785493223493e-32,3.6380098258597927e-37,5.293955920339377e-23,0.0,2.2420775429197073e-44,7.703719777548943e-34,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,3.6734198463196485e-40,1.925929944387236e-34,2.8398992587956425e-29,8.077935669463161e-28,1.5407439555097887e-33,2.465190328815662e-32,1.4444474582904269e-34,4.1359030627651384e-25,1.2037062152420224e-35,3.947161490462205e-37,1.504632769052528e-35,2.7531464751191105e-07,3.0797597007059954e-34,7.005339807945497e-19,8.860276817771844e-20,1.7160148534784163e-10,1.931057338033609e-26,9.350906458027031e-16,2.5912178353580794e-20,2.7894070814132106e-23,1.1195332532951105e-19,1.89186389208975e-13,2.6469779601696886e-23,1.6858612138589956e-14,1.7104926059196156e-27,2.276752395185491e-25,6.595371330951823e-18,6.604946124344281e-26,0.0,0.0,0.0,0.0,0.0,4.484155085839415e-44,5.1069187899766435e-14,5.605193857299268e-45,2.802596928649634e-45,0.0,0.0,4.203895392974451e-45,1.1479437019748901e-41,4.158785712768723e-34,4.9626889976820566e-29,5.048709793414476e-29,5.048709793414476e-29,5.048709793414476e-29,5.048709793414476e-29,5.048709793414476e-29,1.2037062152420224e-35,1.1196430830735915e-18,8.860276817771832e-20,7.787227083166648e-13,0.0,0.0,2.6469779601696886e-23,0.0,0.0,1.0097419586828951e-28,0.0,1.695842254485053e-10,1.9704481716826748e-26,8.926526648660908e-16,2.753138524249487e-07,6.310887241768095e-30,3.1554436208840472e-30,3.1554436208840472e-30,0.0,0.0,7.888609052210118e-30,1.581815315122293e-19,2.7894070814132594e-23,2.4701672414855265e-19,8.152660414087585e-13,6.743328235030368e-14,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,3.76158192263132e-37,1.6858612138968215e-14,1.7104926059196446e-27,2.7575818404274656e-25,1.1345424238882143e-18,7.452106650965355e-26,1.5955635761548124e-19
7,1.1296849494127685e-24,4.325356603453891e-11,8.960841815357824e-25,9.499440125677638e-16,3.689183120920224e-24,6.7731089291511456e-09,4.3251444281620566e-11,7.729942993045577e-09,1.1296849516193971e-24,7.72994299215422e-09,8.925767024529232e-09,4.32535660345389e-11,8.925767024529232e-09,8.960841815357747e-25,8.925767024529242e-09,4.916084653731286e-16,7.729942991975917e-09,8.925766690821247e-09,9.499440184054572e-16,7.729942992154204e-09,6.773108929151139e-09,8.925767024529236e-09,4.325356603453891e-11,9.499440125677638e-16,9.499440125677638e-16,6.773108929151144e-09,7.72994299215422e-09,6.773108929186359e-09,4.325356603453891e-11,6.773108929151142e-09,3.231272875398784e-27,0.0,3.6734198463196485e-40,0.0,4.0389678347315804e-28,0.0,1.6296883555668103e-40,8.271806125530277e-25,0.0,5.473822126268817e-48,0.0,1.4349296274686127e-42,9.860761315262648e-32,0.0,8.271806125530277e-25,1.232595164407831e-32,1.4693679385278594e-39,0.0,0.0,7.703719777548943e-33,3.2311742677852644e-27,9.62964972193618e-35,0.0,3.009265538105056e-35,0.0,1.4693679385278594e-39,1.299935567276992e-40,0.0,2.741381338628735e-07,2.0156531821796203e-36,3.9188065419648477e-19,4.486739148212901e-22,7.918045933352648e-11,3.8868857497271374e-28,3.0050238657038925e-15,2.0010009285202635e-22,1.5627527367485845e-23,1.2287561485850088e-20,5.223897796545495e-15,0.0,2.5387135103969224e-15,2.097551952994538e-29,3.2038139951701885e-26,8.482075387547156e-19,4.0738339967693057e-29,1.5777218104420236e-30,0.0,0.0,1.5777218104420236e-30,1.5777218104420236e-30,1.0947644252537633e-47,2.1622880980169058e-14,4.3790577010150533e-47,0.0,0.0,8.758115402030107e-47,8.758115402030107e-47,0.0,1.7410808721493203e-36,8.126690480912911e-31,0.0,0.0,2.0194839173657902e-28,0.0,0.0,0.0,1.4433820381289356e-18,4.486739148212798e-22,3.082071742486414e-12,2.6469779601696886e-23,2.6469779601696886e-23,0.0,2.6469779601696886e-23,2.6469779601696886e-23,4.930380657631324e-32,1.504632769052528e-36,7.915379543775414e-11,3.9661725212470147e-28,2.8190456835304727e-15,2.741350749442791e-07,9.860761315262648e-32,1.4791141972893971e-31,1.4791141972893971e-31,4.930380657631324e-32,4.930380657631324e-32,1.1555579666323415e-33,3.365506483287908e-22,1.5627527367485845e-23,2.7111565055293105e-20,2.251147317851039e-14,1.5302616953981868e-15,0.0,0.0,0.0,3.76158192263132e-37,0.0,0.0,0.0,2.5387135103970944e-15,2.0975519529945352e-29,2.7818214213377997e-26,8.602574822489565e-20,6.165256126342629e-29,5.396426054057466e-21
8,9.170888599002606e-09,2.9157625329608344e-08,9.17088859900261e-09,1.5835431227328646e-08,9.170888599002603e-09,3.587067879174971e-08,2.9157624301487737e-08,6.746898929803598e-09,9.170888598619491e-09,6.746898596219627e-09,6.594789730067023e-09,2.9157625329608328e-08,6.594789730066825e-09,9.1708885990025e-09,6.594789563519425e-09,1.583543153997818e-08,6.746898591356598e-09,6.594789402848791e-09,1.583543122729829e-08,6.746898596219055e-09,3.587067879174954e-08,6.594789730066929e-09,2.9157625329608255e-08,1.5835431227328593e-08,1.583543122732858e-08,3.5870678791749516e-08,6.7468985962177314e-09,3.587067879199914e-08,2.9157625329608235e-08,3.587067879174953e-08,4.1359030627651384e-24,5.048709793414476e-29,0.0,0.0,4.0389678347315804e-28,2.465190328815662e-32,1.0348431863057462e-31,0.0,1.2116903504194741e-27,7.888609052210118e-31,7.888609052210118e-31,1.5777218104420236e-30,1.6543612251060553e-24,0.0,8.271806125530277e-25,2.9582283945787943e-31,1.9721522630525295e-31,1.5777218104420236e-30,1.3805065841367707e-30,1.262177448353619e-29,0.0,1.9721522630525295e-31,1.9721522630525295e-31,0.0,8.271806125530277e-25,5.9164567891575885e-31,1.683481224162575e-31,2.524354896707238e-29,1.280693651180924e-07,1.242931178539659e-16,2.1131462162478883e-15,7.366404283606441e-16,7.891683022158001e-11,1.0397976060678173e-13,7.377692230893914e-14,2.2084326917813187e-15,2.3811359091360603e-16,4.456389116106241e-16,1.0161279687130467e-14,6.617444900424222e-24,1.0668567086897742e-15,3.536960889484707e-16,3.5207998097556266e-15,4.331488321991794e-14,1.4560250943871279e-15,1.6543612251060553e-24,8.271806125530277e-25,3.308722450212111e-24,2.481541837659083e-24,2.481541837659083e-24,3.944304526105059e-31,1.347270327057214e-08,0.0,1.3234889800848443e-23,6.617444900424222e-24,6.617444900424222e-24,6.617444900424222e-24,0.0,2.972910801605661e-15,8.009449989982204e-08,1.3234889800848443e-23,0.0,2.6469779601696886e-23,2.6469779601696886e-23,2.6469779601696886e-23,3.944304526105059e-31,4.179773040357579e-15,3.3432058668290347e-16,1.4105528891106356e-07,0.0,0.0,5.293955920339377e-23,0.0,0.0,8.209083794956154e-30,6.310887241768095e-30,7.88984351182817e-11,5.795862440304202e-14,6.424482332587538e-14,2.6975270673163033e-07,1.6543612251060553e-24,1.6543612251060553e-24,4.963083675318166e-24,1.6543612251060553e-24,1.6543612251060553e-24,9.860761315262648e-32,1.8111017865698705e-15,1.3634859795849688e-15,5.289509921354924e-15,1.284956155748532e-13,5.836983471187885e-08,1.3234889800848443e-23,0.0,1.3234889800848443e-23,6.617444900424222e-24,1.3234889800848443e-23,0.0,0.0,5.210991471325093e-15,2.8918780680392587e-16,3.375941359730929e-15,3.3749429248361727e-14,3.987319293478225e-15,1.0482974505638614e-07
9,6.807072091352415e-10,2.1864529648375784e-09,6.807072091352415e-10,1.1753806995950905e-09,6.807072091352405e-10,1.3760977112652208e-08,2.1864528228633636e-09,9.31711503759846e-10,6.807072091353154e-10,9.317114787453271e-10,2.1601823811092794e-08,2.1864529648375764e-09,2.1601823811092794e-08,6.80707209135224e-10,2.1601823806427627e-08,1.1753810860746874e-09,9.317114779147615e-10,2.160182381252788e-08,1.175380699595076e-09,9.317114787453199e-10,1.3760977112652152e-08,2.1601823811092794e-08,2.1864529648375784e-09,1.1753806995950905e-09,1.17538069959509e-09,1.3760977112652208e-08,9.317114787453054e-10,1.3760977112651373e-08,2.1864529648375784e-09,1.3760977112652205e-08,2.0679515313825692e-25,9.860761315262648e-32,0.0,1.6543612251060553e-24,1.6155871338926322e-27,3.0814879110195774e-33,2.2854185649077835e-33,2.0679515313825692e-25,1.6155871338926322e-27,2.465190328815662e-32,3.0814879110195774e-33,6.162975822039155e-33,0.0,0.0,0.0,4.930380657631324e-32,7.703719777548943e-34,0.0,6.162975822039155e-33,3.104599070352224e-31,0.0,1.232595164407831e-32,1.5407439555097887e-33,9.244463733058732e-33,8.271806125530277e-25,7.703719777548943e-34,2.7876750667549955e-33,5.731567514496414e-31,3.0698389903006535e-08,4.2796546472928775e-16,2.4150062780110916e-16,4.125736503910908e-18,8.379963351339908e-11,3.4729739771492466e-15,1.7056377555556518e-15,8.097179625163395e-17,7.867327100109326e-18,6.229371104947295e-17,4.802317314963708e-14,0.0,3.9747182967497727e-16,1.9486280073596543e-18,1.9519749049637626e-17,6.888990790354968e-16,7.009290101495198e-17,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,1.0000094049196006e-09,0.0,0.0,0.0,0.0,0.0,4.930380657631324e-32,9.922327712336974e-16,5.945030756850404e-09,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,8.442163087149206e-16,1.858561952346963e-18,1.0471498137307837e-08,1.3234889800848443e-23,1.3131492224279314e-23,1.3131492224279314e-23,1.3234889800848443e-23,1.3234889800848443e-23,3.266377185680752e-31,5.546678239835239e-31,8.379991868986602e-11,3.4005471683261028e-15,1.818376462596696e-15,1.1683304538577567e-09,0.0,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,4.1359030627651384e-25,3.389636702121535e-32,4.035172682499581e-16,3.585302904198707e-17,1.7230767906937212e-16,4.7722717650022e-14,4.332511334210189e-09,0.0,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,4.1359030627651384e-25,1.5407439555097887e-33,3.7787052382575616e-16,1.5932264713842566e-18,1.8691558204919355e-17,7.80136329937636e-16,1.3070111404721203e-16,7.781009815860747e-09
