,Y2Z5,Y5Z2,Y5Z1,Y1Z5,Y0Z4,Y4Z0,Y2Z3,Y3Z2,Y5Z0,Y0Z5,Y1Z4,Y4Z1,Y2Z1,Y1Z2,Y3Z1,Y1Z3,Y1Z0,Y0Z1,Y2Z0,Y0Z2,Y2Z4,Y4Z2,Y4Z3,Y3Z4,Y5Z4,Y4Z5,Y3Z5,Y5Z3,Y0Z3,Y3Z0,standard_y,Y1,X4Y2,X4Y0,X3Y5,X3Y2,X3Y1,X2Y1,X1Y2,Y5,Y2,X5Y2,X4Y3,X4Y1,X3Y0,X2Y5,X1Y5,X1Y4,X5Y0,X0Y1,X5Y1,X1Y0,X1Y3,standard_x,Y4Y5,Y4,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,Y0,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5Y3,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y4,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y4,X2Y3,X2Y0,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y5,X0Y4,X0Y3,X0Y2,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.8973235316000621,0.897323531600062,0.882481253497545,0.8824812534975449,0.7676272579584664,0.7676272579584663,0.6920224414883533,0.6920224414883531,0.6734553564483234,0.6734553564483232,0.672731114024884,0.6727311140248838,0.670857540712527,0.670857540712527,0.472665488047444,0.4726654880474439,0.45084513414500915,0.45084513414500904,0.4366195682760844,0.4366195682760844,0.3456424258652264,0.34564242586522625,0.3169943908371815,0.3169943908371815,0.2511840930177276,0.2511840930177276,0.08378401217902962,0.08378401217902959,0.04163444585203002,0.04163444585202998,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,6.938893903907228e-17,6.938893903907228e-17,6.938893903907228e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,6.938893903907228e-18,1.734723475976807e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0004175468888678064,0.0004175468888678064,0.0004106404088445244,0.21162378541446264,0.7676272579584664,0.7676272579584664,0.000322015201089089,0.6082384383800814,0.0003133754760392129,0.23683583544224018,0.672731114024884,0.672731114024884,0.0003121666479631236,0.21162361724443057,0.47266548804744396,0.47266548804744396,0.45084513414500904,0.45084513414500904,0.00020316991133331733,0.2368357152615453,0.00016083599114290377,0.09445836004158994,0.31699439083718145,0.3169943908371815,0.00011688218672435249,0.09445829542700923,0.6082383543884908,3.8986778336053373e-05,0.04163444585203007,0.0416344458520299,8.321251673826247e-17,2.7755575615628914e-17,2.710505431213761e-20,2.7755575615628914e-17,2.710505431213761e-20,0.0,0.0,6.776263578034403e-21,2.0328790734103208e-20,2.710505431213761e-20,2.710505431213761e-20,1.3877787807814457e-17,2.7755575615628914e-17,1.3877787807814457e-17,2.7755575615628914e-17,1.3877787807814457e-17,1.3552527156068805e-20,2.7755575615628914e-17,0.0,7.517266860010431e-18,1.3552527156068805e-20,6.192574332134322e-18,1.9081958235744878e-17,0.0,0.0,5.551115123125783e-17,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0,1.3552527156068805e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0
2,4.45792353637283e-05,4.45792353637283e-05,4.384186764120108e-05,0.21162371361289806,8.474534095587874e-07,8.474534095587874e-07,3.437983091904581e-05,0.6082384294127183,2.0978531574059267e-05,2.6146452535116654e-07,0.22188597988014966,7.426889423037083e-07,3.3328353876587007e-05,0.21162371169598104,0.47266548804744407,0.47266548804744396,0.22188597987946496,4.977288679538388e-07,4.519764947020335e-06,2.6146452383880774e-07,4.519764946996653e-06,1.0428112819812562e-07,3.4995888244046085e-07,0.2753599449851769,2.097853157403127e-05,1.0428112738501309e-07,0.6082384284553246,4.162408615303252e-06,4.596404404167556e-08,0.2753599449849584,4.163346930256178e-17,1.3877787807814457e-17,3.2311742677852644e-27,1.3877787807814457e-17,0.0,3.3881317890172014e-21,2.0816681711721685e-17,1.6940658945086007e-21,1.4823076576950256e-21,6.776263578034403e-21,6.776263578034403e-21,0.0,1.0587911840678754e-22,2.6469779601696886e-23,0.0,1.3877787807814457e-17,8.470329472543003e-22,1.3234889800848443e-22,1.6155871338926322e-27,1.9564899631849237e-23,1.2705494208814505e-21,7.532811346044045e-24,1.3877787807814457e-17,0.0,0.0,5.293955920339377e-23,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,1.6940658945086007e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2311742677852644e-27,1.3877787807814457e-17,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.0140657185354418e-08,5.39824793717537e-06,5.855707910623152e-06,0.6842864967136717,5.4630333654008496e-08,5.4630333654008496e-08,1.5532621476821997e-08,0.002057427400519801,2.8019826686394936e-06,1.9818093518377337e-08,0.22188597987987602,4.787678503803305e-08,1.5057569841735828e-08,0.6842864966898807,0.0015988383494449814,0.6842879901120289,0.22188597987987319,3.208565074946921e-08,2.0420053330518867e-09,1.981809351670335e-08,2.042005333051843e-09,1.583726984427405e-08,1.5837437367867476e-08,0.0009314325904393713,2.8019826686394792e-06,1.5837269844712475e-08,0.0020574274004620287,5.3982106925932785e-06,1.981801404018412e-08,0.0009314325904393687,1.3877784499092007e-17,1.3877787807814457e-17,9.860761315262648e-32,1.3877787807814457e-17,1.6543612251060553e-24,2.117582368135751e-22,5.421010862427522e-20,1.0339757656912846e-24,6.203854594147708e-25,0.0,0.0,0.0,0.0,3.308722450212111e-24,1.2924697071141057e-26,5.421010862427522e-20,1.0587911840678754e-22,3.308722450212111e-24,1.262177448353619e-29,1.3050739787463073e-24,1.0587911840678754e-22,1.282034248303438e-24,8.131516293641283e-20,0.0,0.0,3.308722450212111e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,2.524354896707238e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,9.860761315262648e-32,0.0,0.0,0.0,0.0,0.0,0.0
4,1.2339946830224712e-09,2.4933963800117474e-05,2.4933963836132146e-05,0.00019783459551253135,9.7830870232793e-10,9.7830870232793e-10,2.9105900716703535e-11,1.6449036875366327e-08,6.207999816381132e-06,2.196845445868259e-10,6.414937303893752e-05,5.73754703495529e-10,2.910582238871628e-11,0.0001978345954787679,1.2782638629588183e-08,0.00019783459580894784,6.414937303893752e-05,2.1968458724334718e-10,1.2511129604657773e-10,2.19684544796071e-10,1.2511129604657773e-10,5.737546543546356e-10,5.737546558114597e-10,7.44676046552293e-09,6.207999816381132e-06,5.737546542234428e-10,1.644903687309902e-08,2.4933963793773946e-05,2.1968454839826759e-10,7.44676046552293e-09,1.694068479448015e-20,1.3552527156068805e-20,4.81482486096809e-35,0.0,0.0,3.101927297073854e-25,1.9058241313221758e-21,0.0,6.310887241768095e-30,3.3881317890172014e-21,2.5849394142282115e-26,6.776263578034403e-21,0.0,1.262177448353619e-29,0.0,0.0,0.0,2.524354896707238e-29,0.0,3.1848268419144895e-30,0.0,3.1345465286710612e-30,6.352747104407253e-22,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.888609052210118e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62964972193618e-35,1.0339757656912846e-25,4.81482486096809e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,1.2037062152420224e-35,0.0,0.0,0.0,0.0,0.0,0.0
5,5.485584589009116e-15,1.2522415349061878e-07,1.2522415349059945e-07,1.7647969743490224e-08,3.074927588582958e-08,3.0669384243196525e-08,1.283428274430601e-16,1.2683205126501103e-11,3.03265793093228e-08,6.866191008571408e-09,5.69845690061075e-09,1.7917002623146358e-08,1.283427677749836e-16,1.7647969744365904e-08,1.2683491419412584e-11,1.7647969744114077e-08,5.698456900610728e-09,6.866191008571673e-09,5.517235913726651e-16,6.866191008571577e-09,5.51723591372661e-16,1.7917002623146312e-08,1.7917002623146348e-08,3.1953136066921885e-12,3.032657930932275e-08,1.7917002623146206e-08,1.2683205126501093e-11,1.2522415349061878e-07,6.866191008571663e-09,3.1953136066921865e-12,2.066336166115806e-24,4.1359030627651384e-25,2.938735877055719e-39,0.0,2.407412430484045e-35,0.0,4.1359030627651384e-25,1.2037062152420224e-35,9.027796614315168e-36,0.0,2.2186712959340957e-31,0.0,9.62964972193618e-35,4.930380657631324e-32,0.0,0.0,2.0194839173657902e-28,2.465190328815662e-32,1.9721522630525295e-31,2.7733391199176196e-32,2.0194839173657902e-28,2.1570415377137042e-32,4.1359030627651384e-25,2.7124546421468243e-08,1.0034406747036067e-15,1.6543612251060553e-24,6.174053227153183e-20,8.082395971936621e-20,1.6155871338926322e-27,6.378318082449443e-09,2.6957500712622836e-23,5.559799821654805e-13,8.596284518829407e-13,1.0277328746208947e-16,5.510692383291447e-09,1.1307261199553143e-20,9.622722878377221e-16,0.007717411045570497,4.4513420854517845e-20,4.189422057630904e-23,1.455807875630493e-16,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.9721522630525295e-31,0.0,2.2802706025543742e-08,0.0,2.0679515313825692e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,0.0,1.304272435203346e-15,3.175661079545824e-09,1.0097419586828951e-28,1.0097419586828951e-28,1.0097419586828951e-28,1.0097419586828951e-28,1.0097419586828951e-28,0.0,6.167191528094093e-20,1.1047918191109903e-19,1.4664123604098719e-12,1.5407439555097887e-32,2.465190328815662e-32,4.930380657631324e-32,0.0,2.465190328815662e-32,2.938735877055719e-38,8.077935669463161e-28,0.0,6.378318082449464e-09,4.342912220371766e-23,5.559799821654809e-13,4.989373217665444e-16,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,8.594221719319562e-13,1.3534634652110224e-16,5.5106923832790965e-09,2.370052700197848e-20,1.3371742787084413e-09,0.0,0.0,0.0,0.0,0.0,3.944304526105059e-31,0.0,0.0,8.816207631167156e-39,1.2601336027484888e-15,0.007717411045570528,8.972647321722176e-20,5.2079319057070257e-23,1.6363539768811732e-16,2.484820506384851e-09
6,4.146953814592928e-12,2.123151016014859e-05,2.123151015518903e-05,4.4315621341585105e-06,3.880242816227129e-07,1.3254253647126234e-06,1.7520871265605344e-12,7.561976861824852e-13,2.123272690979637e-05,3.881926165425661e-07,4.4306940310965565e-06,1.3254616366896767e-06,1.7520872538129869e-12,4.4315621376356316e-06,4.253753540364763e-12,4.431562137628376e-06,4.430694031040898e-06,3.881926164863199e-07,3.508414280774162e-12,3.881926165657537e-07,3.5084142807620174e-12,1.3254616369497344e-06,1.3254616369491519e-06,3.394377820952664e-12,2.123272690976435e-05,1.3254616369474093e-06,7.561976854113674e-13,2.1231510160150937e-05,3.881926165678846e-07,3.3943778214338776e-12,1.9852341769466375e-21,2.117582368135751e-22,0.0,1.6940658945086007e-21,6.162975822039155e-33,2.5849394142282115e-26,0.0,6.162975822039155e-32,4.930380657631324e-32,1.6940658945086007e-21,7.068193710780266e-28,6.617444900424222e-24,0.0,2.0194839173657902e-28,0.0,0.0,1.0339757656912846e-25,1.5146129380243427e-28,0.0,1.1659787240523811e-33,2.0679515313825692e-25,1.4690446775813833e-33,1.3234889800848443e-23,3.875436003397465e-06,7.925946268745292e-12,1.0587911840678754e-22,8.881397241546328e-16,1.3043323053275084e-16,0.0,5.165146815519043e-07,3.4410009941828133e-18,1.476222658572752e-10,4.969449114234956e-10,1.602280804756731e-11,1.110271201317569e-06,1.0339351724078054e-16,1.6595432922104298e-11,9.507329912545602e-06,4.4367322973928963e-16,6.108824094339385e-18,3.647713935011321e-11,2.6469779601696886e-23,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,2.465190328815662e-32,1.0181663710695528e-06,2.117582368135751e-22,0.0,0.0,0.0,0.0,8.077935669463161e-28,1.0771269884785546e-11,2.4594497066389883e-06,0.0,1.0097419586828951e-28,0.0,2.0194839173657902e-28,1.0097419586828951e-28,1.232595164407831e-32,6.371339124835563e-16,7.329957482756366e-17,2.239702849724337e-12,0.0,4.0389678347315804e-28,1.6155871338926322e-27,0.0,4.0389678347315804e-28,7.703719777548943e-34,5.169878828456423e-26,0.0,5.165146816716822e-07,1.591918297839713e-18,1.4762226585745437e-10,1.457119051450708e-11,1.0587911840678754e-22,2.117582368135751e-22,2.117582368135751e-22,0.0,1.0587911840678754e-22,4.5834321082999806e-10,1.7870680852137166e-11,1.1102712045057315e-06,7.030142083682692e-16,3.2757791424889836e-06,5.293955920339377e-23,0.0,0.0,5.293955920339377e-23,5.293955920339377e-23,2.0194839173657902e-28,1.6940658945086007e-21,2.465190328815662e-32,3.0814879110195774e-33,3.865913358078619e-11,9.507330050880573e-06,4.3819383295840656e-16,3.7860399913359124e-18,3.505896063669816e-11,8.416141431732897e-07
7,1.3713627317623278e-15,4.080002508603104e-08,4.080002508598114e-08,1.1204123354582529e-08,3.7338030541960406e-09,1.125785004107837e-08,5.649175242390805e-16,1.741549190002365e-13,4.080002338103405e-08,3.733804201256151e-09,1.1204123110428241e-08,1.125785030392168e-08,5.649175599173248e-16,1.120412335451714e-08,1.747954187050228e-13,1.1204123354494269e-08,1.1204123110428223e-08,3.733804201256235e-09,1.257499748779648e-15,3.7338042012561575e-09,1.2574997487796476e-15,1.1257850303921719e-08,1.1257850303921692e-08,1.7462566349598196e-13,4.080002338103405e-08,1.125785030392172e-08,1.7415491900022701e-13,4.080002508603113e-08,3.73380420125624e-09,1.7462566349598612e-13,1.6543359815570883e-24,8.271806125530277e-25,0.0,0.0,6.018531076210112e-36,0.0,0.0,4.81482486096809e-35,1.2037062152420224e-35,3.308722450212111e-24,0.0,0.0,6.018531076210112e-36,1.8488927466117464e-32,2.407412430484045e-35,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,2.4453745716783467e-08,7.613146504105925e-16,8.271806125530277e-25,2.0244753253375608e-19,6.328049302916895e-20,2.524354896707238e-29,3.6182193647804887e-08,2.3153179165052352e-23,3.152035696928584e-13,2.9135236441161415e-12,4.682406224034044e-16,7.723038181974656e-08,9.319975946855814e-20,7.797132343172297e-16,1.9621967708655816e-08,3.5254800944566103e-19,1.78304505966336e-24,1.0183301334058396e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,4.790970279840448e-09,0.0,0.0,1.6543612251060553e-24,0.0,0.0,0.0,1.1531345641177303e-15,2.8834246631872018e-08,3.1554436208840472e-30,3.1554436208840472e-30,0.0,0.0,0.0,0.0,2.0143783210913853e-19,6.091575966696716e-20,3.057362642700741e-14,1.9721522630525295e-31,1.9721522630525295e-31,1.9721522630525295e-31,0.0,0.0,2.938735877055719e-39,0.0,5.877471754111438e-39,3.618219364780496e-08,7.589062705567569e-24,3.1520356969283403e-13,3.2465651275658083e-15,4.1359030627651384e-25,0.0,4.1359030627651384e-25,0.0,8.271806125530277e-25,2.912947232761516e-12,5.277646345719369e-16,7.723038182030619e-08,1.1148459906424931e-19,9.973892097171682e-09,1.6543612251060553e-24,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,1.229404978106967e-15,1.962196770865734e-08,3.533027477487926e-19,2.941776605178278e-23,9.780332726868141e-16,9.563388912228228e-09
8,7.028301315053835e-18,3.2274010865124497e-09,3.227401086507972e-09,2.4046161061859824e-09,2.3814113005256273e-09,5.78461605281727e-09,5.787483232210192e-17,2.7166328243432942e-15,3.227401449344105e-09,2.3814120354811586e-09,2.4046160459054443e-09,5.784616208249829e-09,5.787483209955607e-17,2.404616106220065e-09,2.7064598101976213e-15,2.404616106220068e-09,2.404616045905442e-09,2.3814120354811577e-09,7.69593643710355e-18,2.3814120354811586e-09,7.695936437103557e-18,5.78461620824983e-09,5.78461620824983e-09,2.715001736219877e-15,3.2274014493441e-09,5.78461620824983e-09,2.7166328243433372e-15,3.2274010865124493e-09,2.3814120354811577e-09,2.7150017362199137e-15,2.0679515930123274e-25,2.0679515313825692e-25,0.0,0.0,0.0,0.0,1.0339757656912846e-25,1.504632769052528e-36,1.504632769052528e-36,0.0,6.162975822039155e-33,0.0,0.0,1.5407439555097887e-33,9.4039548065783e-38,0.0,2.0194839173657902e-28,1.5407439555097887e-33,0.0,0.0,1.0097419586828951e-28,0.0,0.0,1.5848699962804228e-08,6.300910505378018e-16,0.0,9.00317756001045e-20,5.738849774524962e-22,0.0,5.526792067321643e-10,3.5563519015840307e-25,1.3528535233546708e-13,1.577175810539271e-12,7.96741168981039e-17,1.7749593335207276e-08,3.364871383221513e-20,2.315633450812135e-16,1.4372157451548835e-08,4.2607442083880465e-21,1.0182345464083682e-24,1.540048651887573e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.018531076210112e-36,3.1692042144902086e-09,0.0,0.0,0.0,0.0,0.0,1.232595164407831e-32,6.110166297357493e-16,2.2611953334122147e-08,0.0,0.0,2.465190328815662e-32,4.930380657631324e-32,4.930380657631324e-32,9.4039548065783e-38,5.98663396557951e-20,5.457762727247996e-22,2.6369609926134766e-16,2.465190328815662e-32,0.0,1.232595164407831e-32,1.232595164407831e-32,0.0,1.8367099231598242e-40,2.524354896707238e-29,0.0,5.526792067321649e-10,6.473708601276573e-25,1.3528535233546743e-13,8.669328155716184e-18,2.0679515313825692e-25,0.0,3.101927297073854e-25,0.0,2.0679515313825692e-25,1.577241521745583e-12,9.083622925556979e-17,1.774959333520543e-08,5.1411332058042516e-20,2.5667022631456467e-09,4.1359030627651384e-25,0.0,0.0,4.1359030627651384e-25,0.0,0.0,0.0,0.0,0.0,2.1196540204720213e-16,1.4372157441895416e-08,4.270323450313742e-21,2.901487945871116e-25,1.4731871355424942e-16,7.365755595027907e-09
9,7.181122405837074e-18,2.4887484286621792e-09,2.488748428657942e-09,2.1624729681439247e-09,1.939001027962524e-09,2.9948447797834087e-09,7.775283629531741e-17,2.7294657200256373e-15,2.488748644174335e-09,1.939001842970591e-09,2.162472891954015e-09,2.9948449419117683e-09,7.775283606893284e-17,2.1624729681777688e-09,2.719235247291276e-15,2.1624729681777696e-09,2.1624728919540133e-09,1.939001842970589e-09,7.916475272742878e-18,1.9390018429705896e-09,7.916475272742881e-18,2.9948449419117687e-09,2.9948449419117683e-09,2.7279079436944795e-15,2.4887486441743312e-09,2.9948449419117687e-09,2.7294657200257466e-15,2.488748428662179e-09,1.939001842970589e-09,2.727907943694516e-15,1.0339777378435476e-25,1.0339757656912846e-25,0.0,0.0,6.018531076210112e-36,2.524354896707238e-29,0.0,0.0,1.504632769052528e-36,0.0,0.0,6.462348535570529e-27,4.70197740328915e-38,1.5407439555097887e-33,9.4039548065783e-38,6.462348535570529e-27,1.0097419586828951e-28,1.5407439555097887e-33,0.0,0.0,0.0,0.0,1.0339757656912846e-25,1.6655751059137386e-08,5.229242858675632e-16,0.0,6.898477549426994e-20,4.747813780481899e-22,1.9721522630525295e-31,5.465814467293403e-10,6.079605035190252e-25,1.441209743345578e-13,1.9610702850309555e-12,7.608269472562545e-17,1.7600059155208975e-08,2.411797982154063e-20,2.2594759522940656e-16,1.4076330885437342e-08,4.412479437085149e-21,1.7459298425116604e-24,1.1782532227582012e-16,2.0679515313825692e-25,0.0,4.1359030627651384e-25,4.1359030627651384e-25,0.0,0.0,0.0,0.0,3.776783915924669e-09,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,2.465190328815662e-32,5.067640873504109e-16,2.314710000766611e-08,0.0,3.0814879110195774e-33,0.0,6.162975822039155e-33,6.162975822039155e-33,0.0,3.944121236377346e-20,4.467236098802269e-22,4.4659151675311054e-17,0.0,0.0,0.0,0.0,0.0,1.8367099231598242e-40,5.048709793414476e-29,1.4693679385278594e-39,5.465814467293409e-10,4.235931814264422e-25,1.4412097433455834e-13,8.246022444742968e-18,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,2.0679515313825692e-25,0.0,1.961124442788786e-12,8.787238664062065e-17,1.760005915520729e-08,4.212936213536507e-20,2.7737643457549495e-09,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0,1.88079096131566e-37,0.0,2.1226422408276776e-16,1.4076330866167277e-08,4.422508314974771e-21,1.0736681762749823e-24,1.1158382303764552e-16,7.494368571603617e-09
