,Y4Z3,Y3Z4,Y1Z4,Y4Z1,Y0Z3,Y3Z0,Y5Z4,Y4Z5,Y1Z0,Y0Z1,Y5Z0,Y0Z5,Y2Z3,Y3Z2,Y1Z3,Y3Z1,Y5Z2,Y2Z5,Y2Z0,Y0Z2,Y1Z2,Y2Z1,Y5Z3,Y3Z5,Y4Z0,Y0Z4,Y2Z4,Y4Z2,Y1Z5,Y5Z1,standard_y,Y4,Y3,X3Y4,X2Y4,X0Y4,Y0,X5Y4,X5Y1,X4Y3,X4Y1,X3Y1,X2Y0,X0Y2,Y5,X1Y0,X3Y5,X2Y3,X1Y5,X0Y5,X0Y1,standard_x,Y4Y5,Y3Y5,Y3Y4,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y1,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y3,X5Y2,X5Y0,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4Y5,X4Y2,X4Y0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y2,X3Y0,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y1,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y4,X1Y3,X1Y2,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9987401105306297,0.9987401105306297,0.9738587963010674,0.9738587963010672,0.8448510885666276,0.8448510885666275,0.6077777858247475,0.6077777858247475,0.5481190538116991,0.5481190538116991,0.5103450263087494,0.5103450263087494,0.4447032857849972,0.4447032857849971,0.4154939280349922,0.41549392803499197,0.34956656460106916,0.34956656460106916,0.34583182333805484,0.34583182333805484,0.3438142790862583,0.34381427908625817,0.3292989650179018,0.32929896501790173,0.28859743540534327,0.28859743540534316,0.22480756642724742,0.22480756642724736,0.10373268907830357,0.10373268907830356,3.7470027081099033e-16,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.0816681711721685e-17,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.003054541053483892,0.0030545410534838923,0.5583668114891119,0.0029784441840606224,0.5562550029022723,0.0025838877470698877,0.278480360904767,0.001858824111120244,0.5481190538116992,0.5481190538116991,0.5103450263087497,0.5103450263087497,0.21989677075997852,0.0013600779909878217,0.5583603136270783,0.001270744257965038,0.34956656460106916,0.34956656460106916,0.345831823338055,0.34583182333805496,0.3438142790862582,0.34381427908625833,0.2784759782916729,0.0010071260750532248,0.0008826447492004992,0.5562497018782757,0.21989363952550398,0.0006875501780147788,0.10373268907830359,0.10373268907830359,9.80118763926896e-17,4.336808689942018e-19,4.336808689942018e-19,5.551115123125783e-17,0.0,2.168404344971009e-19,5.551115123125783e-17,4.336808689942018e-19,5.551115123125783e-17,0.0,5.421010862427522e-20,1.0842021724855044e-19,0.0,0.0,1.3877787807814457e-17,1.0460956160264116e-18,1.0842021724855044e-19,2.168404344971009e-19,5.551115123125783e-17,1.3877787807814457e-17,1.3609602618334964e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,2.7755575615628914e-17,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,8.326672684688674e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3552527156068805e-19,1.0842021724855044e-19,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
2,5.445984166252512e-07,0.000277914012410984,0.0006389747065505323,5.310309988454876e-07,1.1043723186089451,0.0004025673093751011,0.17474623703479564,3.3141236276604264e-07,0.0006272496746890789,1.10437224683373,0.5103450263087494,0.5103450263087494,0.5637097598082094,0.00021189888685882265,0.0006389745260557027,0.0002779135711649041,0.34956656460106905,0.3495665646010691,0.3458318233380547,0.34583182333805473,0.0003934499142304996,0.5637098039744066,0.1747461424304505,0.0001569093064106383,1.5736797261537996e-07,1.1043722521601116,0.5637097228338894,1.225842873744341e-07,0.00011870832627785666,0.17474598676695807,1.5265566588595902e-16,0.0,0.0,5.421010862427522e-20,0.0,0.0,1.1102230246251565e-16,5.293955920339377e-23,2.710505431213761e-20,5.421010862427522e-20,0.0,1.3234889800848443e-23,0.0,0.0,4.163336342344337e-17,6.886900752011798e-21,0.0,0.0,2.710505431213761e-20,4.163336342344337e-17,1.2189541765860394e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,5.551115123125783e-17,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.9852334701272664e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0164395367051604e-20,2.710505431213761e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.970466940254533e-23,4.0657581468206416e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.9392942992809085e-10,2.150835563460402e-08,2.8990170499548784e-05,2.6594571405110093e-10,0.003907337926747424,3.115555354169161e-08,0.6850879638354046,1.65974675024255e-10,2.8990168818172873e-05,0.003907337926625056,0.6850900643169642,0.0018056317987556162,0.2178803395280493,1.639931251547162e-08,2.8990170498351567e-05,2.1508355616703712e-08,0.34956656460106916,0.3495665646010692,0.21787464674475066,0.0012235740627421115,9.008052693388772e-06,0.21788033969037424,0.6850879638178595,1.2143550117506497e-08,1.9392722957985546e-10,0.003907337926634934,0.21788033952914293,6.139145531639255e-11,2.7178322311908316e-06,0.6850879635290543,9.801102767953173e-17,2.5849394142282115e-26,1.6543612251060553e-24,0.0,5.169878828456423e-26,0.0,8.673617379884035e-19,0.0,2.541098841762901e-21,6.617444900424222e-24,4.235164736271502e-22,2.524354896707238e-29,0.0,0.0,5.551115123125783e-17,1.101344806557085e-24,0.0,1.6543612251060553e-24,1.6940658945086007e-21,1.6263032587282567e-19,1.5456616717335882e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308722450212111e-24,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462348535570529e-27,6.462348535570529e-27,1.0097419586828951e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.470329472543003e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,2.524354896707238e-29,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2.404295289254279e-12,1.322549664176702e-11,3.4269696552734613e-06,1.776620352109395e-12,2.830275187628799e-08,1.1690490012332732e-11,0.00041331662236126723,2.404295254150621e-12,3.4269696549215483e-06,2.8302751876284637e-08,0.00041331662254391567,1.3079070643230729e-08,0.5674446760852484,1.0083943948928959e-11,3.4269696552730014e-06,1.3225496641579741e-11,0.0002108940834709572,0.5674446995455136,0.5674446755800107,8.862942940448409e-09,1.1750083579985279e-06,0.5674446760859033,0.0004133166223612395,1.1690485167009552e-11,2.4042952881357342e-12,2.8302751876285854e-08,0.5674446760852015,4.101186941392238e-13,3.4269689022262235e-06,0.00041331662235812255,4.235181901884799e-22,1.0097419586828951e-28,1.6155871338926322e-27,0.0,1.0097419586828951e-28,0.0,0.0,9.860761315262648e-32,1.0339757656912846e-25,0.0,0.0,1.5407439555097887e-33,0.0,8.271806125530277e-25,0.0,5.7201810012234525e-31,3.944304526105059e-31,1.6155871338926322e-27,2.0679515313825692e-25,0.0,9.627982319015381e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235164736271502e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777218104420236e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.009265538105056e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,2.117582368135751e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0814879110195774e-33,5.293955920339377e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.169878828456423e-26,0.0,0.0,0.0,0.0,0.0,0.0
5,6.975006127917846e-12,1.1925785844586328e-10,6.252732871066652e-06,6.214060854008903e-12,2.2079675790221847e-08,1.9634584333948227e-10,1.1302260623218483e-07,6.975006045189621e-12,6.252732882878798e-06,2.207967579020905e-08,1.1302260684505427e-07,3.2891105671649905e-09,0.0006967252813004935,1.9634583107335433e-10,6.252732871064016e-06,1.192578584427458e-10,5.7669587536054254e-08,0.0006967252751484771,0.0006967252736889457,3.2890976642846145e-09,6.25273054017481e-06,0.0006967252813017025,1.1302260623213452e-07,1.963458419931358e-10,6.975006064034092e-12,2.2079675790210803e-08,0.0006967252813001115,6.974998624999404e-12,6.252732846563457e-06,1.1302260623059735e-07,1.6414365280349143e-24,0.0,1.2924697071141057e-26,7.754818242684634e-26,0.0,2.407412430484045e-35,1.6543612251060553e-24,0.0,5.048709793414476e-29,5.169878828456423e-26,2.117582368135751e-22,1.232595164407831e-31,0.0,0.0,0.0,5.727110964701542e-31,1.5407439555097887e-33,0.0,7.573064690121713e-29,0.0,4.767044037913342e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.611118645726067e-35,0.0,6.018531076210112e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.310887241768095e-30,1.2924697071141057e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.203854594147708e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117582368135751e-22,1.4791141972893971e-31,3.101927297073854e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3.4478435834397063e-15,8.440645662931015e-15,1.234913031955166e-07,3.0639980364822547e-15,2.8646241041054807e-12,1.3978623746372301e-14,3.903943854656791e-09,3.447843583419651e-15,1.2349130319551846e-07,2.864624104105479e-12,3.903943854656785e-09,4.216182456336817e-13,6.495847521438525e-07,1.3978626580773548e-14,1.2349130319551656e-07,8.440645662930928e-15,3.901568540589969e-09,6.495847551674628e-07,6.495847520825515e-07,4.216184897453507e-13,1.2349130315116453e-07,6.495847521442398e-07,3.9039438546567895e-09,1.3978623746169275e-14,3.447843583439451e-15,2.864624104105479e-12,6.495847521436081e-07,3.447842894493768e-15,1.2349130319399417e-07,3.903943854656782e-09,5.293975878520279e-23,0.0,2.3665827156630354e-30,4.733165431326071e-30,4.81482486096809e-35,7.174648137343064e-43,2.0194839173657902e-28,7.346839692639297e-40,6.162975822039155e-33,4.733165431326071e-30,0.0,9.4039548065783e-38,0.0,0.0,0.0,7.647325560696226e-37,2.938735877055719e-39,9.62964972193618e-35,1.232595164407831e-32,2.5849394142282115e-26,5.778612396099451e-37,1.9764842812958242e-08,7.566806191220804e-25,1.4341235370870666e-23,5.547383064789598e-15,5.030197412816318e-07,1.4876970743699888e-20,1.4308272558747072e-20,5.293955920339377e-23,3.40984207108592e-18,7.446629867909417e-09,4.59771609596229e-22,8.519821786792705e-12,0.0,4.261772708925403e-11,2.3696321466988564e-27,1.691501130598066e-14,4.1157621907738525e-17,1.6861892483206534e-20,0.0,0.0,2.5849394142282115e-26,0.0,0.0,0.0,0.0,0.0,4.0528866604859784e-10,4.930380657631324e-32,4.930380657631324e-32,4.930380657631324e-32,0.0,0.0,1.8367099231598242e-40,1.2037062152420224e-35,0.0,1.4097870834144403e-24,6.850293739414096e-16,0.0,0.0,0.0,1.9721522630525295e-31,9.860761315262648e-32,1.925929944387236e-34,0.0,1.5134699795723364e-23,5.547383064789604e-15,1.8485243194863272e-15,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,0.0,5.030197413765144e-07,2.6617814914595447e-20,1.7152497648063613e-20,3.6899958832276905e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.70197740328915e-38,3.2311742677852644e-27,3.674282748195287e-18,7.4466298679094255e-09,4.63882775932453e-22,8.526256662472954e-12,1.6730154649711296e-08,6.310887241768095e-30,0.0,0.0,6.310887241768095e-30,0.0,2.524354896707238e-29,4.261772708928241e-11,2.5818040358259735e-27,1.691501130598087e-14,6.43547683583179e-17,1.6999980485600776e-20,3.2476288753619836e-13
7,1.4308471505188362e-16,1.1728895116997913e-16,4.7250331813956814e-09,1.2612848383839563e-16,1.0208689293904489e-16,1.9785404725237943e-16,1.0751447039218077e-11,1.430847150518836e-16,4.72503318139568e-09,1.0208689293904484e-16,1.075144703921807e-11,1.446886843613269e-17,1.0892684139132264e-08,1.9785408839276728e-16,4.72503318139568e-09,1.1728895116997913e-16,1.0751313858927844e-11,1.0892684139146174e-08,1.089268413912199e-08,1.4468877295944717e-17,4.7250331813601904e-09,1.0892684138825281e-08,1.075144703921807e-11,1.9785404725237943e-16,1.4308471505188362e-16,1.0208689293904484e-16,1.0892684138824305e-08,1.4308468477649812e-16,4.72503318139568e-09,1.0751447039218077e-11,8.27988443097829e-25,1.232595164407831e-32,2.465190328815662e-32,0.0,0.0,6.842277657836021e-49,0.0,0.0,3.76158192263132e-37,0.0,0.0,2.2958874039497803e-41,0.0,0.0,8.077935669463161e-28,4.921674267253252e-43,0.0,7.52316384526264e-37,3.76158192263132e-37,0.0,3.2568249521039073e-43,1.151575607640872e-08,1.83087870074591e-28,1.1096250171297726e-27,5.595968679327683e-18,2.8060029816770926e-09,1.2601684141766886e-21,4.110640909485804e-22,8.271806125530277e-25,7.785024373237438e-22,1.6550452907234376e-08,4.911862641825913e-25,6.652830484344597e-13,0.0,1.0957050402209867e-12,7.125914421279137e-33,1.0585762561849288e-16,2.9510079551654914e-21,4.7733835647463484e-26,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,0.0,0.0,0.0,2.2570976071327045e-12,0.0,0.0,0.0,0.0,0.0,2.2420775429197073e-44,0.0,6.842277657836021e-49,3.430552441258719e-28,5.925049307006837e-17,0.0,0.0,0.0,0.0,0.0,1.504632769052528e-36,0.0,1.1742638222814692e-27,5.59596867932769e-18,5.32919236153876e-17,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,0.0,0.0,2.8060029815869548e-09,2.2592869917593676e-21,4.689044221351533e-22,1.2822211019368257e-08,1.0339757656912846e-25,0.0,0.0,0.0,1.0339757656912846e-25,1.6543612251060553e-24,2.2958874039497803e-41,0.0,7.809224555888372e-22,1.6550452907234376e-08,4.959004830217884e-25,6.652357576434403e-13,1.3041978159451018e-09,7.703719777548943e-34,0.0,0.0,7.703719777548943e-34,0.0,9.860761315262648e-32,1.0957050402209867e-12,7.805769691439468e-33,1.0585762561849288e-16,4.629354440352038e-21,4.8128658676377415e-26,2.344873360322049e-17
8,1.2809808689544875e-16,1.078338652034657e-16,4.5071711804948754e-09,1.1114788556266902e-16,9.873012050405067e-17,1.8811230768721175e-16,1.046083096089197e-11,1.2809808689544875e-16,4.507171180494874e-09,9.873012050405064e-17,1.0460830960891964e-11,1.3062902113153787e-17,1.014795269651115e-08,1.8811234855685538e-16,4.507171180494874e-09,1.078338652034657e-16,1.04606941982438e-11,1.014795269652513e-08,1.0147952696500959e-08,1.3062910959318174e-17,4.50717118045779e-09,1.0147952696205004e-08,1.0460830960891964e-11,1.8811230768721172e-16,1.2809808689544875e-16,9.873012050405064e-17,1.0147952696204028e-08,1.280980568657543e-16,4.507171180494874e-09,1.046083096089197e-11,8.271805940641002e-25,1.232595164407831e-32,0.0,7.703719777548943e-34,0.0,0.0,6.162975822039155e-33,0.0,3.76158192263132e-37,0.0,0.0,4.591774807899561e-41,3.009265538105056e-36,0.0,0.0,1.4718384126674532e-42,8.96831017167883e-44,7.52316384526264e-37,0.0,0.0,8.658392626305976e-43,1.148925856798217e-08,2.6405403573326944e-28,1.5186504529687897e-27,8.226339658073137e-18,4.180401970144687e-09,1.8829034797972064e-21,6.161441475897921e-22,8.271806125530277e-25,1.1673342309900243e-21,2.4381003533799815e-08,6.514380495210484e-25,9.85404570698467e-13,0.0,1.6210821885548159e-12,9.541895105533753e-33,1.5737039535494748e-16,4.395253423829258e-21,7.041315924651401e-26,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,2.0194839173657902e-28,0.0,0.0,0.0,3.3554452572468174e-12,0.0,0.0,0.0,0.0,0.0,6.726232628759122e-44,0.0,3.4211388289180104e-49,5.018387300369383e-28,8.571979126293298e-17,0.0,0.0,1.232595164407831e-32,0.0,0.0,0.0,0.0,1.6154228907304519e-27,8.226339658073149e-18,7.843544726736426e-17,0.0,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,4.180401970060076e-09,3.3819601229494018e-21,7.040179642011101e-22,1.3419341182263061e-08,0.0,2.0679515313825692e-25,0.0,2.0679515313825692e-25,0.0,0.0,1.1479437019748901e-41,0.0,1.1698778499357364e-21,2.4381003533799815e-08,6.585074539036517e-25,9.85362835223869e-13,1.9267271269625236e-09,1.5407439555097887e-33,3.0814879110195774e-33,0.0,0.0,3.0814879110195774e-33,9.860761315262648e-32,1.6210821885548159e-12,1.0557639666411056e-32,1.5737039535494748e-16,6.910266720245113e-21,7.100536548324126e-26,3.477677628092755e-17
9,4.780917582939213e-17,1.1095255078245789e-16,1.8025151904588327e-09,4.028597850653871e-17,7.293206665209205e-17,2.0350528138968026e-16,6.9676747915105515e-12,4.780917582939213e-17,1.8025151904588319e-09,7.2932066652092e-17,6.967674791510548e-12,8.631459463671516e-18,9.003630864045429e-09,2.0350532841209684e-16,1.8025151904588319e-09,1.1095255078245789e-16,6.967580294797162e-12,9.003630864044403e-09,9.00363086403281e-09,8.631466305332202e-18,1.8025151904427292e-09,9.00363086371673e-09,6.967674791510548e-12,2.0350528138968026e-16,4.780917582939213e-17,7.2932066652092e-17,9.003630863716552e-09,4.7809162629986685e-17,1.8025151904588319e-09,6.9676747915105515e-12,8.271806033085639e-25,3.0814879110195774e-33,0.0,3.851859888774472e-34,7.52316384526264e-37,0.0,6.162975822039155e-33,2.2420775429197073e-44,1.88079096131566e-37,3.851859888774472e-34,0.0,1.4349296274686127e-42,1.504632769052528e-36,1.504632769052528e-36,0.0,4.023689043372963e-43,0.0,0.0,3.76158192263132e-37,0.0,3.9144281325938086e-43,1.4973483898195967e-08,1.0071367762328511e-28,1.4244561483298845e-27,5.109642864911695e-18,3.824364389017298e-09,1.336482986250104e-21,4.601593965579384e-22,8.271806125530277e-25,4.614838173405833e-22,3.259568471966965e-08,3.6044103184536026e-25,5.529260043237301e-13,0.0,2.3718173342452325e-12,3.711791345033222e-33,1.469747817596087e-16,4.4987163991422255e-21,3.044621860516463e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0389678347315804e-28,3.0604005949712876e-12,0.0,0.0,0.0,0.0,0.0,5.605193857299268e-45,0.0,0.0,2.006340932677147e-28,4.850794525998896e-17,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,1.5265208603733412e-27,5.109642864911702e-18,1.1768311927452466e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8243643889621585e-09,2.1778123481189587e-21,5.970472915100145e-22,1.389942648271979e-08,1.0339757656912846e-25,0.0,1.0339757656912846e-25,0.0,1.0339757656912846e-25,0.0,4.304788882405838e-42,0.0,4.622013875113357e-22,3.259568471966965e-08,3.6507135407704024e-25,5.529103465281559e-13,1.0771176852512243e-09,0.0,0.0,0.0,1.5407439555097887e-33,0.0,2.465190328815662e-32,2.3718173342452325e-12,4.185979389515683e-33,1.469747817596087e-16,7.09371102197964e-21,3.0708375438233534e-26,3.5371139905435003e-17
