,Y5Z3,Y3Z5,Y5Z0,Y0Z5,Y2Z1,Y1Z2,Y5Z1,Y1Z5,Y1Z3,Y3Z1,Y0Z3,Y3Z0,Y2Z4,Y4Z2,Y3Z4,Y4Z3,Y4Z1,Y1Z4,Y5Z2,Y2Z5,Y2Z3,Y3Z2,Y5Z4,Y4Z5,Y2Z0,Y0Z2,Y0Z4,Y4Z0,Y0Z1,Y1Z0,standard_y,Y5,X4Y5,X4Y3,X4Y2,X0Y2,Y0,X0Y1,Y1,X5Y3,X5Y2,X3Y4,X2Y4,X0Y5,X5Y0,X2Y0,X4Y0,X3Y1,Y4,X3Y0,X1Y3,X1Y2,X5Y1,X1Y4,X4Y1,X2Y1,X1Y0,standard_x,Y4Y5,Y3Y5,Y3Y4,Y3,Y2Y5,Y2Y4,Y2Y3,Y2,Y1Y5,Y1Y4,Y1Y3,Y1Y2,Y0Y5,Y0Y4,Y0Y3,Y0Y2,Y0Y1,X5Z4,X5Z3,X5Z2,X5Z1,X5Z0,X5Y4,X5,X4Z5,X4Z3,X4Z2,X4Z1,X4Z0,X4X5,X4,X3Z5,X3Z4,X3Z2,X3Z1,X3Z0,X3Y5,X3Y2,X3X5,X3X4,X3,X2Z5,X2Z4,X2Z3,X2Z1,X2Z0,X2Y5,X2Y3,X2X5,X2X4,X2X3,X2,X1Z5,X1Z4,X1Z3,X1Z2,X1Z0,X1Y5,X1X5,X1X4,X1X3,X1X2,X1,X0Z5,X0Z4,X0Z3,X0Z2,X0Z1,X0Y4,X0Y3,X0X5,X0X4,X0X3,X0X2,X0X1,X0
0,0.9639469891153336,0.9639469891153336,0.9492090229614166,0.9492090229614164,0.8443280218706307,0.8443280218706306,0.8270063195791476,0.8270063195791475,0.7423665407308786,0.7423665407308785,0.6838115504274314,0.6838115504274312,0.6032954889560167,0.6032954889560166,0.4904333667289672,0.4904333667289671,0.465445648566438,0.465445648566438,0.3705706730496452,0.3705706730496452,0.24367290875238423,0.24367290875238418,0.21663900752727772,0.21663900752727772,0.17237430786719643,0.17237430786719632,0.16135967077501234,0.16135967077501226,0.08352052115358558,0.08352052115358555,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,8.326672684688674e-17,8.326672684688674e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,4.85722573273506e-17,4.85722573273506e-17,4.163336342344337e-17,3.469446951953614e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.42861286636753e-17,1.3877787807814457e-17,1.0408340855860843e-17,1.0408340855860843e-17,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.001768879220505972,0.0017688792205059719,0.0017418344946273114,0.26539862385613583,0.8443280218706308,0.8443280218706308,0.0015175879072699156,0.08464102875848428,0.08463838643146344,0.001362270708582125,0.26539587436651757,0.0012548200844562539,0.6032954889560167,0.6032954889560167,0.0008999637959819995,0.2737947239531886,0.465445648566438,0.4654456485664381,0.0006800112150233623,0.12689817456529062,0.1268971403735732,0.0004471490131297758,0.00039754078086568775,0.27379353346717505,0.17237430786719632,0.17237430786719632,0.1613596707750124,0.1613596707750123,0.08352052115358566,0.08352052115358563,8.337514706413529e-17,0.0,0.0,1.0842021724855044e-19,0.0,0.0,6.938893903907228e-18,1.4338044335528762e-17,2.0816681711721685e-17,0.0,1.0842021724855044e-19,5.421010862427522e-20,0.0,2.168404344971009e-19,0.0,2.0816681711721685e-17,1.3877787807814457e-17,2.0328790734103208e-20,0.0,1.3552527156068805e-20,5.421010862427522e-20,1.3877787807814457e-17,3.3881317890172014e-20,2.7755575615628914e-17,1.0408340855860843e-17,6.938893903907228e-18,1.7211180092615349e-18,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00021875844974291288,0.00021875844974291286,0.00021541381081089717,0.26539749014278713,5.4003641568109515e-05,5.4003641568109515e-05,0.00010358365733332726,5.41360371004599e-06,5.413601125219699e-06,0.00011317369852198417,0.26539744809094384,0.0001551844202813362,3.858708049634065e-05,0.13784984134163508,0.0001112991110707124,0.27379436478035135,0.13784983915555427,2.9770135922919216e-05,0.00010358365677741171,8.116444723205427e-06,8.116443711519165e-06,0.0001131736980642644,4.916412829299291e-05,0.27379434657256063,1.102514673975531e-05,0.08885378688444956,0.16135967077501231,0.16135967077501234,0.08885378636102371,5.342014206714365e-06,1.3875458467209507e-17,6.776263578034403e-21,1.3552527156068805e-20,1.3552527156068805e-20,0.0,3.3881317890172014e-21,2.7755575615628914e-17,1.2225262700313348e-21,1.0587911840678754e-21,0.0,0.0,6.776263578034403e-21,0.0,0.0,5.082197683525802e-21,8.470329472543003e-22,0.0,1.550963648536927e-25,1.3877787807814457e-17,3.3881317890172014e-21,1.2407709188295415e-24,6.938893903907228e-18,2.0679515313825692e-25,1.2705494208814505e-21,4.235164736271502e-22,6.938893903907228e-18,1.2338674361203278e-21,0.0,0.0,0.0,0.0,6.776263578034403e-21,0.0,0.0,0.0,3.3881317890172014e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6543612251060553e-24,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2407709188295415e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4.9295503934434046e-05,1.2441013546212984e-08,6.261372555786709e-05,0.4267571413571086,2.763661268961971e-05,2.7636612689619706e-05,3.0108369840282467e-05,1.800544016106273e-05,1.8005440082448816e-05,6.436302309708075e-09,0.4267571381553166,8.82549440787506e-09,2.390074416174914e-05,2.6971257334958995e-05,6.32969263650892e-09,5.35697255606152e-05,2.6971257222941802e-05,1.80054403210305e-05,3.0108369797964162e-05,2.39007438640571e-05,2.390074386327745e-05,6.43630230289075e-09,4.929550244382013e-05,5.3569725259630674e-05,5.642169702733014e-06,0.08885378675835212,0.42675713616395083,3.1571115235141714e-05,0.08885378662127069,2.7338004128335175e-06,1.3882870832678595e-17,5.082197683525802e-21,0.0,3.3881317890172014e-21,0.0,1.6940658945086007e-21,1.3877787807814457e-17,3.467005562466966e-22,0.0,1.6940658945086007e-21,2.0679515313825692e-25,3.3881317890172014e-21,4.1359030627651384e-25,0.0,1.6940658945086007e-21,1.9058241313221758e-21,3.3881317890172014e-21,1.5777218104420236e-30,0.0,7.237830359838992e-25,1.262177448353619e-29,1.0408340855860843e-17,0.0,5.169878828456423e-26,7.754818242684634e-26,1.0408340855860843e-17,3.0573371829243843e-22,0.0,0.0,0.0,0.0,8.271806125530277e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.048709793414476e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0339757656912846e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2407709188295415e-24,0.0,0.0,0.0,0.0,0.0,0.0
4,1.4338816047271419e-09,1.2847146357901025e-13,1.8212750172601209e-09,0.00045837965518542086,1.5262189808506407e-05,1.5262189808506407e-05,8.757763780288398e-10,8.433692484685436e-06,8.433692484656005e-06,2.287029832856549e-13,0.0004583796551828988,1.2847102767508846e-13,1.0083214011973628e-05,3.538955785820283e-08,2.249147911318923e-13,1.1171507616572806e-07,3.53895578133776e-08,8.433692484656282e-06,8.757763776534364e-10,1.0083214011968586e-05,1.0083214011973241e-05,2.287029832117772e-13,1.4338816047270672e-09,1.1171507616550452e-07,1.008320460077805e-05,9.543781225564464e-05,0.00045837965518289516,1.1171505951496204e-07,9.54378122107404e-05,8.43368587799297e-06,1.9908531284137986e-20,5.169878828456423e-26,2.465190328815662e-32,1.0587911840678754e-22,0.0,1.6543612251060553e-24,2.0328790734103208e-20,2.587968362770348e-34,4.235164736271502e-22,0.0,3.1554436208840472e-30,0.0,0.0,1.0587911840678754e-22,1.0587911840678754e-22,3.101927297073854e-25,3.2311742677852644e-27,3.851859888774472e-34,3.308722450212111e-24,3.697785493223493e-32,1.925929944387236e-34,0.0,1.9721522630525295e-31,0.0,4.733165431326071e-30,3.469446951953614e-18,2.2870418089598426e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162975822039155e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.703719777548943e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,0.0,0.0,0.0,0.0,0.0,0.0
5,6.55434113620425e-10,3.72580550819702e-15,6.554330801492703e-10,2.9904421267195932e-09,9.247671814277108e-08,9.260710772817733e-08,1.7157149154254396e-10,5.0918748235146424e-08,5.09187482351167e-08,6.6439816030312975e-15,2.990442545763948e-09,3.725805508278489e-15,6.084918517982437e-08,2.5161803965337472e-09,6.533395674773144e-15,7.956455763218271e-09,2.516180396533629e-09,5.091874823511671e-08,1.7157149154254127e-10,6.084918517981962e-08,6.084918517982435e-08,6.6439816030312186e-15,6.554341136204248e-10,7.956455763215599e-09,6.084918517981962e-08,6.215451879278292e-10,2.990442545763948e-09,7.956455763215599e-09,6.215451879278184e-10,5.0918748235146424e-08,6.669143688708786e-24,5.169878828456423e-26,0.0,2.6469779601696886e-23,1.9721522630525295e-31,4.930380657631324e-32,0.0,1.1020259538958945e-39,0.0,1.5407439555097887e-33,3.0814879110195774e-33,5.293955920339377e-23,0.0,0.0,2.6469779601696886e-23,0.0,1.5407439555097887e-33,1.410593220986745e-37,0.0,1.925929944387236e-34,1.1754943508222875e-38,3.469446951953614e-18,7.703719777548943e-34,2.465190328815662e-32,1.5407439555097887e-33,0.0,1.1020259538958945e-39,2.0887791614146146e-08,1.6799899266807266e-18,1.889128430175252e-18,3.3332677713124275e-08,0.0,3.166576436681687e-18,1.6602820297438583e-16,2.857822096933116e-22,6.617444900424222e-24,7.841141499880769e-18,2.0464047258402746e-16,1.8739744291743717e-22,0.0008327184084084161,2.5449787242386208e-08,1.550732091591587e-18,3.0290847233601226e-18,5.863846821685675e-17,5.842606909991168e-17,0.0,0.0,0.0,1.2924697071141057e-26,0.0,1.925929944387236e-34,1.2058277895926197e-10,0.0,2.5849394142282115e-26,2.5849394142282115e-26,0.0,0.0,3.072271074532464e-18,3.812665335877231e-10,2.465190328815662e-32,0.0,4.930380657631324e-32,9.860761315262648e-32,4.930380657631324e-32,1.5407439555097887e-33,0.0,1.8891263097320325e-18,3.3332677713124275e-08,7.593138765704378e-16,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,8.271806125530277e-25,3.0814879110195774e-33,1.88079096131566e-37,1.8485950078502108e-17,2.2569057921004417e-16,2.9019983239418714e-22,1.1273477859117432e-08,4.1359030627651384e-25,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,0.0,1.652648685262889e-17,2.5483012544599284e-16,2.7251430332843577e-22,0.0008327184084090549,1.0249402052174325e-08,0.0,6.462348535570529e-27,6.462348535570529e-27,0.0,1.2924697071141057e-26,1.5407439555097887e-33,1.925929944387236e-34,2.5449787241906046e-08,2.2115585463019367e-18,3.029080463080586e-18,1.1052442412182349e-16,9.454988669908652e-17,1.3323974391250115e-10
6,1.1252542342485056e-08,1.1050946302458468e-13,1.1252558286839849e-08,1.0730243812016075e-08,9.507644604567044e-07,4.93967008741052e-07,1.1252420032421071e-08,4.939663324857506e-07,4.939663324851342e-07,2.5136145764530905e-14,1.0730231568271921e-08,1.1050945937248664e-13,9.507653783720248e-07,2.6049067153603577e-08,2.522006809762394e-14,2.604904774362951e-08,2.604906715371043e-08,4.939663324851359e-07,1.125242003193865e-08,9.507653783639397e-07,9.50765378372025e-07,2.5136145764662443e-14,1.1252542342485298e-08,2.60490477436844e-08,9.507653783639699e-07,1.07299306077679e-08,1.0730231568271888e-08,2.6049047743683945e-08,1.0729930608321065e-08,4.939663324857691e-07,5.459392358394345e-23,8.271806125530277e-25,3.944304526105059e-31,0.0,0.0,3.1554436208840472e-30,8.271806125530277e-25,3.547131633419141e-30,5.293955920339377e-23,1.5777218104420236e-30,6.310887241768095e-30,2.0679515313825692e-25,1.5777218104420236e-30,0.0,0.0,3.1554436208840472e-30,0.0,0.0,1.6543612251060553e-24,7.888609052210118e-31,3.009265538105056e-36,1.0587911840678754e-22,1.262177448353619e-29,7.888609052210118e-31,1.5777218104420236e-30,5.293955920339377e-23,3.540551639221204e-30,7.770349325906654e-07,9.6456333845461e-15,7.256722864972872e-15,3.1297614100500664e-09,3.1554436208840472e-30,1.1925042956886354e-13,4.504050132413989e-14,1.3930448616130874e-19,1.0587911840678754e-22,5.728126906820614e-13,3.881097893035765e-14,1.80718917809878e-19,1.2552751745920979e-06,8.127093605796489e-07,5.172853889283691e-15,7.173625295340817e-15,1.0633765406405085e-13,5.528945861102058e-13,0.0,0.0,2.0679515313825692e-25,0.0,0.0,0.0,3.2497423132268156e-09,1.0339757656912846e-25,1.0339757656912846e-25,0.0,1.0339757656912846e-25,1.0339757656912846e-25,4.4222529790269494e-15,1.6697721588543716e-09,1.262177448353619e-29,6.310887241768095e-30,0.0,3.1554436208840472e-30,0.0,1.5777218104420236e-30,1.2037062152420224e-35,7.25671930124311e-15,3.1297614100491747e-09,2.9456811660555855e-14,0.0,2.117582368135751e-22,2.117582368135751e-22,4.235164736271502e-22,4.235164736271502e-22,6.310887241768095e-30,1.2037062152420224e-35,1.3620114954820525e-13,1.4087785880119426e-14,1.6914542141202163e-19,2.5964386516121066e-06,5.293955920339377e-23,5.293955920339377e-23,5.293955920339377e-23,1.0587911840678754e-22,5.293955920339377e-23,2.524354896707238e-29,5.945076146979925e-13,4.340501780596858e-15,1.3978769262707609e-19,1.2552749697704845e-06,1.8193288816632943e-06,0.0,0.0,0.0,1.0339757656912846e-25,0.0,3.944304526105059e-31,0.0,8.127093232803209e-07,6.454818614594789e-15,7.173634693084458e-15,9.598481919546959e-14,5.507741661188878e-13,1.5051622530371374e-09
7,3.3380178683735324e-12,5.959777286874712e-18,3.338017365087873e-12,1.1417361399690146e-09,2.026629208266647e-08,1.0529258459901823e-08,3.3380191554090126e-12,1.0529258574904238e-08,1.0529258574904238e-08,1.3555938229162497e-18,1.141736139970092e-09,5.95977730783178e-18,2.0266291983892886e-08,4.735680436761932e-09,1.3601199307479226e-18,4.735680514821324e-09,4.735680436761926e-09,1.0529258574904238e-08,3.3380191554090664e-12,2.0266291983892886e-08,2.0266291983892886e-08,1.3555938229162388e-18,3.3380178683735352e-12,4.735680514821324e-09,2.0266291983892886e-08,1.1417369894066694e-09,1.141736139970092e-09,4.735680514821324e-09,1.1417369894066529e-09,1.0529258574904238e-08,4.1359030608392084e-25,0.0,0.0,1.0097419586828951e-28,0.0,6.162975822039155e-33,0.0,4.700987912552246e-32,0.0,2.465190328815662e-32,0.0,0.0,6.162975822039155e-33,2.5849394142282115e-26,2.5849394142282115e-26,1.232595164407831e-32,2.465190328815662e-32,1.1479437019748901e-41,4.1359030627651384e-25,0.0,1.1479437019748901e-41,0.0,4.81482486096809e-35,1.232595164407831e-32,0.0,0.0,4.7001134365907305e-32,9.337786914954775e-08,5.20189857201147e-19,1.4037369462368453e-16,9.285578977121416e-13,1.925929944387236e-34,1.8303229969395208e-19,2.354069877841866e-16,2.9908352558451874e-25,0.0,4.509647550577441e-18,1.1829055136888411e-15,2.4802155061114903e-25,1.258326743955024e-09,2.410878365587402e-10,1.0006350763530764e-16,3.868739132300179e-19,1.3001631415067546e-16,1.0571668778508324e-15,0.0,0.0,0.0,1.0097419586828951e-28,1.0097419586828951e-28,9.62964972193618e-35,9.639454150990365e-13,0.0,0.0,0.0,2.5849394142282115e-26,2.5849394142282115e-26,2.384922120752236e-19,3.035605905578627e-10,0.0,9.62964972193618e-35,9.62964972193618e-35,2.8888949165808538e-34,0.0,2.465190328815662e-32,2.2958874039497803e-41,1.4037369462374155e-16,9.28557897712133e-13,1.5886103459567714e-18,0.0,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24,4.81482486096809e-35,2.2958874039497803e-41,9.740476673889111e-20,3.597816699746315e-16,2.6999979560585417e-25,5.4741841118116634e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,1.6543612251060553e-24,1.6543612251060553e-24,2.407412430484045e-35,4.3724635400941295e-18,1.0156857680192832e-15,1.989433938113652e-25,1.2583261199970255e-09,3.878039598067559e-08,0.0,0.0,1.2924697071141057e-26,0.0,1.2924697071141057e-26,1.8488927466117464e-32,4.81482486096809e-35,2.4108783773606326e-10,1.2486207899050756e-16,3.8687385930204926e-19,1.509608823080683e-16,1.0619721093362025e-15,1.6015658831708724e-10
8,3.3380178683735324e-12,5.959777452696679e-18,3.3380173650878705e-12,1.1417361399690144e-09,2.0266292082666476e-08,1.0529258459901817e-08,3.3380191554090126e-12,1.0529258574904231e-08,1.0529258574904231e-08,1.3555938325832095e-18,1.1417361399700918e-09,5.959777473653749e-18,2.0266291983892886e-08,4.735680596777838e-09,1.3601199405234606e-18,4.735680674837233e-09,4.735680596777831e-09,1.0529258574904231e-08,3.3380191554090664e-12,2.0266291983892886e-08,2.0266291983892886e-08,1.355593832583199e-18,3.3380178683735344e-12,4.735680674837233e-09,2.0266291983892892e-08,1.1417369894066692e-09,1.1417361399700916e-09,4.735680674837233e-09,1.1417369894066527e-09,1.0529258574904231e-08,2.0679515313825692e-24,0.0,0.0,1.0097419586828951e-28,3.0814879110195774e-33,1.232595164407831e-32,0.0,4.701102743656642e-32,0.0,0.0,0.0,0.0,0.0,0.0,2.5849394142282115e-26,6.162975822039155e-33,1.232595164407831e-32,1.1479437019748901e-41,4.1359030627651384e-25,0.0,0.0,0.0,4.81482486096809e-35,1.8488927466117464e-32,0.0,0.0,2.3038219908178307e-33,9.337786909318499e-08,5.201898734493754e-19,1.4037369924319357e-16,9.285578977121657e-13,0.0,1.8303229993310626e-19,2.354069964112519e-16,2.990835303244078e-25,1.6543612251060553e-24,4.509647547171791e-18,1.1829055538278301e-15,2.480215604648769e-25,1.2583267439550194e-09,2.4108783655874004e-10,1.0006351090779344e-16,3.868739267131793e-19,1.3001631419723356e-16,1.0571668768828873e-15,0.0,0.0,1.0097419586828951e-28,1.0097419586828951e-28,1.0097419586828951e-28,4.81482486096809e-35,9.63945415099033e-13,5.169878828456423e-26,5.169878828456423e-26,5.169878828456423e-26,0.0,0.0,2.384922215657881e-19,3.0356060081500076e-10,0.0,1.925929944387236e-34,3.851859888774472e-34,9.62964972193618e-35,3.851859888774472e-34,0.0,2.2958874039497803e-41,1.4037369924325062e-16,9.285578977121568e-13,1.5886103738292232e-18,0.0,0.0,0.0,0.0,0.0,0.0,4.591774807899561e-41,9.74047670587979e-20,3.5978168222204155e-16,2.699997993292373e-25,5.474184107201101e-08,3.308722450212111e-24,3.308722450212111e-24,3.308722450212111e-24,0.0,3.308722450212111e-24,2.407412430484045e-35,4.372463536688488e-18,1.0156858018390072e-15,1.989434015069467e-25,1.2583261199970211e-09,3.8780395980675606e-08,0.0,0.0,1.2924697071141057e-26,0.0,1.2924697071141057e-26,1.232595164407831e-32,4.81482486096809e-35,2.4108783773606316e-10,1.2486208330765386e-16,3.868738727852091e-19,1.509608823360198e-16,1.0619721083682574e-15,1.6015658831708709e-10
9,5.58994765358645e-10,6.009751471822968e-10,5.589946403175314e-10,1.4177054426866812e-09,2.604287490545043e-08,7.89874769106193e-09,5.589947716923577e-10,7.898747739145261e-09,7.898747739145261e-09,6.009752422957314e-10,1.4177054777793929e-09,6.00975147182293e-10,2.604287490392438e-08,4.145215332903205e-09,6.009752424370681e-10,4.145215353303483e-09,4.145215332903204e-09,7.898747739145271e-09,5.589947716923565e-10,2.6042874903924375e-08,2.604287490392438e-08,6.009752422957308e-10,5.589947653586396e-10,4.1452153533969454e-09,2.6042874903924388e-08,1.4177051788758726e-09,1.4177054777793952e-09,4.145215353396945e-09,1.4177051788758763e-09,7.898747739145258e-09,2.68833699079734e-24,5.169878828456423e-26,0.0,1.6155871338926322e-27,6.933347799794049e-33,0.0,2.0679515313825692e-25,5.078627888912987e-32,0.0,7.087422195345028e-32,1.232595164407831e-32,8.077935669463161e-28,3.0814879110195774e-33,2.0679515313825692e-25,4.1359030627651384e-25,1.232595164407831e-32,2.465190328815662e-32,1.020742870525235e-32,4.1359030627651384e-25,5.7777898331617076e-34,6.162975822039155e-33,0.0,2.5037089277034066e-32,2.465190328815662e-32,2.465190328815662e-32,4.1359030627651384e-25,4.6209510184973513e-32,2.3721234778191e-10,1.0976442882905519e-16,2.8990371599666566e-16,1.1603098926019224e-11,5.169878828456423e-26,4.898909124787565e-16,1.6849117992566843e-16,4.097954999844678e-16,3.308722450212111e-24,8.843525430235478e-17,8.844954867502955e-16,7.049967689031601e-17,3.004156999116761e-09,2.988755983895638e-09,2.386517214581125e-16,1.2677979319410558e-17,7.966261431910167e-16,1.1214848569819508e-16,0.0,0.0,8.271806125530277e-25,0.0,0.0,1.5407439555097887e-33,7.869314154766642e-09,1.6543612251060553e-24,1.6543612251060553e-24,0.0,0.0,0.0,1.1575682118673904e-16,8.786520041879147e-09,8.271806125530277e-25,8.271806125530277e-25,1.6543612251060553e-24,1.6543612251060553e-24,1.6543612251060553e-24,6.471124613141112e-32,2.465190328815662e-32,2.899035965419372e-16,1.1603096808416828e-11,8.46227160578132e-09,0.0,1.6543612251060553e-24,0.0,3.308722450212111e-24,3.308722450212111e-24,2.465190328815662e-32,1.232595164407831e-32,3.8750354949958504e-16,3.0980364885377713e-16,3.2246498361626644e-16,1.754015903041731e-08,8.271806125530277e-25,4.1359030627651384e-24,2.481541837659083e-24,2.481541837659083e-24,8.271806125530277e-25,1.232595164407831e-32,1.317333660033995e-17,8.49661832292497e-16,1.4923011425153523e-18,3.0041566277879873e-09,2.581126825592925e-08,1.6543612251060553e-24,1.6543612251060553e-24,0.0,1.6543612251060553e-24,1.6543612251060553e-24,0.0,2.465190328815662e-32,2.9887560161772427e-09,3.2834510972659195e-16,1.3368100224683704e-17,9.57862151688975e-16,1.3122655333680545e-16,1.847053383170136e-08
