Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6942345450307124,3.4065232637352087e-18,
1,0.768749303970184,0.24369907629675278,Y3Z2,0.7853981448454843,nan
2,0.8406968839513218,0.47900224351806114,Y0Z4,0.7391537370548718,nan
3,0.9038565002105364,0.6855645455464526,Y5Z1,0.7853980971079385,nan
4,0.9038565017551887,0.6855645505982086,Y0Z4,0.04624441344630878,nan
5,0.9038565017552797,0.6855645505985059,Y3Z2,-7.026654946450415e-09,-1.0548590586850912
6,0.9038565017552797,0.6855645505985059,X2X3,-1.2772514595038242,-0.45497776880541596
7,0.9038565017552797,0.6855645505985059,Y0Z4,-1.3487012635725746e-08,0.03967499657888715
8,0.9723537142684935,0.9095833578247633,Y2Z3,-1.693784775148617e-08,-0.028445598774071157
9,0.9839632576321059,0.947552144602127,X0X4,0.590256629698758,-0.011229247078945093
10,0.9999994881100274,0.9999983258737561,X1X5,0.7853981025376524,2.7704923007943845
11,0.9999999999999352,0.9999999999997881,standard_x,-1.0297732836734166e-08,-7.49437223828067e-06
12,1.0000000000000002,1.0000000000000004,X1,5.3772946432665485e-08,3.129759482565121e-09
