Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.7045818379332043,4.923437452710659e-18,
1,0.8092958226261623,0.35446021314451776,Y3Z1,0.7853985831145526,nan
2,0.9101502695981155,0.6958557667095335,Y2Z0,0.7853981473374376,nan
3,0.9530993672939252,0.8412398466703946,Y5Z2,0.7853981529603001,nan
4,0.9888644363961665,0.962305758298924,Y4Z0,0.7860186146120232,nan
5,0.9888645803404034,0.962306245554805,Y4Z2,0.0006204471955197201,nan
6,0.9888645803406713,0.962306245555712,Y3Z1,-4.3530897373708064e-07,1.9747127045100062e-13
7,0.9888645803406713,0.962306245555712,Y1Z3,7.734640263938876e-09,7.553305235542778e-09
8,0.9888645803406713,0.962306245555712,Y3Z1,3.2119102159387434e-09,7.55370017808368e-09
9,0.9888645803406713,0.962306245555712,Y1Z3,-1.2897177060832968e-09,7.55370017808368e-09
10,0.9888645803406715,0.9623062455557124,Y3Z1,-4.4612734895118616e-09,0.0
11,0.9888645803406715,0.9623062455557125,Y5Z2,-4.461470960782313e-09,0.0
12,0.9888645803406715,0.9623062455557128,Y5Z4,-4.2206481356929275e-09,0.0
