Layer,Cut Approximation Ratios,Hamiltonian Approximation Ratios,Best Mixer,Best Mixer Param,Best Hamiltonian Param
0,0.6535426797618472,-1.8735324512860052e-18,
1,0.7328158931278963,0.2288109060924363,Y0Z2,0.7853981641784947,nan
2,0.8065954105580044,0.44176503671779715,Y4Z1,1.5707963321778502,nan
3,0.8753925947089078,0.64033836778095,Y3Z0,0.7853981415083036,nan
4,0.9082761056866524,0.7352519662442201,Y5Z4,0.7853981898157048,nan
5,0.908276255985517,0.7352524000606118,Y5Z1,-6.279784316102602e-09,nan
6,0.9337070361442149,0.8086547462463324,Y1Z3,-0.7853981772095853,-2.3617303060833062e-08
7,0.9337070361442149,0.8086547462463324,X1,0.0,0.0
8,0.9337070361442149,0.8086547462463324,standard_x,0.0,0.0
9,0.9337070361442149,0.8086547462463324,X1,0.0,0.0
10,0.9337070361442149,0.8086547462463324,standard_x,0.0,0.0
11,0.9337070361442149,0.8086547462463324,X1,0.0,0.0
12,0.9337070361442149,0.8086547462463324,standard_x,0.0,0.0
